Date,DMRCStock_Open_average,DMRCStock_Open_max,DMRCStock_Open_min,DMRCStock_Open_volatility,DMRCStock_Open_change,DMRCStock_High_average,DMRCStock_High_max,DMRCStock_High_min,DMRCStock_High_volatility,DMRCStock_High_change,DMRCStock_Low_average,DMRCStock_Low_max,DMRCStock_Low_min,DMRCStock_Low_volatility,DMRCStock_Low_change,DMRCStock_Close_average,DMRCStock_Close_max,DMRCStock_Close_min,DMRCStock_Close_volatility,DMRCStock_Close_change,DMRCStock_Volume_average,DMRCStock_Volume_max,DMRCStock_Volume_min,DMRCStock_Volume_volatility,DMRCStock_Volume_change
2016-01-03,34.402,36.0,32.43,3.5700000000000003,-0.7899999999999991,35.644,38.29,33.33,4.960000000000001,-2.740000000000002,32.994,33.75,32.01,1.740000000000002,-0.020000000000003126,33.606,35.21,32.24,2.969999999999999,0.01999999999999602,125662,158836,78284,80552,-61086
2016-01-10,39.846,44.5,34.5,10.0,6.259999999999998,41.908,44.94,35.41,9.530000000000001,6.810000000000002,38.966,42.0,34.19,7.810000000000002,5.490000000000002,40.618,43.02,34.94,8.080000000000005,6.140000000000001,210335,316540,90087,226453,45255
2016-01-17,38.065,41.2,36.36,4.840000000000003,-4.840000000000003,39.2125,41.56,37.86,3.700000000000003,-3.700000000000003,35.765,36.31,35.02,1.2899999999999991,-0.23000000000000398,37.1875,37.87,35.98,1.8900000000000006,-0.1600000000000037,128905,205645,47271,158374,-158374
2016-01-24,36.316,37.62,34.14,3.479999999999997,-3.479999999999997,37.2,38.6,36.35,2.25,-2.25,35.212,37.02,33.71,3.3100000000000023,-3.3100000000000023,35.804,37.31,34.05,3.260000000000005,-1.5300000000000011,82200,119662,60520,59142,52782
2016-01-31,34.396,35.59,32.88,2.710000000000001,-1.3900000000000006,35.25,35.81,34.57,1.240000000000002,-1.0200000000000031,32.656,34.09,31.25,2.8400000000000034,-1.9500000000000028,33.706,35.24,31.55,3.6900000000000013,-3.120000000000001,86032,108665,55935,52730,1346
2016-02-07,29.317999999999998,31.25,27.82,3.4299999999999997,-2.2600000000000016,30.008,31.28,29.35,1.9299999999999997,-1.75,27.904,28.51,27.5,1.0100000000000016,0.4800000000000004,28.582,28.98,28.1,0.879999999999999,0.4499999999999993,96844,213317,34582,178735,-178735
2016-02-14,29.752499999999998,31.19,28.88,2.3100000000000023,0.16000000000000014,30.69,31.19,30.22,0.9700000000000024,-0.13000000000000256,28.79,29.49,28.5,0.9899999999999984,-0.1700000000000017,29.5925,30.78,28.82,1.9600000000000009,-0.7800000000000011,63240,82146,54383,27763,-2424
2016-02-21,28.842,30.27,27.35,2.919999999999998,1.2800000000000011,30.477999999999998,32.15,29.0,3.1499999999999986,2.3699999999999974,28.240000000000002,30.2,26.25,3.9499999999999993,1.3499999999999979,29.67,31.87,28.41,3.460000000000001,2.650000000000002,90801,147637,52232,95405,44437
2016-02-28,30.614,31.85,28.04,3.8100000000000023,-3.8100000000000023,31.241999999999997,32.19,29.08,3.1099999999999994,-3.1099999999999994,29.004,30.55,26.87,3.6799999999999997,-3.0799999999999983,29.576,31.2,27.21,3.9899999999999984,-3.0599999999999987,130585,201806,82757,119049,69257
2016-03-06,27.508,28.38,26.95,1.4299999999999997,0.2699999999999996,28.268,29.07,27.75,1.3200000000000003,0.10000000000000142,26.506,27.13,26.23,0.8999999999999986,-0.3999999999999986,27.646,28.35,27.11,1.240000000000002,0.740000000000002,108713,135392,82052,53340,-10135
2016-03-13,27.323999999999998,27.58,26.98,0.5999999999999979,-0.10999999999999943,28.066,29.48,27.46,2.0199999999999996,1.2800000000000011,26.776,27.45,26.29,1.1600000000000001,-0.5399999999999991,27.580000000000002,28.55,27.2,1.3500000000000014,0.9100000000000001,76815,109158,51617,57541,33451
2016-03-20,29.1425,30.25,28.75,1.5,1.4699999999999989,30.1325,31.51,29.06,2.450000000000003,2.450000000000003,28.165,29.76,27.5,2.2600000000000016,2.240000000000002,29.53,30.57,28.76,1.8099999999999987,1.8099999999999987,110141,142266,85955,56311,-13960
2016-03-27,31.12,32.5,30.41,2.09,-0.08999999999999986,31.974,33.22,30.65,2.5700000000000003,-0.6000000000000014,30.168,31.46,29.25,2.210000000000001,-0.5700000000000003,31.1,32.59,29.99,2.600000000000005,-0.610000000000003,111194,147683,81719,65964,65964
2016-04-03,28.626,29.83,27.63,2.1999999999999993,-2.1999999999999993,28.886,30.16,28.01,2.1499999999999986,-2.1499999999999986,27.786,29.36,26.42,2.9399999999999977,-2.9399999999999977,28.132,29.41,27.0,2.41,-2.41,75783,154754,44461,110293,-88342
2016-04-10,26.968,27.5,26.23,1.2699999999999996,0.3999999999999986,27.426,27.93,26.79,1.1400000000000006,0.6799999999999997,26.184,26.98,25.58,1.4000000000000021,0.5100000000000016,26.852,27.46,26.07,1.3900000000000006,1.0599999999999987,63313,90116,52289,37827,37827
2016-04-17,27.546,28.7,26.29,2.41,2.41,28.154,29.17,27.25,1.9200000000000017,1.9200000000000017,26.932000000000002,27.6,26.29,1.3100000000000023,1.2200000000000024,27.874,29.15,26.98,2.169999999999998,1.9899999999999984,44273,58717,27732,30985,30985
2016-04-24,28.894000000000002,30.6,27.8,2.8000000000000007,1.6400000000000006,29.706,30.76,28.85,1.9100000000000001,1.2899999999999991,28.226,29.59,27.8,1.7899999999999991,1.4800000000000004,29.078,30.52,28.21,2.3099999999999987,1.4100000000000001,61334,91538,51147,40391,8355
2016-05-01,29.474,30.08,27.92,2.1599999999999966,-2.1599999999999966,29.948,30.64,28.33,2.3100000000000023,-1.8500000000000014,28.466,29.22,27.27,1.9499999999999993,-1.9499999999999993,28.888,29.88,27.97,1.9100000000000001,-1.1400000000000006,53695,69047,39579,29468,-17257
2016-05-08,28.426,28.93,27.34,1.5899999999999999,-1.0599999999999987,28.934,29.48,27.9,1.5800000000000018,-1.5800000000000018,27.73,28.28,27.05,1.2300000000000004,-0.879999999999999,28.206,29.13,27.23,1.8999999999999986,-1.6499999999999986,48614,78163,23933,54230,12839
2016-05-15,26.354,27.33,25.05,2.2799999999999976,-2.169999999999998,27.176000000000002,27.86,26.51,1.3499999999999979,-1.1699999999999982,25.692,26.87,25.04,1.8300000000000018,-1.8200000000000003,26.376,27.68,25.07,2.6099999999999994,-1.0899999999999999,61783,87428,45196,42232,-22116
2016-05-22,27.076,27.63,26.67,0.9599999999999973,-0.1599999999999966,27.554,27.8,26.9,0.9000000000000021,0.8100000000000023,26.532,26.86,26.07,0.7899999999999991,0.4400000000000013,27.108,27.56,26.55,1.009999999999998,1.009999999999998,35880,78282,19073,59209,-1444
2016-05-29,27.6925,28.74,27.01,1.7299999999999969,1.1999999999999993,28.4725,28.81,28.14,0.6699999999999982,0.6699999999999982,27.515,28.31,27.01,1.2999999999999972,0.889999999999997,28.1875,28.75,27.63,1.120000000000001,1.0899999999999999,58674,104028,38875,65153,-3986
2016-06-05,29.14,29.36,28.75,0.6099999999999994,0.6099999999999994,29.644,30.04,29.32,0.7199999999999989,0.5500000000000007,28.766,29.11,28.27,0.8399999999999999,0.5199999999999996,29.37,29.7,28.89,0.8099999999999987,0.5300000000000011,46625,59077,34147,24930,15093
2016-06-12,30.092,30.95,29.15,1.8000000000000007,1.8000000000000007,30.732,31.5,30.0,1.5,1.5,29.858,30.59,29.05,1.5399999999999991,1.5399999999999991,30.422,30.89,29.72,1.1700000000000017,1.1700000000000017,53764,89332,23541,65791,42255
2016-06-19,30.936,31.6,30.0,1.6000000000000014,-1.5100000000000016,31.616,32.03,30.7,1.3300000000000018,-1.1600000000000001,29.978,30.87,28.7,2.1700000000000017,-1.1000000000000014,30.716,31.63,29.37,2.259999999999998,-0.7199999999999989,73831,122489,22776,99713,45503
2016-06-26,29.878,31.4,28.33,3.0700000000000003,2.389999999999997,31.182000000000002,32.46,29.01,3.4499999999999993,3.4499999999999993,29.392,30.79,27.77,3.0199999999999996,3.0199999999999996,30.470000000000002,31.96,28.1,3.8599999999999994,2.969999999999999,77440,108012,58592,49420,-1824
2016-07-03,32.6325,33.5,30.96,2.539999999999999,2.539999999999999,34.0225,35.18,33.41,1.7700000000000031,1.6000000000000014,32.0325,33.02,30.39,2.6300000000000026,2.6300000000000026,33.635000000000005,35.06,32.6,2.460000000000001,1.7199999999999989,77582,123042,42916,80126,-58373
2016-07-10,35.11,36.0,34.05,1.9500000000000028,-0.75,35.914,37.28,34.4,2.8800000000000026,-1.3900000000000006,33.936,34.5,33.28,1.2199999999999989,-0.4399999999999977,34.684,36.06,33.79,2.270000000000003,-0.14000000000000057,77699,171758,38603,133155,-16371
2016-07-17,34.742,35.79,33.52,2.269999999999996,2.269999999999996,35.786,37.17,34.58,2.5900000000000034,2.5900000000000034,34.43,35.7,33.38,2.3200000000000003,2.3200000000000003,35.288,36.2,34.28,1.9200000000000017,1.9200000000000017,45616,61998,29269,32729,16113
2016-07-24,35.83,36.89,34.95,1.9399999999999977,-0.3200000000000003,36.608,37.43,35.35,2.0799999999999983,-0.3999999999999986,35.072,35.82,34.16,1.6600000000000037,-0.4399999999999977,35.938,37.08,34.81,2.269999999999996,-0.6700000000000017,70871,113956,45975,67981,-11614
2016-07-31,34.186,36.41,31.29,5.119999999999997,-5.119999999999997,35.152,36.76,34.52,2.239999999999995,-2.1799999999999997,33.74,34.78,31.25,3.530000000000001,-3.530000000000001,34.608000000000004,35.0,34.45,0.5499999999999972,-0.5499999999999972,184803,679328,38857,640471,579339
2016-08-07,36.309999999999995,37.18,34.23,2.950000000000003,2.490000000000002,37.252,37.6,36.8,0.8000000000000043,-0.14000000000000057,35.648,36.42,33.82,2.6000000000000014,1.9399999999999977,36.588,37.48,35.92,1.5599999999999952,-0.14000000000000057,112433,181157,83687,97470,-85246
2016-08-14,35.646,36.46,34.96,1.5,0.4200000000000017,36.211999999999996,36.98,35.29,1.6899999999999977,0.9399999999999977,34.66,35.2,34.04,1.1600000000000037,0.8599999999999994,35.764,36.55,34.72,1.8299999999999983,1.1699999999999946,79860,104995,64967,40028,-35117
2016-08-21,36.135999999999996,36.69,35.37,1.3200000000000003,0.4299999999999997,36.967999999999996,38.35,36.26,2.0900000000000034,2.0900000000000034,35.838,36.69,35.0,1.6899999999999977,1.6899999999999977,36.62,38.15,35.56,2.5899999999999963,2.5899999999999963,63572,106004,48107,57897,46255
2016-08-28,37.148,38.38,35.89,2.490000000000002,-2.259999999999998,37.74,40.13,35.92,4.210000000000001,-4.210000000000001,36.012,37.18,35.02,2.1599999999999966,-2.1199999999999974,36.688,38.58,35.56,3.019999999999996,-2.8299999999999983,135820,251836,59057,192779,-188826
2016-09-04,36.415,38.01,35.34,2.6699999999999946,2.210000000000001,37.417500000000004,38.24,36.01,2.230000000000004,2.1600000000000037,35.65,36.36,35.0,1.3599999999999994,0.9799999999999969,36.4925,37.65,35.44,2.210000000000001,0.5800000000000054,62483,83254,31195,52059,40088
2016-09-11,35.744,36.18,35.24,0.9399999999999977,0.17999999999999972,36.274,36.8,35.87,0.9299999999999997,-0.9299999999999997,35.256,35.6,34.95,0.6499999999999986,-0.44999999999999574,35.688,36.63,35.13,1.5,-1.5,62306,81446,48673,32773,17903
2016-09-18,35.536,35.9,35.05,0.8500000000000014,0.5200000000000031,35.932,36.61,35.27,1.3399999999999963,0.6199999999999974,34.86,35.37,34.06,1.3099999999999952,0.5399999999999991,35.344,36.34,34.34,2.0,1.4500000000000028,47742,57049,38612,18437,-18437
2016-09-25,37.160000000000004,38.34,36.24,2.1000000000000014,2.1000000000000014,37.718,38.59,36.46,2.1300000000000026,2.1300000000000026,36.878,37.83,36.09,1.7399999999999949,1.7399999999999949,37.526,38.35,36.35,2.0,2.0,68507,126455,44237,82218,12238
2016-10-02,36.55,38.15,35.12,3.030000000000001,-3.030000000000001,36.826,38.58,35.38,3.1999999999999957,-3.1999999999999957,35.37,37.0,34.39,2.6099999999999994,-2.6099999999999994,35.9,37.83,34.58,3.25,-3.25,58387,82398,41263,41135,-445
2016-10-09,34.676,35.13,34.25,0.8800000000000026,-0.8500000000000014,35.03,35.83,34.67,1.1599999999999966,-1.1599999999999966,34.366,35.1,34.0,1.1000000000000014,-1.1000000000000014,34.568,35.33,34.04,1.2899999999999991,-1.2899999999999991,44707,62321,23016,39305,9340
2016-10-16,33.292,34.55,31.91,2.639999999999997,-2.0699999999999967,33.638,34.55,32.85,1.6999999999999957,-1.6299999999999955,32.532000000000004,33.93,31.07,2.8599999999999994,-2.259999999999998,33.064,34.26,32.19,2.0700000000000003,-1.6299999999999955,50848,86596,21011,65585,8291
2016-10-23,32.636,33.63,31.51,2.120000000000001,-1.5299999999999976,33.268,33.96,32.26,1.7000000000000028,-1.6400000000000006,31.966,32.67,31.39,1.2800000000000011,-1.2600000000000016,32.416,33.65,31.54,2.1099999999999994,-1.7199999999999989,32606,51576,22466,29110,29110
2016-10-30,31.07,32.3,29.4,2.8999999999999986,-2.8999999999999986,31.39,32.3,30.4,1.8999999999999986,-1.8999999999999986,29.87,31.5,28.4,3.1000000000000014,-2.1000000000000014,30.35,31.6,29.6,2.0,-1.7000000000000028,75929,129738,42737,87001,27954
2016-11-06,30.38,31.4,29.55,1.8499999999999979,-1.0999999999999979,31.244,31.62,30.65,0.9700000000000024,-0.9700000000000024,29.666,30.0,29.38,0.620000000000001,-0.4499999999999993,30.32,31.15,29.6,1.5499999999999972,-1.1499999999999986,78008,99323,58067,41256,26106
2016-11-13,29.35,30.0,28.95,1.0500000000000007,-0.75,29.652,30.02,29.35,0.6699999999999982,-0.129999999999999,29.002,29.21,28.8,0.41000000000000014,0.41000000000000014,29.240000000000002,29.55,28.9,0.6500000000000021,0.6500000000000021,75813,121365,38591,82774,71501
