Date,OBCIStock_Open_average,OBCIStock_Open_max,OBCIStock_Open_min,OBCIStock_Open_volatility,OBCIStock_Open_change,OBCIStock_High_average,OBCIStock_High_max,OBCIStock_High_min,OBCIStock_High_volatility,OBCIStock_High_change,OBCIStock_Low_average,OBCIStock_Low_max,OBCIStock_Low_min,OBCIStock_Low_volatility,OBCIStock_Low_change,OBCIStock_Close_average,OBCIStock_Close_max,OBCIStock_Close_min,OBCIStock_Close_volatility,OBCIStock_Close_change,OBCIStock_Volume_average,OBCIStock_Volume_max,OBCIStock_Volume_min,OBCIStock_Volume_volatility,OBCIStock_Volume_change
2016-01-03,2.122,2.23,2.02,0.20999999999999996,0.20999999999999996,2.328,2.59,2.21,0.3799999999999999,0.020000000000000018,2.106,2.18,2.02,0.16000000000000014,0.16000000000000014,2.122,2.18,2.06,0.1200000000000001,0.1200000000000001,18211,70524,502,70022,-9441
2016-01-10,2.12,2.22,1.95,0.27000000000000024,-0.1200000000000001,2.162,2.23,2.1,0.1299999999999999,-0.1299999999999999,2.042,2.22,1.88,0.3400000000000003,-0.2400000000000002,2.102,2.23,1.96,0.27,-0.2200000000000002,5162,12282,136,12146,9312
2016-01-17,1.9849999999999999,2.05,1.95,0.09999999999999987,0.06999999999999984,2.06,2.1,2.04,0.06000000000000005,0.06000000000000005,1.9425,2.05,1.88,0.16999999999999993,0.15999999999999992,2.0175,2.08,1.89,0.19000000000000017,0.19000000000000017,4972,7502,1703,5799,3344
2016-01-24,2.076,2.17,2.05,0.1200000000000001,0.010000000000000231,2.11,2.17,2.05,0.1200000000000001,0.03000000000000025,2.074,2.17,2.05,0.1200000000000001,0.0,2.084,2.17,2.05,0.1200000000000001,-0.020000000000000018,2347,6727,7,6720,2411
2016-01-31,1.992,2.05,1.9,0.1499999999999999,-0.1499999999999999,2.022,2.06,1.98,0.08000000000000007,-0.03000000000000025,1.978,2.05,1.9,0.1499999999999999,-0.1499999999999999,2.012,2.06,1.96,0.10000000000000009,-0.06000000000000005,1873,4992,317,4675,1033
2016-02-07,1.974,2.0,1.91,0.09000000000000008,0.09000000000000008,1.974,2.0,1.91,0.09000000000000008,0.09000000000000008,1.944,2.0,1.91,0.09000000000000008,0.010000000000000009,1.944,2.0,1.91,0.09000000000000008,0.010000000000000009,1182,4503,1,4502,4402
2016-02-14,1.9666666666666666,1.99,1.92,0.07000000000000006,-0.07000000000000006,1.98,2.0,1.95,0.050000000000000044,-0.050000000000000044,1.9266666666666665,1.98,1.9,0.08000000000000007,-0.08000000000000007,1.95,1.99,1.91,0.08000000000000007,-0.040000000000000036,3378,5034,2302,2732,497
2016-02-21,1.9566666666666666,2.02,1.9,0.1200000000000001,0.1200000000000001,2.0233333333333334,2.08,1.95,0.13000000000000012,0.040000000000000036,1.9266666666666665,1.95,1.9,0.050000000000000044,0.030000000000000027,2.0166666666666666,2.06,1.95,0.1100000000000001,0.020000000000000018,1235,1900,362,1538,-456
2016-02-28,2.056,2.23,1.97,0.26,0.25,2.13,2.33,1.98,0.3500000000000001,0.3500000000000001,2.022,2.21,1.94,0.27,0.27,2.078,2.33,1.94,0.3900000000000001,0.3900000000000001,9272,24395,352,24043,6814
2016-03-06,2.294,2.42,2.21,0.20999999999999996,0.06999999999999984,2.406,2.5,2.32,0.18000000000000016,0.040000000000000036,2.214,2.32,2.11,0.20999999999999996,-0.010000000000000231,2.318,2.36,2.29,0.06999999999999984,0.020000000000000018,5475,11345,853,10492,-1361
2016-03-13,2.4175,2.53,2.34,0.18999999999999995,0.040000000000000036,2.425,2.53,2.34,0.18999999999999995,0.07000000000000028,2.3375,2.53,2.18,0.34999999999999964,0.18999999999999995,2.37,2.53,2.27,0.2599999999999998,0.1299999999999999,4332,8548,1224,7324,3328
2016-03-20,2.4325,2.53,2.3,0.22999999999999998,-0.22999999999999998,2.47,2.58,2.36,0.2200000000000002,-0.2200000000000002,2.365,2.45,2.28,0.17000000000000037,0.020000000000000018,2.4525,2.53,2.36,0.16999999999999993,-0.16999999999999993,3484,6660,500,6160,-6160
2016-03-27,2.27,2.32,2.2,0.11999999999999966,0.009999999999999787,2.296,2.33,2.24,0.08999999999999986,0.009999999999999787,2.258,2.3,2.2,0.09999999999999964,-0.029999999999999805,2.272,2.3,2.24,0.05999999999999961,-0.029999999999999805,902,3141,180,2961,88
