Date,Fidelity NASDAQ Composite_etf_Open_average,Fidelity NASDAQ Composite_etf_Open_max,Fidelity NASDAQ Composite_etf_Open_min,Fidelity NASDAQ Composite_etf_Open_volatility,Fidelity NASDAQ Composite_etf_Open_change,Fidelity NASDAQ Composite_etf_High_average,Fidelity NASDAQ Composite_etf_High_max,Fidelity NASDAQ Composite_etf_High_min,Fidelity NASDAQ Composite_etf_High_volatility,Fidelity NASDAQ Composite_etf_High_change,Fidelity NASDAQ Composite_etf_Low_average,Fidelity NASDAQ Composite_etf_Low_max,Fidelity NASDAQ Composite_etf_Low_min,Fidelity NASDAQ Composite_etf_Low_volatility,Fidelity NASDAQ Composite_etf_Low_change,Fidelity NASDAQ Composite_etf_Close_average,Fidelity NASDAQ Composite_etf_Close_max,Fidelity NASDAQ Composite_etf_Close_min,Fidelity NASDAQ Composite_etf_Close_volatility,Fidelity NASDAQ Composite_etf_Close_change
2016-01-03,186.06,186.06,186.06,0.0,0.0,186.23,186.23,186.23,0.0,0.0,182.21,182.21,182.21,0.0,0.0,182.21,182.21,182.21,0.0,0.0
2016-01-10,176.65,176.65,176.65,0.0,0.0,177.22,177.22,177.22,0.0,0.0,173.5,173.5,173.5,0.0,0.0,176.88,176.88,176.88,0.0,0.0
2016-01-17,179.09,179.09,179.09,0.0,0.0,180.35,180.35,180.35,0.0,0.0,178.42,178.42,178.42,0.0,0.0,180.17,180.17,180.17,0.0,0.0
2016-01-24,177.32,177.32,177.32,0.0,0.0,181.0,181.0,181.0,0.0,0.0,177.32,177.32,177.32,0.0,0.0,180.92,180.92,180.92,0.0,0.0
2016-01-31,175.98,175.98,175.98,0.0,0.0,176.14,176.14,176.14,0.0,0.0,171.07,171.07,171.07,0.0,0.0,171.57,171.57,171.57,0.0,0.0
2016-02-07,169.7,169.7,169.7,0.0,0.0,170.41,170.41,170.41,0.0,0.0,167.98,167.98,167.98,0.0,0.0,170.24,170.24,170.24,0.0,0.0
2016-02-14,175.2,175.2,175.2,0.0,0.0,177.4,177.4,177.4,0.0,0.0,175.2,175.2,175.2,0.0,0.0,176.93,176.93,176.93,0.0,0.0
2016-02-21,180.91,180.91,180.91,0.0,0.0,180.91,180.91,180.91,0.0,0.0,180.91,180.91,180.91,0.0,0.0,180.91,180.91,180.91,0.0,0.0
2016-02-28,184.75,184.75,184.75,0.0,0.0,186.83,186.83,186.83,0.0,0.0,184.43,184.43,184.43,0.0,0.0,185.59,185.59,185.59,0.0,0.0
2016-03-06,185.5,185.5,185.5,0.0,0.0,186.85,186.85,186.85,0.0,0.0,185.04,185.04,185.04,0.0,0.0,186.85,186.85,186.85,0.0,0.0
2016-03-13,188.47,188.47,188.47,0.0,0.0,188.78,188.78,188.78,0.0,0.0,187.57,187.57,187.57,0.0,0.0,188.29,188.29,188.29,0.0,0.0
2016-03-20,186.94,186.94,186.94,0.0,0.0,187.6,187.6,187.6,0.0,0.0,185.99,185.99,185.99,0.0,0.0,187.23,187.23,187.23,0.0,0.0
2016-03-27,190.38,190.38,190.38,0.0,0.0,193.0,193.0,193.0,0.0,0.0,190.34,190.34,190.34,0.0,0.0,192.71,192.71,192.71,0.0,0.0
2016-04-03,192.29,192.29,192.29,0.0,0.0,192.29,192.29,192.29,0.0,0.0,190.11,190.11,190.11,0.0,0.0,190.17,190.17,190.17,0.0,0.0
2016-04-10,193.36,193.36,193.36,0.0,0.0,194.54,194.54,194.54,0.0,0.0,193.36,193.36,193.36,0.0,0.0,194.1,194.1,194.1,0.0,0.0
2016-04-17,193.08,193.08,193.08,0.0,0.0,193.47,193.47,193.47,0.0,0.0,191.52,191.52,191.52,0.0,0.0,192.98,192.98,192.98,0.0,0.0
2016-04-24,189.45,189.45,189.45,0.0,0.0,189.46,189.46,189.46,0.0,0.0,186.52,186.52,186.52,0.0,0.0,187.61,187.61,187.61,0.0,0.0
2016-05-01,184.37,184.37,184.37,0.0,0.0,186.33,186.33,186.33,0.0,0.0,184.06,184.06,184.06,0.0,0.0,186.33,186.33,186.33,0.0,0.0
2016-05-08,186.54,186.54,186.54,0.0,0.0,187.4,187.4,187.4,0.0,0.0,185.31,185.31,185.31,0.0,0.0,185.98,185.98,185.98,0.0,0.0
2016-05-15,186.78,186.78,186.78,0.0,0.0,188.26,188.26,188.26,0.0,0.0,186.1,186.1,186.1,0.0,0.0,187.61,187.61,187.61,0.0,0.0
2016-05-22,193.19,193.19,193.19,0.0,0.0,194.18,194.18,194.18,0.0,0.0,193.19,193.19,193.19,0.0,0.0,193.97,193.97,193.97,0.0,0.0
2016-05-29,195.75,195.75,195.75,0.0,0.0,195.75,195.75,195.75,0.0,0.0,193.35,193.35,193.35,0.0,0.0,194.52,194.52,194.52,0.0,0.0
2016-06-05,193.89,193.89,193.89,0.0,0.0,193.89,193.89,193.89,0.0,0.0,192.31,192.31,192.31,0.0,0.0,192.76,192.76,192.76,0.0,0.0
2016-06-12,190.5,190.5,190.5,0.0,0.0,190.5,190.5,190.5,0.0,0.0,188.22,188.22,188.22,0.0,0.0,188.61,188.61,188.61,0.0,0.0
2016-06-19,184.49,184.49,184.49,0.0,0.0,188.66,188.66,188.66,0.0,0.0,184.46,184.46,184.46,0.0,0.0,185.72,185.72,185.72,0.0,0.0
2016-06-26,190.24,190.24,190.24,0.0,0.0,192.0,192.0,192.0,0.0,0.0,190.24,190.24,190.24,0.0,0.0,191.14,191.14,191.14,0.0,0.0
2016-07-03,192.73,192.73,192.73,0.0,0.0,195.0,195.0,195.0,0.0,0.0,192.73,192.73,192.73,0.0,0.0,195.0,195.0,195.0,0.0,0.0
2016-07-10,198.21,198.21,198.21,0.0,0.0,198.23,198.23,198.23,0.0,0.0,197.22,197.22,197.22,0.0,0.0,197.63,197.63,197.63,0.0,0.0
2016-07-17,199.97,199.97,199.97,0.0,0.0,200.88,200.88,200.88,0.0,0.0,199.01,199.01,199.01,0.0,0.0,200.48,200.48,200.48,0.0,0.0
2016-07-24,203.25,203.25,203.25,0.0,0.0,203.47,203.47,203.47,0.0,0.0,202.0,202.0,202.0,0.0,0.0,203.12,203.12,203.12,0.0,0.0
2016-07-31,204.9,204.9,204.9,0.0,0.0,205.74,205.74,205.74,0.0,0.0,203.95,203.95,203.95,0.0,0.0,205.48,205.48,205.48,0.0,0.0
