Date,OISStock_Open_average,OISStock_Open_max,OISStock_Open_min,OISStock_Open_volatility,OISStock_Open_change,OISStock_High_average,OISStock_High_max,OISStock_High_min,OISStock_High_volatility,OISStock_High_change,OISStock_Low_average,OISStock_Low_max,OISStock_Low_min,OISStock_Low_volatility,OISStock_Low_change,OISStock_Close_average,OISStock_Close_max,OISStock_Close_min,OISStock_Close_volatility,OISStock_Close_change,OISStock_Volume_average,OISStock_Volume_max,OISStock_Volume_min,OISStock_Volume_volatility,OISStock_Volume_change
2016-01-03,26.872,27.93,25.96,1.9699999999999989,-0.10000000000000142,27.34,28.32,26.77,1.5500000000000007,-1.4600000000000009,26.354,27.0,25.81,1.1900000000000013,-1.0899999999999999,26.91,28.04,25.85,2.1899999999999977,-2.1899999999999977,1415257,3156071,713164,2442907,471225
2016-01-10,25.498,25.99,24.89,1.0999999999999979,-1.0999999999999979,26.233999999999998,26.83,25.73,1.0999999999999979,0.8399999999999999,24.576,24.84,24.34,0.5,0.33000000000000185,25.626,26.73,24.98,1.75,1.740000000000002,1258487,1650158,1031490,618668,283595
2016-01-17,25.7625,26.97,24.54,2.4299999999999997,0.129999999999999,26.6525,27.31,25.37,1.9399999999999977,0.23999999999999844,24.7,26.11,23.75,2.3599999999999994,1.1499999999999986,25.8,27.03,25.04,1.990000000000002,1.6300000000000026,1449823,1607457,1285434,322023,-216720
2016-01-24,26.59,28.5,25.53,2.969999999999999,0.3999999999999986,27.518,28.63,26.12,2.509999999999998,1.1900000000000013,25.62,26.55,24.71,1.8399999999999999,1.8399999999999999,26.532,28.23,24.75,3.4800000000000004,3.4800000000000004,1475364,1973916,1163755,810161,-810161
2016-01-31,25.712,27.48,25.24,2.240000000000002,-2.1700000000000017,26.19,27.57,25.24,2.330000000000002,-1.6799999999999997,24.646,25.83,23.54,2.289999999999999,-1.509999999999998,25.131999999999998,26.13,24.5,1.629999999999999,-1.629999999999999,1737795,1895272,1550625,344647,98410
2016-02-07,23.21,24.13,22.32,1.8099999999999987,-1.1799999999999997,23.78,24.7,22.98,1.7199999999999989,-1.4100000000000001,22.556,23.52,21.79,1.7300000000000004,-1.25,23.218,24.61,22.36,2.25,-1.4899999999999984,1445968,1984366,1005539,978827,159805
2016-02-14,24.2725,24.67,23.66,1.0100000000000016,0.9400000000000013,25.04,25.94,24.19,1.75,0.4499999999999993,23.35,24.13,22.44,1.6899999999999977,0.4499999999999993,24.545,25.09,23.89,1.1999999999999993,0.48999999999999844,1724043,2226074,1076857,1149217,677953
2016-02-21,23.586,24.87,22.35,2.5199999999999996,-1.240000000000002,24.262,25.5,23.09,2.41,0.5500000000000007,22.846,24.22,21.44,2.7799999999999976,-0.759999999999998,23.626,24.93,22.84,2.09,0.6600000000000001,1342501,1537782,1212085,325697,-323064
2016-02-28,26.983999999999998,29.0,25.02,3.9800000000000004,3.9800000000000004,28.274,30.23,26.45,3.780000000000001,3.780000000000001,26.608,28.6,24.93,3.6700000000000017,3.6700000000000017,27.87,29.48,26.11,3.370000000000001,3.370000000000001,1392700,1703065,1015754,687311,-141189
2016-03-06,29.476,29.95,28.99,0.9600000000000009,0.509999999999998,30.168,31.02,29.42,1.5999999999999979,0.759999999999998,28.788,29.77,28.15,1.620000000000001,0.8900000000000006,29.624,30.74,28.77,1.9699999999999989,0.7399999999999984,1133167,1635880,853334,782546,-667011
