Date,LNCStock_Open_average,LNCStock_Open_max,LNCStock_Open_min,LNCStock_Open_volatility,LNCStock_Open_change,LNCStock_High_average,LNCStock_High_max,LNCStock_High_min,LNCStock_High_volatility,LNCStock_High_change,LNCStock_Low_average,LNCStock_Low_max,LNCStock_Low_min,LNCStock_Low_volatility,LNCStock_Low_change,LNCStock_Close_average,LNCStock_Close_max,LNCStock_Close_min,LNCStock_Close_volatility,LNCStock_Close_change,LNCStock_Volume_average,LNCStock_Volume_max,LNCStock_Volume_min,LNCStock_Volume_volatility,LNCStock_Volume_change
2016-01-03,47.578,49.3,45.54,3.759999999999998,-3.3100000000000023,47.842,49.51,45.95,3.559999999999995,-2.8299999999999983,46.46,48.49,44.12,4.3700000000000045,-3.8500000000000014,46.952,49.14,44.24,4.899999999999999,-4.859999999999999,2552729,3420786,1958965,1461821,1243623
2016-01-10,42.736,44.53,39.9,4.630000000000003,-4.630000000000003,43.102000000000004,44.7,40.62,4.080000000000005,-4.080000000000005,41.412,42.72,39.49,3.229999999999997,-2.9399999999999977,42.082,43.5,40.42,3.0799999999999983,-2.780000000000001,3347500,4932382,2665751,2266631,-1777529
2016-01-17,39.295,41.0,38.19,2.8100000000000023,-1.3500000000000014,39.89,41.17,38.65,2.520000000000003,-0.8100000000000023,38.2925,39.4,36.73,2.6700000000000017,-0.01999999999999602,39.0125,39.69,38.2,1.4899999999999949,-0.09999999999999432,2988045,4430625,2269554,2161071,544890
2016-01-24,39.124,39.42,38.85,0.5700000000000003,-0.5499999999999972,39.702,40.18,39.49,0.6899999999999977,-0.12999999999999545,38.478,38.67,38.31,0.35999999999999943,0.00999999999999801,38.914,39.46,38.53,0.9299999999999997,0.9299999999999997,2240897,2698154,1840311,857843,-398045
2016-01-31,37.708,39.13,35.9,3.230000000000004,-3.230000000000004,38.106,39.41,36.85,2.559999999999995,-2.559999999999995,36.61,38.78,35.22,3.5600000000000023,-3.259999999999998,37.187999999999995,39.23,35.78,3.4499999999999957,-3.4499999999999957,3475598,4308077,2327282,1980795,1299631
2016-02-07,33.256,34.9,31.62,3.2799999999999976,-3.2799999999999976,33.998,35.03,32.99,2.039999999999999,-1.9699999999999989,32.286,34.04,30.39,3.6499999999999986,-1.5300000000000011,32.982,34.28,30.78,3.5,-0.75,4015948,5278880,2882934,2395946,-1050604
2016-02-14,34.7975,35.84,33.38,2.460000000000001,2.1899999999999977,35.602500000000006,36.09,34.24,1.8500000000000014,1.75,34.53,35.56,32.89,2.6700000000000017,2.3999999999999986,35.42,35.96,33.92,2.039999999999999,2.039999999999999,3686141,4813985,2430214,2383771,-1234476
2016-02-21,36.06,36.76,35.02,1.7399999999999949,0.03999999999999915,37.002,38.15,35.64,2.509999999999998,-0.05999999999999517,35.606,36.76,34.16,2.6000000000000014,0.25,36.4,37.51,35.5,2.009999999999998,0.7899999999999991,2697268,3454408,2007048,1447360,684198
2016-02-28,38.492,40.12,36.91,3.210000000000001,2.739999999999995,39.35,40.47,37.5,2.969999999999999,2.969999999999999,38.028,39.05,36.53,2.519999999999996,2.519999999999996,38.798,39.8,36.53,3.269999999999996,3.0,2732032,3371107,1879701,1491406,1020285
2016-03-06,38.732,39.24,38.47,0.7700000000000031,-0.35999999999999943,39.386,40.11,38.74,1.3699999999999974,0.269999999999996,38.092,39.03,37.42,1.6099999999999994,-0.23000000000000398,38.758,40.06,38.05,2.010000000000005,0.6200000000000045,2704437,3181845,2274726,907119,692977
2016-03-13,40.108,41.05,39.76,1.2899999999999991,1.2899999999999991,40.944,41.96,40.03,1.9299999999999997,1.2899999999999991,39.876,40.93,39.37,1.5600000000000023,1.2700000000000031,40.628,41.67,39.94,1.730000000000004,1.2800000000000011,2800275,4422633,1911440,2511193,1622460
2016-03-20,40.6425,41.44,39.17,2.269999999999996,-2.269999999999996,41.065,42.06,39.62,2.440000000000005,-2.440000000000005,40.1225,41.0,38.58,2.4200000000000017,-2.4200000000000017,40.55,41.47,39.27,2.1999999999999957,-2.1999999999999957,2166124,2997304,1776843,1220461,973131
2016-03-27,39.596,39.98,39.05,0.9299999999999997,-0.5100000000000051,40.196,41.23,39.71,1.519999999999996,-0.18999999999999773,39.016,39.56,38.38,1.1799999999999997,-0.8999999999999986,39.688,39.97,39.2,0.769999999999996,-0.05999999999999517,2299872,2977846,1568332,1409514,987330
2016-04-03,38.784,39.75,37.98,1.7700000000000031,-1.7700000000000031,39.122,40.05,38.22,1.8299999999999983,-1.8299999999999983,38.13,39.34,37.12,2.220000000000006,-1.970000000000006,38.318,39.47,37.37,2.1000000000000014,-1.9499999999999957,2559921,3553254,1882883,1670371,324875
2016-04-10,39.602000000000004,40.93,37.82,3.1099999999999994,3.1099999999999994,40.324,41.45,38.79,2.6600000000000037,2.1400000000000006,39.342,40.49,37.79,2.700000000000003,2.6000000000000014,40.042,40.99,38.26,2.730000000000004,2.440000000000005,2032076,2436351,1352311,1084040,-701749
2016-04-17,42.138,43.76,40.48,3.280000000000001,3.280000000000001,42.964,44.72,41.05,3.6700000000000017,3.6700000000000017,42.008,43.58,40.25,3.3299999999999983,3.3299999999999983,42.778,44.34,41.02,3.3200000000000003,3.3200000000000003,1955183,2851837,1155584,1696253,978391
