Date,ODC_stock_Open_average,ODC_stock_Open_max,ODC_stock_Open_min,ODC_stock_Open_volatility,ODC_stock_Open_change,ODC_stock_High_average,ODC_stock_High_max,ODC_stock_High_min,ODC_stock_High_volatility,ODC_stock_High_change,ODC_stock_Low_average,ODC_stock_Low_max,ODC_stock_Low_min,ODC_stock_Low_volatility,ODC_stock_Low_change,ODC_stock_Close_average,ODC_stock_Close_max,ODC_stock_Close_min,ODC_stock_Close_volatility,ODC_stock_Close_change,ODC_stock_Volume_average,ODC_stock_Volume_max,ODC_stock_Volume_min,ODC_stock_Volume_volatility,ODC_stock_Volume_change
2016-01-03,36.154,36.95,35.54,1.4100000000000037,-0.5300000000000011,36.89,37.42,36.34,1.0799999999999983,-0.30000000000000426,35.484,36.19,35.14,1.0499999999999972,1.0499999999999972,36.194,36.64,35.38,1.259999999999998,1.259999999999998,28661,46448,19392,27056,6263
2016-01-10,36.314,37.08,34.85,2.229999999999997,-1.8599999999999994,36.7,37.81,35.33,2.480000000000004,-1.6400000000000006,35.268,36.54,33.63,2.9099999999999966,-2.539999999999999,35.94,37.19,34.46,2.729999999999997,-2.25,22706,28648,16580,12068,-10325
2016-01-17,35.2675,36.75,34.15,2.6000000000000014,1.8400000000000034,36.5375,37.55,35.63,1.9199999999999946,1.4099999999999966,34.3675,35.69,33.01,2.6799999999999997,1.8200000000000003,35.879999999999995,36.99,34.54,2.450000000000003,2.450000000000003,28148,34079,21424,12655,-9085
2016-01-24,36.884,37.26,36.28,0.9799999999999969,-0.10000000000000142,37.446,38.13,37.15,0.980000000000004,0.8700000000000045,36.22,36.74,35.92,0.8200000000000003,0.7600000000000051,36.794,37.5,36.18,1.3200000000000003,1.2899999999999991,16236,29789,11061,18728,18728
2016-01-31,36.954,37.25,36.73,0.5200000000000031,-0.5200000000000031,37.412,37.9,37.01,0.8900000000000006,-0.6000000000000014,36.394,36.74,35.94,0.8000000000000043,-0.6600000000000037,36.748,37.12,36.22,0.8999999999999986,-0.8999999999999986,14948,17103,11449,5654,447
2016-02-07,36.372,37.06,35.8,1.2600000000000051,0.730000000000004,37.148,37.57,36.57,1.0,-0.17999999999999972,35.778,36.67,35.05,1.6200000000000045,0.9299999999999997,36.612,36.98,35.92,1.0599999999999952,-0.4399999999999977,10198,17118,5633,11485,-9533
2016-02-14,36.815,36.99,36.63,0.35999999999999943,0.12000000000000455,36.9775,37.03,36.88,0.14999999999999858,-0.14999999999999858,36.08,36.63,35.36,1.2700000000000031,-0.75,36.585,37.0,35.62,1.3800000000000026,-1.3800000000000026,14919,25235,9144,16091,16091
2016-02-21,35.768,36.3,35.22,1.0799999999999983,0.4899999999999949,36.164,36.46,35.85,0.6099999999999994,0.23000000000000398,35.33,35.66,35.06,0.5999999999999943,0.29999999999999716,35.806,36.33,35.33,1.0,0.7999999999999972,17037,22520,11480,11040,310
2016-02-28,36.848,37.82,36.33,1.490000000000002,1.490000000000002,37.496,38.43,36.89,1.5399999999999991,1.1099999999999994,36.436,37.33,36.01,1.3200000000000003,1.3200000000000003,37.278,38.0,36.64,1.3599999999999994,1.1599999999999966,24574,43801,17447,26354,357
2016-03-06,37.21,37.96,35.02,2.9399999999999977,-2.9299999999999997,37.682,38.17,36.26,1.9100000000000037,-1.8100000000000023,36.194,37.62,33.79,3.8299999999999983,-3.019999999999996,36.694,38.0,34.04,3.960000000000001,-2.0,22016,31770,11450,20320,10491
2016-03-13,34.51,35.9,33.2,2.6999999999999957,-1.8999999999999986,35.1,35.9,34.51,1.3900000000000006,-0.7199999999999989,33.632,34.6,33.01,1.5900000000000034,-1.1799999999999997,34.292,34.76,33.31,1.4499999999999957,0.030000000000001137,33196,52899,15348,37551,28839
2016-03-20,34.3875,35.84,33.01,2.8300000000000054,-1.990000000000002,35.105000000000004,36.77,33.01,3.760000000000005,-3.3300000000000054,33.2725,34.51,32.29,2.219999999999999,-2.219999999999999,33.99,36.21,32.46,3.75,-3.75,23944,33448,10660,22788,-20396
2016-03-27,33.432,34.17,32.49,1.6799999999999997,-0.5499999999999972,33.958000000000006,34.27,33.59,0.6799999999999997,0.14999999999999858,32.894,33.51,32.24,1.269999999999996,-0.4099999999999966,33.72,34.11,33.37,0.740000000000002,0.03999999999999915,19552,27040,12412,14628,-14628
2016-04-03,33.74,34.05,33.39,0.6599999999999966,0.6599999999999966,34.064,34.23,33.82,0.4099999999999966,0.4099999999999966,33.246,33.51,32.88,0.6299999999999955,0.6299999999999955,33.800000000000004,34.05,33.59,0.45999999999999375,0.0799999999999983,13497,15980,8392,7588,-7153
2016-04-10,33.698,34.05,33.16,0.8900000000000006,0.21000000000000085,34.376,34.8,33.98,0.8200000000000003,-0.5,33.28,33.55,33.09,0.45999999999999375,0.3999999999999986,33.788,34.4,33.2,1.1999999999999957,0.7299999999999969,12508,19886,5821,14065,-10092
2016-04-17,34.08,34.82,33.32,1.5,-0.4799999999999969,34.272,34.82,33.54,1.2800000000000011,-0.8500000000000014,33.568,34.0,33.0,1.0,-0.7000000000000028,33.878,34.36,33.22,1.1400000000000006,-1.1200000000000045,11803,18891,6466,12425,-12425
2016-04-24,33.35,33.59,33.14,0.45000000000000284,0.240000000000002,33.78,34.15,33.46,0.6899999999999977,0.060000000000002274,33.09,33.21,33.0,0.21000000000000085,0.030000000000001137,33.376,33.43,33.33,0.10000000000000142,0.030000000000001137,10207,14497,7097,7400,2188
2016-05-01,33.632,34.1,33.3,0.8000000000000043,0.4100000000000037,34.036,34.55,33.64,0.9099999999999966,0.3500000000000014,33.228,33.39,33.0,0.39000000000000057,-0.14999999999999858,33.668,33.96,33.48,0.480000000000004,-0.0800000000000054,8576,14128,6068,8060,3507
2016-05-08,33.602,34.16,33.23,0.9299999999999997,-0.9299999999999997,33.854,34.16,33.4,0.759999999999998,-0.759999999999998,33.046,33.34,32.56,0.7800000000000011,-0.5499999999999972,33.292,33.88,32.78,1.1000000000000014,-0.5600000000000023,7901,9766,3773,5993,-1724
2016-05-15,31.318,32.95,30.21,2.740000000000002,-2.740000000000002,31.554,33.0,30.48,2.5199999999999996,-2.370000000000001,30.762,32.6,29.89,2.710000000000001,-2.5600000000000023,30.98,32.97,30.05,2.919999999999998,-2.5299999999999976,7932,11743,5676,6067,6067
