Date,ABCStock_Open_average,ABCStock_Open_max,ABCStock_Open_min,ABCStock_Open_volatility,ABCStock_Open_change,ABCStock_High_average,ABCStock_High_max,ABCStock_High_min,ABCStock_High_volatility,ABCStock_High_change,ABCStock_Low_average,ABCStock_Low_max,ABCStock_Low_min,ABCStock_Low_volatility,ABCStock_Low_change,ABCStock_Close_average,ABCStock_Close_max,ABCStock_Close_min,ABCStock_Close_volatility,ABCStock_Close_change,ABCStock_Volume_average,ABCStock_Volume_max,ABCStock_Volume_min,ABCStock_Volume_volatility,ABCStock_Volume_change
2016-01-03,101.2,102.31,99.16,3.1500000000000057,-3.1500000000000057,101.86800000000001,103.4,99.51,3.8900000000000006,-3.1299999999999955,100.096,101.59,97.8,3.7900000000000063,-3.490000000000009,100.7,103.36,97.96,5.400000000000006,-3.910000000000011,2428089,3658651,1837547,1821104,-489439
2016-01-10,94.06,95.51,92.79,2.719999999999999,-2.2700000000000102,94.826,96.0,93.53,2.469999999999999,-2.469999999999999,92.876,93.81,91.43,2.3799999999999955,-2.3799999999999955,93.574,94.18,92.77,1.4100000000000108,-1.2900000000000063,3922205,5985830,2789404,3196426,-2773449
2016-01-17,91.9675,93.29,90.9,2.3900000000000006,-1.4000000000000057,92.375,93.34,91.83,1.5100000000000051,-1.2600000000000051,90.47500000000001,91.59,89.68,1.9099999999999966,-0.75,91.2525,92.54,90.57,1.970000000000013,-1.5400000000000063,3024264,4490406,1985773,2504633,-1438398
2016-01-24,90.548,91.99,87.55,4.439999999999998,-4.439999999999998,91.134,92.23,89.6,2.6300000000000097,-2.6300000000000097,89.152,91.05,87.09,3.9599999999999937,-3.769999999999996,89.912,91.27,87.29,3.9799999999999898,-1.7099999999999937,3285943,6053374,1327540,4725834,1325415
2016-01-31,86.112,89.11,80.51,8.599999999999994,-5.109999999999999,88.384,89.89,86.13,3.760000000000005,-3.25,85.128,87.95,80.5,7.450000000000003,-5.0,86.846,89.0,84.4,4.599999999999994,-4.299999999999997,4555419,8039420,2849591,5189829,1816930
2016-02-07,84.17399999999999,85.44,82.69,2.75,0.7099999999999937,85.266,86.35,84.24,2.1099999999999994,1.3700000000000045,83.848,85.22,82.62,2.5999999999999943,1.769999999999996,84.826,85.61,83.62,1.9899999999999949,1.9899999999999949,2950544,4596574,1880401,2716173,-2716173
2016-02-14,86.485,87.03,86.06,0.9699999999999989,0.6299999999999955,87.15,87.83,86.23,1.5999999999999943,0.8199999999999932,85.89750000000001,86.59,85.0,1.5900000000000034,1.2800000000000011,86.6575,87.49,85.61,1.8799999999999955,1.230000000000004,2422136,3574732,1653572,1921160,-580877
2016-02-21,87.294,87.85,86.52,1.3299999999999983,0.9899999999999949,87.992,88.57,87.28,1.289999999999992,0.6799999999999926,86.768,87.47,85.8,1.6700000000000017,0.6400000000000006,87.454,87.7,87.08,0.6200000000000045,-0.1599999999999966,1806429,2737266,1160721,1576545,-1033100
2016-02-28,87.46,88.17,86.8,1.3700000000000045,0.9000000000000057,88.002,88.47,87.51,0.9599999999999937,0.9599999999999937,86.972,87.78,86.44,1.3400000000000034,1.3400000000000034,87.58,88.22,86.62,1.5999999999999943,1.3799999999999955,1948460,2595945,1628516,967429,-928642
2016-03-06,87.702,88.33,87.02,1.3100000000000023,-0.3400000000000034,88.48,89.64,88.01,1.6299999999999955,1.3900000000000006,86.81400000000001,87.37,85.81,1.5600000000000023,-0.6299999999999955,87.844,89.55,86.18,3.3699999999999903,1.4500000000000028,2473092,3536540,1757279,1779261,1779261
