Date,First Trust NASDAQ ABA Community BankEtf_Open_average,First Trust NASDAQ ABA Community BankEtf_Open_max,First Trust NASDAQ ABA Community BankEtf_Open_min,First Trust NASDAQ ABA Community BankEtf_Open_volatility,First Trust NASDAQ ABA Community BankEtf_Open_change,First Trust NASDAQ ABA Community BankEtf_High_average,First Trust NASDAQ ABA Community BankEtf_High_max,First Trust NASDAQ ABA Community BankEtf_High_min,First Trust NASDAQ ABA Community BankEtf_High_volatility,First Trust NASDAQ ABA Community BankEtf_High_change,First Trust NASDAQ ABA Community BankEtf_Low_average,First Trust NASDAQ ABA Community BankEtf_Low_max,First Trust NASDAQ ABA Community BankEtf_Low_min,First Trust NASDAQ ABA Community BankEtf_Low_volatility,First Trust NASDAQ ABA Community BankEtf_Low_change,First Trust NASDAQ ABA Community BankEtf_Close_average,First Trust NASDAQ ABA Community BankEtf_Close_max,First Trust NASDAQ ABA Community BankEtf_Close_min,First Trust NASDAQ ABA Community BankEtf_Close_volatility,First Trust NASDAQ ABA Community BankEtf_Close_change
2016-07-03,37.39,37.39,37.39,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2016-07-10,39.65,39.65,39.65,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2016-07-17,38.82,38.82,38.82,0.0,0.0,39.59,39.59,39.59,0.0,0.0,38.47,38.47,38.47,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2016-07-24,39.45,39.45,39.45,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2016-07-31,39.47,39.47,39.47,0.0,0.0,40.32,40.32,40.32,0.0,0.0,39.47,39.47,39.47,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2016-08-07,39.86,39.86,39.86,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2016-08-14,40.57,40.57,40.57,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2016-08-21,41.28,41.28,41.28,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2016-08-28,41.88,41.88,41.88,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.77,41.77,41.77,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2016-09-04,41.85,41.85,41.85,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2016-09-11,40.95,40.95,40.95,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2016-09-18,41.49,41.49,41.49,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2016-09-25,40.97,40.97,40.97,0.0,0.0,41.37,41.37,41.37,0.0,0.0,40.87,40.87,40.87,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2016-10-02,41.68,41.68,41.68,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2016-10-09,41.21,41.21,41.21,0.0,0.0,41.31,41.31,41.31,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2016-10-16,41.17,41.17,41.17,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2016-10-23,41.81,41.81,41.81,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2016-10-30,40.8,40.8,40.8,0.0,0.0,41.23,41.23,41.23,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2016-11-06,45.73,45.73,45.73,0.0,0.0,47.16,47.16,47.16,0.0,0.0,45.71,45.71,45.71,0.0,0.0,47.13,47.13,47.13,0.0,0.0
2016-11-13,48.48,48.48,48.48,0.0,0.0,49.04,49.04,49.04,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2016-11-20,50.39,50.39,50.39,0.0,0.0,50.39,50.39,50.39,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2016-11-27,50.36,50.36,50.36,0.0,0.0,50.36,50.36,50.36,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2016-12-04,53.56,53.56,53.56,0.0,0.0,53.56,53.56,53.56,0.0,0.0,52.89,52.89,52.89,0.0,0.0,53.46,53.46,53.46,0.0,0.0
2016-12-11,53.51,53.51,53.51,0.0,0.0,53.51,53.51,53.51,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.08,52.08,52.08,0.0,0.0
2016-12-18,53.4,53.4,53.4,0.0,0.0,53.4,53.4,53.4,0.0,0.0,52.96,52.96,52.96,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2016-12-25,53.24,53.24,53.24,0.0,0.0,53.5,53.5,53.5,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2017-01-01,52.67,52.67,52.67,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2017-01-08,51.8,51.8,51.8,0.0,0.0,53.09,53.09,53.09,0.0,0.0,51.8,51.8,51.8,0.0,0.0,52.22,52.22,52.22,0.0,0.0
2017-01-15,51.6,51.6,51.6,0.0,0.0,51.97,51.97,51.97,0.0,0.0,50.82,50.82,50.82,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2017-01-22,52.87,52.87,52.87,0.0,0.0,53.99,53.99,53.99,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2017-01-29,51.53,51.53,51.53,0.0,0.0,52.2,52.2,52.2,0.0,0.0,51.28,51.28,51.28,0.0,0.0,52.16,52.16,52.16,0.0,0.0
2017-02-05,52.76,52.76,52.76,0.0,0.0,52.77,52.77,52.77,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2017-02-12,53.04,53.04,53.04,0.0,0.0,53.36,53.36,53.36,0.0,0.0,52.89,52.89,52.89,0.0,0.0,53.36,53.36,53.36,0.0,0.0
2017-02-19,53.46,53.46,53.46,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2017-02-26,53.31,53.31,53.31,0.0,0.0,53.35,53.35,53.35,0.0,0.0,52.84,52.84,52.84,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2017-03-05,52.45,52.45,52.45,0.0,0.0,52.45,52.45,52.45,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2017-03-12,52.35,52.35,52.35,0.0,0.0,52.55,52.55,52.55,0.0,0.0,51.64,51.64,51.64,0.0,0.0,52.44,52.44,52.44,0.0,0.0
2017-03-19,49.59,49.59,49.59,0.0,0.0,49.59,49.59,49.59,0.0,0.0,48.67,48.67,48.67,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2017-03-26,51.06,51.06,51.06,0.0,0.0,51.48,51.48,51.48,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2017-04-02,49.23,49.23,49.23,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2017-04-09,48.51,48.51,48.51,0.0,0.0,48.81,48.81,48.81,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2017-04-16,50.09,50.09,50.09,0.0,0.0,50.45,50.45,50.45,0.0,0.0,49.8,49.8,49.8,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2017-04-23,51.53,51.53,51.53,0.0,0.0,51.8,51.8,51.8,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2017-04-30,51.23,51.23,51.23,0.0,0.0,51.23,51.23,51.23,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2017-05-07,49.62,49.62,49.62,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2017-05-14,48.69,48.69,48.69,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2017-05-21,48.94,48.94,48.94,0.0,0.0,49.04,49.04,49.04,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2017-05-28,48.52,48.52,48.52,0.0,0.0,49.42,49.42,49.42,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2017-06-04,50.46,50.46,50.46,0.0,0.0,52.12,52.12,52.12,0.0,0.0,50.24,50.24,50.24,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2017-06-11,51.7,51.7,51.7,0.0,0.0,51.7,51.7,51.7,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2017-06-18,49.3,49.3,49.3,0.0,0.0,49.3,49.3,49.3,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.98,48.98,48.98,0.0,0.0
2017-06-25,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2017-07-02,50.96,50.96,50.96,0.0,0.0,51.29,51.29,51.29,0.0,0.0,50.57,50.57,50.57,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2017-07-09,50.36,50.36,50.36,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2017-07-16,50.56,50.56,50.56,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2017-07-23,50.36,50.36,50.36,0.0,0.0,50.36,50.36,50.36,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2017-07-30,50.31,50.31,50.31,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2017-08-06,48.35,48.35,48.35,0.0,0.0,48.6,48.6,48.6,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2017-08-13,47.08,47.08,47.08,0.0,0.0,47.66,47.66,47.66,0.0,0.0,46.09,46.09,46.09,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2017-08-20,48.36,48.36,48.36,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.45,48.45,48.45,0.0,0.0
2017-08-27,48.15,48.15,48.15,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.42,48.42,48.42,0.0,0.0
2017-09-03,45.9,45.9,45.9,0.0,0.0,46.88,46.88,46.88,0.0,0.0,45.86,45.86,45.86,0.0,0.0,46.68,46.68,46.68,0.0,0.0
2017-09-10,48.47,48.47,48.47,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.76,48.76,48.76,0.0,0.0
2017-09-17,50.15,50.15,50.15,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2017-09-24,52.6,52.6,52.6,0.0,0.0,53.16,53.16,53.16,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2017-10-01,53.03,53.03,53.03,0.0,0.0,53.19,53.19,53.19,0.0,0.0,52.75,52.75,52.75,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2017-10-08,52.59,52.59,52.59,0.0,0.0,53.04,53.04,53.04,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.62,52.62,52.62,0.0,0.0
2017-10-15,53.5,53.5,53.5,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.29,53.29,53.29,0.0,0.0
2017-10-22,53.43,53.43,53.43,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.64,53.64,53.64,0.0,0.0
2017-10-29,52.65,52.65,52.65,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2017-11-05,49.96,49.96,49.96,0.0,0.0,50.39,50.39,50.39,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2017-11-12,50.69,50.69,50.69,0.0,0.0,51.46,51.46,51.46,0.0,0.0,50.64,50.64,50.64,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2017-11-19,52.39,52.39,52.39,0.0,0.0,52.39,52.39,52.39,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.61,51.61,51.61,0.0,0.0
2017-11-26,54.35,54.35,54.35,0.0,0.0,54.35,54.35,54.35,0.0,0.0,52.33,52.33,52.33,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2017-12-03,53.79,53.79,53.79,0.0,0.0,53.79,53.79,53.79,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2017-12-10,52.22,52.22,52.22,0.0,0.0,53.77,53.77,53.77,0.0,0.0,52.11,52.11,52.11,0.0,0.0,53.31,53.31,53.31,0.0,0.0
2017-12-17,53.77,53.77,53.77,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.39,53.39,53.39,0.0,0.0
2017-12-24,53.08,53.08,53.08,0.0,0.0,53.08,53.08,53.08,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2017-12-31,52.67,52.67,52.67,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.86,52.86,52.86,0.0,0.0
