Date,Global X Silver Miners_etf_Open_average,Global X Silver Miners_etf_Open_max,Global X Silver Miners_etf_Open_min,Global X Silver Miners_etf_Open_volatility,Global X Silver Miners_etf_Open_change,Global X Silver Miners_etf_High_average,Global X Silver Miners_etf_High_max,Global X Silver Miners_etf_High_min,Global X Silver Miners_etf_High_volatility,Global X Silver Miners_etf_High_change,Global X Silver Miners_etf_Low_average,Global X Silver Miners_etf_Low_max,Global X Silver Miners_etf_Low_min,Global X Silver Miners_etf_Low_volatility,Global X Silver Miners_etf_Low_change,Global X Silver Miners_etf_Close_average,Global X Silver Miners_etf_Close_max,Global X Silver Miners_etf_Close_min,Global X Silver Miners_etf_Close_volatility,Global X Silver Miners_etf_Close_change
2016-11-20,34.01,34.01,34.01,0.0,0.0,34.4,34.4,34.4,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2016-11-27,34.67,34.67,34.67,0.0,0.0,36.09,36.09,36.09,0.0,0.0,34.64,34.64,34.64,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2016-12-04,35.76,35.76,35.76,0.0,0.0,36.01,36.01,36.01,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2016-12-11,32.0,32.0,32.0,0.0,0.0,32.36,32.36,32.36,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2016-12-18,30.85,30.85,30.85,0.0,0.0,31.34,31.34,31.34,0.0,0.0,30.75,30.75,30.75,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2016-12-25,33.71,33.71,33.71,0.0,0.0,34.6,34.6,34.6,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2017-01-01,36.63,36.63,36.63,0.0,0.0,36.83,36.83,36.83,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2017-01-08,35.78,35.78,35.78,0.0,0.0,36.7,36.7,36.7,0.0,0.0,35.32,35.32,35.32,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2017-01-15,36.74,36.74,36.74,0.0,0.0,37.62,37.62,37.62,0.0,0.0,36.41,36.41,36.41,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2017-01-22,36.37,36.37,36.37,0.0,0.0,37.38,37.38,37.38,0.0,0.0,36.35,36.35,36.35,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2017-01-29,39.08,39.08,39.08,0.0,0.0,39.49,39.49,39.49,0.0,0.0,38.87,38.87,38.87,0.0,0.0,39.18,39.18,39.18,0.0,0.0
2017-02-05,39.4,39.4,39.4,0.0,0.0,40.74,40.74,40.74,0.0,0.0,39.25,39.25,39.25,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2017-02-12,39.7,39.7,39.7,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2017-02-19,39.58,39.58,39.58,0.0,0.0,39.82,39.82,39.82,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2017-02-26,34.53,34.53,34.53,0.0,0.0,35.32,35.32,35.32,0.0,0.0,34.05,34.05,34.05,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2017-03-05,32.86,32.86,32.86,0.0,0.0,33.59,33.59,33.59,0.0,0.0,32.52,32.52,32.52,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2017-03-12,35.68,35.68,35.68,0.0,0.0,35.89,35.89,35.89,0.0,0.0,34.93,34.93,34.93,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2017-03-19,35.76,35.76,35.76,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2017-03-26,35.5,35.5,35.5,0.0,0.0,36.23,36.23,36.23,0.0,0.0,35.34,35.34,35.34,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2017-04-02,37.44,37.44,37.44,0.0,0.0,37.8,37.8,37.8,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2017-04-09,38.2,38.2,38.2,0.0,0.0,38.55,38.55,38.55,0.0,0.0,37.9,37.9,37.9,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2017-04-16,36.12,36.12,36.12,0.0,0.0,36.27,36.27,36.27,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.93,35.93,35.93,0.0,0.0
2017-04-23,34.44,34.44,34.44,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2017-04-30,32.7,32.7,32.7,0.0,0.0,33.68,33.68,33.68,0.0,0.0,32.7,32.7,32.7,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2017-05-07,35.69,35.69,35.69,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2017-05-14,36.46,36.46,36.46,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.27,36.27,36.27,0.0,0.0
2017-05-21,35.9,35.9,35.9,0.0,0.0,36.17,36.17,36.17,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.93,35.93,35.93,0.0,0.0
2017-05-28,35.11,35.11,35.11,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2017-06-04,35.6,35.6,35.6,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2017-06-11,33.55,33.55,33.55,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2017-06-18,34.5,34.5,34.5,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2017-06-25,33.62,33.62,33.62,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2017-07-02,32.08,32.08,32.08,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2017-07-09,33.06,33.06,33.06,0.0,0.0,33.38,33.38,33.38,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2017-07-16,34.28,34.28,34.28,0.0,0.0,34.3,34.3,34.3,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2017-07-23,34.05,34.05,34.05,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2017-07-30,33.53,33.53,33.53,0.0,0.0,33.76,33.76,33.76,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2017-08-06,33.89,33.89,33.89,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2017-08-13,33.61,33.61,33.61,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2017-08-20,33.96,33.96,33.96,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2017-08-27,35.09,35.09,35.09,0.0,0.0,35.2,35.2,35.2,0.0,0.0,34.69,34.69,34.69,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2017-09-03,36.35,36.35,36.35,0.0,0.0,36.35,36.35,36.35,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2017-09-10,34.29,34.29,34.29,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2017-09-17,33.17,33.17,33.17,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2017-09-24,33.12,33.12,33.12,0.0,0.0,33.23,33.23,33.23,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2017-10-01,33.61,33.61,33.61,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2017-10-08,34.62,34.62,34.62,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2017-10-15,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2017-10-22,31.74,31.74,31.74,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.53,31.53,31.53,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2017-10-29,31.94,31.94,31.94,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2017-11-05,31.39,31.39,31.39,0.0,0.0,31.4,31.4,31.4,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2017-11-12,30.7,30.7,30.7,0.0,0.0,31.16,31.16,31.16,0.0,0.0,30.64,30.64,30.64,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2017-11-19,31.76,31.76,31.76,0.0,0.0,32.07,32.07,32.07,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2017-11-26,30.89,30.89,30.89,0.0,0.0,31.38,31.38,31.38,0.0,0.0,30.82,30.82,30.82,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2017-12-03,29.62,29.62,29.62,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2017-12-10,31.19,31.19,31.19,0.0,0.0,31.38,31.38,31.38,0.0,0.0,30.88,30.88,30.88,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2017-12-17,32.0,32.0,32.0,0.0,0.0,32.12,32.12,32.12,0.0,0.0,31.76,31.76,31.76,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2017-12-24,32.81,32.81,32.81,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2017-12-31,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.78,32.78,32.78,0.0,0.0
