Date,AZOStock_Open_average,AZOStock_Open_max,AZOStock_Open_min,AZOStock_Open_volatility,AZOStock_Open_change,AZOStock_High_average,AZOStock_High_max,AZOStock_High_min,AZOStock_High_volatility,AZOStock_High_change,AZOStock_Low_average,AZOStock_Low_max,AZOStock_Low_min,AZOStock_Low_volatility,AZOStock_Low_change,AZOStock_Close_average,AZOStock_Close_max,AZOStock_Close_min,AZOStock_Close_volatility,AZOStock_Close_change,AZOStock_Volume_average,AZOStock_Volume_max,AZOStock_Volume_min,AZOStock_Volume_volatility,AZOStock_Volume_change
2016-01-03,731.61,735.96,720.29,15.670000000000073,2.9600000000000364,740.498,742.56,738.35,4.209999999999923,-3.3600000000000136,721.338,731.09,708.9,22.190000000000055,-19.620000000000005,730.312,738.86,712.06,26.800000000000068,-23.420000000000073,272068,313823,232946,80877,-41204
2016-01-10,713.408,732.83,696.32,36.50999999999999,-16.239999999999895,723.586,732.83,710.31,22.520000000000095,-15.790000000000077,703.552,712.84,693.01,19.83000000000004,-16.960000000000036,713.846,728.99,704.2,24.789999999999964,-13.950000000000045,299035,370721,250068,120653,27947
2016-01-17,714.195,722.71,708.0,14.710000000000036,9.740000000000009,723.715,733.3,718.13,15.169999999999959,15.169999999999959,708.6125,721.44,698.9,22.540000000000077,17.430000000000064,718.855,728.32,713.66,14.660000000000082,12.610000000000014,323315,385654,279342,106312,-67764
2016-01-24,739.4879999999999,751.74,728.81,22.930000000000064,16.670000000000073,752.98,771.59,738.95,32.639999999999986,32.639999999999986,735.902,743.0,727.73,15.269999999999982,15.269999999999982,746.268,767.39,728.52,38.870000000000005,38.870000000000005,314451,472829,220887,251942,251942
2016-01-31,759.684,768.59,748.04,20.550000000000068,-16.389999999999986,762.472,774.8,749.61,25.18999999999994,-25.18999999999994,744.054,762.01,722.58,39.42999999999995,-39.42999999999995,751.854,768.55,727.35,41.19999999999993,-41.19999999999993,471708,633534,340044,293490,239664
2016-02-07,705.45,717.14,692.0,25.139999999999986,0.5900000000000318,718.012,732.37,704.06,28.31000000000006,9.470000000000027,693.814,714.02,681.01,33.00999999999999,33.00999999999999,706.516,729.62,695.46,34.15999999999997,34.15999999999997,497227,656710,320614,336096,-336096
2016-02-14,750.9775,762.0,745.0,17.0,1.9099999999999682,763.9575,772.45,756.08,16.370000000000005,-7.100000000000023,744.6525,746.54,741.01,5.529999999999973,4.350000000000023,755.0725,759.91,748.51,11.399999999999977,2.2199999999999136,426924,602622,340301,262321,-262321
2016-02-21,772.03,785.72,760.63,25.090000000000032,18.470000000000027,778.936,787.48,771.18,16.300000000000068,15.529999999999973,765.178,776.87,755.69,21.17999999999995,13.860000000000014,774.76,785.15,764.28,20.870000000000005,16.74000000000001,269063,306223,230470,75753,39932
2016-02-28,783.11,788.0,776.13,11.870000000000005,0.21000000000003638,788.76,794.5,784.71,9.789999999999964,-2.2899999999999636,774.754,778.06,772.82,5.239999999999895,-0.7000000000000455,781.226,790.56,774.57,15.989999999999895,3.0499999999999545,337492,464285,238918,225367,-115701
2016-03-06,775.496,791.03,766.02,25.00999999999999,19.92999999999995,784.57,798.99,773.17,25.82000000000005,17.56000000000006,771.18,786.65,765.0,21.649999999999977,19.220000000000027,779.534,797.02,765.05,31.970000000000027,26.069999999999936,300686,343035,225668,117367,109179
