Date,LINCStock_Open_average,LINCStock_Open_max,LINCStock_Open_min,LINCStock_Open_volatility,LINCStock_Open_change,LINCStock_High_average,LINCStock_High_max,LINCStock_High_min,LINCStock_High_volatility,LINCStock_High_change,LINCStock_Low_average,LINCStock_Low_max,LINCStock_Low_min,LINCStock_Low_volatility,LINCStock_Low_change,LINCStock_Close_average,LINCStock_Close_max,LINCStock_Close_min,LINCStock_Close_volatility,LINCStock_Close_change,LINCStock_Volume_average,LINCStock_Volume_max,LINCStock_Volume_min,LINCStock_Volume_volatility,LINCStock_Volume_change
2016-01-03,2.048,2.22,1.87,0.3500000000000001,0.010000000000000009,2.174,2.32,1.96,0.3599999999999999,-0.1599999999999997,1.916,2.09,1.8,0.2899999999999998,0.1399999999999999,2.08,2.24,1.92,0.3200000000000003,-0.13000000000000034,82943,119749,46100,73649,-30934
2016-01-10,2.24,2.39,2.12,0.27,0.27,2.398,2.67,2.15,0.52,0.52,2.2159999999999997,2.39,2.05,0.3400000000000003,0.3400000000000003,2.354,2.66,2.11,0.5500000000000003,0.5500000000000003,93898,156709,58805,97904,97904
2016-01-17,2.9275,3.05,2.75,0.2999999999999998,0.16999999999999993,3.1425,3.2,3.05,0.15000000000000036,-0.15000000000000036,2.8375,2.88,2.75,0.1299999999999999,0.1299999999999999,2.96,3.05,2.89,0.1599999999999997,-0.1499999999999999,200063,396381,105894,290487,-290487
2016-01-24,2.92,2.99,2.89,0.10000000000000009,-0.10000000000000009,2.978,2.99,2.96,0.03000000000000025,-0.010000000000000231,2.872,2.9,2.85,0.04999999999999982,-0.020000000000000018,2.894,2.92,2.85,0.06999999999999984,-0.04999999999999982,59877,69157,35046,34111,-10675
2016-01-31,2.662,2.86,2.57,0.29000000000000004,-0.29000000000000004,2.756,2.86,2.68,0.17999999999999972,-0.1499999999999999,2.376,2.54,2.06,0.48,-0.13000000000000034,2.574,2.71,2.35,0.3599999999999999,-0.3599999999999999,92300,182007,20255,161752,-86434
2016-02-07,2.302,2.35,2.24,0.10999999999999988,0.03000000000000025,2.396,2.43,2.36,0.07000000000000028,-0.03000000000000025,2.2,2.27,2.09,0.18000000000000016,-0.04999999999999982,2.3,2.34,2.25,0.08999999999999986,0.020000000000000018,74641,140456,40703,99753,2756
2016-02-14,2.465,2.54,2.3,0.2400000000000002,0.2200000000000002,2.5925000000000002,2.65,2.54,0.10999999999999988,-0.029999999999999805,2.4425,2.52,2.25,0.27,0.27,2.525,2.54,2.51,0.03000000000000025,0.010000000000000231,43279,79405,23017,56388,-45929
2016-02-21,2.508,2.58,2.34,0.2400000000000002,-0.20999999999999996,2.622,2.79,2.47,0.31999999999999984,-0.31999999999999984,2.412,2.5,2.26,0.2400000000000002,-0.20000000000000018,2.4859999999999998,2.59,2.38,0.20999999999999996,-0.07999999999999963,49325,59851,35375,24476,-4103
2016-02-28,2.54,2.88,2.13,0.75,0.48999999999999977,2.824,2.99,2.67,0.3200000000000003,0.3200000000000003,2.414,2.75,2.05,0.7000000000000002,0.43000000000000016,2.75,2.9,2.61,0.29000000000000004,0.23999999999999977,89502,158892,50972,107920,10281
2016-03-06,2.8,2.91,2.67,0.2400000000000002,-0.18000000000000016,2.862,2.91,2.79,0.1200000000000001,-0.1200000000000001,2.69,2.8,2.65,0.1499999999999999,-0.1499999999999999,2.786,2.89,2.72,0.16999999999999993,-0.16999999999999993,50629,126532,24420,102112,-102112
