Date,iShares S&P Midcap 400_etf_Open_average,iShares S&P Midcap 400_etf_Open_max,iShares S&P Midcap 400_etf_Open_min,iShares S&P Midcap 400_etf_Open_volatility,iShares S&P Midcap 400_etf_Open_change,iShares S&P Midcap 400_etf_High_average,iShares S&P Midcap 400_etf_High_max,iShares S&P Midcap 400_etf_High_min,iShares S&P Midcap 400_etf_High_volatility,iShares S&P Midcap 400_etf_High_change,iShares S&P Midcap 400_etf_Low_average,iShares S&P Midcap 400_etf_Low_max,iShares S&P Midcap 400_etf_Low_min,iShares S&P Midcap 400_etf_Low_volatility,iShares S&P Midcap 400_etf_Low_change,iShares S&P Midcap 400_etf_Close_average,iShares S&P Midcap 400_etf_Close_max,iShares S&P Midcap 400_etf_Close_min,iShares S&P Midcap 400_etf_Close_volatility,iShares S&P Midcap 400_etf_Close_change
2016-04-24,146.12,146.12,146.12,0.0,0.0,146.56,146.56,146.56,0.0,0.0,144.87,144.87,144.87,0.0,0.0,145.83,145.83,145.83,0.0,0.0
2016-05-01,143.9,143.9,143.9,0.0,0.0,145.1,145.1,145.1,0.0,0.0,143.53,143.53,143.53,0.0,0.0,145.03,145.03,145.03,0.0,0.0
2016-05-08,144.93,144.93,144.93,0.0,0.0,145.36,145.36,145.36,0.0,0.0,143.38,143.38,143.38,0.0,0.0,143.85,143.85,143.85,0.0,0.0
2016-05-15,143.53,143.53,143.53,0.0,0.0,145.08,145.08,145.08,0.0,0.0,143.53,143.53,143.53,0.0,0.0,144.92,144.92,144.92,0.0,0.0
2016-05-22,148.13,148.13,148.13,0.0,0.0,149.27,149.27,149.27,0.0,0.0,148.04,148.04,148.04,0.0,0.0,149.27,149.27,149.27,0.0,0.0
2016-05-29,150.55,150.55,150.55,0.0,0.0,150.59,150.59,150.59,0.0,0.0,149.04,149.04,149.04,0.0,0.0,149.97,149.97,149.97,0.0,0.0
2016-06-05,150.79,150.79,150.79,0.0,0.0,151.02,151.02,151.02,0.0,0.0,149.6,149.6,149.6,0.0,0.0,150.05,150.05,150.05,0.0,0.0
2016-06-12,147.93,147.93,147.93,0.0,0.0,148.64,148.64,148.64,0.0,0.0,147.46,147.46,147.46,0.0,0.0,148.13,148.13,148.13,0.0,0.0
2016-06-19,145.29,145.29,145.29,0.0,0.0,147.82,147.82,147.82,0.0,0.0,144.76,144.76,144.76,0.0,0.0,145.35,145.35,145.35,0.0,0.0
2016-06-26,149.07,149.07,149.07,0.0,0.0,150.32,150.32,150.32,0.0,0.0,149.07,149.07,149.07,0.0,0.0,149.7,149.7,149.7,0.0,0.0
2016-07-03,150.36,150.36,150.36,0.0,0.0,151.85,151.85,151.85,0.0,0.0,150.14,150.14,150.14,0.0,0.0,151.65,151.65,151.65,0.0,0.0
2016-07-10,154.64,154.64,154.64,0.0,0.0,154.71,154.71,154.71,0.0,0.0,153.7,153.7,153.7,0.0,0.0,154.05,154.05,154.05,0.0,0.0
2016-07-17,154.01,154.01,154.01,0.0,0.0,155.06,155.06,155.06,0.0,0.0,153.69,153.69,153.69,0.0,0.0,154.88,154.88,154.88,0.0,0.0
2016-07-24,154.99,154.99,154.99,0.0,0.0,156.06,156.06,156.06,0.0,0.0,154.46,154.46,154.46,0.0,0.0,155.58,155.58,155.58,0.0,0.0
2016-07-31,155.28,155.28,155.28,0.0,0.0,156.18,156.18,156.18,0.0,0.0,155.04,155.04,155.04,0.0,0.0,155.95,155.95,155.95,0.0,0.0
2016-08-07,155.62,155.62,155.62,0.0,0.0,156.08,156.08,156.08,0.0,0.0,155.18,155.18,155.18,0.0,0.0,155.55,155.55,155.55,0.0,0.0
2016-08-14,155.69,155.69,155.69,0.0,0.0,156.25,156.25,156.25,0.0,0.0,155.22,155.22,155.22,0.0,0.0,156.1,156.1,156.1,0.0,0.0
2016-08-21,156.62,156.62,156.62,0.0,0.0,157.57,157.57,157.57,0.0,0.0,155.1,155.1,155.1,0.0,0.0,155.82,155.82,155.82,0.0,0.0
2016-08-28,157.15,157.15,157.15,0.0,0.0,157.95,157.95,157.95,0.0,0.0,157.04,157.04,157.04,0.0,0.0,157.95,157.95,157.95,0.0,0.0
2016-09-04,156.25,156.25,156.25,0.0,0.0,156.27,156.27,156.27,0.0,0.0,152.79,152.79,152.79,0.0,0.0,152.8,152.8,152.8,0.0,0.0
2016-09-11,152.29,152.29,152.29,0.0,0.0,152.47,152.47,152.47,0.0,0.0,151.65,151.65,151.65,0.0,0.0,152.17,152.17,152.17,0.0,0.0
2016-09-18,156.02,156.02,156.02,0.0,0.0,156.5,156.5,156.5,0.0,0.0,155.17,155.17,155.17,0.0,0.0,155.17,155.17,155.17,0.0,0.0
2016-09-25,154.22,154.22,154.22,0.0,0.0,155.31,155.31,155.31,0.0,0.0,153.64,153.64,153.64,0.0,0.0,154.71,154.71,154.71,0.0,0.0
2016-10-02,154.14,154.14,154.14,0.0,0.0,154.4,154.4,154.4,0.0,0.0,152.19,152.19,152.19,0.0,0.0,152.94,152.94,152.94,0.0,0.0
2016-10-09,152.27,152.27,152.27,0.0,0.0,152.87,152.87,152.87,0.0,0.0,151.4,151.4,151.4,0.0,0.0,151.48,151.48,151.48,0.0,0.0
2016-10-16,151.37,151.37,151.37,0.0,0.0,152.34,152.34,152.34,0.0,0.0,150.98,150.98,150.98,0.0,0.0,152.29,152.29,152.29,0.0,0.0
2016-10-23,149.76,149.76,149.76,0.0,0.0,150.83,150.83,150.83,0.0,0.0,149.25,149.25,149.25,0.0,0.0,149.62,149.62,149.62,0.0,0.0
2016-10-30,147.43,147.43,147.43,0.0,0.0,148.85,148.85,148.85,0.0,0.0,147.08,147.08,147.08,0.0,0.0,147.6,147.6,147.6,0.0,0.0
2016-11-06,154.44,154.44,154.44,0.0,0.0,156.15,156.15,156.15,0.0,0.0,154.14,154.14,154.14,0.0,0.0,156.07,156.07,156.07,0.0,0.0
2016-11-13,160.6,160.6,160.6,0.0,0.0,160.64,160.64,160.64,0.0,0.0,160.09,160.09,160.09,0.0,0.0,160.43,160.43,160.43,0.0,0.0
2016-11-20,163.8,163.8,163.8,0.0,0.0,163.87,163.87,163.87,0.0,0.0,163.54,163.54,163.54,0.0,0.0,163.86,163.86,163.86,0.0,0.0
2016-11-27,162.48,162.48,162.48,0.0,0.0,162.98,162.98,162.98,0.0,0.0,162.03,162.03,162.03,0.0,0.0,162.43,162.43,162.43,0.0,0.0
2016-12-04,169.66,169.66,169.66,0.0,0.0,169.84,169.84,169.84,0.0,0.0,168.88,168.88,168.88,0.0,0.0,169.22,169.22,169.22,0.0,0.0
2016-12-11,167.18,167.18,167.18,0.0,0.0,168.45,168.45,168.45,0.0,0.0,166.52,166.52,166.52,0.0,0.0,166.82,166.82,166.82,0.0,0.0
2016-12-18,166.33,166.33,166.33,0.0,0.0,166.67,166.67,166.67,0.0,0.0,166.14,166.14,166.14,0.0,0.0,166.52,166.52,166.52,0.0,0.0
2016-12-25,166.43,166.43,166.43,0.0,0.0,166.44,166.44,166.44,0.0,0.0,165.01,165.01,165.01,0.0,0.0,165.34,165.34,165.34,0.0,0.0
2017-01-01,167.82,167.82,167.82,0.0,0.0,168.29,168.29,168.29,0.0,0.0,167.16,167.16,167.16,0.0,0.0,167.43,167.43,167.43,0.0,0.0
2017-01-08,167.58,167.58,167.58,0.0,0.0,168.71,168.71,168.71,0.0,0.0,167.57,167.57,167.57,0.0,0.0,168.12,168.12,168.12,0.0,0.0
2017-01-15,166.75,166.75,166.75,0.0,0.0,167.37,167.37,167.37,0.0,0.0,166.36,166.36,166.36,0.0,0.0,166.91,166.91,166.91,0.0,0.0
2017-01-22,170.1,170.1,170.1,0.0,0.0,170.4,170.4,170.4,0.0,0.0,168.63,168.63,168.63,0.0,0.0,169.01,169.01,169.01,0.0,0.0
2017-01-29,169.06,169.06,169.06,0.0,0.0,170.18,170.18,170.18,0.0,0.0,168.88,168.88,168.88,0.0,0.0,170.14,170.14,170.14,0.0,0.0
2017-02-05,171.33,171.33,171.33,0.0,0.0,171.84,171.84,171.84,0.0,0.0,170.83,170.83,170.83,0.0,0.0,171.5,171.5,171.5,0.0,0.0
2017-02-12,172.33,172.33,172.33,0.0,0.0,173.01,173.01,173.01,0.0,0.0,171.88,171.88,171.88,0.0,0.0,172.96,172.96,172.96,0.0,0.0
2017-02-19,171.85,171.85,171.85,0.0,0.0,173.25,173.25,173.25,0.0,0.0,171.53,171.53,171.53,0.0,0.0,173.21,173.21,173.21,0.0,0.0
2017-02-26,173.35,173.35,173.35,0.0,0.0,173.8,173.8,173.8,0.0,0.0,172.77,172.77,172.77,0.0,0.0,173.55,173.55,173.55,0.0,0.0
2017-03-05,171.12,171.12,171.12,0.0,0.0,171.32,171.32,171.32,0.0,0.0,169.76,169.76,169.76,0.0,0.0,170.83,170.83,170.83,0.0,0.0
2017-03-12,172.98,172.98,172.98,0.0,0.0,173.19,173.19,173.19,0.0,0.0,172.32,172.32,172.32,0.0,0.0,172.72,172.72,172.72,0.0,0.0
2017-03-19,169.38,169.38,169.38,0.0,0.0,169.9,169.9,169.9,0.0,0.0,168.11,168.11,168.11,0.0,0.0,168.66,168.66,168.66,0.0,0.0
2017-03-26,171.29,171.29,171.29,0.0,0.0,171.97,171.97,171.97,0.0,0.0,170.92,170.92,170.92,0.0,0.0,171.22,171.22,171.22,0.0,0.0
2017-04-02,169.74,169.74,169.74,0.0,0.0,170.63,170.63,170.63,0.0,0.0,169.38,169.38,169.38,0.0,0.0,170.03,170.03,170.03,0.0,0.0
2017-04-09,169.14,169.14,169.14,0.0,0.0,169.47,169.47,169.47,0.0,0.0,167.43,167.43,167.43,0.0,0.0,167.43,167.43,167.43,0.0,0.0
2017-04-16,171.29,171.29,171.29,0.0,0.0,171.55,171.55,171.55,0.0,0.0,170.66,170.66,170.66,0.0,0.0,171.05,171.05,171.05,0.0,0.0
2017-04-23,174.5,174.5,174.5,0.0,0.0,174.59,174.59,174.59,0.0,0.0,172.59,172.59,172.59,0.0,0.0,172.59,172.59,172.59,0.0,0.0
2017-04-30,172.52,172.52,172.52,0.0,0.0,173.39,173.39,173.39,0.0,0.0,171.86,171.86,171.86,0.0,0.0,173.37,173.37,173.37,0.0,0.0
2017-05-07,171.92,171.92,171.92,0.0,0.0,171.94,171.94,171.94,0.0,0.0,171.14,171.14,171.14,0.0,0.0,171.48,171.48,171.48,0.0,0.0
2017-05-14,169.5,169.5,169.5,0.0,0.0,171.52,171.52,171.52,0.0,0.0,169.34,169.34,169.34,0.0,0.0,170.85,170.85,170.85,0.0,0.0
2017-05-21,172.57,172.57,172.57,0.0,0.0,172.7,172.7,172.7,0.0,0.0,171.98,171.98,171.98,0.0,0.0,172.32,172.32,172.32,0.0,0.0
2017-05-28,174.87,174.87,174.87,0.0,0.0,175.63,175.63,175.63,0.0,0.0,174.25,174.25,174.25,0.0,0.0,174.78,174.78,174.78,0.0,0.0
2017-06-04,175.15,175.15,175.15,0.0,0.0,176.63,176.63,176.63,0.0,0.0,174.66,174.66,174.66,0.0,0.0,175.53,175.53,175.53,0.0,0.0
2017-06-11,175.16,175.16,175.16,0.0,0.0,175.27,175.27,175.27,0.0,0.0,174.22,174.22,174.22,0.0,0.0,175.16,175.16,175.16,0.0,0.0
2017-06-18,173.79,173.79,173.79,0.0,0.0,174.76,174.76,174.76,0.0,0.0,173.31,173.31,173.31,0.0,0.0,174.25,174.25,174.25,0.0,0.0
2017-06-25,174.18,174.18,174.18,0.0,0.0,174.75,174.75,174.75,0.0,0.0,173.72,173.72,173.72,0.0,0.0,173.95,173.95,173.95,0.0,0.0
2017-07-02,172.78,172.78,172.78,0.0,0.0,174.26,174.26,174.26,0.0,0.0,172.52,172.52,172.52,0.0,0.0,174.11,174.11,174.11,0.0,0.0
2017-07-09,175.23,175.23,175.23,0.0,0.0,176.56,176.56,176.56,0.0,0.0,175.23,175.23,175.23,0.0,0.0,175.9,175.9,175.9,0.0,0.0
2017-07-16,177.23,177.23,177.23,0.0,0.0,177.38,177.38,177.38,0.0,0.0,176.23,176.23,176.23,0.0,0.0,176.82,176.82,176.82,0.0,0.0
2017-07-23,176.25,176.25,176.25,0.0,0.0,176.42,176.42,176.42,0.0,0.0,175.32,175.32,175.32,0.0,0.0,175.71,175.71,175.71,0.0,0.0
2017-07-30,174.53,174.53,174.53,0.0,0.0,174.88,174.88,174.88,0.0,0.0,174.18,174.18,174.18,0.0,0.0,174.67,174.67,174.67,0.0,0.0
2017-08-06,170.11,170.11,170.11,0.0,0.0,170.89,170.89,170.89,0.0,0.0,169.77,169.77,169.77,0.0,0.0,170.69,170.69,170.69,0.0,0.0
2017-08-13,168.67,168.67,168.67,0.0,0.0,169.69,169.69,169.69,0.0,0.0,168.29,168.29,168.29,0.0,0.0,168.83,168.83,168.83,0.0,0.0
2017-08-20,170.35,170.35,170.35,0.0,0.0,171.09,171.09,171.09,0.0,0.0,170.26,170.26,170.26,0.0,0.0,170.64,170.64,170.64,0.0,0.0
2017-08-27,173.26,173.26,173.26,0.0,0.0,173.82,173.82,173.82,0.0,0.0,173.12,173.12,173.12,0.0,0.0,173.48,173.48,173.48,0.0,0.0
2017-09-03,170.93,170.93,170.93,0.0,0.0,172.04,172.04,172.04,0.0,0.0,170.6,170.6,170.6,0.0,0.0,171.71,171.71,171.71,0.0,0.0
2017-09-10,174.5,174.5,174.5,0.0,0.0,175.4,175.4,175.4,0.0,0.0,174.49,174.49,174.49,0.0,0.0,175.24,175.24,175.24,0.0,0.0
2017-09-17,176.12,176.12,176.12,0.0,0.0,176.94,176.94,176.94,0.0,0.0,176.07,176.07,176.07,0.0,0.0,176.8,176.8,176.8,0.0,0.0
2017-09-24,178.73,178.73,178.73,0.0,0.0,179.36,179.36,179.36,0.0,0.0,178.59,178.59,178.59,0.0,0.0,178.9,178.9,178.9,0.0,0.0
2017-10-01,180.98,180.98,180.98,0.0,0.0,181.46,181.46,181.46,0.0,0.0,180.8,180.8,180.8,0.0,0.0,181.33,181.33,181.33,0.0,0.0
2017-10-08,181.76,181.76,181.76,0.0,0.0,182.14,182.14,182.14,0.0,0.0,181.3,181.3,181.3,0.0,0.0,181.38,181.38,181.38,0.0,0.0
2017-10-15,182.84,182.84,182.84,0.0,0.0,182.99,182.99,182.99,0.0,0.0,182.5,182.5,182.5,0.0,0.0,182.96,182.96,182.96,0.0,0.0
2017-10-22,182.35,182.35,182.35,0.0,0.0,183.42,183.42,183.42,0.0,0.0,181.81,181.81,181.81,0.0,0.0,183.35,183.35,183.35,0.0,0.0
2017-10-29,182.55,182.55,182.55,0.0,0.0,183.22,183.22,183.22,0.0,0.0,182.31,182.31,182.31,0.0,0.0,183.15,183.15,183.15,0.0,0.0
2017-11-05,182.13,182.13,182.13,0.0,0.0,182.5,182.5,182.5,0.0,0.0,181.79,181.79,181.79,0.0,0.0,182.18,182.18,182.18,0.0,0.0
2017-11-12,182.82,182.82,182.82,0.0,0.0,184.11,184.11,184.11,0.0,0.0,182.73,182.73,182.73,0.0,0.0,183.81,183.81,183.81,0.0,0.0
2017-11-19,186.1,186.1,186.1,0.0,0.0,186.1,186.1,186.1,0.0,0.0,185.54,185.54,185.54,0.0,0.0,185.62,185.62,185.62,0.0,0.0
2017-11-26,189.93,189.93,189.93,0.0,0.0,189.94,189.94,189.94,0.0,0.0,185.31,185.31,185.31,0.0,0.0,189.34,189.34,189.34,0.0,0.0
2017-12-03,189.0,189.0,189.0,0.0,0.0,189.48,189.48,189.48,0.0,0.0,188.35,188.35,188.35,0.0,0.0,188.98,188.98,188.98,0.0,0.0
2017-12-10,187.81,187.81,187.81,0.0,0.0,189.73,189.73,189.73,0.0,0.0,187.5,187.5,187.5,0.0,0.0,188.64,188.64,188.64,0.0,0.0
2017-12-17,190.07,190.07,190.07,0.0,0.0,190.17,190.17,190.17,0.0,0.0,189.54,189.54,189.54,0.0,0.0,190.04,190.04,190.04,0.0,0.0
2017-12-24,191.33,191.33,191.33,0.0,0.0,191.33,191.33,191.33,0.0,0.0,189.66,189.66,189.66,0.0,0.0,189.78,189.78,189.78,0.0,0.0
2017-12-31,193.03,193.03,193.03,0.0,0.0,193.36,193.36,193.36,0.0,0.0,192.51,192.51,192.51,0.0,0.0,193.22,193.22,193.22,0.0,0.0
