Date,iShares S&P Midcap 400_etf_Open_average,iShares S&P Midcap 400_etf_Open_max,iShares S&P Midcap 400_etf_Open_min,iShares S&P Midcap 400_etf_Open_volatility,iShares S&P Midcap 400_etf_Open_change,iShares S&P Midcap 400_etf_High_average,iShares S&P Midcap 400_etf_High_max,iShares S&P Midcap 400_etf_High_min,iShares S&P Midcap 400_etf_High_volatility,iShares S&P Midcap 400_etf_High_change,iShares S&P Midcap 400_etf_Low_average,iShares S&P Midcap 400_etf_Low_max,iShares S&P Midcap 400_etf_Low_min,iShares S&P Midcap 400_etf_Low_volatility,iShares S&P Midcap 400_etf_Low_change,iShares S&P Midcap 400_etf_Close_average,iShares S&P Midcap 400_etf_Close_max,iShares S&P Midcap 400_etf_Close_min,iShares S&P Midcap 400_etf_Close_volatility,iShares S&P Midcap 400_etf_Close_change
2016-01-03,132.84,132.84,132.84,0.0,0.0,133.15,133.15,133.15,0.0,0.0,130.3,130.3,130.3,0.0,0.0,130.47,130.47,130.47,0.0,0.0
2016-01-10,125.43,125.43,125.43,0.0,0.0,126.95,126.95,126.95,0.0,0.0,124.27,124.27,124.27,0.0,0.0,126.74,126.74,126.74,0.0,0.0
2016-01-17,127.25,127.25,127.25,0.0,0.0,128.62,128.62,128.62,0.0,0.0,127.13,127.13,127.13,0.0,0.0,128.47,128.47,128.47,0.0,0.0
2016-01-24,128.0,128.0,128.0,0.0,0.0,131.6,131.6,131.6,0.0,0.0,127.97,127.97,127.97,0.0,0.0,131.53,131.53,131.53,0.0,0.0
2016-01-31,129.88,129.88,129.88,0.0,0.0,130.01,130.01,130.01,0.0,0.0,127.52,127.52,127.52,0.0,0.0,127.66,127.66,127.66,0.0,0.0
2016-02-07,124.87,124.87,124.87,0.0,0.0,126.2,126.2,126.2,0.0,0.0,124.31,124.31,124.31,0.0,0.0,126.02,126.02,126.02,0.0,0.0
2016-02-14,129.83,129.83,129.83,0.0,0.0,130.47,130.47,130.47,0.0,0.0,129.01,129.01,129.01,0.0,0.0,130.43,130.43,130.43,0.0,0.0
2016-02-21,134.09,134.09,134.09,0.0,0.0,134.39,134.39,134.39,0.0,0.0,133.49,133.49,133.49,0.0,0.0,133.95,133.95,133.95,0.0,0.0
2016-02-28,139.13,139.13,139.13,0.0,0.0,140.45,140.45,140.45,0.0,0.0,138.69,138.69,138.69,0.0,0.0,139.94,139.94,139.94,0.0,0.0
2016-03-06,139.31,139.31,139.31,0.0,0.0,140.86,140.86,140.86,0.0,0.0,139.26,139.26,139.26,0.0,0.0,140.76,140.76,140.76,0.0,0.0
2016-03-13,142.61,142.61,142.61,0.0,0.0,143.62,143.62,143.62,0.0,0.0,142.14,142.14,142.14,0.0,0.0,142.96,142.96,142.96,0.0,0.0
2016-03-20,140.0,140.0,140.0,0.0,0.0,140.97,140.97,140.97,0.0,0.0,139.49,139.49,139.49,0.0,0.0,140.91,140.91,140.91,0.0,0.0
2016-03-27,143.05,143.05,143.05,0.0,0.0,144.88,144.88,144.88,0.0,0.0,142.74,142.74,142.74,0.0,0.0,144.87,144.87,144.87,0.0,0.0
2016-04-03,142.49,142.49,142.49,0.0,0.0,143.32,143.32,143.32,0.0,0.0,141.96,141.96,141.96,0.0,0.0,142.37,142.37,142.37,0.0,0.0
2016-04-10,145.36,145.36,145.36,0.0,0.0,146.25,146.25,146.25,0.0,0.0,145.25,145.25,145.25,0.0,0.0,146.24,146.24,146.24,0.0,0.0
2016-04-17,146.41,146.41,146.41,0.0,0.0,147.59,147.59,147.59,0.0,0.0,146.39,146.39,146.39,0.0,0.0,147.44,147.44,147.44,0.0,0.0
