Date,NWLI_stock_Open_average,NWLI_stock_Open_max,NWLI_stock_Open_min,NWLI_stock_Open_volatility,NWLI_stock_Open_change,NWLI_stock_High_average,NWLI_stock_High_max,NWLI_stock_High_min,NWLI_stock_High_volatility,NWLI_stock_High_change,NWLI_stock_Low_average,NWLI_stock_Low_max,NWLI_stock_Low_min,NWLI_stock_Low_volatility,NWLI_stock_Low_change,NWLI_stock_Close_average,NWLI_stock_Close_max,NWLI_stock_Close_min,NWLI_stock_Close_volatility,NWLI_stock_Close_change,NWLI_stock_Volume_average,NWLI_stock_Volume_max,NWLI_stock_Volume_min,NWLI_stock_Volume_volatility,NWLI_stock_Volume_change
2016-01-03,238.566,251.75,231.28,20.47,-20.409999999999997,241.524,252.38,231.28,21.099999999999994,-20.680000000000007,232.98,246.0,225.1,20.900000000000006,-19.80000000000001,235.34,248.79,227.43,21.359999999999985,-21.359999999999985,5518,10379,1514,8865,-98
2016-01-10,225.412,227.01,221.76,5.25,-5.25,228.444,230.22,226.99,3.2299999999999898,-0.01999999999998181,221.434,227.01,215.3,11.70999999999998,-11.70999999999998,225.26,227.01,223.5,3.509999999999991,-2.2299999999999898,5457,9687,980,8707,8707
2016-01-17,222.26,225.0,218.0,7.0,-2.5,223.885,225.0,222.5,2.5,-2.5,216.445,219.1,213.23,5.8700000000000045,2.219999999999999,221.2275,223.89,219.42,4.469999999999999,-2.5600000000000023,4816,7235,2087,5148,2706
2016-01-24,221.35,227.0,218.0,9.0,7.5,224.906,230.74,223.0,7.740000000000009,6.75,219.53,225.06,215.19,9.870000000000005,6.659999999999997,223.066,230.73,218.4,12.329999999999984,12.329999999999984,9910,13620,6290,7330,-5017
2016-01-31,222.22,227.49,217.22,10.27000000000001,-7.1299999999999955,222.666,227.49,219.45,8.04000000000002,-7.1299999999999955,216.276,222.37,208.0,14.370000000000005,-14.370000000000005,218.57,225.9,208.0,17.900000000000006,-17.900000000000006,4825,7335,3122,4213,4213
2016-02-07,209.748,214.0,203.09,10.909999999999997,-6.359999999999985,213.29,220.92,205.22,15.699999999999989,-8.599999999999994,203.64000000000001,209.21,193.22,15.990000000000009,-15.27000000000001,207.62,213.82,201.7,12.120000000000005,-12.120000000000005,7784,14168,2450,11718,7008
2016-02-14,212.8625,214.97,211.43,3.539999999999992,-1.5199999999999818,215.715,219.3,212.95,6.350000000000023,1.5400000000000205,207.9675,211.15,204.15,7.0,-4.1200000000000045,211.2175,216.48,208.0,8.47999999999999,-1.990000000000009,4735,9809,1574,8235,8235
2016-02-21,210.60333333333332,216.47,207.51,8.960000000000008,8.960000000000008,215.20666666666665,217.78,210.95,6.8300000000000125,1.4699999999999989,210.19166666666666,216.47,207.0,9.469999999999999,8.960000000000008,213.49,217.27,209.3,7.969999999999999,7.1699999999999875,5603,9996,0,9996,-3790
2016-02-28,218.924,222.64,216.0,6.639999999999986,6.639999999999986,222.242,226.5,216.0,10.5,10.110000000000014,217.64600000000002,221.11,214.3,6.810000000000002,6.639999999999986,220.106,223.48,214.61,8.869999999999976,7.989999999999981,9616,12602,2557,10045,-7128
2016-03-06,222.564,226.27,221.2,5.070000000000022,4.3700000000000045,226.492,231.2,222.58,8.619999999999976,8.619999999999976,220.698,226.27,218.41,7.860000000000014,7.210000000000008,223.624,231.2,220.02,11.179999999999978,9.369999999999976,5431,10922,2517,8405,2056
2016-03-13,226.266,228.88,224.3,4.579999999999984,-2.8100000000000023,226.93,229.79,224.3,5.489999999999981,-1.6399999999999864,223.56,224.74,222.76,1.9800000000000182,-1.9800000000000182,225.366,226.79,224.3,2.4899999999999807,-1.25,5850,12795,1179,11616,5629
2016-03-20,224.2775,225.95,222.67,3.280000000000001,-0.8200000000000216,225.91750000000002,226.96,224.88,2.0800000000000125,1.950000000000017,222.435,223.0,222.0,1.0,-0.6399999999999864,222.8525,223.58,222.21,1.3700000000000045,0.3400000000000034,4448,9252,1997,7255,7255
2016-03-27,223.926,230.4,220.41,9.990000000000009,8.140000000000015,230.12,234.9,226.99,7.909999999999997,7.909999999999997,222.484,225.0,220.01,4.990000000000009,3.789999999999992,226.3,231.6,222.55,9.049999999999983,8.629999999999995,4853,8478,2675,5803,3040
2016-04-03,232.078,235.3,230.0,5.300000000000011,-3.0999999999999943,233.234,236.0,230.0,6.0,-3.0999999999999943,228.086,231.99,225.07,6.920000000000016,0.010000000000019327,231.326,234.4,227.27,7.1299999999999955,-4.72999999999999,8897,24039,2192,21847,1687
2016-04-10,228.262,229.64,226.99,2.6499999999999773,-2.6499999999999773,228.812,230.0,226.99,3.009999999999991,-2.6499999999999773,225.112,227.9,221.69,6.210000000000008,-4.210000000000008,227.426,228.7,225.84,2.859999999999985,-2.0600000000000023,5514,10864,1829,9035,7139
2016-04-17,224.21,226.0,222.23,3.7700000000000102,-1.539999999999992,225.434,226.95,224.46,2.4899999999999807,-2.4899999999999807,222.19,222.73,221.15,1.579999999999984,-1.1899999999999977,224.216,225.86,222.99,2.8700000000000045,-2.8600000000000136,5142,6597,3240,3357,1157
2016-04-24,221.28,224.01,219.02,4.989999999999981,-3.0600000000000023,222.91400000000002,225.03,219.02,6.009999999999991,-3.9799999999999898,217.556,219.04,213.22,5.819999999999993,-5.439999999999998,220.96,224.62,216.7,7.920000000000016,-5.939999999999998,7958,10832,4924,5908,-2805
2016-05-01,214.918,217.39,211.0,6.389999999999986,-5.6200000000000045,216.886,219.66,211.9,7.759999999999991,-6.900000000000006,212.858,215.95,207.6,8.349999999999994,-6.390000000000015,214.68,218.18,211.9,6.280000000000001,-6.280000000000001,4680,11680,1920,9760,-9745
2016-05-08,207.44400000000002,215.08,197.5,17.580000000000013,-15.5,209.058,215.08,201.96,13.120000000000005,-12.909999999999997,204.802,213.0,197.5,15.5,-15.5,206.432,214.87,200.1,14.77000000000001,-14.77000000000001,3725,5716,2068,3648,825
