Date,CARTStock_Open_average,CARTStock_Open_max,CARTStock_Open_min,CARTStock_Open_volatility,CARTStock_Open_change,CARTStock_High_average,CARTStock_High_max,CARTStock_High_min,CARTStock_High_volatility,CARTStock_High_change,CARTStock_Low_average,CARTStock_Low_max,CARTStock_Low_min,CARTStock_Low_volatility,CARTStock_Low_change,CARTStock_Close_average,CARTStock_Close_max,CARTStock_Close_min,CARTStock_Close_volatility,CARTStock_Close_change,CARTStock_Volume_average,CARTStock_Volume_max,CARTStock_Volume_min,CARTStock_Volume_volatility,CARTStock_Volume_change
2016-01-03,6.25825,6.393,6.15,0.24299999999999944,0.0,6.25825,6.393,6.15,0.24299999999999944,0.0,6.25825,6.393,6.15,0.24299999999999944,0.0,6.25825,6.393,6.15,0.24299999999999944,0.0,90,210,0,210,83
2016-01-10,6.153333333333333,6.16,6.15,0.009999999999999787,0.0,6.26,6.33,6.16,0.16999999999999993,0.040000000000000036,6.15,6.15,6.15,0.0,0.0,6.256666666666667,6.33,6.15,0.17999999999999972,0.040000000000000036,257,400,8,392,357
2016-01-17,6.16,6.18,6.15,0.02999999999999936,-0.02999999999999936,6.166666666666667,6.2,6.15,0.04999999999999982,-0.04999999999999982,5.966666666666667,6.15,5.85,0.3000000000000007,-0.25,6.059666666666667,6.2,5.85,0.35000000000000053,-0.07100000000000062,2050,4111,600,3511,839
2016-01-24,6.0285,6.14,5.9,0.23999999999999932,0.20599999999999952,6.0825,6.15,5.9,0.25,0.0,5.961,6.09,5.9,0.1899999999999995,-0.014000000000000234,6.0375,6.15,5.9,0.25,-0.17999999999999972,1758,5731,1,5730,500
2016-01-31,6.136666666666667,6.14,6.13,0.009999999999999787,0.009999999999999787,6.136666666666667,6.14,6.13,0.009999999999999787,0.009999999999999787,6.133666666666667,6.14,6.13,0.009999999999999787,0.001000000000000334,6.136666666666667,6.14,6.13,0.009999999999999787,0.009999999999999787,216,334,4,330,306
2016-02-07,6.0025,6.14,5.9,0.23999999999999932,0.16999999999999993,6.0025,6.14,5.9,0.23999999999999932,0.16999999999999993,5.96,6.14,5.9,0.23999999999999932,0.0,5.96,6.14,5.9,0.23999999999999932,0.0,656,1898,108,1790,1788
2016-02-14,5.933333333333334,6.0,5.9,0.09999999999999964,0.09999999999999964,6.0,6.0,6.0,0.0,0.0,5.933333333333334,6.0,5.9,0.09999999999999964,0.09999999999999964,6.0,6.0,6.0,0.0,0.0,312,401,191,210,-210
2016-02-21,5.9,5.9,5.9,0.0,0.0,6.0,6.0,6.0,0.0,0.0,5.9,5.9,5.9,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6261,9001,3522,5479,-5479
2016-02-28,5.866,5.93,5.85,0.08000000000000007,-0.08000000000000007,5.9719999999999995,6.1,5.88,0.21999999999999975,-0.04999999999999982,5.866,5.93,5.85,0.08000000000000007,-0.08000000000000007,5.886,5.95,5.85,0.10000000000000053,-0.08000000000000007,13328,18380,379,18001,17571
2016-03-06,5.93525,6.1,5.87,0.22999999999999954,0.20699999999999985,5.93525,6.1,5.87,0.22999999999999954,0.20699999999999985,5.92275,6.07,5.85,0.22000000000000064,0.1770000000000005,5.92275,6.07,5.85,0.22000000000000064,0.1770000000000005,881,3035,17,3018,-257
2016-03-13,5.96525,6.06,5.872000000000001,0.18799999999999883,-0.06699999999999928,5.99225,6.06,5.939,0.12099999999999955,0.04100000000000037,5.92025,5.99,5.872000000000001,0.11799999999999944,-0.06699999999999928,5.94725,5.99,5.88,0.11000000000000032,0.04100000000000037,599,1100,156,944,-134
2016-03-20,5.8966666666666665,5.98,5.85,0.13000000000000078,0.1200000000000001,5.985333333333333,6.0,5.976,0.02400000000000002,0.004000000000000448,5.8933333333333335,5.98,5.85,0.13000000000000078,0.13000000000000078,5.943333333333333,6.0,5.85,0.15000000000000036,0.13000000000000078,2853,7765,8,7757,-779
2016-03-27,5.824800000000001,5.95,5.75,0.20000000000000018,0.11299999999999955,5.9094,5.99,5.8,0.1900000000000004,0.04999999999999982,5.8148,5.9,5.75,0.15000000000000036,0.06299999999999972,5.898000000000001,5.99,5.8,0.1900000000000004,0.0,2014,8275,264,8011,-667
2016-04-03,5.905,5.917999999999999,5.9,0.017999999999998906,0.0,5.9208,5.95,5.9,0.04999999999999982,-0.021000000000000796,5.901400000000001,5.907,5.9,0.006999999999999673,0.0,5.9114,5.95,5.9,0.04999999999999982,-0.04999999999999982,512,1100,249,851,851
2016-04-10,5.913333333333334,5.94,5.9,0.040000000000000036,0.0,5.933333333333334,5.95,5.9,0.04999999999999982,-0.04999999999999982,5.913333333333334,5.94,5.9,0.040000000000000036,0.0,5.930000000000001,5.95,5.9,0.04999999999999982,-0.04999999999999982,700,1328,221,1107,-1107
2016-04-17,5.953333333333333,6.0,5.9,0.09999999999999964,0.05999999999999961,5.953333333333333,6.0,5.9,0.09999999999999964,0.05999999999999961,5.92,5.96,5.9,0.05999999999999961,0.05999999999999961,5.92,5.96,5.9,0.05999999999999961,0.05999999999999961,535,1442,0,1442,-163
2016-04-24,5.988,6.1,5.9,0.1999999999999993,0.17999999999999972,6.022,6.11,5.9,0.20999999999999996,0.1900000000000004,5.948,6.1,5.88,0.21999999999999975,0.17999999999999972,5.981,6.1,5.9,0.1999999999999993,0.17999999999999972,11937,53043,103,52940,1684
