Date,First Trust Technology AlphaDEX_etf_Open_average,First Trust Technology AlphaDEX_etf_Open_max,First Trust Technology AlphaDEX_etf_Open_min,First Trust Technology AlphaDEX_etf_Open_volatility,First Trust Technology AlphaDEX_etf_Open_change,First Trust Technology AlphaDEX_etf_High_average,First Trust Technology AlphaDEX_etf_High_max,First Trust Technology AlphaDEX_etf_High_min,First Trust Technology AlphaDEX_etf_High_volatility,First Trust Technology AlphaDEX_etf_High_change,First Trust Technology AlphaDEX_etf_Low_average,First Trust Technology AlphaDEX_etf_Low_max,First Trust Technology AlphaDEX_etf_Low_min,First Trust Technology AlphaDEX_etf_Low_volatility,First Trust Technology AlphaDEX_etf_Low_change,First Trust Technology AlphaDEX_etf_Close_average,First Trust Technology AlphaDEX_etf_Close_max,First Trust Technology AlphaDEX_etf_Close_min,First Trust Technology AlphaDEX_etf_Close_volatility,First Trust Technology AlphaDEX_etf_Close_change
2016-03-13,32.28,32.28,32.28,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2016-03-20,32.05,32.05,32.05,0.0,0.0,32.21,32.21,32.21,0.0,0.0,31.92,31.92,31.92,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2016-03-27,32.74,32.74,32.74,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.59,32.59,32.59,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2016-04-03,32.53,32.53,32.53,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2016-04-10,32.58,32.58,32.58,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2016-04-17,32.54,32.54,32.54,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2016-04-24,32.09,32.09,32.09,0.0,0.0,32.09,32.09,32.09,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2016-05-01,30.79,30.79,30.79,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.69,30.69,30.69,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2016-05-08,30.99,30.99,30.99,0.0,0.0,31.26,31.26,31.26,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2016-05-15,31.35,31.35,31.35,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2016-05-22,32.96,32.96,32.96,0.0,0.0,33.27,33.27,33.27,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2016-05-29,33.68,33.68,33.68,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.57,33.57,33.57,0.0,0.0
2016-06-05,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2016-06-12,33.08,33.08,33.08,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2016-06-19,32.78,32.78,32.78,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2016-06-26,32.85,32.85,32.85,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2016-07-03,33.14,33.14,33.14,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2016-07-10,34.29,34.29,34.29,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2016-07-17,34.36,34.36,34.36,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2016-07-24,34.89,34.89,34.89,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2016-07-31,34.73,34.73,34.73,0.0,0.0,35.04,35.04,35.04,0.0,0.0,34.73,34.73,34.73,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2016-08-07,35.22,35.22,35.22,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2016-08-14,35.54,35.54,35.54,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2016-08-21,35.99,35.99,35.99,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2016-08-28,36.2,36.2,36.2,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2016-09-04,35.93,35.93,35.93,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2016-09-11,36.1,36.1,36.1,0.0,0.0,36.13,36.13,36.13,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.91,35.91,35.91,0.0,0.0
2016-09-18,36.54,36.54,36.54,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2016-09-25,36.51,36.51,36.51,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2016-10-02,36.73,36.73,36.73,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2016-10-09,35.63,35.63,35.63,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2016-10-16,35.61,35.61,35.61,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2016-10-23,35.84,35.84,35.84,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2016-10-30,35.37,35.37,35.37,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2016-11-06,36.1,36.1,36.1,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.07,36.07,36.07,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2016-11-13,37.59,37.59,37.59,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2016-11-20,38.11,38.11,38.11,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.08,38.08,38.08,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2016-11-27,36.39,36.39,36.39,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2016-12-04,38.58,38.58,38.58,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2016-12-11,38.61,38.61,38.61,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2016-12-18,38.29,38.29,38.29,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2016-12-25,38.32,38.32,38.32,0.0,0.0,38.37,38.37,38.37,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2017-01-01,38.43,38.43,38.43,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.56,38.56,38.56,0.0,0.0
2017-01-08,38.74,38.74,38.74,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.99,38.99,38.99,0.0,0.0
2017-01-15,38.86,38.86,38.86,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.92,38.92,38.92,0.0,0.0
2017-01-22,39.44,39.44,39.44,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2017-01-29,39.87,39.87,39.87,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.84,39.84,39.84,0.0,0.0,40.06,40.06,40.06,0.0,0.0
2017-02-05,40.32,40.32,40.32,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2017-02-12,40.89,40.89,40.89,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.79,40.79,40.79,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2017-02-19,40.85,40.85,40.85,0.0,0.0,41.34,41.34,41.34,0.0,0.0,40.72,40.72,40.72,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2017-02-26,41.34,41.34,41.34,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.36,41.36,41.36,0.0,0.0
2017-03-05,41.49,41.49,41.49,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2017-03-12,42.1,42.1,42.1,0.0,0.0,42.14,42.14,42.14,0.0,0.0,41.96,41.96,41.96,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2017-03-19,41.76,41.76,41.76,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2017-03-26,41.98,41.98,41.98,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2017-04-02,41.53,41.53,41.53,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2017-04-09,40.95,40.95,40.95,0.0,0.0,41.27,41.27,41.27,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2017-04-16,42.06,42.06,42.06,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2017-04-23,42.85,42.85,42.85,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.61,42.61,42.61,0.0,0.0
2017-04-30,43.09,43.09,43.09,0.0,0.0,43.33,43.33,43.33,0.0,0.0,42.92,42.92,42.92,0.0,0.0,43.33,43.33,43.33,0.0,0.0
2017-05-07,43.73,43.73,43.73,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2017-05-14,43.54,43.54,43.54,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2017-05-21,44.69,44.69,44.69,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.67,44.67,44.67,0.0,0.0
2017-05-28,45.15,45.15,45.15,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.37,45.37,45.37,0.0,0.0
2017-06-04,45.88,45.88,45.88,0.0,0.0,46.0,46.0,46.0,0.0,0.0,43.8,43.8,43.8,0.0,0.0,44.41,44.41,44.41,0.0,0.0
2017-06-11,43.94,43.94,43.94,0.0,0.0,44.13,44.13,44.13,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2017-06-18,44.62,44.62,44.62,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.87,44.87,44.87,0.0,0.0
2017-06-25,43.77,43.77,43.77,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.47,43.47,43.47,0.0,0.0
2017-07-02,43.39,43.39,43.39,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2017-07-09,45.27,45.27,45.27,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.43,45.43,45.43,0.0,0.0
2017-07-16,45.79,45.79,45.79,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.86,45.86,45.86,0.0,0.0
2017-07-23,45.27,45.27,45.27,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.3,45.3,45.3,0.0,0.0
2017-07-30,45.23,45.23,45.23,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2017-08-06,43.94,43.94,43.94,0.0,0.0,44.43,44.43,44.43,0.0,0.0,43.91,43.91,43.91,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2017-08-13,44.64,44.64,44.64,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2017-08-20,45.51,45.51,45.51,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.22,45.22,45.22,0.0,0.0
2017-08-27,46.75,46.75,46.75,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.67,46.67,46.67,0.0,0.0
2017-09-03,46.35,46.35,46.35,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2017-09-10,46.94,46.94,46.94,0.0,0.0,47.21,47.21,47.21,0.0,0.0,46.9,46.9,46.9,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2017-09-17,47.23,47.23,47.23,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.23,47.23,47.23,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2017-09-24,47.66,47.66,47.66,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.92,47.92,47.92,0.0,0.0
2017-10-01,48.5,48.5,48.5,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2017-10-08,49.37,49.37,49.37,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.31,49.31,49.31,0.0,0.0
2017-10-15,49.84,49.84,49.84,0.0,0.0,50.17,50.17,50.17,0.0,0.0,49.84,49.84,49.84,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2017-10-22,50.32,50.32,50.32,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2017-10-29,50.94,50.94,50.94,0.0,0.0,51.21,51.21,51.21,0.0,0.0,50.73,50.73,50.73,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2017-11-05,51.52,51.52,51.52,0.0,0.0,51.99,51.99,51.99,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2017-11-12,52.55,52.55,52.55,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.5,52.5,52.5,0.0,0.0
2017-11-19,53.26,53.26,53.26,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.26,53.26,53.26,0.0,0.0,53.54,53.54,53.54,0.0,0.0
2017-11-26,51.59,51.59,51.59,0.0,0.0,51.77,51.77,51.77,0.0,0.0,50.39,50.39,50.39,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2017-12-03,51.23,51.23,51.23,0.0,0.0,51.43,51.43,51.43,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2017-12-10,50.84,50.84,50.84,0.0,0.0,51.43,51.43,51.43,0.0,0.0,50.74,50.74,50.74,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2017-12-17,51.89,51.89,51.89,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2017-12-24,51.73,51.73,51.73,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2017-12-31,53.53,53.53,53.53,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.67,53.67,53.67,0.0,0.0
