Date,Materials Select Sector SPDR_etf_Open_average,Materials Select Sector SPDR_etf_Open_max,Materials Select Sector SPDR_etf_Open_min,Materials Select Sector SPDR_etf_Open_volatility,Materials Select Sector SPDR_etf_Open_change,Materials Select Sector SPDR_etf_High_average,Materials Select Sector SPDR_etf_High_max,Materials Select Sector SPDR_etf_High_min,Materials Select Sector SPDR_etf_High_volatility,Materials Select Sector SPDR_etf_High_change,Materials Select Sector SPDR_etf_Low_average,Materials Select Sector SPDR_etf_Low_max,Materials Select Sector SPDR_etf_Low_min,Materials Select Sector SPDR_etf_Low_volatility,Materials Select Sector SPDR_etf_Low_change,Materials Select Sector SPDR_etf_Close_average,Materials Select Sector SPDR_etf_Close_max,Materials Select Sector SPDR_etf_Close_min,Materials Select Sector SPDR_etf_Close_volatility,Materials Select Sector SPDR_etf_Close_change
2016-01-03,40.86,40.86,40.86,0.0,0.0,40.9,40.9,40.9,0.0,0.0,39.95,39.95,39.95,0.0,0.0,40.06,40.06,40.06,0.0,0.0
2016-01-10,38.25,38.25,38.25,0.0,0.0,38.51,38.51,38.51,0.0,0.0,37.75,37.75,37.75,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2016-01-17,38.54,38.54,38.54,0.0,0.0,39.08,39.08,39.08,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2016-01-24,37.99,37.99,37.99,0.0,0.0,38.8,38.8,38.8,0.0,0.0,37.7,37.7,37.7,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2016-01-31,40.77,40.77,40.77,0.0,0.0,41.19,41.19,41.19,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2016-02-07,39.34,39.34,39.34,0.0,0.0,39.94,39.94,39.94,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2016-02-14,41.01,41.01,41.01,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.75,40.75,40.75,0.0,0.0
2016-02-21,41.8,41.8,41.8,0.0,0.0,42.29,42.29,42.29,0.0,0.0,41.8,41.8,41.8,0.0,0.0,42.06,42.06,42.06,0.0,0.0
2016-02-28,43.01,43.01,43.01,0.0,0.0,43.74,43.74,43.74,0.0,0.0,42.87,42.87,42.87,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2016-03-06,44.03,44.03,44.03,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2016-03-13,45.51,45.51,45.51,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2016-03-20,44.18,44.18,44.18,0.0,0.0,44.57,44.57,44.57,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.55,44.55,44.55,0.0,0.0
2016-03-27,44.49,44.49,44.49,0.0,0.0,45.24,45.24,45.24,0.0,0.0,44.16,44.16,44.16,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2016-04-03,44.47,44.47,44.47,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2016-04-10,45.94,45.94,45.94,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.65,45.65,45.65,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2016-04-17,47.03,47.03,47.03,0.0,0.0,47.36,47.36,47.36,0.0,0.0,46.95,46.95,46.95,0.0,0.0,47.21,47.21,47.21,0.0,0.0
2016-04-24,47.22,47.22,47.22,0.0,0.0,47.54,47.54,47.54,0.0,0.0,46.78,46.78,46.78,0.0,0.0,47.1,47.1,47.1,0.0,0.0
2016-05-01,45.69,45.69,45.69,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.54,45.54,45.54,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2016-05-08,46.38,46.38,46.38,0.0,0.0,46.62,46.62,46.62,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2016-05-15,46.14,46.14,46.14,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2016-05-22,47.0,47.0,47.0,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2016-05-29,47.47,47.47,47.47,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2016-06-05,47.8,47.8,47.8,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.74,47.74,47.74,0.0,0.0
2016-06-12,46.9,46.9,46.9,0.0,0.0,47.3,47.3,47.3,0.0,0.0,46.79,46.79,46.79,0.0,0.0,47.2,47.2,47.2,0.0,0.0
2016-06-19,46.48,46.48,46.48,0.0,0.0,47.07,47.07,47.07,0.0,0.0,45.9,45.9,45.9,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2016-06-26,46.34,46.34,46.34,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2016-07-03,46.14,46.14,46.14,0.0,0.0,47.05,47.05,47.05,0.0,0.0,46.14,46.14,46.14,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2016-07-10,48.78,48.78,48.78,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2016-07-17,48.58,48.58,48.58,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.66,48.66,48.66,0.0,0.0
2016-07-24,48.8,48.8,48.8,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2016-07-31,48.68,48.68,48.68,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2016-08-07,48.94,48.94,48.94,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.42,48.42,48.42,0.0,0.0
2016-08-14,48.8,48.8,48.8,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2016-08-21,49.2,49.2,49.2,0.0,0.0,49.52,49.52,49.52,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2016-08-28,49.13,49.13,49.13,0.0,0.0,49.25,49.25,49.25,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.25,49.25,49.25,0.0,0.0
2016-09-04,48.5,48.5,48.5,0.0,0.0,48.53,48.53,48.53,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2016-09-11,46.63,46.63,46.63,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2016-09-18,47.39,47.39,47.39,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.31,47.31,47.31,0.0,0.0
2016-09-25,47.69,47.69,47.69,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2016-10-02,47.81,47.81,47.81,0.0,0.0,47.81,47.81,47.81,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2016-10-09,46.37,46.37,46.37,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.32,46.32,46.32,0.0,0.0
2016-10-16,46.7,46.7,46.7,0.0,0.0,47.09,47.09,47.09,0.0,0.0,46.6,46.6,46.6,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2016-10-23,46.75,46.75,46.75,0.0,0.0,47.12,47.12,47.12,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2016-10-30,46.24,46.24,46.24,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2016-11-06,48.75,48.75,48.75,0.0,0.0,48.8,48.8,48.8,0.0,0.0,47.85,47.85,47.85,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2016-11-13,48.38,48.38,48.38,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2016-11-20,49.46,49.46,49.46,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2016-11-27,49.92,49.92,49.92,0.0,0.0,50.13,50.13,50.13,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2016-12-04,51.62,51.62,51.62,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.5,51.5,51.5,0.0,0.0
2016-12-11,50.79,50.79,50.79,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2016-12-18,50.31,50.31,50.31,0.0,0.0,50.31,50.31,50.31,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2016-12-25,50.1,50.1,50.1,0.0,0.0,50.18,50.18,50.18,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2017-01-01,50.57,50.57,50.57,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2017-01-08,50.96,50.96,50.96,0.0,0.0,51.01,51.01,51.01,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2017-01-15,50.82,50.82,50.82,0.0,0.0,51.17,51.17,51.17,0.0,0.0,50.78,50.78,50.78,0.0,0.0,51.09,51.09,51.09,0.0,0.0
2017-01-22,52.87,52.87,52.87,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2017-01-29,52.07,52.07,52.07,0.0,0.0,52.16,52.16,52.16,0.0,0.0,51.91,51.91,51.91,0.0,0.0,52.08,52.08,52.08,0.0,0.0
2017-02-05,51.86,51.86,51.86,0.0,0.0,52.18,52.18,52.18,0.0,0.0,51.83,51.83,51.83,0.0,0.0,52.1,52.1,52.1,0.0,0.0
2017-02-12,52.35,52.35,52.35,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.11,52.11,52.11,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2017-02-19,52.1,52.1,52.1,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.43,52.43,52.43,0.0,0.0
2017-02-26,52.7,52.7,52.7,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.66,52.66,52.66,0.0,0.0
2017-03-05,52.15,52.15,52.15,0.0,0.0,52.28,52.28,52.28,0.0,0.0,51.87,51.87,51.87,0.0,0.0,52.11,52.11,52.11,0.0,0.0
2017-03-12,52.36,52.36,52.36,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2017-03-19,52.09,52.09,52.09,0.0,0.0,52.23,52.23,52.23,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.66,51.66,51.66,0.0,0.0
2017-03-26,52.46,52.46,52.46,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2017-04-02,52.49,52.49,52.49,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2017-04-09,51.71,51.71,51.71,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2017-04-16,52.22,52.22,52.22,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2017-04-23,53.41,53.41,53.41,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.07,53.07,53.07,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2017-04-30,52.83,52.83,52.83,0.0,0.0,53.52,53.52,53.52,0.0,0.0,52.83,52.83,52.83,0.0,0.0,53.48,53.48,53.48,0.0,0.0
