Date,HES_stock_Open_average,HES_stock_Open_max,HES_stock_Open_min,HES_stock_Open_volatility,HES_stock_Open_change,HES_stock_High_average,HES_stock_High_max,HES_stock_High_min,HES_stock_High_volatility,HES_stock_High_change,HES_stock_Low_average,HES_stock_Low_max,HES_stock_Low_min,HES_stock_Low_volatility,HES_stock_Low_change,HES_stock_Close_average,HES_stock_Close_max,HES_stock_Close_min,HES_stock_Close_volatility,HES_stock_Close_change,HES_stock_Volume_average,HES_stock_Volume_max,HES_stock_Volume_min,HES_stock_Volume_volatility,HES_stock_Volume_change
2016-01-03,46.138,48.4,43.93,4.469999999999999,-4.469999999999999,46.934,49.85,44.42,5.43,-5.43,45.082,47.57,42.86,4.710000000000001,-4.710000000000001,45.704,48.18,43.58,4.600000000000001,-4.600000000000001,4560081,7968410,3143547,4824863,578257
2016-01-10,40.622,43.55,38.0,5.549999999999997,-5.549999999999997,41.478,43.77,39.21,4.560000000000002,-4.560000000000002,38.9,41.3,37.71,3.5899999999999963,-3.5899999999999963,39.712,41.69,38.59,3.0999999999999943,-2.969999999999999,6849542,7968411,6021683,1946728,901918
2016-01-17,37.305,39.41,35.07,4.339999999999996,0.4399999999999977,38.2325,39.95,35.77,4.18,0.6900000000000048,34.9825,36.8,32.41,4.390000000000001,1.0799999999999983,36.9225,38.33,35.21,3.1199999999999974,1.7999999999999972,7934486,10518873,6149485,4369388,1451544
2016-01-24,37.734,40.83,34.97,5.859999999999999,3.6700000000000017,39.626,42.66,35.98,6.68,4.819999999999993,36.484,40.52,34.02,6.5,6.240000000000002,37.776,42.5,34.38,8.119999999999997,8.119999999999997,9666748,11428661,8134506,3294155,-1955986
2016-01-31,40.86,43.38,38.7,4.68,-2.6799999999999997,42.062,45.16,39.3,5.859999999999999,-2.960000000000001,39.814,42.53,38.0,4.530000000000001,-2.799999999999997,41.12,43.47,38.02,5.449999999999996,-3.739999999999995,14767522,40193524,6181662,34011862,34011862
2016-02-07,38.49,39.28,37.23,2.0500000000000043,2.0500000000000043,39.64,40.15,39.12,1.0300000000000011,1.0300000000000011,37.71,38.75,36.95,1.7999999999999972,1.5,39.204,40.11,38.7,1.4099999999999966,1.1199999999999974,11112526,14543522,8910001,5633521,-2135521
2016-02-14,42.0275,44.0,41.0,3.0,0.5399999999999991,42.9825,44.2,41.25,2.950000000000003,1.0900000000000034,40.7825,41.49,39.96,1.5300000000000011,0.28999999999999915,42.1725,43.47,40.84,2.6299999999999955,1.4699999999999989,7138030,7996719,6160308,1836411,-423221
2016-02-21,42.425999999999995,43.66,40.65,3.009999999999998,-0.7800000000000011,43.466,44.71,42.04,2.6700000000000017,-0.970000000000006,41.412,43.04,39.95,3.0899999999999963,-0.5600000000000023,42.57,44.58,41.58,3.0,-1.509999999999998,5053536,5549254,4257343,1291911,148578
2016-02-28,45.34,49.17,43.05,6.1200000000000045,6.1200000000000045,46.888,50.54,44.01,6.530000000000001,6.530000000000001,44.58,47.61,42.56,5.049999999999997,4.990000000000002,46.244,48.39,43.6,4.789999999999999,4.789999999999999,5956491,7051925,5048302,2003623,354649
2016-03-06,48.3,49.32,47.15,2.1700000000000017,0.8100000000000023,49.472,51.95,48.21,3.740000000000002,2.0700000000000003,47.198,49.28,45.99,3.289999999999999,1.3200000000000003,48.53,51.26,46.76,4.5,1.9799999999999969,6448952,8473523,4652781,3820742,-787334
2016-03-13,51.252,54.5,48.82,5.68,4.5,52.348,54.65,50.28,4.369999999999997,4.0,50.426,53.02,48.17,4.850000000000001,3.940000000000005,51.858,53.9,50.17,3.729999999999997,3.6999999999999957,5031832,7381871,3496373,3885498,3049242
2016-03-20,52.58,53.66,50.18,3.479999999999997,-3.219999999999999,53.7275,54.83,52.27,2.559999999999995,-2.239999999999995,51.705,53.45,49.7,3.75,-2.519999999999996,52.81,53.84,51.6,2.240000000000002,-1.740000000000002,4115061,4672009,3329426,1342583,-459738
2016-03-27,51.176,52.49,49.65,2.8400000000000034,-1.0800000000000054,52.036,52.96,50.42,2.539999999999999,-0.4100000000000037,50.205999999999996,51.12,48.9,2.219999999999999,0.8900000000000006,51.378,52.65,50.4,2.25,1.1899999999999977,3846035,4434867,3270186,1164681,-429913
2016-04-03,52.418,54.64,49.94,4.700000000000003,2.1000000000000014,53.614,55.05,51.43,3.6199999999999974,2.1699999999999946,51.43,53.83,49.52,4.309999999999995,3.3599999999999994,52.638,54.48,50.55,3.9299999999999997,3.9299999999999997,3641638,4510362,3202519,1307843,-64480
2016-04-10,56.33,57.28,55.06,2.219999999999999,2.1899999999999977,57.35,57.88,55.86,2.020000000000003,1.7199999999999989,55.724000000000004,56.59,54.65,1.9400000000000048,1.9400000000000048,56.714,57.72,54.74,2.979999999999997,2.4299999999999997,4349302,5368959,3856404,1512555,705531
2016-04-17,59.634,61.37,55.42,5.949999999999996,5.079999999999998,61.79,63.62,60.1,3.519999999999996,3.519999999999996,58.986,60.42,55.3,5.1200000000000045,5.1200000000000045,61.15,63.38,59.84,3.539999999999999,3.539999999999999,6169295,9347777,4789355,4558422,-3437814
2016-04-24,61.408,62.74,59.81,2.9299999999999997,-2.9299999999999997,62.498,63.76,60.72,3.039999999999999,-2.3299999999999983,60.136,61.87,58.03,3.8399999999999963,-2.9499999999999957,61.038,63.25,59.18,4.07,-2.25,5732426,8447385,3854409,4592976,774791
2016-05-01,57.502,59.56,55.06,4.5,-4.5,58.182,59.76,56.9,2.8599999999999994,-2.8599999999999994,55.96,58.24,54.75,3.490000000000002,-3.219999999999999,56.616,58.98,55.32,3.6599999999999966,-2.8299999999999983,3690684,4137873,3295128,842745,290717
2016-05-08,56.988,59.2,54.95,4.25,2.460000000000001,58.416,60.3,55.89,4.409999999999997,2.990000000000002,56.104,57.57,53.93,3.6400000000000006,3.6400000000000006,57.28,58.32,54.47,3.8500000000000014,3.289999999999999,3798903,4455521,3164754,1290767,52075
2016-05-15,57.882,58.82,57.01,1.8100000000000023,-1.2700000000000031,58.546,59.72,57.54,2.1799999999999997,-1.769999999999996,56.996,58.2,55.54,2.6600000000000037,-1.6500000000000057,57.792,58.42,57.26,1.1600000000000037,-0.7600000000000051,3712704,4641223,2743438,1897785,-595602
2016-05-22,59.224,61.51,56.96,4.549999999999997,2.979999999999997,60.436,62.0,58.99,3.009999999999998,2.0799999999999983,58.612,60.4,56.62,3.780000000000001,2.8400000000000034,59.62,60.64,58.2,2.4399999999999977,1.6399999999999935,3145175,3747273,2311687,1435586,1188626
2016-05-29,59.2025,60.44,58.24,2.1999999999999957,-1.1099999999999994,59.7975,61.12,59.1,2.019999999999996,-1.3799999999999955,58.29,59.56,57.67,1.8900000000000006,-1.4299999999999997,59.11,59.93,58.36,1.5700000000000003,-1.5700000000000003,2616321,3284234,2079327,1204907,-571215
2016-06-05,60.466,62.23,58.95,3.279999999999994,0.5599999999999952,61.354,63.0,59.91,3.0900000000000034,-0.46000000000000085,59.508,61.22,57.18,4.039999999999999,-1.4100000000000037,60.364000000000004,61.86,57.7,4.159999999999997,-2.6099999999999994,2983346,3635850,2304424,1331426,709829
2016-06-12,57.068,57.65,56.39,1.259999999999998,-0.259999999999998,57.816,58.57,56.46,2.1099999999999994,-0.9600000000000009,56.228,56.93,54.42,2.509999999999998,-0.20000000000000284,57.104,57.82,56.1,1.7199999999999989,-0.5300000000000011,3037745,4120484,2145307,1975177,608794
2016-06-19,58.22,59.03,57.04,1.990000000000002,-1.1400000000000006,58.904,59.79,58.07,1.7199999999999989,-0.740000000000002,57.382,58.33,55.51,2.8200000000000003,-2.219999999999999,58.128,59.77,55.83,3.940000000000005,-2.490000000000002,2855880,4830263,1880460,2949803,2004945
2016-06-26,56.934,60.01,54.5,5.509999999999998,5.140000000000001,58.112,61.54,55.12,6.420000000000002,6.420000000000002,55.894,59.69,51.82,7.869999999999997,7.869999999999997,57.158,60.15,52.63,7.519999999999996,7.519999999999996,5876621,11904680,3315631,8589049,-2782684
