Date,SPDR S&P PharmaceuticalsEtf_Open_average,SPDR S&P PharmaceuticalsEtf_Open_max,SPDR S&P PharmaceuticalsEtf_Open_min,SPDR S&P PharmaceuticalsEtf_Open_volatility,SPDR S&P PharmaceuticalsEtf_Open_change,SPDR S&P PharmaceuticalsEtf_High_average,SPDR S&P PharmaceuticalsEtf_High_max,SPDR S&P PharmaceuticalsEtf_High_min,SPDR S&P PharmaceuticalsEtf_High_volatility,SPDR S&P PharmaceuticalsEtf_High_change,SPDR S&P PharmaceuticalsEtf_Low_average,SPDR S&P PharmaceuticalsEtf_Low_max,SPDR S&P PharmaceuticalsEtf_Low_min,SPDR S&P PharmaceuticalsEtf_Low_volatility,SPDR S&P PharmaceuticalsEtf_Low_change,SPDR S&P PharmaceuticalsEtf_Close_average,SPDR S&P PharmaceuticalsEtf_Close_max,SPDR S&P PharmaceuticalsEtf_Close_min,SPDR S&P PharmaceuticalsEtf_Close_volatility,SPDR S&P PharmaceuticalsEtf_Close_change
2016-03-13,37.92,37.92,37.92,0.0,0.0,38.42,38.42,38.42,0.0,0.0,37.41,37.41,37.41,0.0,0.0,38.27,38.27,38.27,0.0,0.0
2016-03-20,39.16,39.16,39.16,0.0,0.0,39.81,39.81,39.81,0.0,0.0,38.77,38.77,38.77,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2016-03-27,39.96,39.96,39.96,0.0,0.0,41.06,41.06,41.06,0.0,0.0,39.75,39.75,39.75,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2016-04-03,44.73,44.73,44.73,0.0,0.0,44.84,44.84,44.84,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.89,43.89,43.89,0.0,0.0
2016-04-10,43.16,43.16,43.16,0.0,0.0,43.49,43.49,43.49,0.0,0.0,42.74,42.74,42.74,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2016-04-17,44.81,44.81,44.81,0.0,0.0,45.32,45.32,45.32,0.0,0.0,44.51,44.51,44.51,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2016-04-24,42.87,42.87,42.87,0.0,0.0,42.89,42.89,42.89,0.0,0.0,41.83,41.83,41.83,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2016-05-01,39.63,39.63,39.63,0.0,0.0,39.82,39.82,39.82,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2016-05-08,39.05,39.05,39.05,0.0,0.0,39.83,39.83,39.83,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2016-05-15,40.52,40.52,40.52,0.0,0.0,41.5,41.5,41.5,0.0,0.0,40.52,40.52,40.52,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2016-05-22,43.17,43.17,43.17,0.0,0.0,43.45,43.45,43.45,0.0,0.0,42.92,42.92,42.92,0.0,0.0,43.08,43.08,43.08,0.0,0.0
2016-05-29,44.67,44.67,44.67,0.0,0.0,44.67,44.67,44.67,0.0,0.0,43.6,43.6,43.6,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2016-06-05,43.84,43.84,43.84,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2016-06-12,42.75,42.75,42.75,0.0,0.0,42.76,42.76,42.76,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2016-06-19,41.03,41.03,41.03,0.0,0.0,41.9,41.9,41.9,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2016-06-26,41.83,41.83,41.83,0.0,0.0,42.65,42.65,42.65,0.0,0.0,41.7,41.7,41.7,0.0,0.0,42.44,42.44,42.44,0.0,0.0
2016-07-03,43.07,43.07,43.07,0.0,0.0,43.59,43.59,43.59,0.0,0.0,42.91,42.91,42.91,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2016-07-10,44.25,44.25,44.25,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.23,44.23,44.23,0.0,0.0
2016-07-17,45.36,45.36,45.36,0.0,0.0,45.36,45.36,45.36,0.0,0.0,44.96,44.96,44.96,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2016-07-24,45.97,45.97,45.97,0.0,0.0,46.16,46.16,46.16,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2016-07-31,46.98,46.98,46.98,0.0,0.0,47.05,47.05,47.05,0.0,0.0,46.59,46.59,46.59,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2016-08-07,47.04,47.04,47.04,0.0,0.0,47.2,47.2,47.2,0.0,0.0,46.66,46.66,46.66,0.0,0.0,47.19,47.19,47.19,0.0,0.0
2016-08-14,46.76,46.76,46.76,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2016-08-21,44.87,44.87,44.87,0.0,0.0,45.39,45.39,45.39,0.0,0.0,44.66,44.66,44.66,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2016-08-28,44.95,44.95,44.95,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2016-09-04,44.78,44.78,44.78,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2016-09-11,45.86,45.86,45.86,0.0,0.0,46.34,46.34,46.34,0.0,0.0,45.67,45.67,45.67,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2016-09-18,46.53,46.53,46.53,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.91,46.91,46.91,0.0,0.0
2016-09-25,44.05,44.05,44.05,0.0,0.0,44.46,44.46,44.46,0.0,0.0,43.69,43.69,43.69,0.0,0.0,44.19,44.19,44.19,0.0,0.0
2016-10-02,44.38,44.38,44.38,0.0,0.0,44.53,44.53,44.53,0.0,0.0,43.74,43.74,43.74,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2016-10-09,43.18,43.18,43.18,0.0,0.0,43.18,43.18,43.18,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.19,42.19,42.19,0.0,0.0
2016-10-16,42.38,42.38,42.38,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2016-10-23,41.26,41.26,41.26,0.0,0.0,41.26,41.26,41.26,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2016-10-30,36.76,36.76,36.76,0.0,0.0,37.73,37.73,37.73,0.0,0.0,36.68,36.68,36.68,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2016-11-06,41.33,41.33,41.33,0.0,0.0,41.77,41.77,41.77,0.0,0.0,40.88,40.88,40.88,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2016-11-13,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2016-11-20,40.74,40.74,40.74,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2016-11-27,38.57,38.57,38.57,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.92,38.92,38.92,0.0,0.0
2016-12-04,38.45,38.45,38.45,0.0,0.0,39.15,39.15,39.15,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2016-12-11,39.62,39.62,39.62,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2016-12-18,39.12,39.12,39.12,0.0,0.0,40.02,40.02,40.02,0.0,0.0,39.12,39.12,39.12,0.0,0.0,40.01,40.01,40.01,0.0,0.0
2016-12-25,38.81,38.81,38.81,0.0,0.0,39.26,39.26,39.26,0.0,0.0,38.67,38.67,38.67,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2017-01-01,41.05,41.05,41.05,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2017-01-08,39.58,39.58,39.58,0.0,0.0,40.06,40.06,40.06,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2017-01-15,38.71,38.71,38.71,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2017-01-22,37.93,37.93,37.93,0.0,0.0,38.22,38.22,38.22,0.0,0.0,37.91,37.91,37.91,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2017-01-29,39.96,39.96,39.96,0.0,0.0,40.24,40.24,40.24,0.0,0.0,39.62,39.62,39.62,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2017-02-05,40.81,40.81,40.81,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.79,40.79,40.79,0.0,0.0
2017-02-12,41.83,41.83,41.83,0.0,0.0,42.19,42.19,42.19,0.0,0.0,41.83,41.83,41.83,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2017-02-19,42.04,42.04,42.04,0.0,0.0,42.33,42.33,42.33,0.0,0.0,41.91,41.91,41.91,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2017-02-26,42.25,42.25,42.25,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2017-03-05,41.73,41.73,41.73,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2017-03-12,41.2,41.2,41.2,0.0,0.0,41.41,41.41,41.41,0.0,0.0,40.81,40.81,40.81,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2017-03-19,40.93,40.93,40.93,0.0,0.0,41.19,41.19,41.19,0.0,0.0,40.87,40.87,40.87,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2017-03-26,41.99,41.99,41.99,0.0,0.0,42.17,42.17,42.17,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2017-04-02,41.85,41.85,41.85,0.0,0.0,42.91,42.91,42.91,0.0,0.0,41.81,41.81,41.81,0.0,0.0,42.7,42.7,42.7,0.0,0.0
2017-04-09,42.25,42.25,42.25,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.06,42.06,42.06,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2017-04-16,41.89,41.89,41.89,0.0,0.0,41.89,41.89,41.89,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2017-04-23,43.09,43.09,43.09,0.0,0.0,43.2,43.2,43.2,0.0,0.0,42.87,42.87,42.87,0.0,0.0,43.06,43.06,43.06,0.0,0.0
2017-04-30,42.3,42.3,42.3,0.0,0.0,42.44,42.44,42.44,0.0,0.0,41.91,41.91,41.91,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2017-05-07,42.54,42.54,42.54,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2017-05-14,41.25,41.25,41.25,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2017-05-21,41.78,41.78,41.78,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.75,41.75,41.75,0.0,0.0
2017-05-28,42.46,42.46,42.46,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.33,42.33,42.33,0.0,0.0
2017-06-04,42.08,42.08,42.08,0.0,0.0,42.37,42.37,42.37,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2017-06-11,41.2,41.2,41.2,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2017-06-18,43.72,43.72,43.72,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2017-06-25,43.2,43.2,43.2,0.0,0.0,43.23,43.23,43.23,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2017-07-02,42.85,42.85,42.85,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.68,42.68,42.68,0.0,0.0,43.04,43.04,43.04,0.0,0.0
2017-07-09,43.71,43.71,43.71,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2017-07-16,44.32,44.32,44.32,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.32,44.32,44.32,0.0,0.0
2017-07-23,43.24,43.24,43.24,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.19,43.19,43.19,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2017-07-30,41.72,41.72,41.72,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2017-08-06,40.11,40.11,40.11,0.0,0.0,40.39,40.39,40.39,0.0,0.0,39.96,39.96,39.96,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2017-08-13,40.47,40.47,40.47,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2017-08-20,41.18,41.18,41.18,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2017-08-27,42.93,42.93,42.93,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2017-09-03,43.09,43.09,43.09,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2017-09-10,42.75,42.75,42.75,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.72,42.72,42.72,0.0,0.0
2017-09-17,42.3,42.3,42.3,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2017-09-24,42.18,42.18,42.18,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2017-10-01,43.74,43.74,43.74,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2017-10-08,43.21,43.21,43.21,0.0,0.0,43.32,43.32,43.32,0.0,0.0,42.93,42.93,42.93,0.0,0.0,43.08,43.08,43.08,0.0,0.0
2017-10-15,43.25,43.25,43.25,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2017-10-22,40.95,40.95,40.95,0.0,0.0,41.19,41.19,41.19,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.82,40.82,40.82,0.0,0.0
2017-10-29,40.5,40.5,40.5,0.0,0.0,41.15,41.15,41.15,0.0,0.0,40.5,40.5,40.5,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2017-11-05,40.83,40.83,40.83,0.0,0.0,41.39,41.39,41.39,0.0,0.0,40.69,40.69,40.69,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2017-11-12,41.66,41.66,41.66,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2017-11-19,42.42,42.42,42.42,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2017-11-26,42.99,42.99,42.99,0.0,0.0,43.44,43.44,43.44,0.0,0.0,42.34,42.34,42.34,0.0,0.0,43.08,43.08,43.08,0.0,0.0
2017-12-03,42.59,42.59,42.59,0.0,0.0,43.08,43.08,43.08,0.0,0.0,42.44,42.44,42.44,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2017-12-10,43.37,43.37,43.37,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2017-12-17,43.75,43.75,43.75,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.55,43.55,43.55,0.0,0.0
2017-12-24,43.96,43.96,43.96,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.5,43.5,43.5,0.0,0.0
2017-12-31,44.57,44.57,44.57,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.36,44.36,44.36,0.0,0.0
