Date,PowerShares DWA Industrials Momentum PortfolioEtf_Open_average,PowerShares DWA Industrials Momentum PortfolioEtf_Open_max,PowerShares DWA Industrials Momentum PortfolioEtf_Open_min,PowerShares DWA Industrials Momentum PortfolioEtf_Open_volatility,PowerShares DWA Industrials Momentum PortfolioEtf_Open_change,PowerShares DWA Industrials Momentum PortfolioEtf_High_average,PowerShares DWA Industrials Momentum PortfolioEtf_High_max,PowerShares DWA Industrials Momentum PortfolioEtf_High_min,PowerShares DWA Industrials Momentum PortfolioEtf_High_volatility,PowerShares DWA Industrials Momentum PortfolioEtf_High_change,PowerShares DWA Industrials Momentum PortfolioEtf_Low_average,PowerShares DWA Industrials Momentum PortfolioEtf_Low_max,PowerShares DWA Industrials Momentum PortfolioEtf_Low_min,PowerShares DWA Industrials Momentum PortfolioEtf_Low_volatility,PowerShares DWA Industrials Momentum PortfolioEtf_Low_change,PowerShares DWA Industrials Momentum PortfolioEtf_Close_average,PowerShares DWA Industrials Momentum PortfolioEtf_Close_max,PowerShares DWA Industrials Momentum PortfolioEtf_Close_min,PowerShares DWA Industrials Momentum PortfolioEtf_Close_volatility,PowerShares DWA Industrials Momentum PortfolioEtf_Close_change
2016-03-13,44.51,44.51,44.51,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.88,44.88,44.88,0.0,0.0
2016-03-20,44.24,44.24,44.24,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2016-03-27,45.03,45.03,45.03,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2016-04-03,45.15,45.15,45.15,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2016-04-10,45.69,45.69,45.69,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2016-04-17,45.86,45.86,45.86,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2016-04-24,45.08,45.08,45.08,0.0,0.0,45.21,45.21,45.21,0.0,0.0,44.94,44.94,44.94,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2016-05-01,45.43,45.43,45.43,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2016-05-08,46.33,46.33,46.33,0.0,0.0,46.33,46.33,46.33,0.0,0.0,45.89,45.89,45.89,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2016-05-15,46.11,46.11,46.11,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.14,46.14,46.14,0.0,0.0
2016-05-22,46.65,46.65,46.65,0.0,0.0,47.09,47.09,47.09,0.0,0.0,46.65,46.65,46.65,0.0,0.0,47.04,47.04,47.04,0.0,0.0
2016-05-29,47.16,47.16,47.16,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.26,47.26,47.26,0.0,0.0
2016-06-05,47.45,47.45,47.45,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.08,47.08,47.08,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2016-06-12,46.56,46.56,46.56,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.54,46.54,46.54,0.0,0.0
2016-06-19,45.79,45.79,45.79,0.0,0.0,46.56,46.56,46.56,0.0,0.0,45.79,45.79,45.79,0.0,0.0,46.18,46.18,46.18,0.0,0.0
2016-06-26,47.61,47.61,47.61,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.51,47.51,47.51,0.0,0.0
2016-07-03,48.03,48.03,48.03,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2016-07-10,49.3,49.3,49.3,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2016-07-17,49.08,49.08,49.08,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2016-07-24,49.8,49.8,49.8,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2016-07-31,49.4,49.4,49.4,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2016-08-07,49.19,49.19,49.19,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2016-08-14,48.92,48.92,48.92,0.0,0.0,49.39,49.39,49.39,0.0,0.0,48.92,48.92,48.92,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2016-08-21,49.73,49.73,49.73,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2016-08-28,49.68,49.68,49.68,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2016-09-04,48.5,48.5,48.5,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2016-09-11,47.46,47.46,47.46,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2016-09-18,48.59,48.59,48.59,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.59,48.59,48.59,0.0,0.0
2016-09-25,48.19,48.19,48.19,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2016-10-02,48.22,48.22,48.22,0.0,0.0,48.22,48.22,48.22,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2016-10-09,47.58,47.58,47.58,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2016-10-16,46.89,46.89,46.89,0.0,0.0,47.19,47.19,47.19,0.0,0.0,46.89,46.89,46.89,0.0,0.0,47.19,47.19,47.19,0.0,0.0
2016-10-23,46.39,46.39,46.39,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.12,46.12,46.12,0.0,0.0,46.12,46.12,46.12,0.0,0.0
2016-10-30,45.07,45.07,45.07,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.04,45.04,45.04,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2016-11-06,48.13,48.13,48.13,0.0,0.0,48.48,48.48,48.48,0.0,0.0,47.84,47.84,47.84,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2016-11-13,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2016-11-20,50.67,50.67,50.67,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2016-11-27,49.57,49.57,49.57,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2016-12-04,51.12,51.12,51.12,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2016-12-11,50.06,50.06,50.06,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2016-12-18,50.5,50.5,50.5,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.57,50.57,50.57,0.0,0.0
2016-12-25,50.0,50.0,50.0,0.0,0.0,50.18,50.18,50.18,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.95,49.95,49.95,0.0,0.0
2017-01-01,50.43,50.43,50.43,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2017-01-08,50.54,50.54,50.54,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2017-01-15,50.26,50.26,50.26,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2017-01-22,51.01,51.01,51.01,0.0,0.0,51.11,51.11,51.11,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2017-01-29,50.59,50.59,50.59,0.0,0.0,51.26,51.26,51.26,0.0,0.0,50.59,50.59,50.59,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2017-02-05,52.0,52.0,52.0,0.0,0.0,52.2,52.2,52.2,0.0,0.0,51.96,51.96,51.96,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2017-02-12,52.21,52.21,52.21,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2017-02-19,51.83,51.83,51.83,0.0,0.0,52.31,52.31,52.31,0.0,0.0,51.83,51.83,51.83,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2017-02-26,52.42,52.42,52.42,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.52,52.52,52.52,0.0,0.0
2017-03-05,51.87,51.87,51.87,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2017-03-12,52.18,52.18,52.18,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.5,52.5,52.5,0.0,0.0
2017-03-19,50.92,50.92,50.92,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2017-03-26,50.78,50.78,50.78,0.0,0.0,51.45,51.45,51.45,0.0,0.0,50.78,50.78,50.78,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2017-04-02,50.83,50.83,50.83,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2017-04-09,50.25,50.25,50.25,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2017-04-16,51.37,51.37,51.37,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2017-04-23,52.77,52.77,52.77,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.23,52.23,52.23,0.0,0.0
2017-04-30,52.42,52.42,52.42,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2017-05-07,52.81,52.81,52.81,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2017-05-14,52.58,52.58,52.58,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2017-05-21,53.15,53.15,53.15,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2017-05-28,54.14,54.14,54.14,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2017-06-04,54.12,54.12,54.12,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.01,54.01,54.01,0.0,0.0,54.01,54.01,54.01,0.0,0.0
2017-06-11,53.71,53.71,53.71,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2017-06-18,53.59,53.59,53.59,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.95,53.95,53.95,0.0,0.0
2017-06-25,53.5,53.5,53.5,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.48,53.48,53.48,0.0,0.0
2017-07-02,53.37,53.37,53.37,0.0,0.0,54.07,54.07,54.07,0.0,0.0,53.37,53.37,53.37,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2017-07-09,55.15,55.15,55.15,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.15,55.15,55.15,0.0,0.0,55.51,55.51,55.51,0.0,0.0
2017-07-16,55.75,55.75,55.75,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.79,55.79,55.79,0.0,0.0
2017-07-23,55.98,55.98,55.98,0.0,0.0,55.98,55.98,55.98,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2017-07-30,55.25,55.25,55.25,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2017-08-06,54.37,54.37,54.37,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.53,54.53,54.53,0.0,0.0
2017-08-13,53.99,53.99,53.99,0.0,0.0,54.37,54.37,54.37,0.0,0.0,53.99,53.99,53.99,0.0,0.0,54.11,54.11,54.11,0.0,0.0
2017-08-20,54.46,54.46,54.46,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2017-08-27,56.07,56.07,56.07,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.05,56.05,56.05,0.0,0.0,56.22,56.22,56.22,0.0,0.0
2017-09-03,56.13,56.13,56.13,0.0,0.0,56.25,56.25,56.25,0.0,0.0,56.06,56.06,56.06,0.0,0.0,56.21,56.21,56.21,0.0,0.0
2017-09-10,55.9,55.9,55.9,0.0,0.0,56.65,56.65,56.65,0.0,0.0,55.9,55.9,55.9,0.0,0.0,56.62,56.62,56.62,0.0,0.0
2017-09-17,57.47,57.47,57.47,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.53,57.53,57.53,0.0,0.0
2017-09-24,58.06,58.06,58.06,0.0,0.0,58.11,58.11,58.11,0.0,0.0,57.93,57.93,57.93,0.0,0.0,58.02,58.02,58.02,0.0,0.0
2017-10-01,58.98,58.98,58.98,0.0,0.0,59.12,59.12,59.12,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.04,59.04,59.04,0.0,0.0
2017-10-08,59.62,59.62,59.62,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.5,59.5,59.5,0.0,0.0
2017-10-15,59.39,59.39,59.39,0.0,0.0,60.22,60.22,60.22,0.0,0.0,59.39,59.39,59.39,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2017-10-22,59.93,59.93,59.93,0.0,0.0,60.22,60.22,60.22,0.0,0.0,59.73,59.73,59.73,0.0,0.0,60.21,60.21,60.21,0.0,0.0
2017-10-29,60.05,60.05,60.05,0.0,0.0,60.29,60.29,60.29,0.0,0.0,59.91,59.91,59.91,0.0,0.0,59.91,59.91,59.91,0.0,0.0
2017-11-05,59.29,59.29,59.29,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.52,59.52,59.52,0.0,0.0
2017-11-12,59.65,59.65,59.65,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.55,59.55,59.55,0.0,0.0,59.68,59.68,59.68,0.0,0.0
2017-11-19,60.75,60.75,60.75,0.0,0.0,60.75,60.75,60.75,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2017-11-26,61.58,61.58,61.58,0.0,0.0,61.58,61.58,61.58,0.0,0.0,59.71,59.71,59.71,0.0,0.0,60.75,60.75,60.75,0.0,0.0
2017-12-03,60.76,60.76,60.76,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.58,60.58,60.58,0.0,0.0
2017-12-10,60.4,60.4,60.4,0.0,0.0,60.86,60.86,60.86,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.86,60.86,60.86,0.0,0.0
2017-12-17,61.01,61.01,61.01,0.0,0.0,61.12,61.12,61.12,0.0,0.0,60.99,60.99,60.99,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2017-12-24,61.54,61.54,61.54,0.0,0.0,61.54,61.54,61.54,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2017-12-31,61.77,61.77,61.77,0.0,0.0,62.23,62.23,62.23,0.0,0.0,61.77,61.77,61.77,0.0,0.0,62.23,62.23,62.23,0.0,0.0
