Date,ProShares UltraShort Bloomberg Natural GasEtf_Open_average,ProShares UltraShort Bloomberg Natural GasEtf_Open_max,ProShares UltraShort Bloomberg Natural GasEtf_Open_min,ProShares UltraShort Bloomberg Natural GasEtf_Open_volatility,ProShares UltraShort Bloomberg Natural GasEtf_Open_change,ProShares UltraShort Bloomberg Natural GasEtf_High_average,ProShares UltraShort Bloomberg Natural GasEtf_High_max,ProShares UltraShort Bloomberg Natural GasEtf_High_min,ProShares UltraShort Bloomberg Natural GasEtf_High_volatility,ProShares UltraShort Bloomberg Natural GasEtf_High_change,ProShares UltraShort Bloomberg Natural GasEtf_Low_average,ProShares UltraShort Bloomberg Natural GasEtf_Low_max,ProShares UltraShort Bloomberg Natural GasEtf_Low_min,ProShares UltraShort Bloomberg Natural GasEtf_Low_volatility,ProShares UltraShort Bloomberg Natural GasEtf_Low_change,ProShares UltraShort Bloomberg Natural GasEtf_Close_average,ProShares UltraShort Bloomberg Natural GasEtf_Close_max,ProShares UltraShort Bloomberg Natural GasEtf_Close_min,ProShares UltraShort Bloomberg Natural GasEtf_Close_volatility,ProShares UltraShort Bloomberg Natural GasEtf_Close_change
2016-01-03,44.2,44.2,44.2,0.0,0.0,44.52,44.52,44.52,0.0,0.0,41.7,41.7,41.7,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2016-01-10,54.38,54.38,54.38,0.0,0.0,56.18,56.18,56.18,0.0,0.0,54.11,54.11,54.11,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2016-01-17,54.74,54.74,54.74,0.0,0.0,55.65,55.65,55.65,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.71,53.71,53.71,0.0,0.0
2016-01-24,47.83,47.83,47.83,0.0,0.0,48.65,48.65,48.65,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2016-01-31,58.33,58.33,58.33,0.0,0.0,58.87,58.87,58.87,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.94,56.94,56.94,0.0,0.0
2016-02-07,60.57,60.57,60.57,0.0,0.0,61.72,61.72,61.72,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.68,60.68,60.68,0.0,0.0
2016-02-14,67.74,67.74,67.74,0.0,0.0,70.67,70.67,70.67,0.0,0.0,67.55,67.55,67.55,0.0,0.0,70.17,70.17,70.17,0.0,0.0
2016-02-21,76.43,76.43,76.43,0.0,0.0,80.6,80.6,80.6,0.0,0.0,75.31,75.31,75.31,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2016-02-28,84.35,84.35,84.35,0.0,0.0,84.35,84.35,84.35,0.0,0.0,81.83,81.83,81.83,0.0,0.0,81.93,81.93,81.93,0.0,0.0
2016-03-06,70.13,70.13,70.13,0.0,0.0,71.65,71.65,71.65,0.0,0.0,69.59,69.59,69.59,0.0,0.0,71.63,71.63,71.63,0.0,0.0
