Date,TGB_stock_Open_average,TGB_stock_Open_max,TGB_stock_Open_min,TGB_stock_Open_volatility,TGB_stock_Open_change,TGB_stock_High_average,TGB_stock_High_max,TGB_stock_High_min,TGB_stock_High_volatility,TGB_stock_High_change,TGB_stock_Low_average,TGB_stock_Low_max,TGB_stock_Low_min,TGB_stock_Low_volatility,TGB_stock_Low_change,TGB_stock_Close_average,TGB_stock_Close_max,TGB_stock_Close_min,TGB_stock_Close_volatility,TGB_stock_Close_change,TGB_stock_Volume_average,TGB_stock_Volume_max,TGB_stock_Volume_min,TGB_stock_Volume_volatility,TGB_stock_Volume_change
2016-01-03,0.34,0.35,0.33,0.019999999999999962,-0.0010000000000000009,0.3496,0.36200000000000004,0.34,0.02200000000000002,-0.02200000000000002,0.327,0.34,0.316,0.02400000000000002,-0.015000000000000013,0.3366,0.34600000000000003,0.318,0.028000000000000025,-0.02400000000000002,15220,31200,9400,21800,4000
2016-01-10,0.2788,0.318,0.26,0.057999999999999996,-0.04199999999999998,0.2872,0.318,0.262,0.055999999999999994,-0.04199999999999998,0.25680000000000003,0.28,0.24,0.040000000000000036,-0.040000000000000036,0.2646,0.28300000000000003,0.25,0.03300000000000003,-0.03300000000000003,31537,44881,11599,33282,-1474
2016-01-17,0.271,0.3,0.259,0.04099999999999998,0.03999999999999998,0.29225,0.32799999999999996,0.259,0.06899999999999995,0.04799999999999993,0.2675,0.3,0.24600000000000002,0.053999999999999965,0.03999999999999998,0.286,0.32299999999999995,0.257,0.06599999999999995,0.06099999999999994,18463,40600,1800,38800,-18308
2016-01-24,0.3368,0.365,0.309,0.055999999999999994,0.034999999999999976,0.3522,0.38,0.33,0.04999999999999999,0.04999999999999999,0.325,0.365,0.29,0.07500000000000001,0.07500000000000001,0.34299999999999997,0.38,0.29,0.09000000000000002,0.09000000000000002,15319,22300,10785,11515,1512
2016-01-31,0.3562,0.39,0.344,0.04600000000000004,0.0010000000000000564,0.3748,0.39,0.365,0.025000000000000022,-0.010000000000000009,0.345,0.35,0.34,0.009999999999999953,0.008999999999999952,0.3512,0.36,0.344,0.016000000000000014,-0.003999999999999948,20418,52406,8100,44306,-6925
2016-02-07,0.3392,0.35,0.315,0.034999999999999976,-0.027000000000000024,0.3562,0.37,0.345,0.025000000000000022,-0.025000000000000022,0.3338,0.35,0.315,0.034999999999999976,-0.027000000000000024,0.346,0.35,0.335,0.014999999999999958,-0.0050000000000000044,7409,11235,3494,7741,4635
2016-02-14,0.35324999999999995,0.365,0.33299999999999996,0.03200000000000003,0.03200000000000003,0.3635,0.368,0.355,0.013000000000000012,0.010000000000000009,0.34625,0.36,0.33299999999999996,0.027000000000000024,0.008000000000000063,0.354,0.361,0.341,0.019999999999999962,-0.012999999999999956,12627,21636,5555,16081,6418
2016-02-21,0.3616,0.38299999999999995,0.345,0.03799999999999998,0.010000000000000009,0.3724,0.39,0.359,0.031000000000000028,-0.010000000000000009,0.3502,0.37,0.341,0.02899999999999997,0.008999999999999952,0.36,0.38,0.34700000000000003,0.032999999999999974,-0.016000000000000014,11099,15281,1606,13675,-10614
2016-02-28,0.3896,0.449,0.35,0.09900000000000003,0.09900000000000003,0.41759999999999997,0.475,0.36,0.11499999999999999,0.11099999999999999,0.3792,0.44,0.345,0.09500000000000003,0.09500000000000003,0.40599999999999997,0.465,0.35,0.11500000000000005,0.11500000000000005,20499,40965,2075,38890,-1087
2016-03-06,0.5092,0.606,0.46,0.14599999999999996,0.14599999999999996,0.5432,0.606,0.48,0.126,0.10599999999999998,0.4884,0.551,0.44,0.11100000000000004,0.09100000000000003,0.5274,0.59,0.47,0.12,0.08000000000000007,33122,54352,13300,41052,-36507
