Date,BCPCStock_Open_average,BCPCStock_Open_max,BCPCStock_Open_min,BCPCStock_Open_volatility,BCPCStock_Open_change,BCPCStock_High_average,BCPCStock_High_max,BCPCStock_High_min,BCPCStock_High_volatility,BCPCStock_High_change,BCPCStock_Low_average,BCPCStock_Low_max,BCPCStock_Low_min,BCPCStock_Low_volatility,BCPCStock_Low_change,BCPCStock_Close_average,BCPCStock_Close_max,BCPCStock_Close_min,BCPCStock_Close_volatility,BCPCStock_Close_change,BCPCStock_Volume_average,BCPCStock_Volume_max,BCPCStock_Volume_min,BCPCStock_Volume_volatility,BCPCStock_Volume_change
2016-01-03,59.102,59.92,58.37,1.5500000000000043,-0.7700000000000031,61.198,65.71,59.9,5.809999999999995,-0.03999999999999915,58.098,58.76,56.97,1.7899999999999991,1.3299999999999983,59.172,60.09,58.12,1.970000000000006,0.8000000000000043,202778,265293,137588,127705,29572
2016-01-10,57.67,59.25,56.34,2.9099999999999966,-2.9099999999999966,58.53,59.25,57.69,1.5600000000000023,-1.5600000000000023,56.31,57.83,55.13,2.6999999999999957,-2.009999999999998,57.422,58.53,55.96,2.5700000000000003,-0.9600000000000009,128513,170665,81922,88743,88743
2016-01-17,55.582499999999996,57.96,53.66,4.300000000000004,-2.960000000000001,56.865,57.96,56.39,1.5700000000000003,-1.5700000000000003,53.5225,54.04,53.11,0.9299999999999997,0.8900000000000006,54.917500000000004,55.68,54.38,1.2999999999999972,0.779999999999994,165474,210342,125693,84649,-84649
2016-01-24,54.25,54.73,53.83,0.8999999999999986,-0.3999999999999986,55.772,57.28,55.0,2.280000000000001,1.1899999999999977,53.556,53.87,53.26,0.6099999999999994,0.5700000000000003,54.386,56.14,53.34,2.799999999999997,2.5799999999999983,147787,184501,119957,64544,63776
2016-01-31,61.077999999999996,65.02,55.89,9.129999999999995,6.689999999999998,63.336,65.94,57.6,8.339999999999996,5.57,59.852,62.58,55.12,7.460000000000001,6.080000000000005,61.71,65.02,56.58,8.439999999999998,4.840000000000003,210950,421802,134799,287003,13426
2016-02-07,61.8,63.16,61.0,2.1599999999999966,1.25,63.190000000000005,63.81,62.52,1.2899999999999991,1.2899999999999991,61.1,61.93,60.34,1.5899999999999963,1.1799999999999997,62.32,63.11,61.76,1.3500000000000014,1.1400000000000006,121982,165435,98581,66854,-66854
2016-02-14,63.585,64.53,62.97,1.5600000000000023,-0.7700000000000031,64.2575,64.6,63.56,1.039999999999992,-0.15000000000000568,62.2775,63.0,61.46,1.5399999999999991,-1.5399999999999991,63.3125,64.3,62.73,1.5700000000000003,-1.5700000000000003,108774,128865,88829,40036,1708
2016-02-21,62.202,63.17,60.39,2.780000000000001,-0.10999999999999943,63.058,63.34,62.72,0.6200000000000045,0.01999999999999602,61.1,61.8,59.92,1.8799999999999955,0.060000000000002274,62.194,63.05,60.85,2.1999999999999957,1.0999999999999943,114548,127065,94435,32630,-24819
2016-02-28,63.424,63.86,63.04,0.8200000000000003,0.3999999999999986,64.602,65.44,64.03,1.4099999999999966,0.4399999999999977,62.82,63.46,62.48,0.980000000000004,0.980000000000004,63.668,65.07,62.81,2.259999999999991,1.79999999999999,116441,162901,90434,72467,-64970
2016-03-06,61.238,64.95,58.93,6.020000000000003,-5.710000000000001,62.838,65.75,60.16,5.590000000000003,-2.6599999999999966,59.628,64.63,58.03,6.599999999999994,-6.079999999999998,60.648,64.98,58.93,6.050000000000004,-4.560000000000002,169987,268187,113396,154791,-25895
2016-03-13,58.814,60.39,56.82,3.5700000000000003,0.18999999999999773,59.966,61.86,58.56,3.299999999999997,1.6300000000000026,58.089999999999996,60.18,56.82,3.3599999999999994,1.9500000000000028,59.168,61.78,57.02,4.759999999999998,3.0,148235,217782,120415,97367,77807
2016-03-20,59.989999999999995,61.48,59.43,2.049999999999997,-2.049999999999997,60.769999999999996,62.0,60.06,1.9399999999999977,-1.4200000000000017,59.2575,59.97,59.0,0.9699999999999989,-0.9499999999999957,59.86,60.34,59.41,0.9300000000000068,0.36000000000000654,89851,112885,77194,35691,5325
2016-03-27,60.964,61.68,60.3,1.3800000000000026,1.3399999999999963,61.998,63.44,60.98,2.460000000000001,1.3000000000000043,60.052,61.3,58.55,2.75,1.1000000000000014,61.336,62.02,60.31,1.7100000000000009,1.4199999999999946,125604,150280,62853,87427,87427
2016-04-03,61.550000000000004,61.85,60.95,0.8999999999999986,-0.6400000000000006,62.422000000000004,62.89,61.34,1.5499999999999972,-1.5499999999999972,60.59,61.07,59.95,1.1199999999999974,-0.730000000000004,61.378,62.42,60.26,2.1600000000000037,-1.259999999999998,85575,101105,67416,33689,-18630
2016-04-10,61.8,62.98,61.0,1.9799999999999969,1.0799999999999983,62.656,63.43,61.61,1.8200000000000003,1.8200000000000003,60.72,61.7,59.94,1.7600000000000051,1.3300000000000054,62.058,62.81,61.07,1.740000000000002,1.2000000000000028,90891,103014,68759,34255,12095
2016-04-17,63.274,64.13,62.21,1.9199999999999946,1.1799999999999997,64.048,64.28,63.79,0.490000000000002,0.44000000000000483,62.622,63.22,61.93,1.2899999999999991,1.259999999999998,63.502,63.93,63.19,0.740000000000002,0.3400000000000034,113077,149436,71103,78333,50356
2016-04-24,63.06,64.01,61.13,2.8800000000000026,-2.3399999999999963,63.722,64.75,62.23,2.520000000000003,-1.75,62.418,63.7,60.98,2.720000000000006,-1.9000000000000057,62.776,64.29,61.36,2.930000000000007,-1.9699999999999989,92417,106241,74742,31499,11964
2016-05-01,61.924,62.81,61.14,1.6700000000000017,1.6700000000000017,63.174,63.83,62.47,1.3599999999999994,0.4299999999999997,61.12,61.48,60.54,0.9399999999999977,0.3399999999999963,62.646,63.81,61.46,2.3500000000000014,0.9000000000000057,112419,161324,77432,83892,83892
2016-05-08,63.45,64.24,62.25,1.9899999999999949,-1.3400000000000034,64.176,65.0,63.11,1.8900000000000006,-0.9699999999999989,60.89,61.7,58.66,3.0400000000000063,-0.3999999999999986,63.076,64.35,61.68,2.6699999999999946,-1.9699999999999989,136663,161060,94994,66066,-35005
2016-05-15,59.635999999999996,61.99,57.73,4.260000000000005,-4.060000000000002,60.81,63.2,58.12,5.080000000000005,-4.950000000000003,58.128,61.79,56.6,5.189999999999998,-4.699999999999996,58.942,62.3,57.37,4.93,-4.82,211910,427462,150647,276815,7101
2016-05-22,59.042,60.24,57.37,2.8700000000000045,2.1300000000000026,59.932,60.95,58.37,2.5800000000000054,1.6500000000000057,58.692,59.69,57.18,2.509999999999998,2.1400000000000006,59.578,60.28,58.25,2.030000000000001,1.6300000000000026,108896,161347,75703,85644,-28074
2016-05-29,59.7575,60.21,59.26,0.9500000000000028,-0.4200000000000017,59.9625,60.25,59.84,0.4099999999999966,-0.4099999999999966,58.8525,59.54,58.13,1.4099999999999966,-0.5700000000000003,59.7075,59.95,59.42,0.5300000000000011,-0.35999999999999943,111637,144051,59356,84695,-84695
2016-06-05,61.38,62.39,59.55,2.8400000000000034,2.5800000000000054,62.288000000000004,62.85,61.0,1.8500000000000014,1.5600000000000023,61.05,62.23,59.5,2.729999999999997,1.759999999999998,61.894,62.66,60.94,1.7199999999999989,0.490000000000002,86683,94260,74116,20144,-20144
