Date,HRC_stock_Open_average,HRC_stock_Open_max,HRC_stock_Open_min,HRC_stock_Open_volatility,HRC_stock_Open_change,HRC_stock_High_average,HRC_stock_High_max,HRC_stock_High_min,HRC_stock_High_volatility,HRC_stock_High_change,HRC_stock_Low_average,HRC_stock_Low_max,HRC_stock_Low_min,HRC_stock_Low_volatility,HRC_stock_Low_change,HRC_stock_Close_average,HRC_stock_Close_max,HRC_stock_Close_min,HRC_stock_Close_volatility,HRC_stock_Close_change,HRC_stock_Volume_average,HRC_stock_Volume_max,HRC_stock_Volume_min,HRC_stock_Volume_volatility,HRC_stock_Volume_change
2016-01-03,46.964,47.61,46.45,1.1599999999999966,-0.8999999999999986,47.376,47.84,46.79,1.0500000000000043,-0.9500000000000028,46.56,47.06,45.98,1.0800000000000054,-0.8500000000000014,46.956,47.49,46.33,1.1600000000000037,-0.8100000000000023,911779,1637998,537711,1100287,-33406
2016-01-10,47.42,48.68,46.5,2.1799999999999997,0.5999999999999943,48.404,49.88,46.71,3.1700000000000017,1.7800000000000011,46.758,48.08,45.2,2.8799999999999955,1.8299999999999983,47.739999999999995,48.41,45.68,2.729999999999997,2.6899999999999977,884798,1220145,523355,696790,214021
2016-01-17,48.1425,48.78,47.48,1.3000000000000043,-0.4299999999999997,48.5175,48.97,47.55,1.4200000000000017,0.0,47.095,47.97,45.83,2.1400000000000006,0.7899999999999991,47.885,48.61,47.09,1.519999999999996,0.6700000000000017,805718,1003183,644562,358621,63443
2016-01-24,48.316,48.76,47.99,0.769999999999996,-0.3400000000000034,48.854,49.28,48.5,0.7800000000000011,0.28999999999999915,47.86,48.22,47.54,0.6799999999999997,0.20000000000000284,48.35,48.88,47.9,0.980000000000004,0.9600000000000009,604860,832526,389611,442915,442915
2016-01-31,48.94,50.17,47.91,2.260000000000005,-2.260000000000005,49.312,50.62,48.17,2.4499999999999957,-2.4499999999999957,47.668,48.82,45.72,3.1000000000000014,-3.1000000000000014,48.184,49.3,45.93,3.3699999999999974,-3.3699999999999974,645276,898034,450641,447393,-447393
2016-02-07,44.382,45.44,43.73,1.7100000000000009,-1.3699999999999974,45.013999999999996,45.44,44.51,0.9299999999999997,-0.6699999999999946,43.538000000000004,44.43,42.99,1.4399999999999977,-0.46000000000000085,44.094,44.84,43.29,1.5500000000000043,0.37000000000000455,574591,812946,400865,412081,-188432
2016-02-14,45.255,45.56,44.79,0.7700000000000031,0.4100000000000037,45.81,46.24,45.41,0.8300000000000054,0.4000000000000057,45.0125,45.47,44.6,0.8699999999999974,-0.18999999999999773,45.425,45.67,45.2,0.46999999999999886,0.46999999999999886,431229,491650,392168,99482,-16827
2016-02-21,45.936,46.9,45.24,1.6599999999999966,0.9699999999999989,46.588,47.41,45.86,1.5499999999999972,0.6199999999999974,45.69,46.29,45.0,1.2899999999999991,0.519999999999996,46.134,46.73,45.6,1.1299999999999955,0.5499999999999972,367997,447522,308557,138965,85029
2016-02-28,46.926,47.57,46.53,1.0399999999999991,1.0399999999999991,47.28,48.02,46.68,1.3400000000000034,1.3400000000000034,46.518,47.28,46.03,1.25,1.25,47.126,47.69,46.35,1.3399999999999963,1.3399999999999963,430571,487615,377037,110578,-91800
2016-03-06,47.068,47.48,46.81,0.6699999999999946,-0.4899999999999949,47.368,47.87,46.94,0.9299999999999997,-0.27999999999999403,46.64,47.02,46.32,0.7000000000000028,-0.28000000000000114,47.048,47.58,46.68,0.8999999999999986,-0.07000000000000028,356294,497097,256698,240399,-240399
2016-03-13,46.864,47.46,46.19,1.2700000000000031,-1.1400000000000006,47.35,47.97,46.71,1.259999999999998,-0.46999999999999886,46.362,47.15,45.48,1.6700000000000017,-1.019999999999996,46.912,47.79,46.3,1.490000000000002,-0.769999999999996,340407,479378,294766,184612,169568
2016-03-20,47.86,48.62,46.86,1.759999999999998,1.3800000000000026,48.6575,49.28,48.04,1.240000000000002,0.5300000000000011,47.61,48.24,46.56,1.6799999999999997,1.3599999999999994,48.4275,48.61,48.02,0.5899999999999963,0.45999999999999375,544296,579864,516333,63531,30147
2016-03-27,49.666,50.49,48.59,1.8999999999999986,1.4699999999999989,50.514,51.44,48.81,2.6299999999999955,2.6299999999999955,49.422,50.33,48.17,2.1599999999999966,1.9399999999999977,50.214,51.35,48.65,2.700000000000003,2.700000000000003,538291,675204,386874,288330,-197047
2016-04-03,51.778,52.75,51.14,1.6099999999999994,1.25,52.286,52.86,51.46,1.3999999999999986,0.9600000000000009,51.532,52.23,51.08,1.1499999999999986,1.0599999999999952,52.046,52.55,51.15,1.3999999999999986,0.7999999999999972,658456,1049988,431040,618948,-194183
2016-04-10,53.08,53.51,52.58,0.9299999999999997,0.8500000000000014,53.416,53.74,52.94,0.8000000000000043,0.5100000000000051,52.762,53.17,52.32,0.8500000000000014,0.8500000000000014,53.192,53.73,52.4,1.3299999999999983,1.3299999999999983,314077,403788,253746,150042,-150042
2016-04-17,53.964,54.26,53.69,0.5700000000000003,0.2600000000000051,54.422,54.55,54.32,0.22999999999999687,-0.020000000000003126,53.583999999999996,53.86,53.4,0.46000000000000085,-0.18999999999999773,53.982,54.22,53.57,0.6499999999999986,-0.35999999999999943,334371,447264,262628,184636,135492
2016-04-24,53.5,54.4,50.89,3.509999999999998,-2.8399999999999963,53.712,54.57,50.89,3.6799999999999997,-3.4299999999999997,52.438,54.0,47.63,6.369999999999997,-6.029999999999994,52.858000000000004,54.39,48.35,6.039999999999999,-5.789999999999999,687473,1582014,337581,1244433,1094431
2016-05-01,47.71,48.36,47.11,1.25,-0.7100000000000009,48.024,48.6,47.57,1.0300000000000011,-0.5600000000000023,47.102,47.32,46.79,0.5300000000000011,-0.14999999999999858,47.69,48.09,47.36,0.730000000000004,-0.5600000000000023,683394,1019502,444052,575450,-498913
2016-05-08,48.038,48.81,47.43,1.3800000000000026,0.36999999999999744,48.524,48.91,48.18,0.7299999999999969,-0.1600000000000037,47.412,47.86,47.09,0.769999999999996,-0.3399999999999963,47.926,48.69,47.16,1.5300000000000011,-0.6800000000000068,466758,629337,348182,281155,-37674
2016-05-15,47.464,47.75,47.22,0.5300000000000011,0.5,48.026,48.32,47.74,0.5799999999999983,0.15000000000000568,47.222,47.46,46.91,0.5500000000000043,0.2700000000000031,47.690000000000005,48.09,47.4,0.6900000000000048,0.1700000000000017,590427,645692,506794,138898,17902
2016-05-22,48.642,49.11,47.97,1.1400000000000006,0.8200000000000003,49.07,49.57,48.5,1.0700000000000003,0.6799999999999997,48.36,48.87,47.79,1.0799999999999983,0.7100000000000009,48.732,49.03,48.02,1.009999999999998,1.009999999999998,393349,758981,177791,581190,-262588
2016-05-29,49.56,50.31,49.1,1.2100000000000009,1.1000000000000014,49.8875,50.31,49.21,1.1000000000000014,1.1000000000000014,49.21,49.69,48.75,0.9399999999999977,0.9399999999999977,49.7725,50.21,49.13,1.0799999999999983,0.8999999999999986,337538,423621,252397,171224,171224
2016-06-05,50.449999999999996,50.94,50.05,0.8900000000000006,0.7700000000000031,50.908,51.34,50.42,0.9200000000000017,0.759999999999998,50.112,50.84,49.84,1.0,0.09999999999999432,50.592,51.22,50.1,1.1199999999999974,-0.240000000000002,391528,494283,312135,182148,91710
