Date,Global X JPMorgan EfficienteEtf_Open_average,Global X JPMorgan EfficienteEtf_Open_max,Global X JPMorgan EfficienteEtf_Open_min,Global X JPMorgan EfficienteEtf_Open_volatility,Global X JPMorgan EfficienteEtf_Open_change,Global X JPMorgan EfficienteEtf_High_average,Global X JPMorgan EfficienteEtf_High_max,Global X JPMorgan EfficienteEtf_High_min,Global X JPMorgan EfficienteEtf_High_volatility,Global X JPMorgan EfficienteEtf_High_change,Global X JPMorgan EfficienteEtf_Low_average,Global X JPMorgan EfficienteEtf_Low_max,Global X JPMorgan EfficienteEtf_Low_min,Global X JPMorgan EfficienteEtf_Low_volatility,Global X JPMorgan EfficienteEtf_Low_change,Global X JPMorgan EfficienteEtf_Close_average,Global X JPMorgan EfficienteEtf_Close_max,Global X JPMorgan EfficienteEtf_Close_min,Global X JPMorgan EfficienteEtf_Close_volatility,Global X JPMorgan EfficienteEtf_Close_change
2016-01-03,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2016-01-10,21.94,21.94,21.94,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2016-01-17,21.88,21.88,21.88,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.88,21.88,21.88,0.0,0.0
2016-01-24,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2016-01-31,22.11,22.11,22.11,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2016-02-07,22.36,22.36,22.36,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2016-02-14,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2016-02-21,22.51,22.51,22.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2016-02-28,22.46,22.46,22.46,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2016-03-06,22.61,22.61,22.61,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2016-03-13,22.69,22.69,22.69,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2016-03-20,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2016-03-27,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2016-04-03,23.03,23.03,23.03,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2016-04-10,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2016-04-17,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2016-04-24,23.08,23.08,23.08,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2016-05-01,23.26,23.26,23.26,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2016-05-08,23.44,23.44,23.44,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2016-05-15,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2016-05-22,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2016-05-29,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2016-06-05,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2016-06-12,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2016-06-19,23.6,23.6,23.6,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2016-06-26,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2016-07-03,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2016-07-10,24.76,24.76,24.76,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2016-07-17,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2016-07-24,24.45,24.45,24.45,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2016-07-31,24.55,24.55,24.55,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2016-08-07,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2016-08-14,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2016-08-21,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2016-08-28,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2016-09-04,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0
