Date,NEUStock_Open_average,NEUStock_Open_max,NEUStock_Open_min,NEUStock_Open_volatility,NEUStock_Open_change,NEUStock_High_average,NEUStock_High_max,NEUStock_High_min,NEUStock_High_volatility,NEUStock_High_change,NEUStock_Low_average,NEUStock_Low_max,NEUStock_Low_min,NEUStock_Low_volatility,NEUStock_Low_change,NEUStock_Close_average,NEUStock_Close_max,NEUStock_Close_min,NEUStock_Close_volatility,NEUStock_Close_change,NEUStock_Volume_average,NEUStock_Volume_max,NEUStock_Volume_min,NEUStock_Volume_volatility,NEUStock_Volume_change
2016-01-03,366.294,375.85,356.5,19.350000000000023,-14.870000000000005,371.724,381.06,364.27,16.79000000000002,-14.920000000000016,361.122,367.75,355.86,11.889999999999986,-9.829999999999984,364.51,371.73,358.35,13.379999999999995,-12.379999999999995,63428,95429,42004,53425,-41506
2016-01-10,360.142,362.58,356.07,6.509999999999991,-4.889999999999986,364.812,368.17,362.5,5.670000000000016,2.3700000000000045,355.692,358.3,353.79,4.509999999999991,-0.10000000000002274,361.016,364.46,356.04,8.419999999999959,4.449999999999989,48161,74573,37378,37195,30592
2016-01-17,362.105,366.52,358.77,7.75,-3.7999999999999545,369.15250000000003,373.73,365.0,8.730000000000018,-4.330000000000041,357.33500000000004,360.1,351.52,8.580000000000041,0.11000000000001364,361.8925,366.21,359.28,6.930000000000007,4.6299999999999955,60018,64178,53853,10325,-10325
2016-01-24,368.142,371.9,362.54,9.359999999999957,7.7900000000000205,374.988,379.27,366.2,13.069999999999993,13.069999999999993,362.614,365.5,356.88,8.620000000000005,7.8799999999999955,370.324,379.27,359.94,19.329999999999984,19.329999999999984,60160,92830,41118,51712,27962
2016-01-31,358.478,376.2,349.28,26.920000000000016,-25.44999999999999,363.792,379.59,353.4,26.189999999999998,-20.649999999999977,348.686,370.13,339.8,30.329999999999984,-24.480000000000018,354.468,374.93,345.19,29.74000000000001,-24.5,79526,151856,51398,100458,26082
2016-02-07,333.372,348.17,326.0,22.170000000000016,-16.460000000000036,337.016,348.17,331.49,16.680000000000007,-11.569999999999993,326.68600000000004,333.54,322.54,11.0,-4.980000000000018,331.336,336.56,324.89,11.670000000000016,1.670000000000016,71775,88485,60865,27620,-6741
2016-02-14,347.56,352.69,337.0,15.689999999999998,15.029999999999973,353.7475,357.72,348.8,8.920000000000016,8.920000000000016,342.9375,350.39,334.99,15.399999999999977,15.399999999999977,351.235,355.46,344.89,10.569999999999993,10.569999999999993,65878,81976,51356,30620,401
2016-02-21,360.104,364.73,354.0,10.730000000000018,4.8700000000000045,366.754,371.84,362.4,9.439999999999998,5.229999999999961,357.28,364.02,354.0,10.019999999999982,8.120000000000005,362.574,371.75,356.76,14.990000000000009,11.339999999999975,59244,107545,39869,67676,-12133
2016-02-28,367.482,372.49,362.76,9.730000000000018,0.6100000000000136,372.206,377.14,367.49,9.649999999999977,2.7099999999999795,361.102,369.62,354.93,14.689999999999998,5.230000000000018,368.56,373.4,364.64,8.759999999999991,8.259999999999991,54065,63339,36546,26793,-12230
2016-03-06,371.706,378.02,360.75,17.269999999999982,6.419999999999959,376.99399999999997,388.78,369.8,18.97999999999996,14.079999999999984,368.146,375.53,360.75,14.779999999999973,7.639999999999986,375.382,388.35,367.95,20.400000000000034,15.400000000000034,41549,62463,24588,37875,31955
2016-03-13,387.812,394.47,381.17,13.300000000000011,6.670000000000016,393.706,400.98,387.8,13.180000000000007,13.180000000000007,385.828,391.12,380.0,11.120000000000005,7.899999999999977,389.744,394.55,383.63,10.920000000000016,9.649999999999977,50741,75952,32317,43635,36895
2016-03-20,392.4425,393.01,391.56,1.4499999999999886,-0.9800000000000182,396.48,400.0,393.3,6.699999999999989,-4.029999999999973,388.61,389.7,386.02,3.680000000000007,-3.180000000000007,392.3675,395.95,387.85,8.099999999999966,-8.099999999999966,36372,53806,20278,33528,6961
2016-03-27,393.802,402.34,388.24,14.099999999999966,4.740000000000009,401.424,405.82,395.04,10.779999999999973,10.779999999999973,388.766,396.47,381.04,15.430000000000007,5.949999999999989,397.298,403.86,389.29,14.569999999999993,14.569999999999993,44946,79731,21302,58429,5001
2016-04-03,398.074,403.4,396.25,7.149999999999977,-6.889999999999986,400.25600000000003,403.4,396.51,6.889999999999986,-6.889999999999986,391.936,393.57,388.01,5.560000000000002,-4.590000000000032,396.08,399.97,394.14,5.830000000000041,-0.5300000000000296,49507,88986,20110,68876,27951
2016-04-10,399.35,403.86,393.8,10.060000000000002,7.650000000000034,403.184,406.0,396.64,9.360000000000014,9.360000000000014,394.73199999999997,398.53,391.02,7.509999999999991,4.089999999999975,400.292,404.32,392.89,11.430000000000007,7.970000000000027,48037,82565,19547,63018,-50640
2016-04-17,401.688,404.6,398.48,6.1200000000000045,2.3999999999999773,406.136,407.8,405.46,2.340000000000032,2.340000000000032,398.048,399.85,396.97,2.8799999999999955,0.6499999999999773,403.36400000000003,406.97,399.6,7.3700000000000045,3.4400000000000546,33633,41902,25384,16518,5160
2016-04-24,403.208,406.72,400.2,6.520000000000039,-3.4700000000000273,408.784,414.89,405.63,9.259999999999991,0.5,398.66,400.04,396.79,3.25,-0.589999999999975,402.656,406.06,398.32,7.740000000000009,7.740000000000009,33348,42627,23482,19145,19145
2016-05-01,405.272,406.82,403.47,3.349999999999966,-2.4799999999999613,410.894,414.06,407.42,6.639999999999986,-4.3700000000000045,402.43,405.95,398.0,7.949999999999989,-3.819999999999993,405.68600000000004,409.16,403.23,5.930000000000007,-4.460000000000036,33934,59868,14688,45180,-24684
2016-05-08,406.36,408.94,405.0,3.9399999999999977,0.5,409.21,411.99,406.18,5.810000000000002,-1.579999999999984,401.828,405.19,397.99,7.199999999999989,-3.769999999999982,405.596,409.32,402.1,7.21999999999997,-2.25,20748,24977,16158,8819,4641
2016-05-15,402.566,409.39,397.55,11.839999999999975,-6.069999999999993,406.302,412.23,400.4,11.830000000000041,-6.0,397.246,402.38,391.33,11.050000000000011,-2.269999999999982,401.184,408.43,397.11,11.319999999999993,-10.129999999999995,31192,44708,21336,23372,23372
2016-05-22,402.962,405.62,399.1,6.519999999999982,5.389999999999986,406.48199999999997,410.58,404.75,5.829999999999984,5.800000000000011,400.54200000000003,404.4,397.8,6.599999999999966,6.599999999999966,404.422,409.06,400.6,8.45999999999998,8.45999999999998,25985,36477,16371,20106,-5640
2016-05-29,405.9575,411.21,403.25,7.9599999999999795,-5.939999999999998,408.525,411.62,407.34,4.28000000000003,-4.28000000000003,402.165,403.8,399.6,4.199999999999989,-1.259999999999991,405.3175,407.37,402.92,4.449999999999989,-2.079999999999984,33205,46436,17190,29246,-11767
2016-06-05,407.388,409.71,403.39,6.319999999999993,5.730000000000018,409.874,412.41,405.62,6.7900000000000205,3.5,402.26,408.07,398.55,9.519999999999982,3.6200000000000045,408.33799999999997,411.15,404.52,6.6299999999999955,2.2900000000000205,27424,43782,21026,22756,-17007
2016-06-12,402.156,406.05,398.35,7.699999999999989,-0.2300000000000182,406.414,409.4,402.8,6.599999999999966,5.589999999999975,399.882,403.48,396.11,7.3700000000000045,3.0,403.264,406.09,400.13,5.9599999999999795,5.9599999999999795,41459,74704,21617,53087,28754
2016-06-19,407.722,410.74,403.1,7.639999999999986,-5.17999999999995,412.466,414.68,408.05,6.6299999999999955,-5.839999999999975,403.37399999999997,409.33,396.68,12.649999999999977,-1.849999999999966,407.56600000000003,413.25,398.85,14.399999999999977,-12.649999999999977,39372,84288,16283,68005,41528
2016-06-26,397.338,413.58,388.32,25.25999999999999,17.849999999999966,404.232,419.47,391.36,28.110000000000014,23.74000000000001,393.26800000000003,407.44,385.66,21.779999999999973,21.319999999999993,399.726,414.38,387.41,26.96999999999997,22.539999999999964,49688,71176,38768,32408,-10402
2016-07-03,406.95,409.69,404.13,5.560000000000002,1.089999999999975,411.3775,418.13,408.39,9.740000000000009,9.139999999999986,402.9875,405.5,399.91,5.589999999999975,2.9399999999999977,407.785,411.3,406.23,5.069999999999993,5.0400000000000205,35981,45505,27051,18454,-9142
2016-07-10,417.5,420.66,413.21,7.4500000000000455,7.4500000000000455,422.182,431.65,415.9,15.75,15.75,414.634,418.05,411.01,7.0400000000000205,5.1299999999999955,421.182,431.24,414.95,16.29000000000002,16.29000000000002,32354,44634,19567,25067,18797
2016-07-17,424.512,430.8,419.66,11.139999999999986,-11.139999999999986,425.714,433.25,421.16,12.089999999999975,-12.089999999999975,420.628,423.82,416.05,7.769999999999982,-7.769999999999982,422.658,424.71,419.46,5.25,-4.5,21498,29094,15942,13152,7378
2016-07-24,423.65,437.4,418.16,19.239999999999952,16.589999999999975,431.572,447.96,420.49,27.46999999999997,23.339999999999975,418.356,427.36,415.02,12.340000000000032,9.449999999999989,424.876,440.46,417.9,22.560000000000002,9.100000000000023,43358,92711,16586,76125,40373
2016-07-31,429.16,433.99,423.8,10.189999999999998,7.430000000000007,432.814,436.99,429.45,7.5400000000000205,4.300000000000011,424.65000000000003,428.4,420.05,8.349999999999966,4.7999999999999545,429.0,431.0,424.19,6.810000000000002,0.3300000000000409,29867,46665,17441,29224,-15132
2016-08-07,428.07,430.24,425.14,5.100000000000023,0.6200000000000045,432.046,434.85,429.83,5.020000000000039,-3.8700000000000045,426.202,427.39,423.71,3.680000000000007,0.0,429.254,430.58,427.44,3.1399999999999864,-0.6699999999999591,18588,20367,16923,3444,1989
2016-08-14,431.452,434.25,428.67,5.579999999999984,5.03000000000003,436.048,438.27,433.63,4.639999999999986,4.560000000000002,429.364,431.38,427.03,4.350000000000023,4.350000000000023,434.02,437.64,429.98,7.659999999999968,4.639999999999986,22063,29939,15338,14601,-7148
