Date,CVTI_stock_Open_average,CVTI_stock_Open_max,CVTI_stock_Open_min,CVTI_stock_Open_volatility,CVTI_stock_Open_change,CVTI_stock_High_average,CVTI_stock_High_max,CVTI_stock_High_min,CVTI_stock_High_volatility,CVTI_stock_High_change,CVTI_stock_Low_average,CVTI_stock_Low_max,CVTI_stock_Low_min,CVTI_stock_Low_volatility,CVTI_stock_Low_change,CVTI_stock_Close_average,CVTI_stock_Close_max,CVTI_stock_Close_min,CVTI_stock_Close_volatility,CVTI_stock_Close_change,CVTI_stock_Volume_average,CVTI_stock_Volume_max,CVTI_stock_Volume_min,CVTI_stock_Volume_volatility,CVTI_stock_Volume_change
2016-01-03,17.944,18.44,17.53,0.9100000000000001,-0.8100000000000023,18.16,18.72,17.63,1.0899999999999999,-1.0899999999999999,17.31,17.79,16.36,1.4299999999999997,-1.120000000000001,17.628,18.3,16.39,1.9100000000000001,-1.9100000000000001,197225,298418,135606,162812,121914
2016-01-10,15.78,16.49,14.8,1.6899999999999977,-1.6400000000000006,16.194000000000003,16.76,15.5,1.2600000000000016,-1.2600000000000016,14.916,15.8,14.14,1.6600000000000001,-1.4600000000000009,15.558,16.24,14.82,1.4199999999999982,-0.9899999999999984,186799,302681,128399,174282,30948
2016-01-17,15.0575,16.15,14.02,2.129999999999999,0.9199999999999982,15.795,16.6,15.16,1.4400000000000013,1.120000000000001,14.6075,15.77,13.6,2.17,1.5,15.3125,16.02,14.62,1.4000000000000004,1.4000000000000004,160665,194486,127689,66797,-42817
2016-01-24,17.195999999999998,18.06,15.91,2.1499999999999986,2.1499999999999986,18.244,19.57,16.42,3.1499999999999986,3.1499999999999986,16.834,17.81,15.81,1.9999999999999982,1.200000000000001,17.826,19.53,16.05,3.4800000000000004,3.4800000000000004,285806,373914,159086,214828,54706
2016-01-31,19.772,20.75,19.22,1.5300000000000011,1.5300000000000011,20.466,21.5,19.68,1.8200000000000003,1.5300000000000011,19.208000000000002,20.02,18.57,1.4499999999999993,1.4499999999999993,20.17,21.05,19.11,1.9400000000000013,1.1799999999999997,291693,382089,163920,218169,42842
2016-02-07,21.296,22.07,20.84,1.2300000000000004,0.8500000000000014,21.982,22.5,21.48,1.0199999999999996,1.0199999999999996,20.656,21.53,19.93,1.6000000000000014,0.9299999999999997,21.594,22.02,21.24,0.7800000000000011,0.7800000000000011,198120,284020,140967,143053,-99308
2016-02-14,22.2925,22.61,21.71,0.8999999999999986,-0.75,22.627499999999998,22.99,22.22,0.7699999999999996,-0.33000000000000185,21.3725,22.08,20.69,1.389999999999997,-0.5299999999999976,22.165,22.43,21.88,0.5500000000000007,-0.21000000000000085,181288,213663,138516,75147,8724
2016-02-21,21.991666666666667,22.27,21.35,0.9199999999999982,-0.09999999999999787,22.433333333333334,22.94,22.11,0.8300000000000018,-0.7699999999999996,21.435,22.17,20.6,1.5700000000000003,0.1700000000000017,22.02,22.37,21.66,0.7100000000000009,-0.1999999999999993,139630,233715,0,233715,-151413
2016-02-28,22.062,22.38,21.47,0.9100000000000001,-0.6500000000000021,22.34,22.67,22.11,0.5600000000000023,-0.240000000000002,21.434,21.85,21.01,0.8399999999999999,0.36999999999999744,21.990000000000002,22.37,21.48,0.8900000000000006,-0.28999999999999915,209617,285901,142397,143504,-118271
2016-03-06,21.178,21.78,20.28,1.5,-0.6799999999999997,21.588,22.24,20.98,1.259999999999998,-0.5399999999999991,20.486,21.52,19.82,1.6999999999999993,-0.5799999999999983,21.104,21.9,20.2,1.6999999999999993,-0.21999999999999886,130060,202764,70922,131842,-64803
