Date,EP_pc_stock_Open_average,EP_pc_stock_Open_max,EP_pc_stock_Open_min,EP_pc_stock_Open_volatility,EP_pc_stock_Open_change,EP_pc_stock_High_average,EP_pc_stock_High_max,EP_pc_stock_High_min,EP_pc_stock_High_volatility,EP_pc_stock_High_change,EP_pc_stock_Low_average,EP_pc_stock_Low_max,EP_pc_stock_Low_min,EP_pc_stock_Low_volatility,EP_pc_stock_Low_change,EP_pc_stock_Close_average,EP_pc_stock_Close_max,EP_pc_stock_Close_min,EP_pc_stock_Close_volatility,EP_pc_stock_Close_change,EP_pc_stock_Volume_average,EP_pc_stock_Volume_max,EP_pc_stock_Volume_min,EP_pc_stock_Volume_volatility,EP_pc_stock_Volume_change
2016-01-03,41.728,42.99,41.0,1.990000000000002,0.9500000000000028,41.942,42.99,41.39,1.6000000000000014,0.10000000000000142,41.248,41.95,40.69,1.2600000000000051,1.2600000000000051,41.652,42.03,41.25,0.7800000000000011,0.3100000000000023,20096,65625,292,65333,-31309
2016-01-10,40.5,41.05,40.14,0.9099999999999966,-0.9099999999999966,41.006,41.53,40.24,1.2899999999999991,-0.28000000000000114,40.314,41.0,39.75,1.25,-0.8599999999999994,40.712,41.25,39.84,1.4099999999999966,0.25,14310,30830,2200,28630,1100
2016-01-17,40.807500000000005,41.67,39.09,2.5799999999999983,0.5200000000000031,41.254999999999995,42.47,40.0,2.469999999999999,1.3200000000000003,40.4525,41.67,39.09,2.5799999999999983,1.5500000000000043,40.9975,42.47,40.0,2.469999999999999,2.3500000000000014,10475,38963,372,38591,-38591
2016-01-24,42.5,42.92,41.9,1.0200000000000031,0.28000000000000114,42.706,43.35,42.4,0.9500000000000028,0.7100000000000009,41.794,42.64,40.91,1.730000000000004,-0.6400000000000006,41.946000000000005,42.64,41.38,1.259999999999998,-0.36999999999999744,5472,22128,236,21892,2421
2016-01-31,41.69,42.0,41.1,0.8999999999999986,-0.14000000000000057,41.916,42.18,41.75,0.4299999999999997,-0.3200000000000003,41.322,41.86,40.52,1.3399999999999963,0.3399999999999963,41.782000000000004,42.0,41.53,0.46999999999999886,0.3299999999999983,1991,4451,386,4065,-803
2016-02-07,41.4475,42.47,40.62,1.8500000000000014,-1.0900000000000034,41.565,42.47,41.0,1.4699999999999989,-0.6300000000000026,40.7725,41.71,40.0,1.7100000000000009,-1.0900000000000034,41.0925,41.71,40.76,0.9500000000000028,-0.8000000000000043,4365,14324,447,13877,1605
2016-02-14,42.373333333333335,43.11,41.38,1.7299999999999969,1.7299999999999969,42.46666666666667,43.16,41.4,1.759999999999998,1.759999999999998,42.34666666666667,43.03,41.38,1.6499999999999986,1.6499999999999986,42.46,43.16,41.4,1.759999999999998,1.759999999999998,1192,1506,625,881,821
2016-02-21,43.265,43.53,43.0,0.5300000000000011,-0.5300000000000011,43.980000000000004,44.32,43.64,0.6799999999999997,0.6799999999999997,43.19,43.53,42.85,0.6799999999999997,-0.6799999999999997,43.980000000000004,44.32,43.64,0.6799999999999997,0.6799999999999997,1912,3075,750,2325,2325
2016-02-28,43.875,44.42,43.54,0.8800000000000026,0.8800000000000026,43.885,44.44,43.54,0.8999999999999986,0.8999999999999986,43.760000000000005,44.42,43.52,0.8999999999999986,0.8800000000000026,43.769999999999996,44.44,43.52,0.9199999999999946,0.8999999999999986,2114,6609,150,6459,1050
2016-03-06,43.614,43.95,43.47,0.480000000000004,-0.45000000000000284,43.874,44.25,43.47,0.7800000000000011,-0.4299999999999997,43.518,43.95,43.2,0.75,-0.45000000000000284,43.668,44.25,43.27,0.9799999999999969,-0.4799999999999969,2277,9355,260,9095,126
2016-03-13,43.545,43.99,43.07,0.9200000000000017,0.5300000000000011,43.5525,44.0,43.07,0.9299999999999997,0.5300000000000011,43.135,43.55,42.53,1.019999999999996,-0.4099999999999966,43.37,43.55,42.94,0.6099999999999994,0.5100000000000051,1425,2413,410,2003,1679
2016-03-20,43.13333333333333,43.5,42.75,0.75,-0.75,43.32333333333333,43.82,43.0,0.8200000000000003,-0.8200000000000003,42.95666666666667,43.38,42.68,0.7000000000000028,-0.7000000000000028,43.21333333333333,43.82,42.82,1.0,-0.8200000000000003,1921,3510,1115,2395,-2371
2016-03-27,43.3375,43.91,42.77,1.1399999999999935,0.6700000000000017,43.3975,43.91,43.0,0.9099999999999966,0.6700000000000017,42.7325,43.0,42.5,0.5,-0.3400000000000034,42.775,43.03,42.51,0.5200000000000031,-0.46000000000000085,1520,3534,564,2970,-16
2016-04-03,43.205999999999996,43.93,42.57,1.3599999999999994,1.3599999999999994,43.476,44.15,42.96,1.1899999999999977,1.1899999999999977,43.072,43.6,42.5,1.1000000000000014,1.1000000000000014,43.44,43.98,42.96,1.019999999999996,1.019999999999996,8309,9861,7182,2679,1417
2016-04-10,44.656,46.33,43.87,2.460000000000001,0.28999999999999915,44.856,46.33,44.21,2.1199999999999974,0.29999999999999716,44.083999999999996,44.37,43.87,0.5,0.3200000000000003,44.51,44.72,44.17,0.5499999999999972,0.28000000000000114,4865,8070,885,7185,-2963
2016-04-17,44.897999999999996,45.23,44.5,0.7299999999999969,0.7299999999999969,45.082,45.59,44.63,0.9600000000000009,0.9600000000000009,44.638,44.9,44.28,0.6199999999999974,0.35999999999999943,44.796,45.11,44.63,0.4799999999999969,0.02999999999999403,3161,5368,1964,3404,-924
2016-04-24,44.632,44.85,44.35,0.5,0.11999999999999744,44.97,46.13,44.51,1.6200000000000045,1.4600000000000009,44.454,44.75,44.01,0.740000000000002,0.6600000000000037,44.576,44.78,44.25,0.5300000000000011,0.4200000000000017,3576,7100,1680,5420,-1722
2016-05-01,45.910000000000004,47.5,44.56,2.9399999999999977,1.8900000000000006,46.794,47.5,45.72,1.7800000000000011,1.6300000000000026,45.42,46.48,44.13,2.3499999999999943,2.3499999999999943,46.096000000000004,47.5,44.13,3.3699999999999974,3.219999999999999,11472,50742,401,50341,46750
2016-05-08,47.05,47.5,46.0,1.5,0.09000000000000341,47.052,47.5,46.0,1.5,0.10000000000000142,46.884,47.39,46.0,1.3900000000000006,0.21999999999999886,46.886,47.4,46.0,1.3999999999999986,0.22999999999999687,486,682,100,582,81
