Date,Guggenheim Invest China TechnologyEtf_Open_average,Guggenheim Invest China TechnologyEtf_Open_max,Guggenheim Invest China TechnologyEtf_Open_min,Guggenheim Invest China TechnologyEtf_Open_volatility,Guggenheim Invest China TechnologyEtf_Open_change,Guggenheim Invest China TechnologyEtf_High_average,Guggenheim Invest China TechnologyEtf_High_max,Guggenheim Invest China TechnologyEtf_High_min,Guggenheim Invest China TechnologyEtf_High_volatility,Guggenheim Invest China TechnologyEtf_High_change,Guggenheim Invest China TechnologyEtf_Low_average,Guggenheim Invest China TechnologyEtf_Low_max,Guggenheim Invest China TechnologyEtf_Low_min,Guggenheim Invest China TechnologyEtf_Low_volatility,Guggenheim Invest China TechnologyEtf_Low_change,Guggenheim Invest China TechnologyEtf_Close_average,Guggenheim Invest China TechnologyEtf_Close_max,Guggenheim Invest China TechnologyEtf_Close_min,Guggenheim Invest China TechnologyEtf_Close_volatility,Guggenheim Invest China TechnologyEtf_Close_change
2016-03-13,33.66,33.66,33.66,0.0,0.0,34.25,34.25,34.25,0.0,0.0,33.66,33.66,33.66,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2016-03-20,33.57,33.57,33.57,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2016-03-27,33.86,33.86,33.86,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.86,33.86,33.86,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2016-04-03,34.08,34.08,34.08,0.0,0.0,34.17,34.17,34.17,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2016-04-10,34.79,34.79,34.79,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.79,34.79,34.79,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2016-04-17,34.27,34.27,34.27,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2016-04-24,34.2,34.2,34.2,0.0,0.0,34.23,34.23,34.23,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2016-05-01,33.13,33.13,33.13,0.0,0.0,33.23,33.23,33.23,0.0,0.0,32.87,32.87,32.87,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2016-05-08,32.34,32.34,32.34,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2016-05-15,32.54,32.54,32.54,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2016-05-22,33.7,33.7,33.7,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2016-05-29,33.79,33.79,33.79,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2016-06-05,33.12,33.12,33.12,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2016-06-12,32.88,32.88,32.88,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2016-06-19,32.36,32.36,32.36,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2016-06-26,33.5,33.5,33.5,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2016-07-03,33.52,33.52,33.52,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2016-07-10,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2016-07-17,34.71,34.71,34.71,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.71,34.71,34.71,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2016-07-24,34.73,34.73,34.73,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2016-07-31,35.84,35.84,35.84,0.0,0.0,36.05,36.05,36.05,0.0,0.0,35.75,35.75,35.75,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2016-08-07,37.5,37.5,37.5,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2016-08-14,38.75,38.75,38.75,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2016-08-21,38.6,38.6,38.6,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.27,38.27,38.27,0.0,0.0
2016-08-28,39.51,39.51,39.51,0.0,0.0,40.16,40.16,40.16,0.0,0.0,39.51,39.51,39.51,0.0,0.0,40.03,40.03,40.03,0.0,0.0
2016-09-04,40.75,40.75,40.75,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2016-09-11,41.64,41.64,41.64,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.21,41.21,41.21,0.0,0.0
2016-09-18,42.15,42.15,42.15,0.0,0.0,42.22,42.22,42.22,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2016-09-25,41.3,41.3,41.3,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.66,41.66,41.66,0.0,0.0
2016-10-02,42.1,42.1,42.1,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2016-10-09,41.08,41.08,41.08,0.0,0.0,41.58,41.58,41.58,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2016-10-16,40.9,40.9,40.9,0.0,0.0,41.21,41.21,41.21,0.0,0.0,40.85,40.85,40.85,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2016-10-23,40.48,40.48,40.48,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2016-10-30,38.82,38.82,38.82,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2016-11-06,37.95,37.95,37.95,0.0,0.0,38.08,38.08,38.08,0.0,0.0,37.13,37.13,37.13,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2016-11-13,38.4,38.4,38.4,0.0,0.0,38.4,38.4,38.4,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2016-11-20,38.28,38.28,38.28,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2016-11-27,36.94,36.94,36.94,0.0,0.0,37.4,37.4,37.4,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2016-12-04,37.27,37.27,37.27,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2016-12-11,35.8,35.8,35.8,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2016-12-18,35.04,35.04,35.04,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.91,34.91,34.91,0.0,0.0
2016-12-25,35.46,35.46,35.46,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2017-01-01,37.23,37.23,37.23,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2017-01-08,38.12,38.12,38.12,0.0,0.0,38.22,38.22,38.22,0.0,0.0,37.78,37.78,37.78,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2017-01-15,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2017-01-22,39.2,39.2,39.2,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2017-01-29,39.21,39.21,39.21,0.0,0.0,39.3,39.3,39.3,0.0,0.0,38.94,38.94,38.94,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2017-02-05,40.39,40.39,40.39,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2017-02-12,41.03,41.03,41.03,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.74,40.74,40.74,0.0,0.0,41.03,41.03,41.03,0.0,0.0
2017-02-19,40.41,40.41,40.41,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2017-02-26,40.18,40.18,40.18,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2017-03-05,40.61,40.61,40.61,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2017-03-12,41.94,41.94,41.94,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.97,41.97,41.97,0.0,0.0
2017-03-19,42.2,42.2,42.2,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2017-03-26,42.0,42.0,42.0,0.0,0.0,42.17,42.17,42.17,0.0,0.0,41.94,41.94,41.94,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2017-04-02,41.82,41.82,41.82,0.0,0.0,42.15,42.15,42.15,0.0,0.0,41.82,41.82,41.82,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2017-04-09,41.92,41.92,41.92,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2017-04-16,42.56,42.56,42.56,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2017-04-23,44.18,44.18,44.18,0.0,0.0,44.18,44.18,44.18,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2017-04-30,43.44,43.44,43.44,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2017-05-07,44.76,44.76,44.76,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2017-05-14,45.49,45.49,45.49,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2017-05-21,45.89,45.89,45.89,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2017-05-28,45.36,45.36,45.36,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.27,45.27,45.27,0.0,0.0
2017-06-04,47.5,47.5,47.5,0.0,0.0,47.69,47.69,47.69,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.59,46.59,46.59,0.0,0.0
2017-06-11,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2017-06-18,47.36,47.36,47.36,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2017-06-25,46.74,46.74,46.74,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2017-07-02,46.48,46.48,46.48,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2017-07-09,48.9,48.9,48.9,0.0,0.0,49.37,49.37,49.37,0.0,0.0,48.8,48.8,48.8,0.0,0.0,49.31,49.31,49.31,0.0,0.0
2017-07-16,50.58,50.58,50.58,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2017-07-23,50.73,50.73,50.73,0.0,0.0,51.44,51.44,51.44,0.0,0.0,50.6,50.6,50.6,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2017-07-30,51.2,51.2,51.2,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2017-08-06,50.55,50.55,50.55,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2017-08-13,52.76,52.76,52.76,0.0,0.0,53.12,53.12,53.12,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.92,52.92,52.92,0.0,0.0
2017-08-20,55.16,55.16,55.16,0.0,0.0,55.19,55.19,55.19,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2017-08-27,55.46,55.46,55.46,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.83,55.83,55.83,0.0,0.0
2017-09-03,55.82,55.82,55.82,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.43,55.43,55.43,0.0,0.0
2017-09-10,57.92,57.92,57.92,0.0,0.0,58.13,58.13,58.13,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.9,57.9,57.9,0.0,0.0
2017-09-17,58.08,58.08,58.08,0.0,0.0,58.3,58.3,58.3,0.0,0.0,57.93,57.93,57.93,0.0,0.0,58.26,58.26,58.26,0.0,0.0
2017-09-24,56.78,56.78,56.78,0.0,0.0,57.4,57.4,57.4,0.0,0.0,56.55,56.55,56.55,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2017-10-01,58.5,58.5,58.5,0.0,0.0,58.91,58.91,58.91,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2017-10-08,59.46,59.46,59.46,0.0,0.0,60.2,60.2,60.2,0.0,0.0,59.45,59.45,59.45,0.0,0.0,59.93,59.93,59.93,0.0,0.0
2017-10-15,59.67,59.67,59.67,0.0,0.0,59.71,59.71,59.71,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.29,59.29,59.29,0.0,0.0
2017-10-22,57.91,57.91,57.91,0.0,0.0,58.01,58.01,58.01,0.0,0.0,57.25,57.25,57.25,0.0,0.0,57.88,57.88,57.88,0.0,0.0
2017-10-29,60.53,60.53,60.53,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.36,60.36,60.36,0.0,0.0
2017-11-05,63.57,63.57,63.57,0.0,0.0,63.57,63.57,63.57,0.0,0.0,62.94,62.94,62.94,0.0,0.0,63.03,63.03,63.03,0.0,0.0
2017-11-12,64.57,64.57,64.57,0.0,0.0,64.88,64.88,64.88,0.0,0.0,64.39,64.39,64.39,0.0,0.0,64.53,64.53,64.53,0.0,0.0
2017-11-19,66.39,66.39,66.39,0.0,0.0,66.47,66.47,66.47,0.0,0.0,65.98,65.98,65.98,0.0,0.0,66.1,66.1,66.1,0.0,0.0
2017-11-26,61.0,61.0,61.0,0.0,0.0,61.22,61.22,61.22,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.47,60.47,60.47,0.0,0.0
2017-12-03,60.31,60.31,60.31,0.0,0.0,60.58,60.58,60.58,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.94,59.94,59.94,0.0,0.0
2017-12-10,59.45,59.45,59.45,0.0,0.0,59.45,59.45,59.45,0.0,0.0,58.86,58.86,58.86,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2017-12-17,61.18,61.18,61.18,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.06,61.06,61.06,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2017-12-24,60.89,60.89,60.89,0.0,0.0,60.94,60.94,60.94,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.62,60.62,60.62,0.0,0.0
2017-12-31,64.17,64.17,64.17,0.0,0.0,64.5,64.5,64.5,0.0,0.0,63.87,63.87,63.87,0.0,0.0,64.5,64.5,64.5,0.0,0.0
