Date,ProShares Ultra Oil & Gas_etf_Open_average,ProShares Ultra Oil & Gas_etf_Open_max,ProShares Ultra Oil & Gas_etf_Open_min,ProShares Ultra Oil & Gas_etf_Open_volatility,ProShares Ultra Oil & Gas_etf_Open_change,ProShares Ultra Oil & Gas_etf_High_average,ProShares Ultra Oil & Gas_etf_High_max,ProShares Ultra Oil & Gas_etf_High_min,ProShares Ultra Oil & Gas_etf_High_volatility,ProShares Ultra Oil & Gas_etf_High_change,ProShares Ultra Oil & Gas_etf_Low_average,ProShares Ultra Oil & Gas_etf_Low_max,ProShares Ultra Oil & Gas_etf_Low_min,ProShares Ultra Oil & Gas_etf_Low_volatility,ProShares Ultra Oil & Gas_etf_Low_change,ProShares Ultra Oil & Gas_etf_Close_average,ProShares Ultra Oil & Gas_etf_Close_max,ProShares Ultra Oil & Gas_etf_Close_min,ProShares Ultra Oil & Gas_etf_Close_volatility,ProShares Ultra Oil & Gas_etf_Close_change
2016-06-12,36.35,36.35,36.35,0.0,0.0,36.35,36.35,36.35,0.0,0.0,35.8,35.8,35.8,0.0,0.0,36.16,36.16,36.16,0.0,0.0
2016-06-19,35.26,35.26,35.26,0.0,0.0,36.61,36.61,36.61,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2016-06-26,37.42,37.42,37.42,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2016-07-03,36.57,36.57,36.57,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.05,36.05,36.05,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2016-07-10,38.57,38.57,38.57,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.32,38.32,38.32,0.0,0.0
2016-07-17,37.15,37.15,37.15,0.0,0.0,37.33,37.33,37.33,0.0,0.0,36.89,36.89,36.89,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2016-07-24,34.34,34.34,34.34,0.0,0.0,35.77,35.77,35.77,0.0,0.0,33.95,33.95,33.95,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2016-07-31,35.19,35.19,35.19,0.0,0.0,35.73,35.73,35.73,0.0,0.0,34.97,34.97,34.97,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2016-08-07,36.21,36.21,36.21,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2016-08-14,39.03,39.03,39.03,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2016-08-21,37.67,37.67,37.67,0.0,0.0,38.25,38.25,38.25,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2016-08-28,36.84,36.84,36.84,0.0,0.0,37.19,37.19,37.19,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2016-09-04,39.03,39.03,39.03,0.0,0.0,39.06,39.06,39.06,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2016-09-11,34.92,34.92,34.92,0.0,0.0,35.39,35.39,35.39,0.0,0.0,34.8,34.8,34.8,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2016-09-18,35.76,35.76,35.76,0.0,0.0,36.42,36.42,36.42,0.0,0.0,34.78,34.78,34.78,0.0,0.0,35.12,35.12,35.12,0.0,0.0
2016-09-25,37.93,37.93,37.93,0.0,0.0,38.85,38.85,38.85,0.0,0.0,37.56,37.56,37.56,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2016-10-02,39.01,39.01,39.01,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2016-10-09,38.41,38.41,38.41,0.0,0.0,38.6,38.6,38.6,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2016-10-16,37.95,37.95,37.95,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2016-10-23,36.92,36.92,36.92,0.0,0.0,37.9,37.9,37.9,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2016-10-30,35.09,35.09,35.09,0.0,0.0,35.58,35.58,35.58,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2016-11-06,37.57,37.57,37.57,0.0,0.0,37.78,37.78,37.78,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.83,36.83,36.83,0.0,0.0
2016-11-13,38.54,38.54,38.54,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2016-11-20,40.36,40.36,40.36,0.0,0.0,40.41,40.41,40.41,0.0,0.0,39.85,39.85,39.85,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2016-11-27,42.37,42.37,42.37,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2016-12-04,44.51,44.51,44.51,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2016-12-11,44.96,44.96,44.96,0.0,0.0,45.2,45.2,45.2,0.0,0.0,44.58,44.58,44.58,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2016-12-18,44.61,44.61,44.61,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2016-12-25,43.58,43.58,43.58,0.0,0.0,44.19,44.19,44.19,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.61,43.61,43.61,0.0,0.0
2017-01-01,44.48,44.48,44.48,0.0,0.0,44.48,44.48,44.48,0.0,0.0,43.64,43.64,43.64,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2017-01-08,42.24,42.24,42.24,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2017-01-15,42.65,42.65,42.65,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2017-01-22,42.61,42.61,42.61,0.0,0.0,42.61,42.61,42.61,0.0,0.0,41.85,41.85,41.85,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2017-01-29,40.74,40.74,40.74,0.0,0.0,41.5,41.5,41.5,0.0,0.0,40.31,40.31,40.31,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2017-02-05,40.66,40.66,40.66,0.0,0.0,41.16,41.16,41.16,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2017-02-12,39.38,39.38,39.38,0.0,0.0,39.47,39.47,39.47,0.0,0.0,38.99,38.99,38.99,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2017-02-19,38.46,38.46,38.46,0.0,0.0,38.55,38.55,38.55,0.0,0.0,37.72,37.72,37.72,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2017-02-26,39.38,39.38,39.38,0.0,0.0,39.71,39.71,39.71,0.0,0.0,38.95,38.95,38.95,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2017-03-05,37.5,37.5,37.5,0.0,0.0,37.56,37.56,37.56,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2017-03-12,37.45,37.45,37.45,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2017-03-19,35.92,35.92,35.92,0.0,0.0,36.11,36.11,36.11,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2017-03-26,37.54,37.54,37.54,0.0,0.0,37.73,37.73,37.73,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2017-04-02,38.04,38.04,38.04,0.0,0.0,38.28,38.28,38.28,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2017-04-09,38.02,38.02,38.02,0.0,0.0,38.02,38.02,38.02,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2017-04-16,34.97,34.97,34.97,0.0,0.0,35.14,35.14,35.14,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2017-04-23,35.38,35.38,35.38,0.0,0.0,35.59,35.59,35.59,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2017-04-30,33.21,33.21,33.21,0.0,0.0,34.38,34.38,34.38,0.0,0.0,33.15,33.15,33.15,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2017-05-07,34.89,34.89,34.89,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2017-05-14,34.46,34.46,34.46,0.0,0.0,35.21,35.21,35.21,0.0,0.0,34.37,34.37,34.37,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2017-05-21,33.33,33.33,33.33,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.37,33.37,33.37,0.0,0.0
2017-05-28,32.43,32.43,32.43,0.0,0.0,32.43,32.43,32.43,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2017-06-04,31.5,31.5,31.5,0.0,0.0,33.13,33.13,33.13,0.0,0.0,31.5,31.5,31.5,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2017-06-11,32.29,32.29,32.29,0.0,0.0,33.01,33.01,33.01,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2017-06-18,30.54,30.54,30.54,0.0,0.0,31.16,31.16,31.16,0.0,0.0,30.54,30.54,30.54,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2017-06-25,31.71,31.71,31.71,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2017-07-02,30.48,30.48,30.48,0.0,0.0,30.68,30.68,30.68,0.0,0.0,29.91,29.91,29.91,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2017-07-09,31.74,31.74,31.74,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.68,31.68,31.68,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2017-07-16,32.2,32.2,32.2,0.0,0.0,32.43,32.43,32.43,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2017-07-23,32.85,32.85,32.85,0.0,0.0,33.58,33.58,33.58,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2017-07-30,31.94,31.94,31.94,0.0,0.0,32.3,32.3,32.3,0.0,0.0,31.79,31.79,31.79,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2017-08-06,30.55,30.55,30.55,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2017-08-13,28.62,28.62,28.62,0.0,0.0,29.24,29.24,29.24,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2017-08-20,29.36,29.36,29.36,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2017-08-27,29.65,29.65,29.65,0.0,0.0,30.24,30.24,30.24,0.0,0.0,29.39,29.39,29.39,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2017-09-03,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2017-09-10,32.98,32.98,32.98,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.6,32.6,32.6,0.0,0.0,33.03,33.03,33.03,0.0,0.0
2017-09-17,33.85,33.85,33.85,0.0,0.0,34.46,34.46,34.46,0.0,0.0,33.85,33.85,33.85,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2017-09-24,35.17,35.17,35.17,0.0,0.0,35.4,35.4,35.4,0.0,0.0,34.9,34.9,34.9,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2017-10-01,35.02,35.02,35.02,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2017-10-08,35.36,35.36,35.36,0.0,0.0,35.61,35.61,35.61,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2017-10-15,34.32,34.32,34.32,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2017-10-22,33.62,33.62,33.62,0.0,0.0,34.37,34.37,34.37,0.0,0.0,33.01,33.01,33.01,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2017-10-29,35.4,35.4,35.4,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2017-11-05,37.06,37.06,37.06,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2017-11-12,34.19,34.19,34.19,0.0,0.0,34.41,34.41,34.41,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2017-11-19,34.87,34.87,34.87,0.0,0.0,35.04,35.04,35.04,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2017-11-26,36.5,36.5,36.5,0.0,0.0,37.11,37.11,37.11,0.0,0.0,35.94,35.94,35.94,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2017-12-03,35.98,35.98,35.98,0.0,0.0,36.17,36.17,36.17,0.0,0.0,35.52,35.52,35.52,0.0,0.0,36.09,36.09,36.09,0.0,0.0
2017-12-10,36.44,36.44,36.44,0.0,0.0,36.5,36.5,36.5,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2017-12-17,39.4,39.4,39.4,0.0,0.0,39.71,39.71,39.71,0.0,0.0,38.98,38.98,38.98,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2017-12-24,40.06,40.06,40.06,0.0,0.0,40.06,40.06,40.06,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2017-12-31,42.61,42.61,42.61,0.0,0.0,42.84,42.84,42.84,0.0,0.0,41.85,41.85,41.85,0.0,0.0,42.57,42.57,42.57,0.0,0.0
