Date,iShares Global Healthcare_etf_Open_average,iShares Global Healthcare_etf_Open_max,iShares Global Healthcare_etf_Open_min,iShares Global Healthcare_etf_Open_volatility,iShares Global Healthcare_etf_Open_change,iShares Global Healthcare_etf_High_average,iShares Global Healthcare_etf_High_max,iShares Global Healthcare_etf_High_min,iShares Global Healthcare_etf_High_volatility,iShares Global Healthcare_etf_High_change,iShares Global Healthcare_etf_Low_average,iShares Global Healthcare_etf_Low_max,iShares Global Healthcare_etf_Low_min,iShares Global Healthcare_etf_Low_volatility,iShares Global Healthcare_etf_Low_change,iShares Global Healthcare_etf_Close_average,iShares Global Healthcare_etf_Close_max,iShares Global Healthcare_etf_Close_min,iShares Global Healthcare_etf_Close_volatility,iShares Global Healthcare_etf_Close_change
2016-08-14,51.55,51.55,51.55,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2016-08-21,50.77,50.77,50.77,0.0,0.0,51.2,51.2,51.2,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2016-08-28,50.62,50.62,50.62,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2016-09-04,50.48,50.48,50.48,0.0,0.0,50.48,50.48,50.48,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2016-09-11,50.29,50.29,50.29,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2016-09-18,51.24,51.24,51.24,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.18,51.18,51.18,0.0,0.0
2016-09-25,50.1,50.1,50.1,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2016-10-02,50.22,50.22,50.22,0.0,0.0,50.34,50.34,50.34,0.0,0.0,49.84,49.84,49.84,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2016-10-09,49.1,49.1,49.1,0.0,0.0,49.1,49.1,49.1,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2016-10-16,48.66,48.66,48.66,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2016-10-23,47.63,47.63,47.63,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2016-10-30,46.17,46.17,46.17,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.3,46.3,46.3,0.0,0.0
2016-11-06,49.16,49.16,49.16,0.0,0.0,49.16,49.16,49.16,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2016-11-13,48.31,48.31,48.31,0.0,0.0,48.31,48.31,48.31,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2016-11-20,47.5,47.5,47.5,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.51,47.51,47.51,0.0,0.0
2016-11-27,46.63,46.63,46.63,0.0,0.0,46.98,46.98,46.98,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.83,46.83,46.83,0.0,0.0
2016-12-04,46.84,46.84,46.84,0.0,0.0,47.3,47.3,47.3,0.0,0.0,46.84,46.84,46.84,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2016-12-11,47.81,47.81,47.81,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2016-12-18,47.25,47.25,47.25,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2016-12-25,47.67,47.67,47.67,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2017-01-01,48.73,48.73,48.73,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2017-01-08,48.58,48.58,48.58,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2017-01-15,48.12,48.12,48.12,0.0,0.0,48.21,48.21,48.21,0.0,0.0,47.95,47.95,47.95,0.0,0.0,48.02,48.02,48.02,0.0,0.0
2017-01-22,47.87,47.87,47.87,0.0,0.0,48.15,48.15,48.15,0.0,0.0,47.87,47.87,47.87,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2017-01-29,49.03,49.03,49.03,0.0,0.0,49.1,49.1,49.1,0.0,0.0,48.78,48.78,48.78,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2017-02-05,49.39,49.39,49.39,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2017-02-12,50.42,50.42,50.42,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2017-02-19,50.87,50.87,50.87,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.87,50.87,50.87,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2017-02-26,51.58,51.58,51.58,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.87,51.87,51.87,0.0,0.0
2017-03-05,51.84,51.84,51.84,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2017-03-12,51.92,51.92,51.92,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.82,51.82,51.82,0.0,0.0
2017-03-19,51.36,51.36,51.36,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2017-03-26,51.51,51.51,51.51,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2017-04-02,51.31,51.31,51.31,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2017-04-09,51.23,51.23,51.23,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2017-04-16,51.14,51.14,51.14,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2017-04-23,52.34,52.34,52.34,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2017-04-30,53.09,53.09,53.09,0.0,0.0,53.11,53.11,53.11,0.0,0.0,52.89,52.89,52.89,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2017-05-07,52.98,52.98,52.98,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.99,52.99,52.99,0.0,0.0
2017-05-14,53.0,53.0,53.0,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.03,53.03,53.03,0.0,0.0
2017-05-21,53.42,53.42,53.42,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2017-05-28,54.42,54.42,54.42,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.55,54.55,54.55,0.0,0.0
2017-06-04,53.85,53.85,53.85,0.0,0.0,54.19,54.19,54.19,0.0,0.0,53.77,53.77,53.77,0.0,0.0,54.02,54.02,54.02,0.0,0.0
2017-06-11,54.42,54.42,54.42,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.47,54.47,54.47,0.0,0.0
2017-06-18,55.7,55.7,55.7,0.0,0.0,55.71,55.71,55.71,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.71,55.71,55.71,0.0,0.0
2017-06-25,54.86,54.86,54.86,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.67,54.67,54.67,0.0,0.0
2017-07-02,54.16,54.16,54.16,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2017-07-09,54.73,54.73,54.73,0.0,0.0,55.08,55.08,55.08,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2017-07-16,55.35,55.35,55.35,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2017-07-23,54.42,54.42,54.42,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2017-07-30,54.55,54.55,54.55,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2017-08-06,53.67,53.67,53.67,0.0,0.0,53.99,53.99,53.99,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2017-08-13,53.66,53.66,53.66,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2017-08-20,54.26,54.26,54.26,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.16,54.16,54.16,0.0,0.0
2017-08-27,55.6,55.6,55.6,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.48,55.48,55.48,0.0,0.0
2017-09-03,56.16,56.16,56.16,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.33,56.33,56.33,0.0,0.0
2017-09-10,56.6,56.6,56.6,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.48,56.48,56.48,0.0,0.0,56.56,56.56,56.56,0.0,0.0
2017-09-17,56.15,56.15,56.15,0.0,0.0,56.23,56.23,56.23,0.0,0.0,55.92,55.92,55.92,0.0,0.0,56.16,56.16,56.16,0.0,0.0
2017-09-24,55.88,55.88,55.88,0.0,0.0,56.25,56.25,56.25,0.0,0.0,55.79,55.79,55.79,0.0,0.0,56.23,56.23,56.23,0.0,0.0
2017-10-01,56.65,56.65,56.65,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.84,56.84,56.84,0.0,0.0
2017-10-08,56.8,56.8,56.8,0.0,0.0,56.8,56.8,56.8,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.68,56.68,56.68,0.0,0.0
2017-10-15,57.23,57.23,57.23,0.0,0.0,57.33,57.33,57.33,0.0,0.0,57.1,57.1,57.1,0.0,0.0,57.27,57.27,57.27,0.0,0.0
2017-10-22,55.8,55.8,55.8,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.84,55.84,55.84,0.0,0.0
2017-10-29,55.36,55.36,55.36,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2017-11-05,55.37,55.37,55.37,0.0,0.0,55.37,55.37,55.37,0.0,0.0,54.92,54.92,54.92,0.0,0.0,55.23,55.23,55.23,0.0,0.0
2017-11-12,55.41,55.41,55.41,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.4,55.4,55.4,0.0,0.0
2017-11-19,55.95,55.95,55.95,0.0,0.0,56.05,56.05,56.05,0.0,0.0,55.89,55.89,55.89,0.0,0.0,56.03,56.03,56.03,0.0,0.0
2017-11-26,56.65,56.65,56.65,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.17,56.17,56.17,0.0,0.0,56.69,56.69,56.69,0.0,0.0
2017-12-03,55.88,55.88,55.88,0.0,0.0,56.27,56.27,56.27,0.0,0.0,55.88,55.88,55.88,0.0,0.0,56.22,56.22,56.22,0.0,0.0
2017-12-10,56.62,56.62,56.62,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.92,56.92,56.92,0.0,0.0
2017-12-17,56.36,56.36,56.36,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.29,56.29,56.29,0.0,0.0
2017-12-24,56.65,56.65,56.65,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.26,56.26,56.26,0.0,0.0
2017-12-31,57.76,57.76,57.76,0.0,0.0,58.08,58.08,58.08,0.0,0.0,57.62,57.62,57.62,0.0,0.0,58.03,58.03,58.03,0.0,0.0
