Date,WATStock_Open_average,WATStock_Open_max,WATStock_Open_min,WATStock_Open_volatility,WATStock_Open_change,WATStock_High_average,WATStock_High_max,WATStock_High_min,WATStock_High_volatility,WATStock_High_change,WATStock_Low_average,WATStock_Low_max,WATStock_Low_min,WATStock_Low_volatility,WATStock_Low_change,WATStock_Close_average,WATStock_Close_max,WATStock_Close_min,WATStock_Close_volatility,WATStock_Close_change,WATStock_Volume_average,WATStock_Volume_max,WATStock_Volume_min,WATStock_Volume_volatility,WATStock_Volume_change
2016-05-01,130.96,131.96,130.41,1.5500000000000114,0.009999999999990905,132.312,133.07,131.27,1.799999999999983,0.07999999999998408,130.37,130.82,129.69,1.1299999999999955,0.07999999999998408,131.758,132.88,130.73,2.1500000000000057,-0.06999999999999318,459683,513743,399234,114509,-28725
2016-05-08,134.35,135.15,132.79,2.3600000000000136,1.8799999999999955,135.82999999999998,136.76,135.0,1.759999999999991,1.25,133.65,134.4,132.79,1.6100000000000136,1.6100000000000136,134.736,135.7,133.71,1.9899999999999807,1.049999999999983,461638,521723,406184,115539,-88422
2016-05-15,135.16,136.18,134.4,1.7800000000000011,0.7099999999999795,136.104,137.03,135.06,1.9699999999999989,-1.009999999999991,134.01,134.66,133.43,1.2299999999999898,0.539999999999992,135.182,136.01,134.49,1.5199999999999818,-0.5699999999999932,593747,1327553,377532,950021,950021
2016-05-22,136.514,137.68,135.26,2.420000000000016,1.450000000000017,137.474,138.32,135.88,2.4399999999999977,1.7199999999999989,135.718,137.11,134.17,2.940000000000026,2.420000000000016,136.888,137.61,135.11,2.5,2.339999999999975,313228,545555,187146,358409,-167016
2016-05-29,138.02,139.15,137.08,2.069999999999993,1.4300000000000068,139.0925,140.11,138.27,1.8400000000000034,0.8799999999999955,137.185,138.13,136.56,1.5699999999999932,0.75,138.5375,139.76,137.55,2.2099999999999795,0.8299999999999841,492671,707957,316000,391957,-385000
2016-06-05,138.594,139.45,138.03,1.4199999999999875,0.4800000000000182,139.592,140.7,138.94,1.759999999999991,-0.2599999999999909,137.922,139.35,137.44,1.9099999999999966,0.09000000000000341,138.952,140.05,138.04,2.0100000000000193,-0.7400000000000091,280680,342091,203471,138620,3891
2016-06-12,135.794,137.69,134.48,3.210000000000008,-2.1299999999999955,136.486,137.98,135.61,2.369999999999976,-1.9799999999999898,134.11599999999999,135.56,132.95,2.6100000000000136,-2.6100000000000136,135.184,135.91,134.02,1.8899999999999864,-1.6099999999999852,445152,667260,267408,399852,283318
2016-06-19,136.502,138.57,135.0,3.569999999999993,-1.0699999999999932,137.824,139.12,137.15,1.9699999999999989,-0.4399999999999977,135.94400000000002,137.55,134.71,2.8400000000000034,-0.8100000000000023,136.744,138.4,135.53,2.8700000000000045,-0.9300000000000068,460909,968883,269277,699606,589030
2016-06-26,135.43,140.58,133.21,7.3700000000000045,6.420000000000016,137.78,143.73,134.35,9.379999999999995,8.949999999999989,134.548,140.5,131.35,9.150000000000006,9.150000000000006,136.772,142.07,132.5,9.569999999999993,9.569999999999993,573329,814084,355732,458352,298159
2016-07-03,142.2125,143.67,141.11,2.559999999999974,2.339999999999975,143.8125,146.96,142.15,4.810000000000002,4.810000000000002,141.8425,143.61,140.76,2.8500000000000227,2.8500000000000227,143.29250000000002,146.53,141.52,5.009999999999991,5.009999999999991,404184,485493,300962,184531,58344
2016-07-10,148.808,151.44,146.49,4.949999999999989,2.6899999999999977,149.148,151.44,147.2,4.240000000000009,2.6200000000000045,146.994,148.37,145.2,3.170000000000016,3.170000000000016,147.882,149.27,145.78,3.490000000000009,3.0500000000000114,316685,416856,229164,187692,184203
2016-07-17,149.248,150.3,148.47,1.8300000000000125,0.46000000000000796,150.038,150.93,148.95,1.9800000000000182,0.9699999999999989,148.34799999999998,149.15,147.65,1.5,1.0200000000000102,149.43200000000002,150.58,148.79,1.7900000000000205,0.46999999999999886,263634,324504,134932,189572,189572
2016-07-24,154.054,157.31,149.0,8.310000000000002,8.219999999999999,156.738,159.46,149.18,10.280000000000001,10.280000000000001,153.19,156.93,147.19,9.740000000000009,9.740000000000009,155.38400000000001,158.93,148.44,10.490000000000009,10.490000000000009,767621,1474555,496754,977801,-89415
2016-07-31,158.368,159.53,157.45,2.0800000000000125,-0.4300000000000068,159.2,161.22,157.91,3.3100000000000023,-2.680000000000007,156.95,158.88,156.34,2.539999999999992,-2.180000000000007,157.738,159.58,157.2,2.380000000000024,-2.3300000000000125,621765,760701,382779,377922,-228137
2016-08-07,158.006,158.85,156.86,1.9899999999999807,1.9899999999999807,158.638,159.43,157.6,1.8300000000000125,1.25,157.19,157.87,156.25,1.6200000000000045,1.4199999999999875,158.344,159.3,157.39,1.910000000000025,0.8600000000000136,324749,404991,268860,136131,-136131
2016-08-14,158.476,158.78,158.0,0.7800000000000011,0.03999999999999204,159.528,160.46,158.78,1.6800000000000068,0.5500000000000114,157.94,158.28,157.31,0.9699999999999989,-0.05000000000001137,159.04399999999998,160.26,158.23,2.030000000000001,1.1200000000000045,386471,575872,227991,347881,219849
2016-08-21,159.882,161.66,158.15,3.509999999999991,-1.4799999999999898,160.878,162.53,159.23,3.3000000000000114,-1.3500000000000227,158.476,160.79,157.03,3.759999999999991,-2.0999999999999943,159.382,161.82,157.99,3.829999999999984,-2.569999999999993,455266,736676,343345,393331,57653
2016-08-28,157.742,158.89,156.93,1.9599999999999795,-1.3199999999999932,158.456,159.6,157.6,2.0,-2.0,156.502,158.12,155.24,2.8799999999999955,-2.8799999999999955,157.204,158.9,156.1,2.8000000000000114,-2.710000000000008,430349,574220,277861,296359,296359
2016-09-04,157.6175,158.86,156.8,2.0600000000000023,1.1899999999999977,158.68,160.26,157.1,3.1599999999999966,0.8900000000000148,155.47,158.62,151.11,7.509999999999991,-4.819999999999993,156.635,159.49,151.13,8.360000000000014,-5.560000000000002,615443,845422,372190,473232,433308
2016-09-11,152.93800000000002,155.25,150.71,4.539999999999992,4.539999999999992,154.59199999999998,155.79,153.64,2.1500000000000057,2.1500000000000057,151.806,153.73,150.08,3.6499999999999773,3.6499999999999773,153.69,155.16,152.89,2.2700000000000102,0.44999999999998863,507820,668823,337446,331377,-49695
2016-09-18,156.322,157.91,154.39,3.5200000000000102,3.5200000000000102,157.076,158.29,155.24,3.049999999999983,3.049999999999983,155.422,157.0,153.75,3.25,3.1599999999999966,156.396,157.82,154.68,3.1399999999999864,2.9899999999999807,328386,375404,261763,113641,-20128
2016-09-25,157.554,159.37,156.51,2.8600000000000136,0.3100000000000023,158.81,159.5,157.73,1.7700000000000102,1.3700000000000045,156.198,156.79,155.05,1.7399999999999807,0.2400000000000091,157.866,159.48,156.34,3.1399999999999864,1.710000000000008,472730,705665,326417,379248,106747
2016-10-02,158.278,159.0,157.35,1.6500000000000057,0.8100000000000023,159.274,159.72,158.82,0.9000000000000057,-0.5,157.434,157.91,157.12,0.789999999999992,0.030000000000001137,158.456,159.05,157.76,1.2900000000000205,-0.05000000000001137,522544,816731,408164,408567,372854
2016-10-09,157.184,160.0,154.98,5.02000000000001,-4.439999999999998,157.496,160.0,155.38,4.6200000000000045,-3.469999999999999,155.754,158.75,153.97,4.780000000000001,-4.319999999999993,156.238,158.89,154.82,4.069999999999993,-3.9899999999999807,435333,680377,344199,336178,8262
2016-10-16,156.358,156.77,155.36,1.4099999999999966,1.1399999999999864,157.014,157.86,155.83,2.030000000000001,0.6699999999999875,155.458,156.43,154.27,2.1599999999999966,0.4899999999999807,156.514,157.29,155.17,2.1200000000000045,1.0100000000000193,413182,464117,361861,102256,78049
2016-10-23,144.216,157.07,137.8,19.269999999999982,-16.569999999999993,145.796,158.66,139.62,19.039999999999992,-17.28,141.772,156.74,136.61,20.129999999999995,-18.03,142.876,157.75,137.42,20.330000000000013,-17.939999999999998,1391426,3184613,649659,2534954,56992
2016-10-30,137.938,139.15,136.79,2.3600000000000136,-1.8700000000000045,139.022,140.36,137.46,2.9000000000000057,-0.5,136.934,138.73,136.01,2.719999999999999,-1.5699999999999932,137.564,139.14,136.42,2.719999999999999,-1.0999999999999943,615646,781796,462576,319220,4067
2016-11-06,142.114,144.9,139.81,5.090000000000003,2.579999999999984,143.19,145.27,140.94,4.3300000000000125,2.4099999999999966,140.496,141.97,139.11,2.859999999999985,1.5999999999999943,141.846,143.32,140.29,3.030000000000001,1.8000000000000114,544513,742856,376078,366778,-205919
2016-11-13,140.694,142.74,139.02,3.719999999999999,-3.719999999999999,141.988,143.75,139.02,4.72999999999999,-4.72999999999999,138.266,140.32,135.1,5.219999999999999,-4.560000000000002,139.276,141.47,135.18,6.289999999999992,-5.0,779934,1048431,445961,602470,235808
2016-11-20,136.54250000000002,138.37,134.86,3.509999999999991,2.390000000000015,138.2775,139.04,137.69,1.3499999999999943,1.3499999999999943,135.5025,138.0,133.9,4.099999999999994,2.710000000000008,137.505,138.72,135.3,3.4199999999999875,1.0699999999999932,589439,824136,144346,679790,-637776
2016-11-27,136.262,138.62,133.64,4.980000000000018,-4.980000000000018,137.316,139.28,135.1,4.180000000000007,-3.280000000000001,134.84,136.59,133.35,3.240000000000009,-2.7700000000000102,135.44,137.63,133.71,3.9199999999999875,-1.8300000000000125,568159,758388,445768,312620,-60278
2016-12-04,136.74,138.34,135.38,2.960000000000008,2.450000000000017,138.566,140.28,136.72,3.5600000000000023,3.5600000000000023,135.266,137.91,134.08,3.829999999999984,3.1399999999999864,137.59199999999998,139.51,134.83,4.679999999999978,4.679999999999978,615969,954743,362144,592599,-148033
2016-12-11,138.834,139.87,138.18,1.6899999999999977,-0.4300000000000068,140.358,141.93,138.87,3.0600000000000023,-2.030000000000001,137.87,138.61,136.7,1.910000000000025,-1.910000000000025,138.40200000000002,139.59,137.08,2.509999999999991,-2.359999999999985,710037,1057325,411813,645512,347098
2016-12-18,136.21,136.78,135.37,1.4099999999999966,-0.47999999999998977,137.16,138.31,136.48,1.8300000000000125,-1.7299999999999898,135.286,135.94,134.69,1.25,-0.5300000000000011,136.006,136.33,135.64,0.6900000000000261,0.0800000000000125,380564,495916,287608,208308,-208308
2016-12-25,135.74,136.75,134.36,2.3899999999999864,-1.3700000000000045,136.1825,137.64,134.98,2.6599999999999966,-2.339999999999975,134.485,136.0,133.71,2.289999999999992,-2.289999999999992,135.015,136.51,134.39,2.1200000000000045,-2.1200000000000045,340716,464274,237970,226304,226304
2017-01-01,135.97,137.1,135.05,2.049999999999983,2.049999999999983,137.965,141.9,135.86,6.039999999999992,5.039999999999992,135.45,137.1,134.68,2.4199999999999875,2.4199999999999875,136.9075,139.98,135.49,4.489999999999981,3.549999999999983,839499,1054345,648782,405563,405563
2017-01-08,139.062,140.24,137.12,3.1200000000000045,0.20000000000001705,140.242,142.68,138.93,3.75,1.6599999999999966,137.818,139.78,136.14,3.640000000000015,1.509999999999991,139.108,141.32,137.56,3.759999999999991,2.1399999999999864,791614,890973,624391,266582,-160850
2017-01-15,141.95499999999998,142.72,140.3,2.4199999999999875,1.9299999999999784,142.57,143.3,142.14,1.160000000000025,0.13000000000002387,140.8725,141.7,140.14,1.5600000000000023,0.45000000000001705,141.9525,143.1,141.44,1.6599999999999966,-0.09000000000000341,646964,719073,552702,166371,-166371
2017-01-22,143.644,146.65,141.92,4.730000000000018,1.6000000000000227,145.916,149.75,143.71,6.039999999999992,-1.9299999999999784,141.286,143.28,137.72,5.560000000000002,1.6299999999999955,143.752,145.28,142.15,3.1299999999999955,-0.9000000000000057,1337073,2880190,334563,2545627,-1270999
2017-01-29,143.612,145.98,141.41,4.569999999999993,2.4099999999999966,145.18,146.74,143.66,3.0800000000000125,3.0800000000000125,142.282,144.97,139.81,5.159999999999997,5.159999999999997,143.944,146.34,140.95,5.390000000000015,5.390000000000015,792532,1043628,520807,522821,-426941
2017-02-05,147.17,148.7,146.31,2.3899999999999864,2.3799999999999955,148.146,149.81,146.32,3.490000000000009,3.490000000000009,146.45,148.14,144.66,3.4799999999999898,3.4799999999999898,147.726,149.2,145.87,3.329999999999984,3.329999999999984,401276,548113,334622,213491,7162
2017-02-12,150.86,153.36,149.06,4.300000000000011,3.369999999999976,152.662,154.41,150.65,3.759999999999991,3.430000000000007,150.198,152.65,148.72,3.930000000000007,3.9000000000000057,152.188,154.33,149.73,4.600000000000023,4.600000000000023,536467,882829,390907,491922,-125741
2017-02-19,154.4075,154.79,153.79,1.0,0.44999999999998863,155.5,156.43,155.01,1.420000000000016,1.1400000000000148,153.45499999999998,153.59,153.36,0.22999999999998977,0.17000000000001592,155.14249999999998,156.4,154.6,1.8000000000000114,1.8000000000000114,455782,577623,393354,184269,28428
2017-02-26,155.84,156.75,154.0,2.75,-2.75,156.766,157.91,154.99,2.9199999999999875,-2.329999999999984,154.576,155.82,153.2,2.6200000000000045,-2.6200000000000045,155.288,156.53,154.19,2.3400000000000034,-1.6299999999999955,617382,743010,526057,216953,77204
2017-03-05,153.84,155.56,152.89,2.670000000000016,1.2700000000000102,155.224,157.44,153.93,3.509999999999991,2.5900000000000034,152.848,154.96,152.05,2.9099999999999966,2.9099999999999966,154.276,156.94,153.05,3.8899999999999864,3.5200000000000102,531923,754343,296756,457587,111720
2017-03-12,156.74,157.02,156.4,0.6200000000000045,0.37999999999999545,157.598,158.81,156.93,1.8799999999999955,0.18000000000000682,155.542,156.45,154.2,2.25,-0.030000000000001137,156.982,158.31,156.4,1.9099999999999966,-0.5699999999999932,456885,700203,260967,439236,282230
2017-03-19,156.146,156.66,155.66,1.0,-0.8400000000000034,156.79600000000002,157.3,156.36,0.9399999999999977,-0.37000000000000455,154.8,155.84,154.12,1.7199999999999989,-1.5500000000000114,155.532,155.92,154.76,1.1599999999999966,-1.1000000000000227,330522,413114,238513,174601,170817
2017-03-26,155.24,155.96,154.0,1.960000000000008,1.960000000000008,156.564,157.0,155.99,1.009999999999991,0.5500000000000114,154.188,154.94,153.04,1.9000000000000057,1.9000000000000057,155.92600000000002,156.31,155.52,0.789999999999992,0.4000000000000057,256182,373483,169453,204030,-124779
2017-04-02,155.85399999999998,156.68,155.14,1.5400000000000205,-0.6999999999999886,157.184,157.62,156.41,1.210000000000008,-0.2599999999999909,154.922,155.95,154.15,1.799999999999983,-0.7099999999999795,155.93,156.81,154.83,1.9799999999999898,0.11000000000001364,467874,684659,251079,433580,-171108
2017-04-09,155.805,156.42,154.36,2.059999999999974,-2.059999999999974,156.73000000000002,157.61,156.36,1.25,-1.25,154.9475,156.19,154.36,1.829999999999984,-1.829999999999984,155.76749999999998,156.39,155.11,1.2799999999999727,-0.6999999999999886,314913,370188,267861,102327,13530
2017-04-16,157.834,159.1,156.25,2.8499999999999943,2.75,159.464,161.99,157.73,4.260000000000019,1.549999999999983,156.654,157.84,155.16,2.680000000000007,2.460000000000008,158.264,159.21,157.26,1.950000000000017,1.1800000000000068,482238,721315,289499,431816,-122269
2017-04-23,168.332,172.0,160.27,11.72999999999999,10.689999999999998,170.21800000000002,174.68,160.83,13.849999999999994,10.129999999999995,166.094,170.72,159.6,11.120000000000005,9.629999999999995,168.658,171.46,160.27,11.189999999999998,9.619999999999976,904148,1428132,529842,898290,-129909
2017-04-30,173.006,173.94,171.48,2.460000000000008,2.460000000000008,174.084,174.79,173.28,1.509999999999991,0.8899999999999864,172.23,172.99,170.51,2.480000000000018,2.219999999999999,173.396,174.0,172.48,1.5200000000000102,0.9499999999999886,504902,733061,362689,370372,-345157
2017-05-07,173.422,174.03,172.25,1.7800000000000011,-1.7800000000000011,173.984,174.83,173.02,1.8100000000000023,-1.009999999999991,171.994,173.0,169.34,3.6599999999999966,-0.710000000000008,173.262,174.5,172.22,2.280000000000001,-0.6599999999999966,518094,1004243,282566,721677,-63972
2017-05-14,174.316,176.68,172.68,4.0,4.0,176.002,176.98,174.95,2.030000000000001,1.8300000000000125,173.598,175.04,172.03,3.009999999999991,3.009999999999991,175.168,176.33,174.39,1.9400000000000261,0.789999999999992,516609,660894,294768,366126,-154904
2017-05-21,176.83,178.25,175.22,3.030000000000001,2.8400000000000034,177.952,179.07,175.72,3.3499999999999943,3.0900000000000034,175.892,177.72,173.89,3.8300000000000125,3.8300000000000125,177.172,178.6,175.55,3.049999999999983,2.519999999999982,341657,490792,234224,256568,-216321
2017-05-28,179.805,181.5,177.81,3.6899999999999977,3.6899999999999977,181.44,184.57,178.95,5.6200000000000045,5.6200000000000045,179.23,181.1,177.63,3.469999999999999,3.469999999999999,180.7875,183.96,178.56,5.400000000000006,5.400000000000006,589859,909445,418908,490537,105606
2017-06-04,184.876,186.26,183.23,3.030000000000001,1.6500000000000057,186.098,187.65,184.83,2.819999999999993,2.819999999999993,184.036,185.81,182.68,3.1299999999999955,0.38999999999998636,184.90200000000002,186.33,183.59,2.740000000000009,1.200000000000017,453129,658524,244355,414169,94425
2017-06-11,184.458,185.08,183.34,1.740000000000009,0.4299999999999784,185.5,186.23,184.79,1.4399999999999977,0.75,182.706,184.07,179.18,4.889999999999986,4.7099999999999795,184.48,184.97,183.35,1.6200000000000045,0.8100000000000023,452515,611110,317517,293593,74637
2017-06-18,185.074,185.65,184.3,1.3499999999999943,0.13999999999998636,185.796,186.04,185.65,0.38999999999998636,0.14000000000001478,184.02,184.41,183.2,1.210000000000008,0.09000000000000341,185.13,185.58,184.28,1.3000000000000114,-0.11000000000001364,478493,747132,321427,425705,-157003
2017-06-25,184.382,185.68,183.0,2.680000000000007,-2.680000000000007,185.09799999999998,186.16,184.47,1.6899999999999977,-1.6899999999999977,183.296,184.69,182.0,2.6899999999999977,-1.6899999999999977,183.804,184.92,182.84,2.079999999999984,-1.079999999999984,382068,487670,299915,187755,14562
2017-07-02,183.57,184.98,182.93,2.049999999999983,-1.6999999999999886,184.84,185.88,184.04,1.8400000000000034,-1.0300000000000011,182.5925,183.09,181.88,1.210000000000008,0.4199999999999875,183.155,184.08,182.24,1.8400000000000034,1.5600000000000023,380783,587864,268613,319251,34813
2017-07-09,182.156,183.15,180.63,2.5200000000000102,1.1999999999999886,183.07,183.95,181.97,1.9799999999999898,1.9699999999999989,180.656,182.72,177.71,5.009999999999991,5.009999999999991,182.054,183.39,180.39,3.0,3.0,393425,660388,265727,394661,-394661
2017-07-16,184.064,185.22,183.65,1.5699999999999932,0.13999999999998636,185.154,185.89,183.98,1.9099999999999966,0.2799999999999727,182.62,183.65,181.97,1.6800000000000068,-1.6800000000000068,184.196,185.24,182.91,2.3300000000000125,0.020000000000010232,480886,625590,399373,226217,-59582
2017-07-23,176.428,184.93,173.15,11.780000000000001,-11.76000000000002,177.694,185.98,173.81,12.169999999999987,-11.289999999999992,174.208,184.47,171.32,13.150000000000006,-12.359999999999985,176.008,185.01,172.58,12.429999999999978,-10.899999999999977,943036,1756530,537981,1218549,-196067
2017-07-30,175.904,178.45,173.91,4.539999999999992,3.799999999999983,177.006,178.72,174.9,3.819999999999993,3.819999999999993,174.926,176.88,172.7,4.180000000000007,4.180000000000007,176.376,178.16,173.44,4.719999999999999,4.409999999999997,466359,674872,367611,307261,-119007
2017-08-06,176.854,177.88,176.1,1.7800000000000011,-1.549999999999983,178.188,179.74,176.91,2.8300000000000125,-0.39999999999997726,175.748,176.72,175.07,1.6500000000000057,-1.6500000000000057,176.796,177.95,175.66,2.289999999999992,-0.9199999999999875,471988,662533,376732,285801,9557
2017-08-13,180.006,181.99,178.32,3.670000000000016,1.6599999999999966,181.75,182.95,180.41,2.539999999999992,0.8700000000000045,179.162,179.74,178.32,1.420000000000016,0.5300000000000011,180.32,182.4,179.52,2.8799999999999955,-0.060000000000002274,403898,501778,333163,168615,-104534
2017-08-20,180.646,181.67,179.71,1.9599999999999795,1.6099999999999852,181.918,183.12,180.55,2.569999999999993,1.6099999999999852,179.538,179.86,178.9,0.960000000000008,0.4300000000000068,180.668,182.84,179.42,3.420000000000016,-0.7600000000000193,296684,382771,216120,166651,-9449
2017-08-27,181.002,183.66,179.21,4.449999999999989,3.6599999999999966,182.088,183.9,180.3,3.5999999999999943,3.5999999999999943,179.75,181.2,178.2,3.0,2.3100000000000023,181.568,183.48,179.94,3.539999999999992,3.0900000000000034,457948,555987,366962,189025,-15003
2017-09-03,183.6125,184.79,182.13,2.6599999999999966,2.6599999999999966,184.8675,186.9,183.23,3.670000000000016,3.670000000000016,182.115,184.75,180.35,4.400000000000006,4.400000000000006,184.5625,186.56,182.9,3.6599999999999966,3.6599999999999966,566436,642262,487276,154986,-125469
2017-09-10,188.838,189.4,187.29,2.1100000000000136,2.0600000000000023,189.76,190.39,189.14,1.25,0.21000000000000796,187.888,188.71,186.8,1.9099999999999966,0.45999999999997954,189.162,190.0,187.73,2.2700000000000102,-1.3800000000000239,432478,527206,321026,206180,34856
2017-09-17,185.518,189.15,181.82,7.3300000000000125,-6.27000000000001,186.096,189.96,182.07,7.890000000000015,-7.1200000000000045,182.65,186.76,179.56,7.199999999999989,-7.199999999999989,184.102,188.95,181.16,7.789999999999992,-7.789999999999992,433008,586595,347133,239462,-25054
2017-09-24,179.33,181.26,178.22,3.039999999999992,-2.789999999999992,180.068,181.26,178.9,2.359999999999985,-1.2800000000000011,178.162,179.02,177.58,1.4399999999999977,-0.8100000000000023,179.268,180.32,178.74,1.579999999999984,-0.799999999999983,437229,627737,334977,292760,-57488
2017-10-01,182.496,184.1,179.71,4.389999999999986,3.9299999999999784,184.36,186.3,182.98,3.3200000000000216,3.3200000000000216,181.934,183.3,179.27,4.030000000000001,4.030000000000001,183.706,185.88,182.04,3.8400000000000034,3.8400000000000034,392512,498615,310293,188322,-157389
2017-10-08,185.208,186.31,184.44,1.8700000000000045,1.25,185.852,186.81,185.06,1.75,1.710000000000008,184.37199999999999,185.4,182.79,2.6100000000000136,2.6100000000000136,185.214,185.8,183.8,2.0,1.9899999999999807,420107,689276,276298,412978,-406149
2017-10-15,183.916,186.69,181.28,5.409999999999997,0.5600000000000023,185.66,189.27,182.39,6.880000000000024,2.5900000000000034,182.344,185.95,180.21,5.739999999999981,1.9499999999999886,184.06199999999998,188.14,180.92,7.219999999999999,3.5,562355,712315,381718,330597,151079
2017-10-22,189.784,194.83,186.49,8.340000000000003,6.260000000000019,193.09,199.78,188.99,10.789999999999992,9.140000000000015,188.018,194.27,181.87,12.400000000000006,6.8700000000000045,191.982,199.75,187.55,12.199999999999989,12.199999999999989,865832,1064578,630884,433694,-28248
2017-10-29,197.748,199.39,196.39,3.0,-1.4899999999999807,198.99,199.58,197.89,1.6900000000000261,-0.8700000000000045,196.012,197.2,194.87,2.329999999999984,1.8100000000000023,197.23,198.05,196.05,2.0,1.6999999999999886,428460,599285,315257,284028,-284028
