Date,ProShares Ultra Dow30Etf_Open_average,ProShares Ultra Dow30Etf_Open_max,ProShares Ultra Dow30Etf_Open_min,ProShares Ultra Dow30Etf_Open_volatility,ProShares Ultra Dow30Etf_Open_change,ProShares Ultra Dow30Etf_High_average,ProShares Ultra Dow30Etf_High_max,ProShares Ultra Dow30Etf_High_min,ProShares Ultra Dow30Etf_High_volatility,ProShares Ultra Dow30Etf_High_change,ProShares Ultra Dow30Etf_Low_average,ProShares Ultra Dow30Etf_Low_max,ProShares Ultra Dow30Etf_Low_min,ProShares Ultra Dow30Etf_Low_volatility,ProShares Ultra Dow30Etf_Low_change,ProShares Ultra Dow30Etf_Close_average,ProShares Ultra Dow30Etf_Close_max,ProShares Ultra Dow30Etf_Close_min,ProShares Ultra Dow30Etf_Close_volatility,ProShares Ultra Dow30Etf_Close_change
2016-03-13,21.77,21.77,21.77,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2016-03-20,21.4,21.4,21.4,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.62,21.62,21.62,0.0,0.0
2016-03-27,21.82,21.82,21.82,0.0,0.0,22.35,22.35,22.35,0.0,0.0,21.76,21.76,21.76,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2016-04-03,21.96,21.96,21.96,0.0,0.0,22.08,22.08,22.08,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2016-04-10,22.65,22.65,22.65,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.58,22.58,22.58,0.0,0.0
2016-04-17,22.79,22.79,22.79,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2016-04-24,22.25,22.25,22.25,0.0,0.0,22.37,22.37,22.37,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2016-05-01,21.83,21.83,21.83,0.0,0.0,22.23,22.23,22.23,0.0,0.0,21.82,21.82,21.82,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2016-05-08,22.09,22.09,22.09,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2016-05-15,21.69,21.69,21.69,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2016-05-22,22.56,22.56,22.56,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2016-05-29,22.42,22.42,22.42,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2016-06-05,22.63,22.63,22.63,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2016-06-12,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2016-06-19,21.56,21.56,21.56,0.0,0.0,22.13,22.13,22.13,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2016-06-26,22.68,22.68,22.68,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2016-07-03,22.92,22.92,22.92,0.0,0.0,23.32,23.32,23.32,0.0,0.0,22.92,22.92,22.92,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2016-07-10,24.33,24.33,24.33,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2016-07-17,24.26,24.26,24.26,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2016-07-24,23.92,23.92,23.92,0.0,0.0,24.1,24.1,24.1,0.0,0.0,23.86,23.86,23.86,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2016-07-31,24.06,24.06,24.06,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2016-08-07,24.49,24.49,24.49,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2016-08-14,24.38,24.38,24.38,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2016-08-21,24.24,24.24,24.24,0.0,0.0,24.51,24.51,24.51,0.0,0.0,23.89,23.89,23.89,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2016-08-28,24.33,24.33,24.33,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.33,24.33,24.33,0.0,0.0
2016-09-04,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2016-09-11,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2016-09-18,23.9,23.9,23.9,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2016-09-25,23.54,23.54,23.54,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2016-10-02,23.74,23.74,23.74,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.57,23.57,23.57,0.0,0.0
2016-10-09,23.52,23.52,23.52,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2016-10-16,23.19,23.19,23.19,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2016-10-23,23.49,23.49,23.49,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2016-10-30,22.75,22.75,22.75,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2016-11-06,25.1,25.1,25.1,0.0,0.0,25.25,25.25,25.25,0.0,0.0,24.93,24.93,24.93,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2016-11-13,25.48,25.48,25.48,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2016-11-20,26.05,26.05,26.05,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2016-11-27,26.25,26.25,26.25,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2016-12-04,27.52,27.52,27.52,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2016-12-11,28.26,28.26,28.26,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2016-12-18,28.26,28.26,28.26,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2016-12-25,28.01,28.01,28.01,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2017-01-01,28.2,28.2,28.2,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2017-01-08,28.19,28.19,28.19,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2017-01-15,27.86,27.86,27.86,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2017-01-22,28.76,28.76,28.76,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2017-01-29,28.39,28.39,28.39,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2017-02-05,29.18,29.18,29.18,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2017-02-12,30.12,30.12,30.12,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2017-02-19,30.71,30.71,30.71,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2017-02-26,31.59,31.59,31.59,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2017-03-05,31.47,31.47,31.47,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2017-03-12,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2017-03-19,30.6,30.6,30.6,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2017-03-26,30.56,30.56,30.56,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2017-04-02,30.43,30.43,30.43,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2017-04-09,30.15,30.15,30.15,0.0,0.0,30.32,30.32,30.32,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2017-04-16,30.23,30.23,30.23,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2017-04-23,31.4,31.4,31.4,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2017-04-30,31.24,31.24,31.24,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2017-05-07,31.2,31.2,31.2,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2017-05-14,30.72,30.72,30.72,0.0,0.0,31.17,31.17,31.17,0.0,0.0,30.68,30.68,30.68,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2017-05-21,31.81,31.81,31.81,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2017-05-28,32.12,32.12,32.12,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2017-06-04,32.32,32.32,32.32,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2017-06-11,32.75,32.75,32.75,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2017-06-18,32.76,32.76,32.76,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2017-06-25,32.62,32.62,32.62,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2017-07-02,32.65,32.65,32.65,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2017-07-09,33.25,33.25,33.25,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2017-07-16,33.3,33.3,33.3,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2017-07-23,33.92,33.92,33.92,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.89,33.89,33.89,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2017-07-30,34.9,34.9,34.9,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2017-08-06,34.37,34.37,34.37,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2017-08-13,33.95,33.95,33.95,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2017-08-20,34.29,34.29,34.29,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2017-08-27,34.86,34.86,34.86,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2017-09-03,34.03,34.03,34.03,0.0,0.0,34.34,34.34,34.34,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2017-09-10,35.54,35.54,35.54,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2017-09-17,35.89,35.89,35.89,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.91,35.91,35.91,0.0,0.0
2017-09-24,35.88,35.88,35.88,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2017-10-01,37.03,37.03,37.03,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2017-10-08,37.53,37.53,37.53,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2017-10-15,38.82,38.82,38.82,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.64,38.64,38.64,0.0,0.0,39.06,39.06,39.06,0.0,0.0
2017-10-22,39.36,39.36,39.36,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.11,39.11,39.11,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2017-10-29,39.74,39.74,39.74,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2017-11-05,39.42,39.42,39.42,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2017-11-12,39.37,39.37,39.37,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2017-11-19,39.92,39.92,39.92,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2017-11-26,42.52,42.52,42.52,0.0,0.0,42.61,42.61,42.61,0.0,0.0,41.25,41.25,41.25,0.0,0.0,42.32,42.32,42.32,0.0,0.0
2017-12-03,42.55,42.55,42.55,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.67,42.67,42.67,0.0,0.0
2017-12-10,43.76,43.76,43.76,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2017-12-17,44.25,44.25,44.25,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2017-12-24,44.45,44.45,44.45,0.0,0.0,44.46,44.46,44.46,0.0,0.0,43.97,43.97,43.97,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2017-12-31,45.46,45.46,45.46,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.94,45.94,45.94,0.0,0.0
