Date,AXR_stock_Open_average,AXR_stock_Open_max,AXR_stock_Open_min,AXR_stock_Open_volatility,AXR_stock_Open_change,AXR_stock_High_average,AXR_stock_High_max,AXR_stock_High_min,AXR_stock_High_volatility,AXR_stock_High_change,AXR_stock_Low_average,AXR_stock_Low_max,AXR_stock_Low_min,AXR_stock_Low_volatility,AXR_stock_Low_change,AXR_stock_Close_average,AXR_stock_Close_max,AXR_stock_Close_min,AXR_stock_Close_volatility,AXR_stock_Close_change,AXR_stock_Volume_average,AXR_stock_Volume_max,AXR_stock_Volume_min,AXR_stock_Volume_volatility,AXR_stock_Volume_change
2016-01-03,4.3,4.35,4.25,0.09999999999999964,-0.09999999999999964,4.328,4.35,4.3,0.04999999999999982,-0.02999999999999936,4.254,4.29,4.21,0.08000000000000007,0.0,4.294,4.33,4.27,0.0600000000000005,-0.009999999999999787,2873,4657,501,4156,-2957
2016-01-10,4.158,4.26,4.01,0.25,-0.25,4.208,4.27,4.12,0.14999999999999947,-0.13999999999999968,4.082,4.2,4.01,0.1900000000000004,-0.1900000000000004,4.088,4.23,4.01,0.22000000000000064,-0.22000000000000064,5417,12487,1421,11066,-3438
2016-01-17,3.96,4.01,3.92,0.08999999999999986,-0.08999999999999986,3.995,4.06,3.95,0.10999999999999943,0.04999999999999982,3.9175,3.95,3.9,0.050000000000000266,-0.040000000000000036,3.9675,4.06,3.92,0.13999999999999968,0.09999999999999964,3713,7139,796,6343,2426
2016-01-24,4.14,4.19,4.05,0.14000000000000057,0.009999999999999787,4.144,4.2,4.05,0.15000000000000036,0.03000000000000025,4.068,4.18,3.92,0.2599999999999998,-0.16000000000000014,4.068,4.18,3.92,0.2599999999999998,-0.16000000000000014,2389,7027,221,6806,5888
2016-01-31,3.844,3.99,3.75,0.2400000000000002,-0.2400000000000002,3.92,4.14,3.75,0.3899999999999997,-0.2400000000000002,3.796,3.86,3.75,0.10999999999999988,-0.10999999999999988,3.81,3.92,3.75,0.16999999999999993,-0.16999999999999993,4117,6995,100,6895,-2707
2016-02-07,3.7333333333333334,3.75,3.72,0.029999999999999805,-0.020000000000000018,3.7533333333333334,3.76,3.75,0.009999999999999787,0.009999999999999787,3.7133333333333334,3.75,3.66,0.08999999999999986,-0.020000000000000018,3.72,3.75,3.66,0.08999999999999986,0.0,1671,2100,1408,692,593
2016-02-14,3.8475,3.94,3.76,0.18000000000000016,0.18000000000000016,3.8475,3.94,3.76,0.18000000000000016,0.18000000000000016,3.815,3.85,3.75,0.10000000000000009,0.06999999999999984,3.815,3.85,3.75,0.10000000000000009,0.06999999999999984,10798,40400,127,40273,-39294
2016-02-21,3.86,3.9,3.8,0.10000000000000009,-0.009999999999999787,3.87,3.9,3.82,0.08000000000000007,-0.009999999999999787,3.822,3.89,3.71,0.18000000000000016,0.08000000000000007,3.85,3.89,3.81,0.08000000000000007,0.08000000000000007,1763,5284,100,5184,-111
2016-02-28,3.93,4.08,3.81,0.27,0.14000000000000012,3.97,4.08,3.81,0.27,0.1299999999999999,3.9,4.0,3.79,0.20999999999999996,0.20999999999999996,3.954,4.07,3.81,0.26000000000000023,0.1299999999999999,1566,3201,104,3097,-1024
2016-03-06,4.04,4.13,3.95,0.17999999999999972,-0.17999999999999972,4.045,4.14,3.95,0.1899999999999995,-0.1899999999999995,3.95,3.95,3.95,0.0,0.0,3.95,3.95,3.95,0.0,0.0,1314,2521,107,2414,-2414
