Date,SPDR Citi International Government Inflation-ProteEtf_Open_average,SPDR Citi International Government Inflation-ProteEtf_Open_max,SPDR Citi International Government Inflation-ProteEtf_Open_min,SPDR Citi International Government Inflation-ProteEtf_Open_volatility,SPDR Citi International Government Inflation-ProteEtf_Open_change,SPDR Citi International Government Inflation-ProteEtf_High_average,SPDR Citi International Government Inflation-ProteEtf_High_max,SPDR Citi International Government Inflation-ProteEtf_High_min,SPDR Citi International Government Inflation-ProteEtf_High_volatility,SPDR Citi International Government Inflation-ProteEtf_High_change,SPDR Citi International Government Inflation-ProteEtf_Low_average,SPDR Citi International Government Inflation-ProteEtf_Low_max,SPDR Citi International Government Inflation-ProteEtf_Low_min,SPDR Citi International Government Inflation-ProteEtf_Low_volatility,SPDR Citi International Government Inflation-ProteEtf_Low_change,SPDR Citi International Government Inflation-ProteEtf_Close_average,SPDR Citi International Government Inflation-ProteEtf_Close_max,SPDR Citi International Government Inflation-ProteEtf_Close_min,SPDR Citi International Government Inflation-ProteEtf_Close_volatility,SPDR Citi International Government Inflation-ProteEtf_Close_change
2016-01-03,50.19,50.19,50.19,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2016-01-10,49.9,49.9,49.9,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2016-01-17,49.55,49.55,49.55,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2016-01-24,50.3,50.3,50.3,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2016-01-31,51.37,51.37,51.37,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.35,51.35,51.35,0.0,0.0
2016-02-07,51.42,51.42,51.42,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2016-02-14,50.97,50.97,50.97,0.0,0.0,51.19,51.19,51.19,0.0,0.0,50.97,50.97,50.97,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2016-02-21,50.72,50.72,50.72,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2016-02-28,51.5,51.5,51.5,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2016-03-06,52.54,52.54,52.54,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2016-03-13,53.61,53.61,53.61,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2016-03-20,53.07,53.07,53.07,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.87,52.87,52.87,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2016-03-27,54.34,54.34,54.34,0.0,0.0,54.43,54.43,54.43,0.0,0.0,53.84,53.84,53.84,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2016-04-03,53.99,53.99,53.99,0.0,0.0,54.15,54.15,54.15,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2016-04-10,54.15,54.15,54.15,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.26,54.26,54.26,0.0,0.0
2016-04-17,54.18,54.18,54.18,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.19,54.19,54.19,0.0,0.0
2016-04-24,54.79,54.79,54.79,0.0,0.0,55.03,55.03,55.03,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.9,54.9,54.9,0.0,0.0
2016-05-01,54.15,54.15,54.15,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.22,54.22,54.22,0.0,0.0
2016-05-08,53.67,53.67,53.67,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.76,53.76,53.76,0.0,0.0
2016-05-15,53.29,53.29,53.29,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.29,53.29,53.29,0.0,0.0
2016-05-22,53.44,53.44,53.44,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.03,53.03,53.03,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2016-05-29,53.54,53.54,53.54,0.0,0.0,54.2,54.2,54.2,0.0,0.0,53.54,53.54,53.54,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2016-06-05,54.45,54.45,54.45,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.02,54.02,54.02,0.0,0.0
2016-06-12,54.23,54.23,54.23,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2016-06-19,54.47,54.47,54.47,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2016-06-26,55.06,55.06,55.06,0.0,0.0,55.78,55.78,55.78,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2016-07-03,54.75,54.75,54.75,0.0,0.0,55.01,55.01,55.01,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.94,54.94,54.94,0.0,0.0
2016-07-10,55.11,55.11,55.11,0.0,0.0,55.19,55.19,55.19,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2016-07-17,54.43,54.43,54.43,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.29,54.29,54.29,0.0,0.0
2016-07-24,55.32,55.32,55.32,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2016-07-31,55.56,55.56,55.56,0.0,0.0,55.71,55.71,55.71,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.59,55.59,55.59,0.0,0.0
2016-08-07,57.2,57.2,57.2,0.0,0.0,57.2,57.2,57.2,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.74,56.74,56.74,0.0,0.0
2016-08-14,57.04,57.04,57.04,0.0,0.0,57.32,57.32,57.32,0.0,0.0,56.79,56.79,56.79,0.0,0.0,56.97,56.97,56.97,0.0,0.0
2016-08-21,57.21,57.21,57.21,0.0,0.0,57.52,57.52,57.52,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.93,56.93,56.93,0.0,0.0
2016-08-28,56.62,56.62,56.62,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2016-09-04,56.69,56.69,56.69,0.0,0.0,57.0,57.0,57.0,0.0,0.0,56.27,56.27,56.27,0.0,0.0,56.32,56.32,56.32,0.0,0.0
2016-09-11,55.73,55.73,55.73,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.59,55.59,55.59,0.0,0.0
2016-09-18,56.76,56.76,56.76,0.0,0.0,56.79,56.79,56.79,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2016-09-25,57.24,57.24,57.24,0.0,0.0,57.57,57.57,57.57,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.94,56.94,56.94,0.0,0.0
2016-10-02,56.45,56.45,56.45,0.0,0.0,56.67,56.67,56.67,0.0,0.0,55.97,55.97,55.97,0.0,0.0,56.32,56.32,56.32,0.0,0.0
2016-10-09,55.43,55.43,55.43,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.22,55.22,55.22,0.0,0.0
2016-10-16,55.64,55.64,55.64,0.0,0.0,55.88,55.88,55.88,0.0,0.0,55.41,55.41,55.41,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2016-10-23,55.02,55.02,55.02,0.0,0.0,55.29,55.29,55.29,0.0,0.0,54.9,54.9,54.9,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2016-10-30,54.72,54.72,54.72,0.0,0.0,55.55,55.55,55.55,0.0,0.0,54.72,54.72,54.72,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2016-11-06,53.53,53.53,53.53,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2016-11-13,52.62,52.62,52.62,0.0,0.0,52.77,52.77,52.77,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2016-11-20,52.16,52.16,52.16,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2016-11-27,52.09,52.09,52.09,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2016-12-04,52.72,52.72,52.72,0.0,0.0,52.99,52.99,52.99,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2016-12-11,51.94,51.94,51.94,0.0,0.0,52.05,52.05,52.05,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.61,51.61,51.61,0.0,0.0
2016-12-18,52.13,52.13,52.13,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.03,52.03,52.03,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2016-12-25,52.22,52.22,52.22,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2017-01-01,52.76,52.76,52.76,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.76,52.76,52.76,0.0,0.0
2017-01-08,52.87,52.87,52.87,0.0,0.0,52.99,52.99,52.99,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.61,52.61,52.61,0.0,0.0
2017-01-15,52.41,52.41,52.41,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.66,52.66,52.66,0.0,0.0
2017-01-22,52.95,52.95,52.95,0.0,0.0,53.2,53.2,53.2,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2017-01-29,53.61,53.61,53.61,0.0,0.0,54.06,54.06,54.06,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2017-02-05,53.74,53.74,53.74,0.0,0.0,53.99,53.99,53.99,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.99,53.99,53.99,0.0,0.0
2017-02-12,54.28,54.28,54.28,0.0,0.0,54.28,54.28,54.28,0.0,0.0,53.86,53.86,53.86,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2017-02-19,54.52,54.52,54.52,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2017-02-26,53.78,53.78,53.78,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.51,53.51,53.51,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2017-03-05,53.48,53.48,53.48,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.64,53.64,53.64,0.0,0.0
2017-03-12,54.32,54.32,54.32,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.12,54.12,54.12,0.0,0.0
2017-03-19,54.81,54.81,54.81,0.0,0.0,55.09,55.09,55.09,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2017-03-26,54.61,54.61,54.61,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2017-04-02,54.97,54.97,54.97,0.0,0.0,55.09,55.09,55.09,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.68,54.68,54.68,0.0,0.0
