Date,Vanguard Small-Cap ValueEtf_Open_average,Vanguard Small-Cap ValueEtf_Open_max,Vanguard Small-Cap ValueEtf_Open_min,Vanguard Small-Cap ValueEtf_Open_volatility,Vanguard Small-Cap ValueEtf_Open_change,Vanguard Small-Cap ValueEtf_High_average,Vanguard Small-Cap ValueEtf_High_max,Vanguard Small-Cap ValueEtf_High_min,Vanguard Small-Cap ValueEtf_High_volatility,Vanguard Small-Cap ValueEtf_High_change,Vanguard Small-Cap ValueEtf_Low_average,Vanguard Small-Cap ValueEtf_Low_max,Vanguard Small-Cap ValueEtf_Low_min,Vanguard Small-Cap ValueEtf_Low_volatility,Vanguard Small-Cap ValueEtf_Low_change,Vanguard Small-Cap ValueEtf_Close_average,Vanguard Small-Cap ValueEtf_Close_max,Vanguard Small-Cap ValueEtf_Close_min,Vanguard Small-Cap ValueEtf_Close_volatility,Vanguard Small-Cap ValueEtf_Close_change
2016-06-05,106.85,106.85,106.85,0.0,0.0,106.97,106.97,106.97,0.0,0.0,105.93,105.93,105.93,0.0,0.0,106.23,106.23,106.23,0.0,0.0
2016-06-12,104.33,104.33,104.33,0.0,0.0,104.97,104.97,104.97,0.0,0.0,103.99,103.99,103.99,0.0,0.0,104.48,104.48,104.48,0.0,0.0
2016-06-19,103.3,103.3,103.3,0.0,0.0,104.51,104.51,104.51,0.0,0.0,102.59,102.59,102.59,0.0,0.0,102.8,102.8,102.8,0.0,0.0
2016-06-26,105.22,105.22,105.22,0.0,0.0,106.07,106.07,106.07,0.0,0.0,105.2,105.2,105.2,0.0,0.0,105.67,105.67,105.67,0.0,0.0
2016-07-03,105.52,105.52,105.52,0.0,0.0,106.85,106.85,106.85,0.0,0.0,105.52,105.52,105.52,0.0,0.0,106.63,106.63,106.63,0.0,0.0
2016-07-10,109.4,109.4,109.4,0.0,0.0,109.71,109.71,109.71,0.0,0.0,109.03,109.03,109.03,0.0,0.0,109.29,109.29,109.29,0.0,0.0
2016-07-17,109.13,109.13,109.13,0.0,0.0,109.89,109.89,109.89,0.0,0.0,108.93,108.93,108.93,0.0,0.0,109.79,109.79,109.79,0.0,0.0
2016-07-24,109.79,109.79,109.79,0.0,0.0,110.55,110.55,110.55,0.0,0.0,109.31,109.31,109.31,0.0,0.0,110.2,110.2,110.2,0.0,0.0
2016-07-31,109.92,109.92,109.92,0.0,0.0,110.79,110.79,110.79,0.0,0.0,109.75,109.75,109.75,0.0,0.0,110.6,110.6,110.6,0.0,0.0
2016-08-07,110.35,110.35,110.35,0.0,0.0,110.64,110.64,110.64,0.0,0.0,109.92,109.92,109.92,0.0,0.0,110.26,110.26,110.26,0.0,0.0
2016-08-14,110.76,110.76,110.76,0.0,0.0,111.05,111.05,111.05,0.0,0.0,110.52,110.52,110.52,0.0,0.0,110.97,110.97,110.97,0.0,0.0
2016-08-21,111.31,111.31,111.31,0.0,0.0,111.93,111.93,111.93,0.0,0.0,110.11,110.11,110.11,0.0,0.0,110.64,110.64,110.64,0.0,0.0
2016-08-28,111.34,111.34,111.34,0.0,0.0,111.99,111.99,111.99,0.0,0.0,111.21,111.21,111.21,0.0,0.0,111.99,111.99,111.99,0.0,0.0
2016-09-04,111.6,111.6,111.6,0.0,0.0,111.6,111.6,111.6,0.0,0.0,109.0,109.0,109.0,0.0,0.0,109.02,109.02,109.02,0.0,0.0
2016-09-11,108.43,108.43,108.43,0.0,0.0,108.67,108.67,108.67,0.0,0.0,108.02,108.02,108.02,0.0,0.0,108.57,108.57,108.57,0.0,0.0
2016-09-18,110.92,110.92,110.92,0.0,0.0,111.23,111.23,111.23,0.0,0.0,110.25,110.25,110.25,0.0,0.0,110.25,110.25,110.25,0.0,0.0
2016-09-25,110.16,110.16,110.16,0.0,0.0,111.06,111.06,111.06,0.0,0.0,109.74,109.74,109.74,0.0,0.0,110.66,110.66,110.66,0.0,0.0
2016-10-02,110.33,110.33,110.33,0.0,0.0,110.47,110.47,110.47,0.0,0.0,108.84,108.84,108.84,0.0,0.0,109.3,109.3,109.3,0.0,0.0
2016-10-09,108.66,108.66,108.66,0.0,0.0,109.16,109.16,109.16,0.0,0.0,108.08,108.08,108.08,0.0,0.0,108.17,108.17,108.17,0.0,0.0
2016-10-16,108.3,108.3,108.3,0.0,0.0,108.93,108.93,108.93,0.0,0.0,107.92,107.92,107.92,0.0,0.0,108.81,108.81,108.81,0.0,0.0
2016-10-23,107.02,107.02,107.02,0.0,0.0,107.7,107.7,107.7,0.0,0.0,106.52,106.52,106.52,0.0,0.0,106.76,106.76,106.76,0.0,0.0
2016-10-30,105.26,105.26,105.26,0.0,0.0,106.18,106.18,106.18,0.0,0.0,105.0,105.0,105.0,0.0,0.0,105.17,105.17,105.17,0.0,0.0
2016-11-06,111.66,111.66,111.66,0.0,0.0,113.34,113.34,113.34,0.0,0.0,111.55,111.55,111.55,0.0,0.0,113.21,113.21,113.21,0.0,0.0
2016-11-13,116.43,116.43,116.43,0.0,0.0,116.55,116.55,116.55,0.0,0.0,116.11,116.11,116.11,0.0,0.0,116.39,116.39,116.39,0.0,0.0
2016-11-20,119.09,119.09,119.09,0.0,0.0,119.3,119.3,119.3,0.0,0.0,118.92,118.92,118.92,0.0,0.0,119.3,119.3,119.3,0.0,0.0
2016-11-27,118.4,118.4,118.4,0.0,0.0,118.98,118.98,118.98,0.0,0.0,118.15,118.15,118.15,0.0,0.0,118.42,118.42,118.42,0.0,0.0
2016-12-04,124.4,124.4,124.4,0.0,0.0,124.41,124.41,124.41,0.0,0.0,123.75,123.75,123.75,0.0,0.0,124.17,124.17,124.17,0.0,0.0
2016-12-11,122.42,122.42,122.42,0.0,0.0,123.3,123.3,123.3,0.0,0.0,121.92,121.92,121.92,0.0,0.0,122.14,122.14,122.14,0.0,0.0
2016-12-18,121.8,121.8,121.8,0.0,0.0,122.18,122.18,122.18,0.0,0.0,121.67,121.67,121.67,0.0,0.0,122.18,122.18,122.18,0.0,0.0
2016-12-25,121.71,121.71,121.71,0.0,0.0,121.71,121.71,121.71,0.0,0.0,120.69,120.69,120.69,0.0,0.0,121.0,121.0,121.0,0.0,0.0
2017-01-01,122.88,122.88,122.88,0.0,0.0,122.99,122.99,122.99,0.0,0.0,122.18,122.18,122.18,0.0,0.0,122.34,122.34,122.34,0.0,0.0
2017-01-08,121.94,121.94,121.94,0.0,0.0,122.83,122.83,122.83,0.0,0.0,121.94,121.94,121.94,0.0,0.0,122.31,122.31,122.31,0.0,0.0
2017-01-15,121.17,121.17,121.17,0.0,0.0,121.79,121.79,121.79,0.0,0.0,120.91,120.91,120.91,0.0,0.0,121.38,121.38,121.38,0.0,0.0
2017-01-22,123.51,123.51,123.51,0.0,0.0,123.69,123.69,123.69,0.0,0.0,122.41,122.41,122.41,0.0,0.0,122.77,122.77,122.77,0.0,0.0
2017-01-29,122.41,122.41,122.41,0.0,0.0,123.22,123.22,123.22,0.0,0.0,122.18,122.18,122.18,0.0,0.0,123.1,123.1,123.1,0.0,0.0
2017-02-05,123.66,123.66,123.66,0.0,0.0,124.13,124.13,124.13,0.0,0.0,123.3,123.3,123.3,0.0,0.0,123.95,123.95,123.95,0.0,0.0
2017-02-12,124.62,124.62,124.62,0.0,0.0,124.88,124.88,124.88,0.0,0.0,124.13,124.13,124.13,0.0,0.0,124.88,124.88,124.88,0.0,0.0
2017-02-19,124.0,124.0,124.0,0.0,0.0,124.81,124.81,124.81,0.0,0.0,123.74,123.74,123.74,0.0,0.0,124.81,124.81,124.81,0.0,0.0
2017-02-26,124.96,124.96,124.96,0.0,0.0,125.29,125.29,125.29,0.0,0.0,124.3,124.3,124.3,0.0,0.0,124.81,124.81,124.81,0.0,0.0
2017-03-05,122.48,122.48,122.48,0.0,0.0,122.61,122.61,122.61,0.0,0.0,121.4,121.4,121.4,0.0,0.0,122.21,122.21,122.21,0.0,0.0
2017-03-12,123.87,123.87,123.87,0.0,0.0,124.19,124.19,124.19,0.0,0.0,123.39,123.39,123.39,0.0,0.0,123.94,123.94,123.94,0.0,0.0
2017-03-19,120.78,120.78,120.78,0.0,0.0,121.23,121.23,121.23,0.0,0.0,119.8,119.8,119.8,0.0,0.0,120.33,120.33,120.33,0.0,0.0
2017-03-26,122.75,122.75,122.75,0.0,0.0,123.34,123.34,123.34,0.0,0.0,122.49,122.49,122.49,0.0,0.0,122.86,122.86,122.86,0.0,0.0
2017-04-02,121.48,121.48,121.48,0.0,0.0,122.05,122.05,122.05,0.0,0.0,121.04,121.04,121.04,0.0,0.0,121.61,121.61,121.61,0.0,0.0
2017-04-09,121.01,121.01,121.01,0.0,0.0,121.2,121.2,121.2,0.0,0.0,119.68,119.68,119.68,0.0,0.0,119.71,119.71,119.71,0.0,0.0
2017-04-16,122.42,122.42,122.42,0.0,0.0,122.59,122.59,122.59,0.0,0.0,121.94,121.94,121.94,0.0,0.0,122.3,122.3,122.3,0.0,0.0
2017-04-23,124.89,124.89,124.89,0.0,0.0,124.93,124.93,124.93,0.0,0.0,123.32,123.32,123.32,0.0,0.0,123.35,123.35,123.35,0.0,0.0
2017-04-30,122.58,122.58,122.58,0.0,0.0,123.29,123.29,123.29,0.0,0.0,122.19,122.19,122.19,0.0,0.0,123.29,123.29,123.29,0.0,0.0
2017-05-07,121.86,121.86,121.86,0.0,0.0,122.28,122.28,122.28,0.0,0.0,121.12,121.12,121.12,0.0,0.0,121.34,121.34,121.34,0.0,0.0
2017-05-14,119.47,119.47,119.47,0.0,0.0,120.8,120.8,120.8,0.0,0.0,119.4,119.4,119.4,0.0,0.0,120.22,120.22,120.22,0.0,0.0
2017-05-21,121.2,121.2,121.2,0.0,0.0,121.45,121.45,121.45,0.0,0.0,120.78,120.78,120.78,0.0,0.0,121.25,121.25,121.25,0.0,0.0
2017-05-28,122.71,122.71,122.71,0.0,0.0,123.43,123.43,123.43,0.0,0.0,122.25,122.25,122.25,0.0,0.0,122.67,122.67,122.67,0.0,0.0
2017-06-04,122.92,122.92,122.92,0.0,0.0,124.31,124.31,124.31,0.0,0.0,122.82,122.82,122.82,0.0,0.0,123.83,123.83,123.83,0.0,0.0
2017-06-11,123.13,123.13,123.13,0.0,0.0,123.21,123.21,123.21,0.0,0.0,122.54,122.54,122.54,0.0,0.0,123.21,123.21,123.21,0.0,0.0
2017-06-18,121.81,121.81,121.81,0.0,0.0,122.48,122.48,122.48,0.0,0.0,121.51,121.51,121.51,0.0,0.0,122.4,122.4,122.4,0.0,0.0
2017-06-25,123.2,123.2,123.2,0.0,0.0,123.43,123.43,123.43,0.0,0.0,122.66,122.66,122.66,0.0,0.0,122.91,122.91,122.91,0.0,0.0
2017-07-02,122.18,122.18,122.18,0.0,0.0,122.9,122.9,122.9,0.0,0.0,121.75,121.75,121.75,0.0,0.0,122.86,122.86,122.86,0.0,0.0
2017-07-09,123.73,123.73,123.73,0.0,0.0,124.48,124.48,124.48,0.0,0.0,123.71,123.71,123.71,0.0,0.0,124.09,124.09,124.09,0.0,0.0
2017-07-16,125.22,125.22,125.22,0.0,0.0,125.34,125.34,125.34,0.0,0.0,124.39,124.39,124.39,0.0,0.0,124.82,124.82,124.82,0.0,0.0
2017-07-23,124.42,124.42,124.42,0.0,0.0,124.58,124.58,124.58,0.0,0.0,123.84,123.84,123.84,0.0,0.0,124.31,124.31,124.31,0.0,0.0
2017-07-30,123.37,123.37,123.37,0.0,0.0,123.77,123.77,123.77,0.0,0.0,123.23,123.23,123.23,0.0,0.0,123.73,123.73,123.73,0.0,0.0
2017-08-06,120.34,120.34,120.34,0.0,0.0,120.64,120.64,120.64,0.0,0.0,119.93,119.93,119.93,0.0,0.0,120.47,120.47,120.47,0.0,0.0
2017-08-13,119.1,119.1,119.1,0.0,0.0,119.66,119.66,119.66,0.0,0.0,118.55,118.55,118.55,0.0,0.0,119.07,119.07,119.07,0.0,0.0
2017-08-20,120.58,120.58,120.58,0.0,0.0,121.12,121.12,121.12,0.0,0.0,120.47,120.47,120.47,0.0,0.0,120.84,120.84,120.84,0.0,0.0
2017-08-27,122.52,122.52,122.52,0.0,0.0,123.2,123.2,123.2,0.0,0.0,122.52,122.52,122.52,0.0,0.0,123.08,123.08,123.08,0.0,0.0
2017-09-03,120.95,120.95,120.95,0.0,0.0,121.85,121.85,121.85,0.0,0.0,120.87,120.87,120.87,0.0,0.0,121.68,121.68,121.68,0.0,0.0
2017-09-10,123.93,123.93,123.93,0.0,0.0,124.6,124.6,124.6,0.0,0.0,123.68,123.68,123.68,0.0,0.0,124.59,124.59,124.59,0.0,0.0
2017-09-17,125.09,125.09,125.09,0.0,0.0,125.82,125.82,125.82,0.0,0.0,125.09,125.09,125.09,0.0,0.0,125.74,125.74,125.74,0.0,0.0
2017-09-24,127.75,127.75,127.75,0.0,0.0,128.0,128.0,128.0,0.0,0.0,127.59,127.59,127.59,0.0,0.0,127.79,127.79,127.79,0.0,0.0
2017-10-01,129.07,129.07,129.07,0.0,0.0,129.31,129.31,129.31,0.0,0.0,128.8,128.8,128.8,0.0,0.0,129.14,129.14,129.14,0.0,0.0
2017-10-08,129.11,129.11,129.11,0.0,0.0,129.46,129.46,129.46,0.0,0.0,128.82,128.82,128.82,0.0,0.0,128.89,128.89,128.89,0.0,0.0
2017-10-15,129.6,129.6,129.6,0.0,0.0,129.73,129.73,129.73,0.0,0.0,129.45,129.45,129.45,0.0,0.0,129.61,129.61,129.61,0.0,0.0
2017-10-22,128.91,128.91,128.91,0.0,0.0,129.46,129.46,129.46,0.0,0.0,128.23,128.23,128.23,0.0,0.0,129.46,129.46,129.46,0.0,0.0
2017-10-29,128.88,128.88,128.88,0.0,0.0,128.99,128.99,128.99,0.0,0.0,128.5,128.5,128.5,0.0,0.0,128.74,128.74,128.74,0.0,0.0
2017-11-05,127.45,127.45,127.45,0.0,0.0,127.82,127.82,127.82,0.0,0.0,127.29,127.29,127.29,0.0,0.0,127.45,127.45,127.45,0.0,0.0
2017-11-12,127.73,127.73,127.73,0.0,0.0,128.85,128.85,128.85,0.0,0.0,127.73,127.73,127.73,0.0,0.0,128.58,128.58,128.58,0.0,0.0
2017-11-19,130.21,130.21,130.21,0.0,0.0,130.21,130.21,130.21,0.0,0.0,129.6,129.6,129.6,0.0,0.0,129.69,129.69,129.69,0.0,0.0
2017-11-26,132.93,132.93,132.93,0.0,0.0,133.04,133.04,133.04,0.0,0.0,129.71,129.71,129.71,0.0,0.0,132.6,132.6,132.6,0.0,0.0
2017-12-03,132.66,132.66,132.66,0.0,0.0,132.87,132.87,132.87,0.0,0.0,132.0,132.0,132.0,0.0,0.0,132.47,132.47,132.47,0.0,0.0
2017-12-10,131.3,131.3,131.3,0.0,0.0,132.92,132.92,132.92,0.0,0.0,131.3,131.3,131.3,0.0,0.0,132.21,132.21,132.21,0.0,0.0
2017-12-17,132.99,132.99,132.99,0.0,0.0,133.08,133.08,133.08,0.0,0.0,132.57,132.57,132.57,0.0,0.0,132.93,132.93,132.93,0.0,0.0
2017-12-24,133.75,133.75,133.75,0.0,0.0,133.98,133.98,133.98,0.0,0.0,132.76,132.76,132.76,0.0,0.0,132.78,132.78,132.78,0.0,0.0
2017-12-31,134.92,134.92,134.92,0.0,0.0,134.92,134.92,134.92,0.0,0.0,133.9,133.9,133.9,0.0,0.0,134.56,134.56,134.56,0.0,0.0
