Date,WisdomTree Japan Hedged SmallCap EquityEtf_Open_average,WisdomTree Japan Hedged SmallCap EquityEtf_Open_max,WisdomTree Japan Hedged SmallCap EquityEtf_Open_min,WisdomTree Japan Hedged SmallCap EquityEtf_Open_volatility,WisdomTree Japan Hedged SmallCap EquityEtf_Open_change,WisdomTree Japan Hedged SmallCap EquityEtf_High_average,WisdomTree Japan Hedged SmallCap EquityEtf_High_max,WisdomTree Japan Hedged SmallCap EquityEtf_High_min,WisdomTree Japan Hedged SmallCap EquityEtf_High_volatility,WisdomTree Japan Hedged SmallCap EquityEtf_High_change,WisdomTree Japan Hedged SmallCap EquityEtf_Low_average,WisdomTree Japan Hedged SmallCap EquityEtf_Low_max,WisdomTree Japan Hedged SmallCap EquityEtf_Low_min,WisdomTree Japan Hedged SmallCap EquityEtf_Low_volatility,WisdomTree Japan Hedged SmallCap EquityEtf_Low_change,WisdomTree Japan Hedged SmallCap EquityEtf_Close_average,WisdomTree Japan Hedged SmallCap EquityEtf_Close_max,WisdomTree Japan Hedged SmallCap EquityEtf_Close_min,WisdomTree Japan Hedged SmallCap EquityEtf_Close_volatility,WisdomTree Japan Hedged SmallCap EquityEtf_Close_change
2016-01-03,32.55,32.55,32.55,0.0,0.0,32.55,32.55,32.55,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2016-01-10,31.01,31.01,31.01,0.0,0.0,31.13,31.13,31.13,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2016-01-17,30.78,30.78,30.78,0.0,0.0,31.61,31.61,31.61,0.0,0.0,30.78,30.78,30.78,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2016-01-24,32.6,32.6,32.6,0.0,0.0,33.22,33.22,33.22,0.0,0.0,32.6,32.6,32.6,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2016-01-31,31.0,31.0,31.0,0.0,0.0,31.24,31.24,31.24,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2016-02-07,27.81,27.81,27.81,0.0,0.0,28.38,28.38,28.38,0.0,0.0,27.36,27.36,27.36,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2016-02-14,28.76,28.76,28.76,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.69,28.69,28.69,0.0,0.0
2016-02-21,30.16,30.16,30.16,0.0,0.0,30.22,30.22,30.22,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2016-02-28,30.84,30.84,30.84,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2016-03-06,30.83,30.83,30.83,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.75,30.75,30.75,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2016-03-13,30.66,30.66,30.66,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2016-03-20,30.89,30.89,30.89,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.8,30.8,30.8,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2016-03-27,30.29,30.29,30.29,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2016-04-03,29.89,29.89,29.89,0.0,0.0,30.16,30.16,30.16,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.79,29.79,29.79,0.0,0.0
2016-04-10,30.85,30.85,30.85,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2016-04-17,32.01,32.01,32.01,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2016-04-24,29.77,29.77,29.77,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2016-05-01,29.75,29.75,29.75,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2016-05-08,30.69,30.69,30.69,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2016-05-15,31.1,31.1,31.1,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2016-05-22,31.2,31.2,31.2,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2016-05-29,30.79,30.79,30.79,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2016-06-05,30.49,30.49,30.49,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2016-06-12,28.99,28.99,28.99,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2016-06-19,27.52,27.52,27.52,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2016-06-26,28.36,28.36,28.36,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2016-07-03,27.76,27.76,27.76,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2016-07-10,30.05,30.05,30.05,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2016-07-17,30.1,30.1,30.1,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2016-07-24,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2016-07-31,29.43,29.43,29.43,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2016-08-07,29.77,29.77,29.77,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2016-08-14,29.09,29.09,29.09,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2016-08-21,29.36,29.36,29.36,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2016-08-28,30.53,30.53,30.53,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2016-09-04,30.73,30.73,30.73,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2016-09-11,30.07,30.07,30.07,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2016-09-18,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2016-09-25,31.04,31.04,31.04,0.0,0.0,31.15,31.15,31.15,0.0,0.0,30.99,30.99,30.99,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2016-10-02,31.59,31.59,31.59,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2016-10-09,31.83,31.83,31.83,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2016-10-16,32.4,32.4,32.4,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2016-10-23,33.11,33.11,33.11,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.93,32.93,32.93,0.0,0.0,33.03,33.03,33.03,0.0,0.0
2016-10-30,32.36,32.36,32.36,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2016-11-06,32.84,32.84,32.84,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2016-11-13,34.14,34.14,34.14,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2016-11-20,34.64,34.64,34.64,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2016-11-27,35.05,35.05,35.05,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2016-12-04,36.63,36.63,36.63,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2016-12-11,36.98,36.98,36.98,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2016-12-18,36.66,36.66,36.66,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2016-12-25,36.27,36.27,36.27,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2017-01-01,37.4,37.4,37.4,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2017-01-08,37.0,37.0,37.0,0.0,0.0,37.18,37.18,37.18,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2017-01-15,36.74,36.74,36.74,0.0,0.0,36.96,36.96,36.96,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2017-01-22,37.09,37.09,37.09,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2017-01-29,36.62,36.62,36.62,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.83,36.83,36.83,0.0,0.0
2017-02-05,37.39,37.39,37.39,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2017-02-12,37.33,37.33,37.33,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2017-02-19,37.6,37.6,37.6,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2017-02-26,38.35,38.35,38.35,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2017-03-05,38.74,38.74,38.74,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2017-03-12,38.48,38.48,38.48,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2017-03-19,37.9,37.9,37.9,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2017-03-26,37.51,37.51,37.51,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2017-04-02,36.59,36.59,36.59,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2017-04-09,35.69,35.69,35.69,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2017-04-16,36.52,36.52,36.52,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2017-04-23,38.24,38.24,38.24,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.11,38.11,38.11,0.0,0.0
2017-04-30,38.99,38.99,38.99,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.11,39.11,39.11,0.0,0.0
2017-05-07,39.12,39.12,39.12,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.16,39.16,39.16,0.0,0.0
2017-05-14,38.71,38.71,38.71,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2017-05-21,38.77,38.77,38.77,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2017-05-28,39.82,39.82,39.82,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.9,39.9,39.9,0.0,0.0
2017-06-04,39.43,39.43,39.43,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2017-06-11,39.38,39.38,39.38,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2017-06-18,39.9,39.9,39.9,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2017-06-25,39.57,39.57,39.57,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2017-07-02,39.54,39.54,39.54,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2017-07-09,39.92,39.92,39.92,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2017-07-16,40.2,40.2,40.2,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2017-07-23,40.2,40.2,40.2,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.04,40.04,40.04,0.0,0.0
2017-07-30,40.59,40.59,40.59,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2017-08-06,39.72,39.72,39.72,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2017-08-13,39.59,39.59,39.59,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2017-08-20,40.11,40.11,40.11,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.03,40.03,40.03,0.0,0.0
2017-08-27,40.79,40.79,40.79,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2017-09-03,39.94,39.94,39.94,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2017-09-10,41.07,41.07,41.07,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2017-09-17,41.46,41.46,41.46,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2017-09-24,42.55,42.55,42.55,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2017-10-01,42.66,42.66,42.66,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2017-10-08,43.22,43.22,43.22,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.43,43.43,43.43,0.0,0.0
2017-10-15,43.27,43.27,43.27,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.47,43.47,43.47,0.0,0.0
2017-10-22,44.3,44.3,44.3,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2017-10-29,44.94,44.94,44.94,0.0,0.0,45.15,45.15,45.15,0.0,0.0,44.82,44.82,44.82,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2017-11-05,44.68,44.68,44.68,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2017-11-12,43.79,43.79,43.79,0.0,0.0,44.01,44.01,44.01,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2017-11-19,44.69,44.69,44.69,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2017-11-26,45.42,45.42,45.42,0.0,0.0,45.42,45.42,45.42,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.78,44.78,44.78,0.0,0.0
2017-12-03,45.27,45.27,45.27,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2017-12-10,45.62,45.62,45.62,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.79,45.79,45.79,0.0,0.0
2017-12-17,46.26,46.26,46.26,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2017-12-24,46.13,46.13,46.13,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2017-12-31,47.67,47.67,47.67,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.5,47.5,47.5,0.0,0.0
