Date,CVSStock_Open_average,CVSStock_Open_max,CVSStock_Open_min,CVSStock_Open_volatility,CVSStock_Open_change,CVSStock_High_average,CVSStock_High_max,CVSStock_High_min,CVSStock_High_volatility,CVSStock_High_change,CVSStock_Low_average,CVSStock_Low_max,CVSStock_Low_min,CVSStock_Low_volatility,CVSStock_Low_change,CVSStock_Close_average,CVSStock_Close_max,CVSStock_Close_min,CVSStock_Close_volatility,CVSStock_Close_change,CVSStock_Volume_average,CVSStock_Volume_max,CVSStock_Volume_min,CVSStock_Volume_volatility,CVSStock_Volume_change
2016-01-03,95.436,96.39,94.5,1.8900000000000006,-1.5799999999999983,96.374,97.15,95.69,1.460000000000008,-0.5699999999999932,94.706,95.9,93.28,2.6200000000000045,-2.0799999999999983,95.3,96.74,93.56,3.1799999999999926,-2.8999999999999915,5834256,6309721,5414773,894948,-276580
2016-01-10,94.586,95.84,93.51,2.3299999999999983,-0.3199999999999932,95.912,96.62,95.11,1.5100000000000051,-0.18999999999999773,93.858,94.69,92.95,1.7399999999999949,-0.6400000000000006,94.82600000000001,95.69,93.9,1.789999999999992,-1.019999999999996,6078390,7556604,4986774,2569830,1312666
2016-01-17,94.645,95.8,93.36,2.4399999999999977,0.9299999999999926,95.49000000000001,96.09,95.0,1.0900000000000034,0.5300000000000011,93.645,94.38,92.35,2.030000000000001,0.03999999999999204,94.825,95.64,94.12,1.519999999999996,0.5799999999999983,5647226,7107659,4376862,2730797,-1881691
2016-01-24,94.66,95.56,94.13,1.4300000000000068,-1.3500000000000085,95.496,96.59,94.51,2.0799999999999983,0.7900000000000063,93.43599999999999,93.99,93.08,0.9099999999999966,-0.7800000000000011,94.506,96.59,93.49,3.1000000000000085,2.5200000000000102,4897876,6245303,3905577,2339726,510444
2016-01-31,95.442,96.15,94.55,1.6000000000000085,-1.3400000000000034,96.134,97.89,94.79,3.0999999999999943,-3.0999999999999943,94.124,95.56,92.56,3.0,-3.0,95.072,97.32,93.1,4.219999999999999,-4.219999999999999,4892688,6353450,3915243,2438207,2438207
2016-02-07,91.388,94.67,87.02,7.650000000000006,2.450000000000003,93.81,95.97,91.96,4.010000000000005,3.5900000000000034,90.462,94.03,86.5,7.530000000000001,4.790000000000006,92.60000000000001,95.86,89.65,6.209999999999994,6.209999999999994,8510104,11876924,4701680,7175244,-4963162
2016-02-14,97.06,97.5,96.4,1.0999999999999943,-0.539999999999992,97.8175,98.25,97.63,0.6200000000000045,0.030000000000001137,96.4375,96.97,96.06,0.9099999999999966,-0.28000000000000114,97.2775,97.69,96.89,0.7999999999999972,0.6500000000000057,5003249,5943316,4093305,1850011,-1593587
2016-02-21,97.528,98.58,96.29,2.289999999999992,0.539999999999992,98.12,98.79,97.1,1.690000000000012,-0.010000000000005116,96.262,97.1,94.93,2.1699999999999875,-0.6099999999999994,97.42999999999999,98.4,96.75,1.6500000000000057,0.20000000000000284,5163634,6380854,4200403,2180451,1929862
2016-02-28,98.288,99.36,97.33,2.030000000000001,2.030000000000001,98.98,99.75,98.34,1.4099999999999966,1.4099999999999966,97.874,98.66,97.14,1.519999999999996,1.519999999999996,98.55199999999999,99.38,97.17,2.2099999999999937,2.1099999999999994,3812356,4840808,3372071,1468737,-1131276
2016-03-06,99.356,100.82,98.0,2.819999999999993,1.4599999999999937,100.178,100.9,99.17,1.730000000000004,1.2999999999999972,98.688,99.6,98.0,1.5999999999999943,1.4799999999999898,99.536,100.52,98.42,2.0999999999999943,1.9399999999999977,4500303,5153545,3585310,1568235,-945768
2016-03-13,100.816,101.26,100.23,1.0300000000000011,0.9300000000000068,101.666,102.67,101.23,1.4399999999999977,1.4399999999999977,100.256,100.96,99.83,1.1299999999999955,1.1299999999999955,101.174,101.58,100.98,0.5999999999999943,0.5600000000000023,4352794,7216213,3054420,4161793,4161793
2016-03-20,101.1725,101.67,100.69,0.980000000000004,-0.46999999999999886,102.1825,102.72,101.47,1.25,-0.9699999999999989,100.6625,101.15,100.0,1.1500000000000057,-1.1500000000000057,101.4625,101.94,100.74,1.2000000000000028,-0.30999999999998806,3722424,4228216,3035776,1192440,-537070
2016-03-27,102.682,104.0,101.32,2.680000000000007,2.0400000000000063,103.774,105.0,102.23,2.769999999999996,2.769999999999996,102.282,103.6,101.01,2.589999999999989,1.769999999999996,103.382,104.82,101.84,2.9799999999999898,2.9799999999999898,4419031,6269205,3580661,2688544,2688544
2016-04-03,103.188,104.03,101.74,2.2900000000000063,-2.1500000000000057,103.578,104.56,101.97,2.5900000000000034,-2.5900000000000034,102.19200000000001,103.68,100.44,3.240000000000009,-2.530000000000001,102.69200000000001,104.48,100.94,3.5400000000000063,-3.010000000000005,3998870,4957194,2924789,2032405,-1067020
2016-04-10,101.372,101.67,100.95,0.7199999999999989,-0.7199999999999989,101.828,102.38,101.45,0.9299999999999926,0.6299999999999955,100.714,100.98,100.41,0.5700000000000074,-0.14000000000000057,101.29599999999999,102.24,100.77,1.4699999999999989,1.4699999999999989,3256773,3434681,2794391,640290,-160758
2016-04-17,102.35,103.19,101.33,1.8599999999999994,-0.8700000000000045,102.912,103.6,101.62,1.9799999999999898,-1.5999999999999943,101.652,102.51,100.4,2.1099999999999994,-1.5699999999999932,102.226,103.46,101.22,2.239999999999995,-1.0600000000000023,3154414,4018355,2652421,1365934,-525551
2016-04-24,101.784,102.98,101.0,1.980000000000004,0.0,102.41,103.42,101.34,2.0799999999999983,-0.6499999999999915,101.044,101.91,99.87,2.039999999999992,-0.9099999999999966,101.842,102.85,100.5,2.3499999999999943,-1.4500000000000028,3391636,4570096,2322774,2247322,2247322
2016-05-01,102.756,104.63,100.5,4.1299999999999955,4.1299999999999955,104.38,105.61,101.93,3.6799999999999926,3.569999999999993,102.366,104.35,100.26,4.089999999999989,4.089999999999989,103.854,105.15,101.45,3.700000000000003,3.3999999999999915,5198388,6346258,4262876,2083382,-1223383
2016-05-08,105.118,106.0,104.38,1.6200000000000045,-0.5500000000000114,105.84,106.67,104.85,1.8200000000000074,-1.8200000000000074,104.444,105.59,103.47,2.1200000000000045,-1.3299999999999983,104.904,106.1,103.67,2.4299999999999926,-2.069999999999993,3809816,4567395,3135114,1432281,-1153779
2016-05-15,102.42999999999999,104.22,101.32,2.9000000000000057,-2.3100000000000023,103.034,104.76,101.36,3.4000000000000057,-3.4000000000000057,100.848,103.27,99.08,4.189999999999998,-4.189999999999998,101.718,104.55,99.46,5.090000000000003,-5.090000000000003,5521152,10525511,2822445,7703066,7703066
2016-05-22,98.074,99.58,97.12,2.4599999999999937,-2.4599999999999937,98.41,99.71,97.27,2.4399999999999977,-2.4399999999999977,97.15599999999999,97.94,96.66,1.2800000000000011,-1.2399999999999949,97.378,98.07,96.94,1.1299999999999955,-1.1299999999999955,6763365,9327821,4442108,4885713,-1777579
2016-05-29,96.5575,97.0,96.26,0.7399999999999949,-0.7399999999999949,96.80250000000001,97.18,96.53,0.6500000000000057,-0.6500000000000057,96.0175,96.2,95.81,0.39000000000000057,-0.29999999999999716,96.4175,96.58,96.24,0.3400000000000034,-0.21000000000000796,5194558,6779001,3868183,2910818,-2910818
2016-06-05,96.804,98.0,96.26,1.7399999999999949,-0.2599999999999909,97.798,98.67,96.7,1.9699999999999989,0.9899999999999949,96.348,96.75,95.98,0.769999999999996,0.0799999999999983,96.98,98.31,96.31,2.0,0.35999999999999943,5684580,6877315,4308532,2568783,2568783
2016-06-12,95.93,96.5,95.4,1.0999999999999943,-0.8499999999999943,96.42,97.08,95.68,1.3999999999999915,-1.1499999999999915,95.204,95.95,94.47,1.480000000000004,-1.1299999999999955,95.712,96.39,94.84,1.5499999999999972,-0.9399999999999977,6361140,9142716,4556208,4586508,3043977
2016-06-19,93.68599999999999,94.91,92.11,2.799999999999997,-2.799999999999997,94.422,95.1,93.95,1.1499999999999915,-0.5799999999999983,92.888,93.44,91.75,1.6899999999999977,-1.4300000000000068,93.546,94.02,93.21,0.8100000000000023,0.3100000000000023,6568124,9126867,3862683,5264184,-474180
2016-06-26,94.478,95.88,93.26,2.6199999999999903,2.6199999999999903,94.886,96.04,93.6,2.440000000000012,2.440000000000012,93.72,94.72,92.7,2.019999999999996,2.019999999999996,94.41799999999999,95.74,93.24,2.5,1.7600000000000051,4976134,6977996,3783931,3194065,-3194065
2016-07-03,95.4925,96.34,94.49,1.8500000000000085,1.8500000000000085,96.23,96.82,95.53,1.289999999999992,1.289999999999992,94.985,95.59,94.42,1.1700000000000017,1.1700000000000017,95.82,96.74,94.98,1.759999999999991,1.759999999999991,4457048,5637513,3722617,1914896,-546392
2016-07-10,97.28399999999999,98.21,96.69,1.519999999999996,1.2600000000000051,97.618,98.24,97.0,1.2399999999999949,0.7400000000000091,96.622,97.27,95.9,1.3699999999999903,0.4099999999999966,97.096,97.63,96.46,1.1700000000000017,0.25,3996121,4816118,3346208,1469910,-221053
2016-07-17,97.046,97.44,96.45,0.9899999999999949,-0.35999999999999943,97.248,97.69,96.92,0.769999999999996,-0.5499999999999972,96.494,96.76,96.2,0.5600000000000023,-0.5600000000000023,96.854,97.0,96.55,0.45000000000000284,-0.3200000000000074,3234105,3571222,2955734,615488,-615488
