Date,CVGI_stock_Open_average,CVGI_stock_Open_max,CVGI_stock_Open_min,CVGI_stock_Open_volatility,CVGI_stock_Open_change,CVGI_stock_High_average,CVGI_stock_High_max,CVGI_stock_High_min,CVGI_stock_High_volatility,CVGI_stock_High_change,CVGI_stock_Low_average,CVGI_stock_Low_max,CVGI_stock_Low_min,CVGI_stock_Low_volatility,CVGI_stock_Low_change,CVGI_stock_Close_average,CVGI_stock_Close_max,CVGI_stock_Close_min,CVGI_stock_Close_volatility,CVGI_stock_Close_change,CVGI_stock_Volume_average,CVGI_stock_Volume_max,CVGI_stock_Volume_min,CVGI_stock_Volume_volatility,CVGI_stock_Volume_change
2016-03-13,2.49,2.7,2.3,0.40000000000000036,-0.28000000000000025,2.604,2.78,2.44,0.33999999999999986,-0.1599999999999997,2.342,2.62,2.21,0.41000000000000014,-0.31000000000000005,2.458,2.65,2.28,0.3700000000000001,-0.1299999999999999,242291,515482,122691,392791,378780
2016-03-20,2.475,2.56,2.39,0.16999999999999993,-0.08999999999999986,2.615,2.65,2.55,0.10000000000000009,0.10000000000000009,2.4025,2.47,2.3,0.17000000000000037,-0.17000000000000037,2.5275,2.62,2.42,0.20000000000000018,0.1299999999999999,331849,749761,126649,623112,87842
2016-03-27,2.59,2.65,2.54,0.10999999999999988,-0.020000000000000018,2.644,2.69,2.6,0.08999999999999986,-0.020000000000000018,2.496,2.52,2.48,0.040000000000000036,0.029999999999999805,2.562,2.65,2.52,0.1299999999999999,-0.020000000000000018,204627,267198,161723,105475,-3314
2016-04-03,2.44,2.52,2.37,0.1499999999999999,-0.1499999999999999,2.484,2.57,2.42,0.1499999999999999,-0.1499999999999999,2.362,2.43,2.29,0.14000000000000012,-0.14000000000000012,2.4259999999999997,2.51,2.34,0.16999999999999993,-0.16999999999999993,129515,186145,102914,83231,-71575
2016-04-10,2.4,2.49,2.31,0.18000000000000016,0.15000000000000036,2.484,2.53,2.43,0.09999999999999964,0.09999999999999964,2.354,2.46,2.3,0.16000000000000014,0.16000000000000014,2.428,2.52,2.31,0.20999999999999996,0.18000000000000016,115336,166481,75195,91286,-37592
2016-04-17,2.562,2.63,2.44,0.18999999999999995,0.18999999999999995,2.674,2.75,2.57,0.18000000000000016,0.17000000000000037,2.546,2.59,2.44,0.1499999999999999,0.1499999999999999,2.618,2.69,2.53,0.16000000000000014,0.16000000000000014,127153,200972,71827,129145,-129145
2016-04-24,2.662,2.74,2.6,0.14000000000000012,-0.07000000000000028,2.716,2.74,2.64,0.10000000000000009,-0.020000000000000018,2.58,2.65,2.51,0.14000000000000012,-0.06000000000000005,2.622,2.69,2.57,0.1200000000000001,0.0,91029,124485,66364,58121,41018
2016-05-01,2.386,2.57,2.19,0.3799999999999999,-0.27,2.616,2.89,2.34,0.5500000000000003,0.3200000000000003,2.29,2.5,2.14,0.3599999999999999,-0.20000000000000018,2.36,2.56,2.15,0.41000000000000014,0.03000000000000025,245243,661217,80797,580420,580420
2016-05-08,2.5,2.61,2.43,0.17999999999999972,-0.10999999999999988,2.582,2.61,2.52,0.08999999999999986,-0.06000000000000005,2.43,2.47,2.4,0.07000000000000028,0.0,2.486,2.6,2.44,0.16000000000000014,-0.020000000000000018,137115,172872,77676,95196,-85429
2016-05-15,2.8520000000000003,3.14,2.49,0.6499999999999999,0.6499999999999999,3.13,3.51,2.75,0.7599999999999998,0.7599999999999998,2.79,3.03,2.49,0.5399999999999996,0.5399999999999996,2.994,3.5,2.68,0.8199999999999998,0.8199999999999998,515873,898573,266211,632362,585614
2016-05-22,3.576,3.74,3.41,0.33000000000000007,0.010000000000000231,3.7079999999999997,3.8,3.53,0.27,-0.08999999999999986,3.438,3.51,3.32,0.18999999999999995,0.18000000000000016,3.524,3.63,3.4,0.22999999999999998,0.1299999999999999,340588,692216,201904,490312,-490312
2016-05-29,3.77,4.11,3.5,0.6100000000000003,0.6100000000000003,3.98,4.13,3.8,0.33000000000000007,0.3100000000000005,3.65,3.85,3.4,0.4500000000000002,0.4500000000000002,3.9124999999999996,4.06,3.7,0.35999999999999943,0.35999999999999943,453370,541695,300461,241234,-221882
2016-06-05,4.428,4.65,4.15,0.5,0.2999999999999998,4.578,4.69,4.38,0.3100000000000005,0.1200000000000001,4.236,4.34,4.11,0.22999999999999954,0.14999999999999947,4.47,4.62,4.33,0.29000000000000004,0.13999999999999968,459275,803937,315890,488047,-69389
2016-06-12,4.592,4.77,4.28,0.4899999999999993,0.2599999999999998,4.8260000000000005,4.95,4.58,0.3700000000000001,0.3700000000000001,4.46,4.65,4.25,0.40000000000000036,0.3800000000000008,4.7,4.85,4.44,0.40999999999999925,0.40999999999999925,525081,884550,341082,543468,163988
2016-06-19,5.126,5.36,4.89,0.47000000000000064,0.2600000000000007,5.334,5.56,5.08,0.47999999999999954,0.47999999999999954,4.916,5.24,4.64,0.6000000000000005,-0.14000000000000057,5.26,5.55,5.04,0.5099999999999998,0.3799999999999999,1302596,3989368,536970,3452398,3452398
2016-06-26,5.18,5.35,4.98,0.3699999999999992,-0.17999999999999972,5.376,5.48,5.24,0.2400000000000002,0.040000000000000036,4.918,5.16,4.6,0.5600000000000005,0.5600000000000005,5.078,5.23,4.73,0.5,0.5,558205,836878,328545,508333,-357906
2016-07-03,4.7425,5.13,4.56,0.5700000000000003,-0.5499999999999998,4.8475,5.25,4.66,0.5899999999999999,-0.5899999999999999,4.5725,4.89,4.43,0.45999999999999996,-0.40999999999999925,4.645,5.0,4.52,0.4800000000000004,-0.4800000000000004,538360,766280,419913,346367,-86470
2016-07-10,4.504,4.75,4.25,0.5,0.23000000000000043,4.666,4.86,4.5,0.3600000000000003,0.2400000000000002,4.352,4.56,4.15,0.40999999999999925,0.40999999999999925,4.496,4.7,4.22,0.4800000000000004,0.39000000000000057,590995,816946,369323,447623,-447623
2016-07-17,4.5,4.7,4.37,0.33000000000000007,-0.33000000000000007,4.636,4.87,4.47,0.40000000000000036,-0.40000000000000036,4.326,4.56,4.19,0.3699999999999992,-0.29000000000000004,4.442,4.6,4.36,0.23999999999999932,-0.23999999999999932,278493,406839,214688,192151,-192151
2016-07-24,4.224,4.54,3.97,0.5699999999999998,-0.5100000000000002,4.35,4.68,4.06,0.6200000000000001,-0.46999999999999975,4.01,4.36,3.82,0.5400000000000005,-0.4900000000000002,4.128,4.49,3.91,0.5800000000000001,-0.35000000000000053,456738,569266,332955,236311,-138687
2016-07-31,4.196,4.3,4.02,0.28000000000000025,0.08999999999999986,4.362,4.5,4.25,0.25,0.13999999999999968,4.08,4.27,3.91,0.35999999999999943,0.11999999999999922,4.2379999999999995,4.43,4.01,0.41999999999999993,0.20999999999999996,290646,362388,222616,139772,-113377
2016-08-07,4.336,4.43,4.19,0.23999999999999932,-0.17999999999999972,4.472,4.57,4.3,0.27000000000000046,-0.27000000000000046,4.22,4.3,4.05,0.25,-0.25,4.308,4.43,4.2,0.22999999999999954,-0.1800000000000006,291461,385611,228551,157060,-134082
2016-08-14,4.548,4.79,4.21,0.5800000000000001,0.5800000000000001,4.7139999999999995,4.89,4.43,0.45999999999999996,0.45999999999999996,4.504,4.68,4.21,0.46999999999999975,0.46999999999999975,4.6579999999999995,4.88,4.38,0.5,0.5,314596,353515,257031,96484,-77252
2016-08-21,5.252,5.5,4.81,0.6900000000000004,0.6900000000000004,5.4799999999999995,5.75,5.18,0.5700000000000003,0.5700000000000003,5.194,5.47,4.76,0.71,0.71,5.38,5.68,5.04,0.6399999999999997,0.6399999999999997,356018,569005,244983,324022,-299771
2016-08-28,5.538,5.75,5.36,0.3899999999999997,-0.25,5.632,5.78,5.49,0.29000000000000004,-0.15000000000000036,5.344,5.5,5.2,0.2999999999999998,0.1299999999999999,5.484,5.61,5.39,0.22000000000000064,0.0,341007,490772,252102,238670,-238670
2016-09-04,5.45,5.61,5.3,0.3100000000000005,0.1299999999999999,5.6525,5.88,5.48,0.39999999999999947,0.2999999999999998,5.35,5.52,5.26,0.2599999999999998,0.25,5.5024999999999995,5.63,5.34,0.29000000000000004,0.23000000000000043,315849,511392,206119,305273,224956
2016-09-11,5.406,5.52,5.29,0.22999999999999954,-0.1900000000000004,5.5120000000000005,5.62,5.45,0.16999999999999993,-0.16000000000000014,5.282,5.36,5.23,0.1299999999999999,-0.10000000000000053,5.418,5.58,5.34,0.2400000000000002,-0.13999999999999968,196338,259094,78933,180161,36234
2016-09-18,5.596,5.75,5.49,0.2599999999999998,0.20999999999999996,5.676,5.85,5.53,0.3199999999999994,0.15000000000000036,5.49,5.61,5.37,0.2400000000000002,0.10999999999999943,5.586,5.69,5.44,0.25,0.16999999999999993,167121,267061,122954,144107,-42314
2016-09-25,5.574,5.68,5.46,0.21999999999999975,0.05999999999999961,5.708,5.84,5.6,0.2400000000000002,0.17999999999999972,5.444,5.61,5.32,0.29000000000000004,0.29000000000000004,5.61,5.78,5.46,0.3200000000000003,0.28000000000000025,182134,235458,113087,122371,41312
2016-10-02,5.872,5.91,5.78,0.1299999999999999,0.1299999999999999,5.968,6.0,5.95,0.04999999999999982,0.020000000000000462,5.806,5.85,5.78,0.0699999999999994,0.009999999999999787,5.866,5.89,5.82,0.0699999999999994,-0.05999999999999961,127697,195647,64697,130950,-88939
2016-10-09,5.666,5.82,5.59,0.23000000000000043,-0.23000000000000043,5.8340000000000005,5.9,5.7,0.20000000000000018,-0.20000000000000018,5.548,5.66,5.41,0.25,-0.25,5.606,5.69,5.46,0.23000000000000043,-0.23000000000000043,102381,145767,66158,79609,-9889
2016-10-16,5.38,5.48,5.27,0.21000000000000085,-0.21000000000000085,5.446,5.51,5.36,0.14999999999999947,-0.14999999999999947,5.22,5.29,5.15,0.13999999999999968,-0.03000000000000025,5.342,5.41,5.29,0.1200000000000001,-0.040000000000000036,86564,107700,47130,60570,-22234
2016-10-23,5.186,5.41,4.85,0.5600000000000005,-0.45999999999999996,5.27,5.49,4.97,0.5200000000000005,-0.5200000000000005,5.02,5.24,4.7,0.54,-0.54,5.1,5.44,4.85,0.5900000000000007,-0.5900000000000007,111172,143639,85138,58501,-38328
2016-10-30,4.602,4.81,4.48,0.3299999999999992,-0.3099999999999996,4.792,4.89,4.73,0.15999999999999925,-0.040000000000000036,4.486,4.55,4.43,0.1200000000000001,-0.019999999999999574,4.554,4.58,4.53,0.04999999999999982,0.0,200180,281088,119772,161316,-75959
2016-11-06,4.672,5.01,4.43,0.5800000000000001,0.46999999999999975,4.936,5.15,4.77,0.3800000000000008,0.3800000000000008,4.5760000000000005,4.78,4.36,0.41999999999999993,0.2400000000000002,4.796,5.04,4.66,0.3799999999999999,0.08999999999999986,149149,185602,97512,88090,7449
2016-11-13,5.36,5.57,4.8,0.7700000000000005,0.7300000000000004,5.586,5.7,5.37,0.33000000000000007,0.33000000000000007,5.2540000000000004,5.41,4.8,0.6100000000000003,0.5600000000000005,5.43,5.5,5.35,0.15000000000000036,0.03000000000000025,152848,236320,110141,126179,-101855
2016-11-20,5.3875,5.48,5.27,0.21000000000000085,-0.13000000000000078,5.52,5.6,5.39,0.20999999999999996,-0.11000000000000032,5.24,5.36,5.13,0.23000000000000043,-0.16999999999999993,5.327500000000001,5.48,5.21,0.27000000000000046,-0.10000000000000053,109309,157064,40054,117010,-117010
2016-11-27,5.188,5.22,5.16,0.05999999999999961,-0.020000000000000462,5.32,5.35,5.28,0.0699999999999994,-0.0699999999999994,5.072,5.14,4.95,0.1899999999999995,0.009999999999999787,5.156,5.25,5.05,0.20000000000000018,-0.08000000000000007,121649,202254,74623,127631,13379
2016-12-04,5.486,5.66,5.19,0.46999999999999975,0.46999999999999975,5.684,5.86,5.56,0.3000000000000007,0.3000000000000007,5.394,5.66,5.12,0.54,0.54,5.576,5.77,5.5,0.2699999999999996,0.2599999999999998,142856,193916,94531,99385,-40990
2016-12-11,5.482,5.76,5.27,0.4900000000000002,-0.41999999999999993,5.6339999999999995,5.97,5.39,0.5800000000000001,-0.4299999999999997,5.308,5.46,5.19,0.2699999999999996,-0.16000000000000014,5.374,5.52,5.25,0.2699999999999996,-0.20999999999999996,136510,194514,76304,118210,-76710
2016-12-18,5.382,5.47,5.28,0.1899999999999995,0.019999999999999574,5.4719999999999995,5.6,5.34,0.2599999999999998,-0.03000000000000025,5.306,5.4,5.22,0.1800000000000006,-0.0600000000000005,5.354,5.44,5.31,0.13000000000000078,0.0,88988,147769,34608,113161,-36850
2016-12-25,5.5,5.63,5.33,0.2999999999999998,0.2999999999999998,5.640000000000001,5.75,5.51,0.2400000000000002,0.22000000000000064,5.44,5.54,5.32,0.21999999999999975,0.13999999999999968,5.55,5.65,5.46,0.1900000000000004,0.07000000000000028,128590,165908,92325,73583,33413
2017-01-01,5.5275,5.56,5.45,0.10999999999999943,0.0,5.6375,5.69,5.57,0.1200000000000001,-0.0699999999999994,5.3950000000000005,5.45,5.33,0.1200000000000001,-0.03000000000000025,5.4925,5.59,5.4,0.1899999999999995,-0.04999999999999982,111302,166214,71809,94405,-94405
2017-01-08,5.378,5.4,5.33,0.07000000000000028,-0.07000000000000028,5.418,5.44,5.37,0.07000000000000028,-0.07000000000000028,5.276,5.36,5.15,0.20999999999999996,0.040000000000000036,5.351999999999999,5.39,5.31,0.08000000000000007,-0.02999999999999936,68972,101969,36782,65187,-51208
2017-01-15,5.285,5.34,5.24,0.09999999999999964,-0.04999999999999982,5.33,5.35,5.31,0.040000000000000036,-0.040000000000000036,5.17,5.18,5.15,0.02999999999999936,0.019999999999999574,5.26,5.29,5.22,0.07000000000000028,-0.04999999999999982,92685,121139,70621,50518,-50518
2017-01-22,5.37,5.64,5.23,0.40999999999999925,0.40999999999999925,5.606,6.25,5.3,0.9500000000000002,0.9500000000000002,5.352,5.63,5.2,0.4299999999999997,0.4299999999999997,5.566,6.22,5.25,0.9699999999999998,0.96,120543,237339,56675,180664,170573
2017-01-29,6.064,6.26,5.97,0.29000000000000004,-0.17999999999999972,6.198,6.36,6.06,0.3000000000000007,0.0600000000000005,5.884,6.03,5.75,0.28000000000000025,0.1299999999999999,6.034,6.18,5.93,0.25,0.25,106610,135018,69358,65660,11710
2017-02-05,6.186,6.27,6.15,0.11999999999999922,0.04999999999999982,6.326,6.42,6.26,0.16000000000000014,-0.08000000000000007,6.092,6.17,6.02,0.15000000000000036,0.09999999999999964,6.188000000000001,6.28,6.12,0.16000000000000014,0.08999999999999986,109621,193584,78232,115352,-23953
2017-02-12,6.334,6.42,6.23,0.1899999999999995,0.04999999999999982,6.456,6.5,6.41,0.08999999999999986,0.009999999999999787,6.198,6.28,6.0,0.28000000000000025,0.0,6.34,6.4,6.25,0.15000000000000036,-0.019999999999999574,97702,119733,62719,57014,24600
2017-02-19,6.3175,6.38,6.25,0.1299999999999999,-0.03000000000000025,6.4075,6.49,6.25,0.2400000000000002,-0.2400000000000002,6.22,6.27,6.11,0.15999999999999925,-0.13999999999999968,6.279999999999999,6.33,6.17,0.16000000000000014,-0.16000000000000014,83919,105335,73882,31453,-31453
2017-02-26,6.298,6.44,6.15,0.29000000000000004,0.1299999999999999,6.376,6.5,6.3,0.20000000000000018,-0.03000000000000025,6.182,6.36,6.0,0.3600000000000003,-0.15000000000000036,6.26,6.38,6.14,0.2400000000000002,-0.09000000000000075,110578,209773,63869,145904,-125967
2017-03-05,6.15,6.21,6.1,0.11000000000000032,0.05999999999999961,6.24,6.34,6.15,0.1899999999999995,-0.09999999999999964,6.0040000000000004,6.12,5.83,0.29000000000000004,-0.29000000000000004,6.09,6.18,5.97,0.20999999999999996,-0.20999999999999996,110658,183349,68045,115304,79743
2017-03-12,5.86,6.05,5.75,0.2999999999999998,-0.21999999999999975,6.048,6.34,5.95,0.3899999999999997,-0.3799999999999999,5.734,5.84,5.54,0.2999999999999998,-0.20999999999999996,5.806,5.88,5.68,0.20000000000000018,-0.08000000000000007,106486,190936,66298,124638,77333
2017-03-19,5.74,5.88,5.65,0.22999999999999954,-0.09999999999999964,5.8500000000000005,5.99,5.74,0.25,-0.25,5.624,5.76,5.55,0.20999999999999996,-0.09000000000000075,5.722,5.87,5.62,0.25,-0.17999999999999972,94121,142871,54298,88573,-88573
2017-03-26,5.77,6.18,5.52,0.6600000000000001,0.5800000000000001,6.186,6.87,5.79,1.08,1.08,5.632,6.18,5.35,0.8300000000000001,0.6600000000000001,5.974,6.77,5.37,1.3999999999999995,1.0299999999999994,194058,316226,78471,237755,234240
2017-04-02,6.726,6.92,6.55,0.3700000000000001,0.07000000000000028,6.954,7.14,6.8,0.33999999999999986,0.08000000000000007,6.624,6.84,6.52,0.3200000000000003,0.17999999999999972,6.728,6.91,6.55,0.3600000000000003,0.21999999999999975,206855,394998,142454,252544,-200830
2017-04-09,7.105,7.18,6.99,0.1899999999999995,0.08000000000000007,7.4175,7.57,7.24,0.33000000000000007,-0.33000000000000007,6.985,7.03,6.92,0.11000000000000032,-0.07000000000000028,7.09,7.23,6.95,0.28000000000000025,-0.16999999999999993,253274,383928,132356,251572,-251572
2017-04-16,7.49,8.25,6.9,1.3499999999999996,1.2999999999999998,7.98,8.5,7.09,1.4100000000000001,1.4100000000000001,7.34,7.8,6.75,1.0499999999999998,1.0099999999999998,7.788,8.4,6.97,1.4300000000000006,1.4300000000000006,616893,1103179,195609,907570,348753
2017-04-23,8.904,9.36,8.49,0.8699999999999992,0.47000000000000064,9.208,9.44,8.72,0.7199999999999989,0.41000000000000014,8.73,9.04,8.33,0.7099999999999991,0.5,8.922,9.28,8.51,0.7699999999999996,0.3800000000000008,598336,1211702,321552,890150,-136356
2017-04-30,8.606,8.89,8.14,0.75,-0.75,8.806000000000001,8.97,8.65,0.3200000000000003,-0.25,8.422,8.61,8.14,0.46999999999999886,-0.35999999999999943,8.566,8.83,8.34,0.4900000000000002,-0.4900000000000002,435471,705385,361089,344296,344296
2017-05-07,9.002,9.48,8.38,1.0999999999999996,0.8399999999999999,9.326,9.62,8.81,0.8099999999999987,0.5700000000000003,8.844,9.16,8.21,0.9499999999999993,0.8999999999999986,9.152,9.45,8.67,0.7799999999999994,0.5199999999999996,617286,921757,351294,570463,-178473
2017-05-14,8.954,9.19,8.66,0.5299999999999994,-0.3699999999999992,9.072,9.33,8.91,0.41999999999999993,-0.33000000000000007,8.706,8.99,8.42,0.5700000000000003,-0.5500000000000007,8.826,9.08,8.51,0.5700000000000003,-0.5700000000000003,353549,482382,197194,285188,-76044
2017-05-21,8.18,8.39,7.93,0.46000000000000085,-0.46000000000000085,8.364,8.64,8.02,0.620000000000001,-0.620000000000001,7.954000000000001,8.06,7.76,0.3000000000000007,-0.3000000000000007,8.11,8.3,7.92,0.3800000000000008,-0.35000000000000053,337955,624906,174809,450097,-450097
2017-05-28,8.0225,8.4,7.7,0.7000000000000002,0.5200000000000005,8.235,8.61,7.88,0.7299999999999995,0.7299999999999995,7.8675,8.27,7.47,0.7999999999999998,0.7999999999999998,8.157499999999999,8.54,7.68,0.8599999999999994,0.8599999999999994,278388,322676,249409,73267,-23412
2017-06-04,8.456,8.6,8.23,0.3699999999999992,-0.09999999999999964,8.576,8.8,8.4,0.40000000000000036,-0.2400000000000002,8.212,8.42,7.96,0.45999999999999996,-0.16000000000000014,8.402000000000001,8.59,8.27,0.3200000000000003,-0.20999999999999908,298132,414266,219350,194916,-194916
2017-06-11,8.12,8.36,7.9,0.4599999999999991,-0.35999999999999943,8.219999999999999,8.44,8.0,0.4399999999999995,-0.4399999999999995,7.922000000000001,8.13,7.57,0.5600000000000005,-0.5600000000000005,7.986000000000001,8.21,7.63,0.580000000000001,-0.580000000000001,219269,263208,151817,111391,-4130
2017-06-18,7.824,8.12,7.7,0.41999999999999904,0.019999999999999574,8.04,8.18,7.8,0.3799999999999999,-0.1800000000000006,7.594,7.77,7.34,0.4299999999999997,-0.29000000000000004,7.788,8.15,7.52,0.6300000000000008,-0.3100000000000005,881257,3210134,227952,2982182,2979053
2017-06-25,8.226,8.76,7.51,1.25,1.25,8.546,8.8,8.27,0.5300000000000011,0.28999999999999915,8.07,8.45,7.45,0.9999999999999991,0.8600000000000003,8.358,8.6,8.1,0.5,0.21999999999999886,330216,568666,140087,428579,-305986
2017-07-02,8.45,8.69,8.28,0.41000000000000014,-0.21000000000000085,8.66,8.79,8.52,0.2699999999999996,-0.2699999999999996,8.32,8.47,8.23,0.2400000000000002,-0.21000000000000085,8.495000000000001,8.66,8.41,0.25,-0.25,231248,303070,173587,129483,51271
2017-07-09,8.612,8.75,8.41,0.33999999999999986,0.08000000000000007,8.802,9.0,8.54,0.46000000000000085,-0.28000000000000114,8.484,8.64,8.37,0.27000000000000135,0.040000000000000924,8.602,8.78,8.41,0.3699999999999992,-0.3699999999999992,226187,355964,158126,197838,-114662
2017-07-16,8.416,8.7,8.22,0.47999999999999865,0.33999999999999986,8.56,8.7,8.32,0.379999999999999,0.0,8.16,8.23,8.09,0.14000000000000057,0.14000000000000057,8.358,8.55,8.22,0.33000000000000007,-0.21000000000000085,202823,312617,94928,217689,56228
2017-07-23,8.693999999999999,8.92,8.26,0.6600000000000001,0.5299999999999994,8.922,9.02,8.71,0.3099999999999987,0.1399999999999988,8.57,8.75,8.18,0.5700000000000003,0.5099999999999998,8.802,8.92,8.6,0.3200000000000003,0.1899999999999995,327273,749015,132532,616483,-236022
2017-07-30,8.83,8.88,8.79,0.09000000000000163,-0.010000000000001563,9.022,9.17,8.96,0.20999999999999908,-0.009999999999999787,8.702,8.77,8.57,0.1999999999999993,-0.009999999999999787,8.824,8.91,8.75,0.16000000000000014,0.0600000000000005,178118,242577,122352,120225,-49416
2017-08-06,7.456,8.81,6.58,2.2300000000000004,-2.2300000000000004,7.624,8.95,6.81,2.1399999999999997,-2.1399999999999997,6.822,8.62,6.19,2.429999999999999,-2.329999999999999,7.078,8.85,6.3,2.55,-2.55,611640,1628533,153641,1474892,305041
2017-08-13,6.22,6.57,5.97,0.6000000000000005,-0.39000000000000057,6.344,6.68,6.1,0.5800000000000001,-0.5800000000000001,6.034,6.25,5.89,0.3600000000000003,-0.3200000000000003,6.182,6.57,6.03,0.54,-0.54,350486,553215,242999,310216,-150392
2017-08-20,5.8020000000000005,6.01,5.65,0.35999999999999943,-0.25,5.936,6.1,5.77,0.33000000000000007,-0.16000000000000014,5.672,5.88,5.55,0.33000000000000007,-0.22999999999999954,5.772,5.95,5.6,0.35000000000000053,-0.08000000000000007,289728,412568,228698,183870,6875
2017-08-27,5.894,5.98,5.84,0.14000000000000057,0.05999999999999961,6.078,6.45,5.9,0.5499999999999998,0.45999999999999996,5.838,5.9,5.74,0.16000000000000014,0.09000000000000075,6.0120000000000005,6.37,5.88,0.4900000000000002,0.4800000000000004,140100,188871,100939,87932,15714
2017-09-03,6.4975,6.6,6.38,0.21999999999999975,0.13999999999999968,6.737500000000001,6.87,6.65,0.21999999999999975,-0.21999999999999975,6.41,6.51,6.27,0.2400000000000002,0.2400000000000002,6.54,6.61,6.44,0.16999999999999993,0.11999999999999922,226044,263514,166716,96798,-81540
2017-09-10,6.694,7.11,6.53,0.5800000000000001,-0.040000000000000036,6.886,7.19,6.6,0.5900000000000007,-0.5600000000000005,6.556,6.69,6.46,0.23000000000000043,-0.11000000000000032,6.692,7.12,6.52,0.6000000000000005,-0.5700000000000003,203794,267056,133439,133617,53505
2017-09-17,6.524,6.58,6.42,0.16000000000000014,-0.1299999999999999,6.668,6.73,6.57,0.16000000000000014,-0.1299999999999999,6.466,6.55,6.39,0.16000000000000014,-0.09000000000000075,6.49,6.57,6.4,0.16999999999999993,-0.08000000000000007,180986,245933,144377,101556,-37496
2017-09-24,6.854,7.3,6.38,0.9199999999999999,0.6600000000000001,7.216,7.5,6.67,0.8300000000000001,0.71,6.708,6.96,6.38,0.5800000000000001,0.3600000000000003,7.062,7.37,6.6,0.7700000000000005,0.75,301801,413971,203748,210223,36619
2017-10-01,7.414,7.48,7.36,0.1200000000000001,0.03000000000000025,7.554,7.61,7.49,0.1200000000000001,0.009999999999999787,7.31,7.4,7.2,0.20000000000000018,0.16999999999999993,7.464,7.54,7.38,0.16000000000000014,0.16000000000000014,132794,182241,76755,105486,-98060
