Date,VanEck Vectors AfricaEtf_Open_average,VanEck Vectors AfricaEtf_Open_max,VanEck Vectors AfricaEtf_Open_min,VanEck Vectors AfricaEtf_Open_volatility,VanEck Vectors AfricaEtf_Open_change,VanEck Vectors AfricaEtf_High_average,VanEck Vectors AfricaEtf_High_max,VanEck Vectors AfricaEtf_High_min,VanEck Vectors AfricaEtf_High_volatility,VanEck Vectors AfricaEtf_High_change,VanEck Vectors AfricaEtf_Low_average,VanEck Vectors AfricaEtf_Low_max,VanEck Vectors AfricaEtf_Low_min,VanEck Vectors AfricaEtf_Low_volatility,VanEck Vectors AfricaEtf_Low_change,VanEck Vectors AfricaEtf_Close_average,VanEck Vectors AfricaEtf_Close_max,VanEck Vectors AfricaEtf_Close_min,VanEck Vectors AfricaEtf_Close_volatility,VanEck Vectors AfricaEtf_Close_change
2016-01-03,16.9,16.9,16.9,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2016-01-10,15.37,15.37,15.37,0.0,0.0,15.42,15.42,15.42,0.0,0.0,14.96,14.96,14.96,0.0,0.0,15.25,15.25,15.25,0.0,0.0
2016-01-17,15.45,15.45,15.45,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2016-01-24,16.28,16.28,16.28,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.52,16.52,16.52,0.0,0.0
2016-01-31,16.87,16.87,16.87,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2016-02-07,16.3,16.3,16.3,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.71,16.71,16.71,0.0,0.0
2016-02-14,16.8,16.8,16.8,0.0,0.0,17.13,17.13,17.13,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.88,16.88,16.88,0.0,0.0
2016-02-21,16.99,16.99,16.99,0.0,0.0,17.03,17.03,17.03,0.0,0.0,16.99,16.99,16.99,0.0,0.0,17.03,17.03,17.03,0.0,0.0
2016-02-28,18.02,18.02,18.02,0.0,0.0,18.61,18.61,18.61,0.0,0.0,17.96,17.96,17.96,0.0,0.0,18.55,18.55,18.55,0.0,0.0
2016-03-06,18.97,18.97,18.97,0.0,0.0,19.04,19.04,19.04,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2016-03-13,19.75,19.75,19.75,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.68,19.68,19.68,0.0,0.0
2016-03-20,18.94,18.94,18.94,0.0,0.0,19.19,19.19,19.19,0.0,0.0,18.65,18.65,18.65,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2016-03-27,18.94,18.94,18.94,0.0,0.0,19.33,19.33,19.33,0.0,0.0,18.3,18.3,18.3,0.0,0.0,19.33,19.33,19.33,0.0,0.0
2016-04-03,18.92,18.92,18.92,0.0,0.0,19.1,19.1,19.1,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.89,18.89,18.89,0.0,0.0
2016-04-10,19.46,19.46,19.46,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.65,19.65,19.65,0.0,0.0
2016-04-17,20.2,20.2,20.2,0.0,0.0,20.32,20.32,20.32,0.0,0.0,19.79,19.79,19.79,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2016-04-24,20.79,20.79,20.79,0.0,0.0,21.35,21.35,21.35,0.0,0.0,20.79,20.79,20.79,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2016-05-01,19.97,19.97,19.97,0.0,0.0,20.29,20.29,20.29,0.0,0.0,19.97,19.97,19.97,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2016-05-08,20.47,20.47,20.47,0.0,0.0,20.47,20.47,20.47,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.87,19.87,19.87,0.0,0.0
2016-05-15,20.79,20.79,20.79,0.0,0.0,21.08,21.08,21.08,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2016-05-22,20.43,20.43,20.43,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2016-05-29,20.42,20.42,20.42,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2016-06-05,20.52,20.52,20.52,0.0,0.0,21.2,21.2,21.2,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2016-06-12,19.58,19.58,19.58,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2016-06-19,19.6,19.6,19.6,0.0,0.0,20.36,20.36,20.36,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2016-06-26,20.02,20.02,20.02,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2016-07-03,19.3,19.3,19.3,0.0,0.0,20.39,20.39,20.39,0.0,0.0,19.3,19.3,19.3,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2016-07-10,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2016-07-17,20.49,20.49,20.49,0.0,0.0,20.49,20.49,20.49,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.67,19.67,19.67,0.0,0.0
2016-07-24,20.47,20.47,20.47,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2016-07-31,20.45,20.45,20.45,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2016-08-07,21.27,21.27,21.27,0.0,0.0,21.36,21.36,21.36,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2016-08-14,21.08,21.08,21.08,0.0,0.0,21.37,21.37,21.37,0.0,0.0,20.91,20.91,20.91,0.0,0.0,21.37,21.37,21.37,0.0,0.0
2016-08-21,20.52,20.52,20.52,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2016-08-28,19.95,19.95,19.95,0.0,0.0,20.81,20.81,20.81,0.0,0.0,19.95,19.95,19.95,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2016-09-04,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2016-09-11,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2016-09-18,20.38,20.38,20.38,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2016-09-25,20.26,20.26,20.26,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2016-10-02,20.71,20.71,20.71,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2016-10-09,20.0,20.0,20.0,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2016-10-16,20.25,20.25,20.25,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2016-10-23,20.39,20.39,20.39,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.62,20.62,20.62,0.0,0.0
2016-10-30,20.19,20.19,20.19,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2016-11-06,19.37,19.37,19.37,0.0,0.0,19.5,19.5,19.5,0.0,0.0,18.89,18.89,18.89,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2016-11-13,19.45,19.45,19.45,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2016-11-20,19.57,19.57,19.57,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2016-11-27,19.55,19.55,19.55,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.51,19.51,19.51,0.0,0.0
2016-12-04,19.9,19.9,19.9,0.0,0.0,20.24,20.24,20.24,0.0,0.0,19.86,19.86,19.86,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2016-12-11,19.75,19.75,19.75,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2016-12-18,19.32,19.32,19.32,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2016-12-25,19.84,19.84,19.84,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2017-01-01,20.55,20.55,20.55,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2017-01-08,21.0,21.0,21.0,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2017-01-15,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2017-01-22,21.61,21.61,21.61,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2017-01-29,21.5,21.5,21.5,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2017-02-05,21.36,21.36,21.36,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2017-02-12,21.65,21.65,21.65,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2017-02-19,21.56,21.56,21.56,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.11,21.11,21.11,0.0,0.0
2017-02-26,20.35,20.35,20.35,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2017-03-05,20.3,20.3,20.3,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2017-03-12,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2017-03-19,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.2,21.2,21.2,0.0,0.0
