Date,VanEck Vectors AfricaEtf_Open_average,VanEck Vectors AfricaEtf_Open_max,VanEck Vectors AfricaEtf_Open_min,VanEck Vectors AfricaEtf_Open_volatility,VanEck Vectors AfricaEtf_Open_change,VanEck Vectors AfricaEtf_High_average,VanEck Vectors AfricaEtf_High_max,VanEck Vectors AfricaEtf_High_min,VanEck Vectors AfricaEtf_High_volatility,VanEck Vectors AfricaEtf_High_change,VanEck Vectors AfricaEtf_Low_average,VanEck Vectors AfricaEtf_Low_max,VanEck Vectors AfricaEtf_Low_min,VanEck Vectors AfricaEtf_Low_volatility,VanEck Vectors AfricaEtf_Low_change,VanEck Vectors AfricaEtf_Close_average,VanEck Vectors AfricaEtf_Close_max,VanEck Vectors AfricaEtf_Close_min,VanEck Vectors AfricaEtf_Close_volatility,VanEck Vectors AfricaEtf_Close_change
2017-03-26,20.8,20.8,20.8,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.88,20.88,20.88,0.0,0.0
2017-04-02,21.06,21.06,21.06,0.0,0.0,21.17,21.17,21.17,0.0,0.0,20.84,20.84,20.84,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2017-04-09,21.19,21.19,21.19,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2017-04-16,21.22,21.22,21.22,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2017-04-23,21.54,21.54,21.54,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0
2017-04-30,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2017-05-07,21.47,21.47,21.47,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0
2017-05-14,21.31,21.31,21.31,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2017-05-21,21.73,21.73,21.73,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.9,21.9,21.9,0.0,0.0
2017-05-28,21.63,21.63,21.63,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2017-06-04,22.04,22.04,22.04,0.0,0.0,22.1,22.1,22.1,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2017-06-11,21.96,21.96,21.96,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2017-06-18,21.56,21.56,21.56,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2017-06-25,21.55,21.55,21.55,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2017-07-02,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2017-07-09,22.14,22.14,22.14,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2017-07-16,22.99,22.99,22.99,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.95,22.95,22.95,0.0,0.0
2017-07-23,23.27,23.27,23.27,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2017-07-30,22.97,22.97,22.97,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2017-08-06,22.7,22.7,22.7,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2017-08-13,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.53,22.53,22.53,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2017-08-20,23.61,23.61,23.61,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.59,23.59,23.59,0.0,0.0
2017-08-27,23.95,23.95,23.95,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.71,23.71,23.71,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2017-09-03,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2017-09-10,23.31,23.31,23.31,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2017-09-17,23.53,23.53,23.53,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2017-09-24,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.22,23.22,23.22,0.0,0.0
2017-10-01,23.5,23.5,23.5,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2017-10-08,24.0,24.0,24.0,0.0,0.0,24.1,24.1,24.1,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2017-10-15,23.56,23.56,23.56,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2017-10-22,23.46,23.46,23.46,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2017-10-29,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2017-11-05,23.8,23.8,23.8,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2017-11-12,23.52,23.52,23.52,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2017-11-19,24.2,24.2,24.2,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2017-11-26,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2017-12-03,24.0,24.0,24.0,0.0,0.0,24.28,24.28,24.28,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2017-12-10,24.51,24.51,24.51,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2017-12-17,24.46,24.46,24.46,0.0,0.0,24.58,24.58,24.58,0.0,0.0,23.91,23.91,23.91,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2017-12-24,24.73,24.73,24.73,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2017-12-31,25.15,25.15,25.15,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.29,25.29,25.29,0.0,0.0
