Date,AIGStock_Open_average,AIGStock_Open_max,AIGStock_Open_min,AIGStock_Open_volatility,AIGStock_Open_change,AIGStock_High_average,AIGStock_High_max,AIGStock_High_min,AIGStock_High_volatility,AIGStock_High_change,AIGStock_Low_average,AIGStock_Low_max,AIGStock_Low_min,AIGStock_Low_volatility,AIGStock_Low_change,AIGStock_Close_average,AIGStock_Close_max,AIGStock_Close_min,AIGStock_Close_volatility,AIGStock_Close_change,AIGStock_Volume_average,AIGStock_Volume_max,AIGStock_Volume_min,AIGStock_Volume_volatility,AIGStock_Volume_change
2016-01-03,59.664,60.66,58.53,2.1299999999999955,-1.8499999999999943,60.096000000000004,61.07,59.01,2.0600000000000023,-2.0600000000000023,59.018,60.28,57.3,2.980000000000004,-2.520000000000003,59.318,60.64,57.45,3.1899999999999977,-2.979999999999997,9046920,10538652,7862995,2675657,-2255925
2016-01-10,57.494,59.16,55.44,3.719999999999999,-2.450000000000003,57.976,59.35,56.32,3.030000000000001,-1.6799999999999997,56.466,57.3,55.31,1.9899999999999949,-1.5300000000000011,57.142,57.96,56.09,1.8699999999999974,-1.5999999999999943,10322057,12609960,8550034,4059926,2056458
2016-01-17,55.625,56.53,54.51,2.020000000000003,-0.17999999999999972,56.465,57.09,55.72,1.3700000000000045,-0.1600000000000037,55.01,55.84,53.49,2.3500000000000014,-0.18000000000000682,55.7175,56.35,55.05,1.3000000000000043,0.19000000000000483,11059007,16217242,8286550,7930692,-643303
2016-01-24,55.602,56.23,55.01,1.2199999999999989,-1.1099999999999994,56.182,56.64,55.3,1.3400000000000034,0.00999999999999801,54.89,55.59,54.18,1.4100000000000037,-0.4299999999999997,55.4,56.48,54.54,1.9399999999999977,1.1199999999999974,12043566,15174499,10235231,4939268,583426
2016-01-31,54.952,55.82,53.91,1.9100000000000037,-1.9100000000000037,55.342,56.82,54.01,2.8100000000000023,-2.8100000000000023,53.839999999999996,55.38,52.47,2.9100000000000037,-2.8800000000000026,54.664,56.29,53.37,2.9200000000000017,-2.9200000000000017,13638987,17506068,12280812,5225256,1040698
2016-02-07,51.89,52.73,51.05,1.6799999999999997,-0.759999999999998,52.94,54.25,51.47,2.780000000000001,1.6000000000000014,51.456,52.42,50.38,2.039999999999999,-0.5200000000000031,52.104,53.0,50.52,2.479999999999997,0.7000000000000028,14741944,18848072,10241744,8606328,1673256
2016-02-14,52.39,53.0,51.9,1.1000000000000014,-1.1000000000000014,52.7975,53.49,51.93,1.5600000000000023,-1.5600000000000023,51.724999999999994,52.25,51.3,0.9500000000000028,-0.5,52.045,52.67,51.53,1.1400000000000006,-0.5300000000000011,10217728,13233024,8637621,4595403,-4125022
2016-02-21,51.432,52.05,50.42,1.6299999999999955,-0.1699999999999946,51.756,52.26,51.13,1.1299999999999955,-0.3500000000000014,50.842,51.82,50.23,1.5900000000000034,-0.8500000000000014,51.308,52.1,50.92,1.1799999999999997,-1.009999999999998,7732785,8815950,6899680,1916270,1596088
2016-02-28,51.582,52.44,50.63,1.8099999999999952,1.3399999999999963,52.116,53.0,51.12,1.8800000000000026,1.8800000000000026,51.074,51.99,50.2,1.7899999999999991,1.7899999999999991,51.696,52.3,50.2,2.0999999999999943,2.0999999999999943,12428378,21713724,7627205,14086519,9967263
2016-03-06,51.916,52.22,51.35,0.8699999999999974,0.10999999999999943,52.528,52.95,52.03,0.9200000000000017,0.23000000000000398,51.436,51.91,50.83,1.0799999999999983,0.4299999999999997,52.122,52.89,51.54,1.3500000000000014,0.23000000000000398,6876014,8138700,5359730,2778970,-386770
2016-03-13,52.832,53.37,52.54,0.8299999999999983,0.779999999999994,53.386,53.92,53.04,0.8800000000000026,0.7199999999999989,52.58,53.32,52.04,1.2800000000000011,0.759999999999998,53.138,53.71,52.87,0.8400000000000034,0.8400000000000034,7098863,9907109,5787853,4119256,3459609
2016-03-20,53.43,53.72,52.97,0.75,-0.509999999999998,53.785,54.05,53.06,0.9899999999999949,-0.9600000000000009,53.065,53.34,52.54,0.8000000000000043,-0.6300000000000026,53.427499999999995,53.72,52.98,0.740000000000002,-0.5900000000000034,5673063,6417394,4562106,1855288,1047829
2016-03-27,53.774,54.51,53.13,1.3799999999999955,0.7299999999999969,54.402,54.99,53.59,1.3999999999999986,1.3999999999999986,53.49,53.95,52.99,0.9600000000000009,0.6799999999999997,54.052,54.89,53.39,1.5,1.480000000000004,7117520,8375496,5145875,3229621,1315866
