Date,MYRG_stock_Open_average,MYRG_stock_Open_max,MYRG_stock_Open_min,MYRG_stock_Open_volatility,MYRG_stock_Open_change,MYRG_stock_High_average,MYRG_stock_High_max,MYRG_stock_High_min,MYRG_stock_High_volatility,MYRG_stock_High_change,MYRG_stock_Low_average,MYRG_stock_Low_max,MYRG_stock_Low_min,MYRG_stock_Low_volatility,MYRG_stock_Low_change,MYRG_stock_Close_average,MYRG_stock_Close_max,MYRG_stock_Close_min,MYRG_stock_Close_volatility,MYRG_stock_Close_change,MYRG_stock_Volume_average,MYRG_stock_Volume_max,MYRG_stock_Volume_min,MYRG_stock_Volume_volatility,MYRG_stock_Volume_change
2016-01-03,20.046,20.36,19.8,0.5599999999999987,-0.41999999999999815,20.52,21.25,20.01,1.2399999999999984,-0.5499999999999972,19.698,19.98,19.06,0.9200000000000017,-0.7699999999999996,19.968,20.4,19.16,1.2399999999999984,-1.1999999999999993,198478,245961,134953,111008,30296
2016-01-10,19.04,19.49,18.55,0.9399999999999977,-0.7399999999999984,19.294,19.49,18.85,0.639999999999997,-0.5599999999999987,18.566,18.92,18.14,0.7800000000000011,-0.7800000000000011,18.962,19.27,18.66,0.6099999999999994,-0.4800000000000004,147128,196395,115389,81006,54503
2016-01-17,19.02,19.36,18.39,0.9699999999999989,0.3500000000000014,19.645,19.9,19.12,0.7799999999999976,0.759999999999998,18.509999999999998,19.09,18.09,1.0,0.6900000000000013,19.125,19.46,18.66,0.8000000000000007,0.7199999999999989,141537,157696,112634,45062,-45062
2016-01-24,18.83,19.24,18.55,0.6899999999999977,-0.389999999999997,19.222,20.01,18.81,1.2000000000000028,0.5600000000000023,18.39,18.85,17.88,0.9700000000000024,0.4800000000000004,18.912,20.01,18.43,1.5800000000000018,1.5800000000000018,151344,224912,91475,133437,79285
2016-01-31,19.448,19.79,19.25,0.5399999999999991,-0.509999999999998,19.718,19.86,19.5,0.35999999999999943,-0.3500000000000014,19.098,19.25,18.82,0.4299999999999997,-0.370000000000001,19.284,19.51,18.82,0.6900000000000013,-0.6900000000000013,122065,149144,105693,43451,15091
2016-02-07,18.92,20.16,18.17,1.9899999999999984,1.4699999999999989,19.724,20.38,19.1,1.2799999999999976,1.0799999999999983,18.548000000000002,19.57,17.77,1.8000000000000007,1.75,19.256,20.28,18.22,2.0600000000000023,1.7900000000000027,166318,217003,122974,94029,-41058
2016-02-14,20.625,20.96,20.45,0.5100000000000016,0.08000000000000185,20.9775,21.09,20.83,0.26000000000000156,-0.14000000000000057,20.36,20.41,20.3,0.10999999999999943,0.08000000000000185,20.634999999999998,20.81,20.47,0.33999999999999986,-0.17999999999999972,132022,171088,90785,80303,12255
2016-02-21,21.318,21.95,20.71,1.2399999999999984,0.8500000000000014,21.948,22.11,21.83,0.28000000000000114,-0.14000000000000057,21.098,21.63,20.59,1.0399999999999991,0.9199999999999982,21.516000000000002,21.8,20.8,1.0,0.9499999999999993,160264,287183,93875,193308,-176950
2016-02-28,22.330000000000002,23.53,20.96,2.5700000000000003,1.7300000000000004,23.562,24.97,22.67,2.299999999999997,2.299999999999997,22.266000000000002,23.53,20.96,2.5700000000000003,1.740000000000002,23.322,24.68,22.43,2.25,2.25,169079,211945,117466,94479,58369
2016-03-06,24.962,25.14,24.57,0.5700000000000003,0.5700000000000003,25.34,25.69,25.05,0.6400000000000006,-0.22000000000000242,24.686,24.85,24.57,0.28000000000000114,0.28000000000000114,25.014,25.33,24.88,0.4499999999999993,-0.2799999999999976,189817,228591,127530,101061,10716
2016-03-13,25.0,25.42,24.71,0.7100000000000009,0.5600000000000023,25.34,25.55,25.25,0.3000000000000007,0.22000000000000242,24.822,25.14,24.53,0.6099999999999994,0.379999999999999,25.096,25.26,24.74,0.5200000000000031,0.07000000000000028,198815,445657,93777,351880,282593
2016-03-20,25.035,25.26,24.69,0.5700000000000003,-0.5700000000000003,25.4425,25.57,25.38,0.19000000000000128,-0.05000000000000071,24.814999999999998,24.99,24.4,0.5899999999999999,-0.5899999999999999,24.9775,25.31,24.5,0.8099999999999987,-0.6900000000000013,212442,304995,124909,180086,74439
2016-03-27,24.838,25.0,24.66,0.33999999999999986,0.28999999999999915,25.126,25.3,25.02,0.28000000000000114,-0.00999999999999801,24.61,24.88,24.44,0.4399999999999977,0.08000000000000185,24.938,25.15,24.64,0.509999999999998,-0.08999999999999986,271353,371763,160693,211070,35377
