Date,ICCCStock_Open_average,ICCCStock_Open_max,ICCCStock_Open_min,ICCCStock_Open_volatility,ICCCStock_Open_change,ICCCStock_High_average,ICCCStock_High_max,ICCCStock_High_min,ICCCStock_High_volatility,ICCCStock_High_change,ICCCStock_Low_average,ICCCStock_Low_max,ICCCStock_Low_min,ICCCStock_Low_volatility,ICCCStock_Low_change,ICCCStock_Close_average,ICCCStock_Close_max,ICCCStock_Close_min,ICCCStock_Close_volatility,ICCCStock_Close_change,ICCCStock_Volume_average,ICCCStock_Volume_max,ICCCStock_Volume_min,ICCCStock_Volume_volatility,ICCCStock_Volume_change
2016-01-03,7.7459999999999996,8.1,7.43,0.6699999999999999,0.5800000000000001,7.8759999999999994,8.29,7.43,0.8599999999999994,0.5999999999999996,7.6,7.82,7.43,0.39000000000000057,0.39000000000000057,7.734,8.08,7.43,0.6500000000000004,0.45999999999999996,8840,23580,2246,21334,7402
2016-01-10,7.732,7.88,7.6,0.28000000000000025,-0.020000000000000462,7.866,7.93,7.79,0.13999999999999968,-0.13999999999999968,7.656,7.88,7.5,0.3799999999999999,-0.09999999999999964,7.798,7.88,7.74,0.13999999999999968,-0.009999999999999787,4294,6975,104,6871,1505
2016-01-17,7.685,7.8,7.51,0.29000000000000004,-0.03000000000000025,7.7325,7.8,7.66,0.13999999999999968,-0.03000000000000025,7.2625,7.51,6.95,0.5599999999999996,-0.2699999999999996,7.4575,7.62,7.21,0.41000000000000014,-0.019999999999999574,5834,10947,3219,7728,284
2016-01-24,7.192,7.76,5.95,1.8099999999999996,-1.54,7.434,8.1,6.24,1.8599999999999994,-1.4100000000000001,7.08,7.58,5.6,1.9800000000000004,-1.8600000000000003,7.25,7.74,5.87,1.87,-1.5899999999999999,38477,183251,379,182872,182124
2016-01-31,6.57,7.09,6.25,0.8399999999999999,-0.7199999999999998,6.7940000000000005,7.09,6.46,0.6299999999999999,-0.10999999999999943,6.09,6.16,6.0,0.16000000000000014,0.08999999999999986,6.236,6.35,6.15,0.1999999999999993,-0.13999999999999968,35244,49089,26900,22189,22189
2016-02-07,6.114,6.31,5.94,0.3699999999999992,-0.22999999999999954,6.216,6.31,6.0,0.3099999999999996,-0.16999999999999993,5.9719999999999995,6.15,5.8,0.35000000000000053,-0.15000000000000036,6.094,6.3,5.9,0.39999999999999947,-0.09999999999999964,16532,23192,7892,15300,-7753
2016-02-14,6.135,6.25,6.01,0.2400000000000002,0.11000000000000032,6.22,6.25,6.16,0.08999999999999986,-0.08999999999999986,6.015,6.05,5.95,0.09999999999999964,0.09999999999999964,6.1375,6.2,6.06,0.14000000000000057,-0.14000000000000057,4173,6085,2672,3413,-3285
2016-02-21,6.018,6.11,5.92,0.1900000000000004,-0.13999999999999968,6.062,6.2,5.95,0.25,-0.25,5.8999999999999995,6.05,5.8,0.25,-0.25,5.958,6.08,5.86,0.21999999999999975,-0.20000000000000018,7932,16179,3970,12209,-1735
2016-02-28,6.008,6.14,5.85,0.29000000000000004,0.29000000000000004,6.088,6.25,5.99,0.2599999999999998,0.2599999999999998,5.968,6.14,5.85,0.29000000000000004,0.29000000000000004,6.024,6.19,5.95,0.2400000000000002,0.2400000000000002,14387,26406,4451,21955,21955
2016-03-06,6.114,6.24,6.06,0.1800000000000006,-0.15000000000000036,6.226,6.34,6.1,0.2400000000000002,0.08999999999999986,6.074,6.1,6.06,0.040000000000000036,0.03000000000000025,6.166,6.32,6.06,0.2600000000000007,0.22000000000000064,7130,14408,1453,12955,11259
2016-03-13,6.408,6.75,6.2,0.5499999999999998,0.54,6.634,6.99,6.4,0.5899999999999999,0.5899999999999999,6.2940000000000005,6.74,6.11,0.6299999999999999,0.6299999999999999,6.534,6.91,6.29,0.6200000000000001,0.6200000000000001,12855,30249,2297,27952,13632
2016-03-20,6.5525,6.7,6.5,0.20000000000000018,-0.20000000000000018,6.6625,6.71,6.6,0.11000000000000032,0.009999999999999787,6.465,6.51,6.35,0.16000000000000014,0.15000000000000036,6.5225,6.53,6.5,0.03000000000000025,0.0,4942,11684,1243,10441,-9425
2016-03-27,6.818,6.99,6.63,0.3600000000000003,0.11000000000000032,6.852,6.99,6.63,0.3600000000000003,0.11000000000000032,6.716,6.89,6.55,0.33999999999999986,0.0,6.752,6.95,6.55,0.40000000000000036,0.0,1595,3134,298,2836,-342
2016-04-03,6.784,6.95,6.62,0.33000000000000007,-0.08000000000000007,6.79,6.95,6.62,0.33000000000000007,-0.08000000000000007,6.712,6.9,6.5,0.40000000000000036,-0.20000000000000018,6.712,6.9,6.5,0.40000000000000036,-0.20000000000000018,4077,12617,283,12334,12334
2016-04-10,6.72,6.88,6.51,0.3700000000000001,0.019999999999999574,6.8260000000000005,6.98,6.64,0.34000000000000075,0.17999999999999972,6.588,6.7,6.5,0.20000000000000018,-0.08000000000000007,6.596,6.7,6.5,0.20000000000000018,-0.08000000000000007,3134,5954,797,5157,1278
