Date,TAC_stock_Open_average,TAC_stock_Open_max,TAC_stock_Open_min,TAC_stock_Open_volatility,TAC_stock_Open_change,TAC_stock_High_average,TAC_stock_High_max,TAC_stock_High_min,TAC_stock_High_volatility,TAC_stock_High_change,TAC_stock_Low_average,TAC_stock_Low_max,TAC_stock_Low_min,TAC_stock_Low_volatility,TAC_stock_Low_change,TAC_stock_Close_average,TAC_stock_Close_max,TAC_stock_Close_min,TAC_stock_Close_volatility,TAC_stock_Close_change,TAC_stock_Volume_average,TAC_stock_Volume_max,TAC_stock_Volume_min,TAC_stock_Volume_volatility,TAC_stock_Volume_change
2016-08-14,4.446,4.49,4.4,0.08999999999999986,-0.0600000000000005,4.482,4.52,4.46,0.05999999999999961,-0.05999999999999961,4.3999999999999995,4.46,4.34,0.1200000000000001,-0.07000000000000028,4.45,4.48,4.42,0.0600000000000005,-0.009999999999999787,41560,71904,17271,54633,45460
2016-08-21,4.444,4.49,4.41,0.08000000000000007,0.040000000000000036,4.478,4.51,4.45,0.05999999999999961,0.05999999999999961,4.38,4.41,4.35,0.0600000000000005,-0.010000000000000675,4.42,4.45,4.38,0.07000000000000028,-0.020000000000000462,27037,33442,18943,14499,5338
2016-08-28,4.3660000000000005,4.41,4.29,0.1200000000000001,-0.11000000000000032,4.432,4.48,4.34,0.14000000000000057,-0.02999999999999936,4.316,4.4,4.23,0.16999999999999993,-0.09999999999999964,4.392,4.46,4.3,0.16000000000000014,-0.019999999999999574,34554,45322,28226,17096,-1556
2016-09-04,4.5625,4.64,4.45,0.1899999999999995,0.13999999999999968,4.6325,4.68,4.55,0.1299999999999999,0.1299999999999999,4.54,4.61,4.45,0.16000000000000014,0.1200000000000001,4.6225000000000005,4.66,4.54,0.1200000000000001,0.1200000000000001,67265,98229,22395,75834,19222
2016-09-11,4.53,4.63,4.41,0.21999999999999975,-0.11000000000000032,4.59,4.69,4.52,0.17000000000000082,-0.13000000000000078,4.462,4.55,4.34,0.20999999999999996,-0.02999999999999936,4.546,4.58,4.47,0.11000000000000032,-0.03000000000000025,58793,65153,48816,16337,-9950
2016-09-18,4.582,4.64,4.5,0.13999999999999968,0.05999999999999961,4.646,4.75,4.55,0.20000000000000018,0.1299999999999999,4.56,4.64,4.5,0.13999999999999968,0.13999999999999968,4.602,4.69,4.5,0.1900000000000004,0.1900000000000004,58727,92953,34026,58927,47173
2016-09-25,4.51,4.66,4.44,0.21999999999999975,-0.20999999999999996,4.558,4.66,4.48,0.17999999999999972,-0.17999999999999972,4.438,4.52,4.39,0.1299999999999999,-0.08999999999999986,4.482,4.53,4.45,0.08000000000000007,-0.0699999999999994,41142,49305,30560,18745,-9605
2016-10-02,4.374,4.44,4.28,0.16000000000000014,-0.10000000000000053,4.412,4.46,4.34,0.1200000000000001,-0.1200000000000001,4.32,4.39,4.26,0.1299999999999999,-0.1299999999999999,4.36,4.41,4.31,0.10000000000000053,-0.08999999999999986,58928,102269,28657,73612,64538
2016-10-09,4.324,4.38,4.27,0.11000000000000032,0.07000000000000028,4.396,4.49,4.34,0.15000000000000036,0.1299999999999999,4.304,4.38,4.25,0.1299999999999999,0.08000000000000007,4.376,4.48,4.31,0.17000000000000082,0.15000000000000036,34239,55189,15384,39805,20488
2016-10-16,4.548,4.64,4.46,0.17999999999999972,0.17999999999999972,4.63,4.69,4.47,0.22000000000000064,0.20999999999999996,4.522,4.58,4.42,0.16000000000000014,0.16000000000000014,4.59,4.69,4.47,0.22000000000000064,0.1299999999999999,60350,69792,38549,31243,24086
2016-10-23,4.508,4.59,4.45,0.13999999999999968,-0.13999999999999968,4.54,4.59,4.49,0.09999999999999964,-0.09999999999999964,4.454,4.47,4.43,0.040000000000000036,-0.040000000000000036,4.484,4.52,4.47,0.04999999999999982,-0.02999999999999936,37525,85884,14074,71810,-885
2016-10-30,4.3500000000000005,4.45,4.2,0.25,-0.25,4.404,4.5,4.3,0.20000000000000018,-0.16999999999999993,4.264,4.4,4.07,0.33000000000000007,-0.33000000000000007,4.31,4.45,4.1,0.35000000000000053,-0.35000000000000053,41054,63750,20547,43203,26589
2016-11-06,4.18,4.35,4.0,0.34999999999999964,-0.34999999999999964,4.262,4.45,4.03,0.41999999999999993,-0.41999999999999993,4.0920000000000005,4.25,3.86,0.3900000000000001,-0.3900000000000001,4.148,4.35,3.94,0.4099999999999997,-0.31000000000000005,59022,89081,28802,60279,10828
2016-11-13,3.88,3.9,3.8,0.10000000000000009,0.0,4.016,4.2,3.9,0.30000000000000027,0.25,3.836,3.9,3.75,0.1499999999999999,0.1499999999999999,3.95,4.15,3.8,0.35000000000000053,0.35000000000000053,39829,49658,29462,20196,3711
2016-11-20,4.35,4.95,4.05,0.9000000000000004,0.75,4.5625,5.4,4.2,1.2000000000000002,1.2000000000000002,4.2875,4.9,4.05,0.8500000000000005,0.8500000000000005,4.4625,5.3,4.15,1.1499999999999995,1.1499999999999995,115987,330513,43817,286696,286696
2016-11-27,5.42,5.5,5.35,0.15000000000000036,0.09999999999999964,5.516,5.6,5.45,0.14999999999999947,0.0,5.346,5.4,5.3,0.10000000000000053,0.10000000000000053,5.456,5.5,5.4,0.09999999999999964,0.0,113667,243291,49760,193531,-193531
2016-12-04,5.52,5.6,5.45,0.14999999999999947,0.09999999999999964,5.654,5.82,5.55,0.27000000000000046,0.22000000000000064,5.5,5.6,5.45,0.14999999999999947,0.14999999999999947,5.57,5.7,5.5,0.20000000000000018,0.20000000000000018,73183,148264,39544,108720,67416
2016-12-11,5.49,5.65,5.35,0.3000000000000007,-0.25,5.59,5.75,5.45,0.2999999999999998,-0.25,5.416,5.55,5.25,0.2999999999999998,-0.20000000000000018,5.5,5.6,5.4,0.1999999999999993,-0.09999999999999964,45893,70233,33935,36298,-36298
2016-12-18,5.5200000000000005,5.65,5.4,0.25,0.0,5.622,5.7,5.53,0.16999999999999993,-0.14999999999999947,5.404,5.47,5.35,0.1200000000000001,0.05000000000000071,5.51,5.55,5.45,0.09999999999999964,-0.09999999999999964,63567,89161,40608,48553,-48553
2016-12-25,5.4625,5.55,5.4,0.14999999999999947,0.14999999999999947,5.529999999999999,5.6,5.47,0.1299999999999999,0.1299999999999999,5.4125,5.5,5.3,0.20000000000000018,0.20000000000000018,5.475,5.55,5.4,0.14999999999999947,0.09999999999999964,36850,44709,30607,14102,-13826
2017-01-01,5.55,5.65,5.45,0.20000000000000018,0.15000000000000036,5.630000000000001,5.65,5.57,0.08000000000000007,0.08000000000000007,5.5,5.6,5.4,0.1999999999999993,0.14999999999999947,5.5625,5.6,5.5,0.09999999999999964,0.09999999999999964,38698,51198,30550,20648,-20648
2017-01-08,5.75,6.0,5.5,0.5,0.34999999999999964,5.88,6.1,5.65,0.4499999999999993,0.4499999999999993,5.694,5.97,5.5,0.46999999999999975,0.46999999999999975,5.84,6.05,5.5,0.5499999999999998,0.5499999999999998,48148,92550,25857,66693,16213
2017-01-15,6.025,6.15,5.9,0.25,-0.14999999999999947,6.085,6.24,5.95,0.29000000000000004,-0.29000000000000004,5.9175,6.05,5.8,0.25,-0.25,5.9875,6.2,5.8,0.40000000000000036,-0.40000000000000036,52646,95950,25903,70047,-70047
2017-01-22,5.93,6.1,5.75,0.34999999999999964,0.25,6.026,6.1,5.93,0.16999999999999993,0.07000000000000028,5.862,5.91,5.75,0.16000000000000014,0.09999999999999964,5.97,6.1,5.9,0.1999999999999993,0.04999999999999982,42633,61550,23724,37826,1500
2017-01-29,5.86,5.9,5.8,0.10000000000000053,-0.05000000000000071,5.94,6.05,5.9,0.14999999999999947,0.14999999999999947,5.772,5.82,5.7,0.1200000000000001,0.1200000000000001,5.88,5.95,5.8,0.15000000000000036,0.15000000000000036,84980,159644,20329,139315,33665
2017-02-05,5.87,5.95,5.8,0.15000000000000036,-0.05000000000000071,5.9799999999999995,6.05,5.85,0.20000000000000018,0.09999999999999964,5.8,5.93,5.7,0.22999999999999954,0.02999999999999936,5.9239999999999995,6.0,5.8,0.20000000000000018,0.15000000000000036,55486,67590,37241,30349,11481
2017-02-12,5.8,5.9,5.7,0.20000000000000018,-0.15000000000000036,5.82,5.9,5.75,0.15000000000000036,-0.15000000000000036,5.7,5.8,5.6,0.20000000000000018,-0.15000000000000036,5.76,5.9,5.7,0.20000000000000018,-0.20000000000000018,57550,89266,33153,56113,-56113
2017-02-19,5.575,5.65,5.45,0.20000000000000018,-0.20000000000000018,5.615,5.68,5.5,0.17999999999999972,-0.17999999999999972,5.5,5.6,5.4,0.1999999999999993,-0.1999999999999993,5.525,5.6,5.45,0.14999999999999947,-0.14999999999999947,73767,133164,34916,98248,19651
2017-02-26,5.36,5.4,5.3,0.10000000000000053,-0.05000000000000071,5.426,5.6,5.3,0.2999999999999998,0.14999999999999947,5.294,5.35,5.2,0.14999999999999947,0.0,5.38,5.6,5.25,0.34999999999999964,0.1999999999999993,64854,96207,35561,60646,-5121
2017-03-05,5.41,5.6,5.3,0.2999999999999998,-0.2999999999999998,5.45,5.6,5.4,0.1999999999999993,-0.1999999999999993,5.314,5.35,5.3,0.04999999999999982,-0.020000000000000462,5.37,5.4,5.35,0.05000000000000071,-0.05000000000000071,58976,128378,24650,103728,-45494
2017-03-12,5.38,5.45,5.25,0.20000000000000018,0.0,5.438000000000001,5.5,5.4,0.09999999999999964,-0.040000000000000036,5.284,5.35,5.22,0.1299999999999999,-0.09999999999999964,5.33,5.4,5.25,0.15000000000000036,-0.15000000000000036,41503,49445,29912,19533,-7808
2017-03-19,5.4399999999999995,5.6,5.25,0.34999999999999964,0.34999999999999964,5.536,5.6,5.45,0.14999999999999947,0.14999999999999947,5.3999999999999995,5.52,5.25,0.2699999999999996,0.2699999999999996,5.51,5.6,5.4,0.1999999999999993,0.14999999999999947,41653,58531,18224,40307,7331
2017-03-26,5.79,5.85,5.6,0.25,0.20000000000000018,5.890000000000001,5.95,5.8,0.15000000000000036,0.10000000000000053,5.714,5.78,5.53,0.25,0.21999999999999975,5.8,5.85,5.75,0.09999999999999964,0.09999999999999964,27904,52065,10840,41225,-41225
2017-04-02,5.7,5.85,5.55,0.2999999999999998,-0.09999999999999964,5.736,5.85,5.68,0.16999999999999993,-0.09999999999999964,5.618,5.7,5.55,0.15000000000000036,-0.040000000000000036,5.68,5.75,5.6,0.15000000000000036,-0.04999999999999982,57922,111574,23023,88551,73378
2017-04-09,5.8125,5.85,5.8,0.04999999999999982,0.0,5.824999999999999,5.85,5.8,0.04999999999999982,-0.04999999999999982,5.6850000000000005,5.75,5.63,0.1200000000000001,-0.07000000000000028,5.7475,5.8,5.64,0.16000000000000014,-0.16000000000000014,41420,59397,18144,41253,-41253
2017-04-16,5.51,5.65,5.3,0.35000000000000053,-0.2999999999999998,5.538,5.69,5.3,0.39000000000000057,-0.39000000000000057,5.356,5.57,5.07,0.5,-0.5,5.4,5.6,5.15,0.4499999999999993,-0.4499999999999993,53656,84081,33998,50083,22568
2017-04-23,5.15,5.2,5.1,0.10000000000000053,-0.05000000000000071,5.2,5.25,5.15,0.09999999999999964,-0.09999999999999964,5.078,5.12,5.05,0.07000000000000028,-0.02999999999999936,5.126,5.15,5.1,0.05000000000000071,-0.05000000000000071,37158,46120,20341,25779,-25779
2017-04-30,5.146,5.18,5.1,0.08000000000000007,0.0,5.206,5.4,5.15,0.25,0.25,5.058,5.1,5.0,0.09999999999999964,0.04999999999999982,5.16,5.35,5.1,0.25,0.25,34598,54658,14698,39960,19120
2017-05-07,5.24,5.35,5.15,0.1999999999999993,-0.14999999999999947,5.266,5.38,5.15,0.22999999999999954,-0.22999999999999954,5.144,5.22,5.1,0.1200000000000001,-0.1200000000000001,5.2,5.35,5.1,0.25,-0.25,52680,133207,13983,119224,-20294
2017-05-14,5.182,5.25,5.15,0.09999999999999964,0.09999999999999964,5.294,5.5,5.18,0.3200000000000003,0.3200000000000003,5.148,5.25,5.1,0.15000000000000036,0.15000000000000036,5.24,5.45,5.1,0.35000000000000053,0.35000000000000053,27832,55862,17232,38630,36999
2017-05-21,5.518,5.57,5.45,0.1200000000000001,0.1200000000000001,5.624,5.7,5.5,0.20000000000000018,0.17999999999999972,5.474,5.55,5.32,0.22999999999999954,0.22999999999999954,5.564,5.65,5.4,0.25,0.25,19048,25162,16096,9066,7735
2017-05-28,5.625,5.65,5.6,0.05000000000000071,0.05000000000000071,5.7125,5.8,5.65,0.14999999999999947,0.09999999999999964,5.592499999999999,5.62,5.55,0.07000000000000028,0.0,5.6375,5.7,5.6,0.10000000000000053,0.10000000000000053,65464,87199,36289,50910,34920
2017-06-04,5.69,5.75,5.6,0.15000000000000036,-0.10000000000000053,5.772,5.85,5.7,0.14999999999999947,-0.03000000000000025,5.652,5.7,5.6,0.10000000000000053,-0.10000000000000053,5.694,5.75,5.65,0.09999999999999964,-0.0699999999999994,20890,30018,11388,18630,-14793
2017-06-11,5.69,5.75,5.6,0.15000000000000036,-0.10000000000000053,5.786,5.9,5.68,0.22000000000000064,0.15000000000000036,5.63,5.7,5.55,0.15000000000000036,-0.05000000000000071,5.72,5.88,5.6,0.28000000000000025,0.16000000000000014,32212,53194,14339,38855,28811
2017-06-18,5.87,5.95,5.8,0.15000000000000036,0.04999999999999982,5.984,6.1,5.9,0.1999999999999993,0.14999999999999947,5.86,5.95,5.8,0.15000000000000036,0.10000000000000053,5.9399999999999995,6.05,5.85,0.20000000000000018,0.14999999999999947,37976,65777,9704,56073,13031
2017-06-25,6.15,6.4,6.0,0.40000000000000036,0.35000000000000053,6.2860000000000005,6.44,6.1,0.34000000000000075,0.29000000000000004,6.132,6.32,6.0,0.3200000000000003,0.28000000000000025,6.234,6.4,6.05,0.35000000000000053,0.35000000000000053,36646,53259,20627,32632,27682
2017-07-02,6.4,6.45,6.3,0.15000000000000036,-0.15000000000000036,6.4125,6.45,6.3,0.15000000000000036,-0.15000000000000036,6.325,6.41,6.24,0.16999999999999993,-0.16999999999999993,6.375,6.45,6.25,0.20000000000000018,-0.20000000000000018,16719,26908,4584,22324,18671
2017-07-09,6.21,6.3,6.1,0.20000000000000018,0.04999999999999982,6.296,6.35,6.25,0.09999999999999964,0.04999999999999982,6.126,6.2,6.05,0.15000000000000036,-0.07000000000000028,6.224,6.32,6.1,0.22000000000000064,0.1200000000000001,27501,44867,16700,28167,10192
2017-07-16,6.39,6.5,6.3,0.20000000000000018,0.10000000000000053,6.476,6.6,6.35,0.25,0.1800000000000006,6.34,6.44,6.25,0.1900000000000004,0.1900000000000004,6.42,6.5,6.3,0.20000000000000018,0.20000000000000018,24773,45536,15351,30185,-6153
2017-07-23,6.48,6.55,6.4,0.14999999999999947,-0.09999999999999964,6.53,6.55,6.5,0.04999999999999982,0.0,6.412,6.46,6.35,0.11000000000000032,-0.009999999999999787,6.46,6.55,6.35,0.20000000000000018,0.04999999999999982,16762,25731,8291,17440,17440
2017-07-30,6.45,6.55,6.25,0.2999999999999998,-0.04999999999999982,6.534,6.57,6.5,0.07000000000000028,-0.020000000000000462,6.3580000000000005,6.45,6.2,0.25,0.0,6.43,6.5,6.3,0.20000000000000018,0.0,24466,40131,13627,26504,-26136
2017-08-06,6.38,6.45,6.25,0.20000000000000018,-0.20000000000000018,6.5,6.55,6.45,0.09999999999999964,-0.04999999999999982,6.35,6.45,6.18,0.27000000000000046,-0.22000000000000064,6.406,6.55,6.2,0.34999999999999964,-0.2999999999999998,43410,113788,14738,99050,98291
2017-08-13,6.25,6.3,6.2,0.09999999999999964,0.04999999999999982,6.294,6.32,6.25,0.07000000000000028,-0.07000000000000028,6.198,6.25,6.16,0.08999999999999986,-0.040000000000000036,6.22,6.25,6.2,0.04999999999999982,-0.04999999999999982,25538,48721,10238,38483,-9866
2017-08-20,6.204,6.27,6.05,0.21999999999999975,0.019999999999999574,6.276,6.33,6.25,0.08000000000000007,0.04999999999999982,6.132,6.2,6.05,0.15000000000000036,0.04999999999999982,6.2299999999999995,6.3,6.1,0.20000000000000018,0.09999999999999964,21466,33093,11905,21188,-5582
2017-08-27,6.15,6.25,6.05,0.20000000000000018,-0.09999999999999964,6.2219999999999995,6.3,6.13,0.16999999999999993,0.0,6.1,6.15,6.05,0.10000000000000053,0.0,6.15,6.25,6.1,0.15000000000000036,0.09999999999999964,23647,35676,6976,28700,25592
2017-09-03,6.2625,6.3,6.2,0.09999999999999964,0.09999999999999964,6.3375,6.4,6.25,0.15000000000000036,0.15000000000000036,6.245,6.3,6.15,0.14999999999999947,0.14999999999999947,6.325,6.4,6.25,0.15000000000000036,0.15000000000000036,23080,35328,8803,26525,-12559
2017-09-10,6.24,6.35,6.15,0.1999999999999993,-0.1999999999999993,6.28,6.35,6.2,0.14999999999999947,-0.14999999999999947,6.140000000000001,6.21,6.03,0.17999999999999972,-0.16999999999999993,6.21,6.35,6.05,0.2999999999999998,-0.25,29832,44204,14811,29393,13234
2017-09-17,6.03,6.15,5.95,0.20000000000000018,-0.20000000000000018,6.062,6.2,5.95,0.25,-0.25,5.928,6.02,5.82,0.1999999999999993,-0.1999999999999993,5.966,6.03,5.85,0.1800000000000006,-0.1800000000000006,18896,26694,11480,15214,7212
2017-09-24,5.84,5.9,5.8,0.10000000000000053,0.04999999999999982,5.930000000000001,6.0,5.9,0.09999999999999964,-0.04999999999999982,5.794,5.82,5.75,0.07000000000000028,0.020000000000000462,5.859999999999999,5.95,5.8,0.15000000000000036,0.0,17909,35630,7914,27716,-1949
2017-10-01,5.890000000000001,5.95,5.8,0.15000000000000036,0.10000000000000053,5.99,6.0,5.95,0.04999999999999982,0.04999999999999982,5.86,5.9,5.75,0.15000000000000036,0.15000000000000036,5.95,6.0,5.9,0.09999999999999964,0.04999999999999982,20881,35111,11400,23711,13628
2017-10-08,5.95,6.0,5.9,0.09999999999999964,0.04999999999999982,5.98,6.0,5.95,0.04999999999999982,0.0,5.890000000000001,5.9,5.87,0.03000000000000025,0.0,5.95,5.95,5.95,0.0,0.0,8364,13123,5596,7527,397
