Date,NTUS_stock_Open_average,NTUS_stock_Open_max,NTUS_stock_Open_min,NTUS_stock_Open_volatility,NTUS_stock_Open_change,NTUS_stock_High_average,NTUS_stock_High_max,NTUS_stock_High_min,NTUS_stock_High_volatility,NTUS_stock_High_change,NTUS_stock_Low_average,NTUS_stock_Low_max,NTUS_stock_Low_min,NTUS_stock_Low_volatility,NTUS_stock_Low_change,NTUS_stock_Close_average,NTUS_stock_Close_max,NTUS_stock_Close_min,NTUS_stock_Close_volatility,NTUS_stock_Close_change,NTUS_stock_Volume_average,NTUS_stock_Volume_max,NTUS_stock_Volume_min,NTUS_stock_Volume_volatility,NTUS_stock_Volume_change
2016-01-03,45.648,47.1,44.95,2.1499999999999986,-1.8500000000000014,46.39,47.24,45.89,1.3500000000000014,-1.1099999999999994,44.64,45.26,43.12,2.1400000000000006,-2.1400000000000006,45.068,46.15,43.2,2.9499999999999957,-2.299999999999997,300533,486399,212494,273905,-198386
2016-01-10,38.72,41.26,37.49,3.769999999999996,-3.769999999999996,39.652,41.93,37.82,4.109999999999999,-4.109999999999999,37.482,38.05,36.46,1.5899999999999963,-1.2800000000000011,38.194,38.74,37.53,1.2100000000000009,-0.7199999999999989,561549,1396011,237862,1158149,-1137357
2016-01-17,36.4725,37.04,35.92,1.1199999999999974,0.5799999999999983,37.214999999999996,37.87,36.82,1.0499999999999972,-0.6400000000000006,35.7225,36.47,34.22,2.25,0.17999999999999972,36.6075,36.79,36.32,0.46999999999999886,-0.030000000000001137,393710,523027,226865,296162,-179542
2016-01-24,37.142,39.99,34.71,5.280000000000001,-1.759999999999998,37.733999999999995,40.91,35.41,5.5,-1.75,35.514,36.86,33.59,3.269999999999996,-1.5399999999999991,36.104,37.15,34.71,2.4399999999999977,-1.1499999999999986,474608,755634,296475,459159,166970
2016-01-31,34.480000000000004,34.96,33.89,1.0700000000000003,-1.0700000000000003,35.412,36.48,34.76,1.7199999999999989,1.0899999999999963,33.772,34.55,32.97,1.5799999999999983,-1.5799999999999983,34.16,35.05,32.99,2.059999999999995,-2.059999999999995,216550,266116,139200,126916,-41946
2016-02-07,33.446,34.44,32.28,2.1599999999999966,1.8499999999999943,34.618,35.56,33.23,2.3300000000000054,1.4500000000000028,32.82,33.86,32.0,1.8599999999999994,1.0900000000000034,33.658,34.09,32.76,1.3300000000000054,0.6200000000000045,261276,341238,165719,175519,59394
2016-02-14,33.22,33.55,32.96,0.5899999999999963,-0.5899999999999963,34.09,35.74,33.35,2.3900000000000006,2.0800000000000054,32.57,32.98,32.19,0.7899999999999991,0.2700000000000031,33.6425,35.42,32.92,2.5,2.5,500024,831778,219839,611939,299231
2016-02-21,36.44166666666666,37.36,35.31,2.049999999999997,0.7399999999999949,36.92666666666666,37.75,36.4,1.3500000000000014,0.7199999999999989,35.92166666666667,37.12,35.11,2.009999999999998,1.5899999999999963,36.501666666666665,37.21,35.63,1.5799999999999983,1.4899999999999949,239167,533183,0,533183,-533183
2016-02-28,36.504,37.51,35.55,1.9600000000000009,-0.5499999999999972,37.23,38.76,36.35,2.4099999999999966,1.25,35.744,36.6,35.05,1.5500000000000043,0.3400000000000034,36.682,38.67,35.49,3.1799999999999997,2.3500000000000014,340181,467059,266783,200276,117967
2016-03-06,38.403999999999996,38.97,37.69,1.2800000000000011,-1.2800000000000011,39.316,39.63,38.87,0.7600000000000051,-0.7600000000000051,37.658,38.51,37.15,1.3599999999999994,-0.9799999999999969,38.224,38.83,37.45,1.3799999999999955,0.03999999999999915,355141,474562,273646,200916,-26679
2016-03-13,38.354,39.03,37.44,1.5900000000000034,-0.5700000000000003,38.952,39.64,38.37,1.2700000000000031,-0.23000000000000398,37.542,38.71,35.69,3.020000000000003,-0.5500000000000043,38.336,39.01,37.29,1.7199999999999989,0.030000000000001137,356104,457864,270000,187864,130719
2016-03-20,38.3575,39.0,37.19,1.8100000000000023,-1.8100000000000023,38.6275,39.36,37.22,2.1400000000000006,-2.1400000000000006,37.6575,38.41,36.46,1.9499999999999957,-1.9200000000000017,38.0175,39.0,37.11,1.8900000000000006,-1.8900000000000006,239421,289510,182679,106831,-41339
2016-03-27,38.211999999999996,39.06,37.11,1.9500000000000028,1.1899999999999977,39.242,39.81,37.94,1.8700000000000045,1.8700000000000045,37.956,39.06,37.07,1.990000000000002,1.2199999999999989,38.844,39.64,37.82,1.8200000000000003,1.8200000000000003,236028,313309,174344,138965,37968
2016-04-03,31.358,34.7,29.75,4.950000000000003,-4.230000000000004,32.068,35.0,30.8,4.199999999999999,-4.199999999999999,30.02,31.26,29.54,1.7200000000000024,-1.2600000000000016,30.626,31.84,29.68,2.16,-1.4699999999999989,1243733,2720676,324961,2395715,-2395715
2016-04-10,30.596,31.19,30.16,1.0300000000000011,0.5100000000000016,30.926,31.4,30.22,1.1799999999999997,0.4800000000000004,30.22,30.79,29.54,1.25,0.7100000000000009,30.676000000000002,31.11,30.05,1.0599999999999987,0.9499999999999993,298403,368167,186439,181728,-164357
2016-04-17,31.932,33.3,30.95,2.349999999999998,1.8300000000000018,33.072,34.12,31.7,2.419999999999998,2.359999999999996,31.564,32.63,30.68,1.9500000000000028,1.7800000000000011,32.552,34.09,31.34,2.7500000000000036,2.7500000000000036,655349,1320734,371052,949682,258873
2016-04-24,33.68,34.11,32.89,1.2199999999999989,-1.2199999999999989,34.016,34.7,32.89,1.8100000000000023,-1.3200000000000003,32.954,33.53,31.52,2.0100000000000016,-1.8099999999999987,33.234,34.14,31.87,2.2699999999999996,-1.5399999999999956,363352,478321,238934,239387,84486
2016-05-01,31.970000000000002,32.27,31.57,0.7000000000000028,-0.03999999999999915,32.368,32.54,32.22,0.3200000000000003,0.269999999999996,31.56,32.08,31.19,0.889999999999997,0.16999999999999815,32.054,32.31,31.78,0.5300000000000011,0.14000000000000057,352476,423596,269520,154076,36628
2016-05-08,32.62,33.03,32.26,0.7700000000000031,0.14999999999999858,32.980000000000004,33.2,32.57,0.6300000000000026,-0.6199999999999974,32.2,32.63,31.8,0.8300000000000018,-0.33999999999999986,32.562000000000005,33.03,32.02,1.009999999999998,-0.759999999999998,240366,310234,215755,94479,-5009
2016-05-15,32.418,32.78,32.0,0.7800000000000011,0.45000000000000284,33.06,33.32,32.88,0.4399999999999977,-0.07000000000000028,31.976,32.01,31.86,0.14999999999999858,0.00999999999999801,32.577999999999996,32.86,32.19,0.6700000000000017,0.10000000000000142,199972,246112,170801,75311,-32845
2016-05-22,32.839999999999996,33.72,32.08,1.6400000000000006,-0.7199999999999989,33.294,33.79,32.84,0.9499999999999957,-0.3299999999999983,32.3,32.87,31.84,1.0299999999999976,-0.5400000000000027,32.714,33.55,31.93,1.6199999999999974,0.20000000000000284,299071,435284,180131,255153,233364
