Date,ProShares UltraShort S&P500Etf_Open_average,ProShares UltraShort S&P500Etf_Open_max,ProShares UltraShort S&P500Etf_Open_min,ProShares UltraShort S&P500Etf_Open_volatility,ProShares UltraShort S&P500Etf_Open_change,ProShares UltraShort S&P500Etf_High_average,ProShares UltraShort S&P500Etf_High_max,ProShares UltraShort S&P500Etf_High_min,ProShares UltraShort S&P500Etf_High_volatility,ProShares UltraShort S&P500Etf_High_change,ProShares UltraShort S&P500Etf_Low_average,ProShares UltraShort S&P500Etf_Low_max,ProShares UltraShort S&P500Etf_Low_min,ProShares UltraShort S&P500Etf_Low_volatility,ProShares UltraShort S&P500Etf_Low_change,ProShares UltraShort S&P500Etf_Close_average,ProShares UltraShort S&P500Etf_Close_max,ProShares UltraShort S&P500Etf_Close_min,ProShares UltraShort S&P500Etf_Close_volatility,ProShares UltraShort S&P500Etf_Close_change
2016-07-10,66.4,66.4,66.4,0.0,0.0,67.3,67.3,67.3,0.0,0.0,66.36,66.36,66.36,0.0,0.0,66.96,66.96,66.96,0.0,0.0
2016-07-17,66.64,66.64,66.64,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.04,66.04,66.04,0.0,0.0,66.08,66.08,66.08,0.0,0.0
2016-07-24,66.6,66.6,66.6,0.0,0.0,66.78,66.78,66.78,0.0,0.0,65.92,65.92,65.92,0.0,0.0,66.24,66.24,66.24,0.0,0.0
2016-07-31,66.12,66.12,66.12,0.0,0.0,66.2,66.2,66.2,0.0,0.0,65.48,65.48,65.48,0.0,0.0,65.52,65.52,65.52,0.0,0.0
2016-08-07,65.44,65.44,65.44,0.0,0.0,65.6,65.6,65.6,0.0,0.0,65.16,65.16,65.16,0.0,0.0,65.32,65.32,65.32,0.0,0.0
2016-08-14,65.4,65.4,65.4,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.16,65.16,65.16,0.0,0.0,65.24,65.24,65.24,0.0,0.0
2016-08-21,65.64,65.64,65.64,0.0,0.0,66.64,66.64,66.64,0.0,0.0,64.92,64.92,64.92,0.0,0.0,66.04,66.04,66.04,0.0,0.0
2016-08-28,65.32,65.32,65.32,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.04,65.04,65.04,0.0,0.0,65.32,65.32,65.32,0.0,0.0
2016-09-04,66.16,66.16,66.16,0.0,0.0,68.4,68.4,68.4,0.0,0.0,66.16,66.16,66.16,0.0,0.0,68.36,68.36,68.36,0.0,0.0
2016-09-11,67.52,67.52,67.52,0.0,0.0,68.04,68.04,68.04,0.0,0.0,67.32,67.32,67.32,0.0,0.0,67.64,67.64,67.64,0.0,0.0
2016-09-18,65.48,65.48,65.48,0.0,0.0,65.96,65.96,65.96,0.0,0.0,65.36,65.36,65.36,0.0,0.0,65.88,65.88,65.88,0.0,0.0
2016-09-25,66.04,66.04,66.04,0.0,0.0,66.24,66.24,66.24,0.0,0.0,65.12,65.12,65.12,0.0,0.0,65.56,65.56,65.56,0.0,0.0
2016-10-02,65.76,65.76,65.76,0.0,0.0,66.92,66.92,66.92,0.0,0.0,65.6,65.6,65.6,0.0,0.0,66.36,66.36,66.36,0.0,0.0
2016-10-09,66.92,66.92,66.92,0.0,0.0,67.62,67.62,67.62,0.0,0.0,66.56,66.56,66.56,0.0,0.0,67.56,67.56,67.56,0.0,0.0
2016-10-16,67.64,67.64,67.64,0.0,0.0,67.76,67.76,67.76,0.0,0.0,66.92,66.92,66.92,0.0,0.0,67.04,67.04,67.04,0.0,0.0
2016-10-23,67.52,67.52,67.52,0.0,0.0,68.4,68.4,68.4,0.0,0.0,67.04,67.04,67.04,0.0,0.0,67.88,67.88,67.88,0.0,0.0
2016-10-30,70.28,70.28,70.28,0.0,0.0,70.62,70.62,70.62,0.0,0.0,69.6,69.6,69.6,0.0,0.0,70.52,70.52,70.52,0.0,0.0
2016-11-06,65.56,65.56,65.56,0.0,0.0,66.0,66.0,66.0,0.0,0.0,65.16,65.16,65.16,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2016-11-13,63.72,63.72,63.72,0.0,0.0,64.24,64.24,64.24,0.0,0.0,63.64,63.64,63.64,0.0,0.0,64.08,64.08,64.08,0.0,0.0
2016-11-20,62.56,62.56,62.56,0.0,0.0,62.64,62.64,62.64,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.28,62.28,62.28,0.0,0.0
2016-11-27,63.4,63.4,63.4,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.08,63.08,63.08,0.0,0.0,63.44,63.44,63.44,0.0,0.0
2016-12-04,60.16,60.16,60.16,0.0,0.0,60.2,60.2,60.2,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.56,59.56,59.56,0.0,0.0
2016-12-11,59.12,59.12,59.12,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.08,59.08,59.08,0.0,0.0,59.56,59.56,59.56,0.0,0.0
2016-12-18,59.4,59.4,59.4,0.0,0.0,59.54,59.54,59.54,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.32,59.32,59.32,0.0,0.0
2016-12-25,59.76,59.76,59.76,0.0,0.0,60.86,60.86,60.86,0.0,0.0,59.76,59.76,59.76,0.0,0.0,60.44,60.44,60.44,0.0,0.0
2017-01-01,58.84,58.84,58.84,0.0,0.0,59.16,59.16,59.16,0.0,0.0,58.2,58.2,58.2,0.0,0.0,58.44,58.44,58.44,0.0,0.0
2017-01-08,58.76,58.76,58.76,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2017-01-15,58.76,58.76,58.76,0.0,0.0,59.08,59.08,59.08,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.8,58.8,58.8,0.0,0.0
2017-01-22,57.36,57.36,57.36,0.0,0.0,57.72,57.72,57.72,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.52,57.52,57.52,0.0,0.0
2017-01-29,57.72,57.72,57.72,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.36,57.36,57.36,0.0,0.0
2017-02-05,56.6,56.6,56.6,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.32,56.32,56.32,0.0,0.0
2017-02-12,55.16,55.16,55.16,0.0,0.0,55.16,55.16,55.16,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2017-02-19,54.48,54.48,54.48,0.0,0.0,54.48,54.48,54.48,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2017-02-26,53.2,53.2,53.2,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.04,53.04,53.04,0.0,0.0
2017-03-05,53.28,53.28,53.28,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2017-03-12,52.96,52.96,52.96,0.0,0.0,53.24,53.24,53.24,0.0,0.0,52.84,52.84,52.84,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2017-03-19,54.44,54.44,54.44,0.0,0.0,55.12,55.12,55.12,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2017-03-26,53.76,53.76,53.76,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2017-04-02,54.08,54.08,54.08,0.0,0.0,54.34,54.34,54.34,0.0,0.0,53.72,53.72,53.72,0.0,0.0,54.08,54.08,54.08,0.0,0.0
2017-04-09,54.84,54.84,54.84,0.0,0.0,55.32,55.32,55.32,0.0,0.0,54.44,54.44,54.44,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2017-04-16,54.08,54.08,54.08,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2017-04-23,52.44,52.44,52.44,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.76,52.76,52.76,0.0,0.0
2017-04-30,52.32,52.32,52.32,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.08,52.08,52.08,0.0,0.0
2017-05-07,52.4,52.4,52.4,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2017-05-14,53.12,53.12,53.12,0.0,0.0,53.16,53.16,53.16,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2017-05-21,51.28,51.28,51.28,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2017-05-28,50.48,50.48,50.48,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2017-06-04,50.2,50.2,50.2,0.0,0.0,51.12,51.12,51.12,0.0,0.0,49.84,49.84,49.84,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2017-06-11,50.32,50.32,50.32,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2017-06-18,50.24,50.24,50.24,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2017-06-25,50.52,50.52,50.52,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.72,50.72,50.72,0.0,0.0
2017-07-02,51.0,51.0,51.0,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2017-07-09,49.64,49.64,49.64,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2017-07-16,48.83,48.83,48.83,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.67,48.67,48.67,0.0,0.0
2017-07-23,48.79,48.79,48.79,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2017-07-30,48.49,48.49,48.49,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2017-08-06,49.88,49.88,49.88,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2017-08-13,50.31,50.31,50.31,0.0,0.0,50.61,50.61,50.61,0.0,0.0,49.79,49.79,49.79,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2017-08-20,49.5,49.5,49.5,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2017-08-27,48.3,48.3,48.3,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2017-09-03,48.87,48.87,48.87,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2017-09-10,47.57,47.57,47.57,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2017-09-17,47.47,47.47,47.47,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.23,47.23,47.23,0.0,0.0,47.31,47.31,47.31,0.0,0.0
2017-09-24,46.99,46.99,46.99,0.0,0.0,47.06,47.06,47.06,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2017-10-01,45.59,45.59,45.59,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.5,45.5,45.5,0.0,0.0
2017-10-08,45.27,45.27,45.27,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.21,45.21,45.21,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2017-10-15,44.73,44.73,44.73,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2017-10-22,44.81,44.81,44.81,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2017-10-29,44.39,44.39,44.39,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2017-11-05,44.43,44.43,44.43,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2017-11-12,44.29,44.29,44.29,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2017-11-19,43.59,43.59,43.59,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2017-11-26,42.11,42.11,42.11,0.0,0.0,43.4,43.4,43.4,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2017-12-03,42.06,42.06,42.06,0.0,0.0,42.15,42.15,42.15,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.92,41.92,41.92,0.0,0.0
2017-12-10,41.5,41.5,41.5,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.02,41.02,41.02,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2017-12-17,40.87,40.87,40.87,0.0,0.0,41.08,41.08,41.08,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2017-12-24,40.58,40.58,40.58,0.0,0.0,41.15,41.15,41.15,0.0,0.0,40.58,40.58,40.58,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2017-12-31,39.39,39.39,39.39,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.14,39.14,39.14,0.0,0.0
