Date,Crude Oil WTICommodity_Open_average,Crude Oil WTICommodity_Open_max,Crude Oil WTICommodity_Open_min,Crude Oil WTICommodity_Open_volatility,Crude Oil WTICommodity_Open_change,Crude Oil WTICommodity_High_average,Crude Oil WTICommodity_High_max,Crude Oil WTICommodity_High_min,Crude Oil WTICommodity_High_volatility,Crude Oil WTICommodity_High_change,Crude Oil WTICommodity_Low_average,Crude Oil WTICommodity_Low_max,Crude Oil WTICommodity_Low_min,Crude Oil WTICommodity_Low_volatility,Crude Oil WTICommodity_Low_change,Crude Oil WTICommodity_Close_average,Crude Oil WTICommodity_Close_max,Crude Oil WTICommodity_Close_min,Crude Oil WTICommodity_Close_volatility,Crude Oil WTICommodity_Close_change,Crude Oil WTICommodity_Volume_average,Crude Oil WTICommodity_Volume_max,Crude Oil WTICommodity_Volume_min,Crude Oil WTICommodity_Volume_volatility,Crude Oil WTICommodity_Volume_change
2016-01-03,35.614,37.6,33.3,4.300000000000004,-4.300000000000004,36.096000000000004,38.39,34.26,4.130000000000003,-4.049999999999997,34.116,36.33,32.1,4.229999999999997,-3.6899999999999977,34.626,36.76,33.16,3.6000000000000014,-3.6000000000000014,523966,617409,410131,207278,164511
2016-01-10,31.175,32.94,30.54,2.3999999999999986,-2.259999999999998,31.791666666666668,33.2,30.68,2.520000000000003,-2.520000000000003,29.946666666666665,30.88,29.13,1.75,-1.5199999999999996,30.45,31.41,29.42,1.9899999999999984,-1.6600000000000001,463460,648640,0,648640,-648640
2016-01-17,29.096,29.84,28.33,1.5100000000000016,0.0799999999999983,30.454,32.35,28.58,3.770000000000003,1.4700000000000024,28.294,29.67,26.19,3.4800000000000004,-0.14000000000000057,29.35,32.19,26.55,5.639999999999997,2.169999999999998,310148,694040,0,694040,636573
2016-01-24,31.66,33.7,29.81,3.890000000000004,1.6500000000000057,33.442,34.82,32.41,2.4100000000000037,1.6599999999999966,30.692,32.65,29.25,3.3999999999999986,2.969999999999999,32.186,33.62,30.34,3.2799999999999976,3.2799999999999976,687872,833378,606892,226486,11218
2016-01-31,31.86,33.83,29.75,4.079999999999998,-2.1899999999999977,32.902,34.18,31.53,2.6499999999999986,-1.7299999999999969,30.483999999999998,31.53,29.4,2.1300000000000026,-0.6600000000000001,31.278,32.28,29.88,2.400000000000002,-0.7300000000000004,664625,811699,595612,216087,20919
2016-02-07,28.866666666666667,30.97,27.3,3.669999999999998,-1.9100000000000001,29.58833333333333,31.38,27.48,3.8999999999999986,-2.1999999999999993,27.753333333333334,29.57,26.05,3.5199999999999996,-0.6000000000000014,28.301666666666666,29.69,26.21,3.4800000000000004,-0.610000000000003,599044,795965,0,795965,-603646
2016-02-14,29.85,31.35,29.08,2.270000000000003,1.5200000000000031,31.284,31.98,30.69,1.2899999999999991,0.03999999999999915,29.144,30.27,28.7,1.5700000000000003,0.08000000000000185,30.142,30.77,29.04,1.7300000000000004,-0.9600000000000009,311858,651956,0,651956,103202
2016-02-21,31.914,33.34,29.72,3.6200000000000045,3.3200000000000003,33.232,34.69,32.05,2.6400000000000006,2.6400000000000006,30.994,32.64,29.48,3.16,3.16,32.27,33.07,31.48,1.5899999999999999,1.3000000000000007,495221,652245,26315,625930,619979
2016-02-28,33.98,34.73,32.72,2.009999999999998,1.9399999999999977,35.114,36.34,33.98,2.3600000000000065,2.3600000000000065,33.565999999999995,34.4,32.32,2.0799999999999983,2.0799999999999983,34.66,35.92,33.75,2.1700000000000017,2.1700000000000017,553556,597834,512468,85366,65822
2016-03-06,37.332,38.17,36.2,1.9699999999999989,1.7899999999999991,38.502,39.02,38.11,0.9100000000000037,0.9100000000000037,36.716,37.92,36.09,1.8299999999999983,1.8299999999999983,37.806,38.5,36.5,2.0,0.6000000000000014,684732,740632,564791,175841,-145079
