Date,Vanguard Mid-Cap Value_etf_Open_average,Vanguard Mid-Cap Value_etf_Open_max,Vanguard Mid-Cap Value_etf_Open_min,Vanguard Mid-Cap Value_etf_Open_volatility,Vanguard Mid-Cap Value_etf_Open_change,Vanguard Mid-Cap Value_etf_High_average,Vanguard Mid-Cap Value_etf_High_max,Vanguard Mid-Cap Value_etf_High_min,Vanguard Mid-Cap Value_etf_High_volatility,Vanguard Mid-Cap Value_etf_High_change,Vanguard Mid-Cap Value_etf_Low_average,Vanguard Mid-Cap Value_etf_Low_max,Vanguard Mid-Cap Value_etf_Low_min,Vanguard Mid-Cap Value_etf_Low_volatility,Vanguard Mid-Cap Value_etf_Low_change,Vanguard Mid-Cap Value_etf_Close_average,Vanguard Mid-Cap Value_etf_Close_max,Vanguard Mid-Cap Value_etf_Close_min,Vanguard Mid-Cap Value_etf_Close_volatility,Vanguard Mid-Cap Value_etf_Close_change
2016-05-29,89.84,89.84,89.84,0.0,0.0,89.94,89.94,89.94,0.0,0.0,89.1,89.1,89.1,0.0,0.0,89.79,89.79,89.79,0.0,0.0
2016-06-05,90.11,90.11,90.11,0.0,0.0,90.19,90.19,90.19,0.0,0.0,89.42,89.42,89.42,0.0,0.0,89.68,89.68,89.68,0.0,0.0
2016-06-12,88.26,88.26,88.26,0.0,0.0,88.64,88.64,88.64,0.0,0.0,87.97,87.97,87.97,0.0,0.0,88.39,88.39,88.39,0.0,0.0
2016-06-19,87.15,87.15,87.15,0.0,0.0,88.69,88.69,88.69,0.0,0.0,86.71,86.71,86.71,0.0,0.0,86.89,86.89,86.89,0.0,0.0
2016-06-26,88.93,88.93,88.93,0.0,0.0,89.54,89.54,89.54,0.0,0.0,88.93,88.93,88.93,0.0,0.0,89.28,89.28,89.28,0.0,0.0
2016-07-03,89.29,89.29,89.29,0.0,0.0,90.24,90.24,90.24,0.0,0.0,89.21,89.21,89.21,0.0,0.0,90.1,90.1,90.1,0.0,0.0
2016-07-10,92.09,92.09,92.09,0.0,0.0,92.2,92.2,92.2,0.0,0.0,91.64,91.64,91.64,0.0,0.0,91.83,91.83,91.83,0.0,0.0
2016-07-17,92.04,92.04,92.04,0.0,0.0,92.62,92.62,92.62,0.0,0.0,91.93,91.93,91.93,0.0,0.0,92.59,92.59,92.59,0.0,0.0
2016-07-24,92.48,92.48,92.48,0.0,0.0,92.92,92.92,92.92,0.0,0.0,92.12,92.12,92.12,0.0,0.0,92.81,92.81,92.81,0.0,0.0
2016-07-31,92.59,92.59,92.59,0.0,0.0,92.92,92.92,92.92,0.0,0.0,92.42,92.42,92.42,0.0,0.0,92.86,92.86,92.86,0.0,0.0
2016-08-07,93.29,93.29,93.29,0.0,0.0,93.52,93.52,93.52,0.0,0.0,93.06,93.06,93.06,0.0,0.0,93.28,93.28,93.28,0.0,0.0
2016-08-14,93.71,93.71,93.71,0.0,0.0,94.0,94.0,94.0,0.0,0.0,93.42,93.42,93.42,0.0,0.0,93.93,93.93,93.93,0.0,0.0
2016-08-21,93.94,93.94,93.94,0.0,0.0,94.56,94.56,94.56,0.0,0.0,92.98,92.98,92.98,0.0,0.0,93.39,93.39,93.39,0.0,0.0
2016-08-28,94.08,94.08,94.08,0.0,0.0,94.34,94.34,94.34,0.0,0.0,93.94,93.94,93.94,0.0,0.0,94.3,94.3,94.3,0.0,0.0
2016-09-04,93.85,93.85,93.85,0.0,0.0,93.85,93.85,93.85,0.0,0.0,91.79,91.79,91.79,0.0,0.0,91.82,91.82,91.82,0.0,0.0
2016-09-11,91.94,91.94,91.94,0.0,0.0,92.03,92.03,92.03,0.0,0.0,91.45,91.45,91.45,0.0,0.0,91.9,91.9,91.9,0.0,0.0
2016-09-18,93.45,93.45,93.45,0.0,0.0,93.72,93.72,93.72,0.0,0.0,93.14,93.14,93.14,0.0,0.0,93.14,93.14,93.14,0.0,0.0
2016-09-25,93.29,93.29,93.29,0.0,0.0,93.89,93.89,93.89,0.0,0.0,92.99,92.99,92.99,0.0,0.0,93.57,93.57,93.57,0.0,0.0
2016-10-02,93.19,93.19,93.19,0.0,0.0,93.4,93.4,93.4,0.0,0.0,92.15,92.15,92.15,0.0,0.0,92.55,92.55,92.55,0.0,0.0
2016-10-09,91.73,91.73,91.73,0.0,0.0,92.05,92.05,92.05,0.0,0.0,91.16,91.16,91.16,0.0,0.0,91.16,91.16,91.16,0.0,0.0
2016-10-16,91.45,91.45,91.45,0.0,0.0,91.81,91.81,91.81,0.0,0.0,91.1,91.1,91.1,0.0,0.0,91.75,91.75,91.75,0.0,0.0
2016-10-23,90.95,90.95,90.95,0.0,0.0,91.58,91.58,91.58,0.0,0.0,90.56,90.56,90.56,0.0,0.0,90.91,90.91,90.91,0.0,0.0
2016-10-30,89.71,89.71,89.71,0.0,0.0,90.26,90.26,90.26,0.0,0.0,89.43,89.43,89.43,0.0,0.0,89.5,89.5,89.5,0.0,0.0
2016-11-06,93.11,93.11,93.11,0.0,0.0,93.69,93.69,93.69,0.0,0.0,92.75,92.75,92.75,0.0,0.0,93.58,93.58,93.58,0.0,0.0
2016-11-13,95.76,95.76,95.76,0.0,0.0,95.78,95.78,95.78,0.0,0.0,95.35,95.35,95.35,0.0,0.0,95.57,95.57,95.57,0.0,0.0
2016-11-20,97.27,97.27,97.27,0.0,0.0,97.39,97.39,97.39,0.0,0.0,97.14,97.14,97.14,0.0,0.0,97.36,97.36,97.36,0.0,0.0
2016-11-27,96.6,96.6,96.6,0.0,0.0,97.02,97.02,97.02,0.0,0.0,96.48,96.48,96.48,0.0,0.0,96.68,96.68,96.68,0.0,0.0
2016-12-04,100.24,100.24,100.24,0.0,0.0,100.33,100.33,100.33,0.0,0.0,99.77,99.77,99.77,0.0,0.0,100.25,100.25,100.25,0.0,0.0
2016-12-11,99.23,99.23,99.23,0.0,0.0,99.38,99.38,99.38,0.0,0.0,98.41,98.41,98.41,0.0,0.0,98.66,98.66,98.66,0.0,0.0
2016-12-18,98.07,98.07,98.07,0.0,0.0,98.22,98.22,98.22,0.0,0.0,97.98,97.98,97.98,0.0,0.0,98.19,98.19,98.19,0.0,0.0
2016-12-25,97.68,97.68,97.68,0.0,0.0,97.77,97.77,97.77,0.0,0.0,96.89,96.89,96.89,0.0,0.0,97.19,97.19,97.19,0.0,0.0
2017-01-01,98.84,98.84,98.84,0.0,0.0,99.14,99.14,99.14,0.0,0.0,98.53,98.53,98.53,0.0,0.0,98.89,98.89,98.89,0.0,0.0
2017-01-08,98.43,98.43,98.43,0.0,0.0,98.83,98.83,98.83,0.0,0.0,98.36,98.36,98.36,0.0,0.0,98.56,98.56,98.56,0.0,0.0
2017-01-15,98.15,98.15,98.15,0.0,0.0,98.56,98.56,98.56,0.0,0.0,97.86,97.86,97.86,0.0,0.0,98.25,98.25,98.25,0.0,0.0
2017-01-22,100.01,100.01,100.01,0.0,0.0,100.01,100.01,100.01,0.0,0.0,99.32,99.32,99.32,0.0,0.0,99.47,99.47,99.47,0.0,0.0
2017-01-29,100.09,100.09,100.09,0.0,0.0,100.47,100.47,100.47,0.0,0.0,99.84,99.84,99.84,0.0,0.0,100.4,100.4,100.4,0.0,0.0
2017-02-05,101.0,101.0,101.0,0.0,0.0,101.34,101.34,101.34,0.0,0.0,100.82,100.82,100.82,0.0,0.0,101.24,101.24,101.24,0.0,0.0
2017-02-12,101.98,101.98,101.98,0.0,0.0,102.34,102.34,102.34,0.0,0.0,101.7,101.7,101.7,0.0,0.0,102.34,102.34,102.34,0.0,0.0
2017-02-19,101.96,101.96,101.96,0.0,0.0,102.73,102.73,102.73,0.0,0.0,101.88,101.88,101.88,0.0,0.0,102.73,102.73,102.73,0.0,0.0
2017-02-26,103.16,103.16,103.16,0.0,0.0,103.32,103.32,103.32,0.0,0.0,102.74,102.74,102.74,0.0,0.0,103.09,103.09,103.09,0.0,0.0
2017-03-05,102.16,102.16,102.16,0.0,0.0,102.38,102.38,102.38,0.0,0.0,101.47,101.47,101.47,0.0,0.0,102.04,102.04,102.04,0.0,0.0
2017-03-12,103.04,103.04,103.04,0.0,0.0,103.07,103.07,103.07,0.0,0.0,102.55,102.55,102.55,0.0,0.0,102.75,102.75,102.75,0.0,0.0
2017-03-19,100.93,100.93,100.93,0.0,0.0,101.16,101.16,101.16,0.0,0.0,100.15,100.15,100.15,0.0,0.0,100.56,100.56,100.56,0.0,0.0
2017-03-26,101.92,101.92,101.92,0.0,0.0,102.26,102.26,102.26,0.0,0.0,101.77,101.77,101.77,0.0,0.0,101.92,101.92,101.92,0.0,0.0
2017-04-02,101.37,101.37,101.37,0.0,0.0,101.66,101.66,101.66,0.0,0.0,101.08,101.08,101.08,0.0,0.0,101.35,101.35,101.35,0.0,0.0
2017-04-09,100.8,100.8,100.8,0.0,0.0,101.04,101.04,101.04,0.0,0.0,100.14,100.14,100.14,0.0,0.0,100.17,100.17,100.17,0.0,0.0
2017-04-16,101.59,101.59,101.59,0.0,0.0,101.68,101.68,101.68,0.0,0.0,101.12,101.12,101.12,0.0,0.0,101.31,101.31,101.31,0.0,0.0
2017-04-23,103.09,103.09,103.09,0.0,0.0,103.11,103.11,103.11,0.0,0.0,102.25,102.25,102.25,0.0,0.0,102.32,102.32,102.32,0.0,0.0
2017-04-30,101.9,101.9,101.9,0.0,0.0,102.38,102.38,102.38,0.0,0.0,101.77,101.77,101.77,0.0,0.0,102.38,102.38,102.38,0.0,0.0
2017-05-07,101.87,101.87,101.87,0.0,0.0,101.97,101.97,101.97,0.0,0.0,101.37,101.37,101.37,0.0,0.0,101.44,101.44,101.44,0.0,0.0
2017-05-14,100.34,100.34,100.34,0.0,0.0,101.33,101.33,101.33,0.0,0.0,100.32,100.32,100.32,0.0,0.0,100.97,100.97,100.97,0.0,0.0
2017-05-21,102.42,102.42,102.42,0.0,0.0,102.52,102.52,102.52,0.0,0.0,102.26,102.26,102.26,0.0,0.0,102.47,102.47,102.47,0.0,0.0
2017-05-28,103.66,103.66,103.66,0.0,0.0,103.66,103.66,103.66,0.0,0.0,103.18,103.18,103.18,0.0,0.0,103.47,103.47,103.47,0.0,0.0
2017-06-04,103.17,103.17,103.17,0.0,0.0,103.76,103.76,103.76,0.0,0.0,102.93,102.93,102.93,0.0,0.0,103.44,103.44,103.44,0.0,0.0
2017-06-11,103.72,103.72,103.72,0.0,0.0,103.78,103.78,103.78,0.0,0.0,103.36,103.36,103.36,0.0,0.0,103.78,103.78,103.78,0.0,0.0
2017-06-18,102.56,102.56,102.56,0.0,0.0,102.82,102.82,102.82,0.0,0.0,102.32,102.32,102.32,0.0,0.0,102.7,102.7,102.7,0.0,0.0
2017-06-25,103.0,103.0,103.0,0.0,0.0,103.27,103.27,103.27,0.0,0.0,102.69,102.69,102.69,0.0,0.0,102.87,102.87,102.87,0.0,0.0
2017-07-02,102.52,102.52,102.52,0.0,0.0,103.15,103.15,103.15,0.0,0.0,102.41,102.41,102.41,0.0,0.0,103.01,103.01,103.01,0.0,0.0
2017-07-09,103.89,103.89,103.89,0.0,0.0,104.47,104.47,104.47,0.0,0.0,103.85,103.85,103.85,0.0,0.0,104.26,104.26,104.26,0.0,0.0
2017-07-16,104.59,104.59,104.59,0.0,0.0,104.89,104.89,104.89,0.0,0.0,104.46,104.46,104.46,0.0,0.0,104.85,104.85,104.85,0.0,0.0
2017-07-23,104.43,104.43,104.43,0.0,0.0,104.63,104.63,104.63,0.0,0.0,104.21,104.21,104.21,0.0,0.0,104.52,104.52,104.52,0.0,0.0
2017-07-30,104.78,104.78,104.78,0.0,0.0,104.8,104.8,104.8,0.0,0.0,104.5,104.5,104.5,0.0,0.0,104.59,104.59,104.59,0.0,0.0
2017-08-06,102.64,102.64,102.64,0.0,0.0,103.12,103.12,103.12,0.0,0.0,102.55,102.55,102.55,0.0,0.0,102.77,102.77,102.77,0.0,0.0
2017-08-13,101.8,101.8,101.8,0.0,0.0,102.32,102.32,102.32,0.0,0.0,101.5,101.5,101.5,0.0,0.0,101.79,101.79,101.79,0.0,0.0
2017-08-20,102.9,102.9,102.9,0.0,0.0,103.29,103.29,103.29,0.0,0.0,102.9,102.9,102.9,0.0,0.0,103.03,103.03,103.03,0.0,0.0
2017-08-27,103.6,103.6,103.6,0.0,0.0,104.08,104.08,104.08,0.0,0.0,103.6,103.6,103.6,0.0,0.0,103.97,103.97,103.97,0.0,0.0
2017-09-03,102.34,102.34,102.34,0.0,0.0,102.93,102.93,102.93,0.0,0.0,102.22,102.22,102.22,0.0,0.0,102.72,102.72,102.72,0.0,0.0
2017-09-10,104.36,104.36,104.36,0.0,0.0,104.83,104.83,104.83,0.0,0.0,104.32,104.32,104.32,0.0,0.0,104.79,104.79,104.79,0.0,0.0
2017-09-17,104.23,104.23,104.23,0.0,0.0,104.51,104.51,104.51,0.0,0.0,104.15,104.15,104.15,0.0,0.0,104.46,104.46,104.46,0.0,0.0
2017-09-24,105.35,105.35,105.35,0.0,0.0,105.71,105.71,105.71,0.0,0.0,105.28,105.28,105.28,0.0,0.0,105.64,105.64,105.64,0.0,0.0
2017-10-01,106.65,106.65,106.65,0.0,0.0,106.79,106.79,106.79,0.0,0.0,106.44,106.44,106.44,0.0,0.0,106.58,106.58,106.58,0.0,0.0
2017-10-08,106.69,106.69,106.69,0.0,0.0,107.07,107.07,107.07,0.0,0.0,106.54,106.54,106.54,0.0,0.0,106.79,106.79,106.79,0.0,0.0
2017-10-15,107.5,107.5,107.5,0.0,0.0,107.75,107.75,107.75,0.0,0.0,107.38,107.38,107.38,0.0,0.0,107.75,107.75,107.75,0.0,0.0
2017-10-22,106.75,106.75,106.75,0.0,0.0,106.76,106.76,106.76,0.0,0.0,106.08,106.08,106.08,0.0,0.0,106.71,106.71,106.71,0.0,0.0
2017-10-29,106.0,106.0,106.0,0.0,0.0,106.26,106.26,106.26,0.0,0.0,105.93,105.93,105.93,0.0,0.0,106.16,106.16,106.16,0.0,0.0
2017-11-05,106.2,106.2,106.2,0.0,0.0,106.35,106.35,106.35,0.0,0.0,106.06,106.06,106.06,0.0,0.0,106.16,106.16,106.16,0.0,0.0
2017-11-12,106.54,106.54,106.54,0.0,0.0,107.16,107.16,107.16,0.0,0.0,106.54,106.54,106.54,0.0,0.0,107.03,107.03,107.03,0.0,0.0
2017-11-19,107.82,107.82,107.82,0.0,0.0,107.91,107.91,107.91,0.0,0.0,107.63,107.63,107.63,0.0,0.0,107.7,107.7,107.7,0.0,0.0
2017-11-26,110.24,110.24,110.24,0.0,0.0,110.35,110.35,110.35,0.0,0.0,108.49,108.49,108.49,0.0,0.0,110.12,110.12,110.12,0.0,0.0
2017-12-03,110.46,110.46,110.46,0.0,0.0,110.95,110.95,110.95,0.0,0.0,110.15,110.15,110.15,0.0,0.0,110.95,110.95,110.95,0.0,0.0
2017-12-10,110.56,110.56,110.56,0.0,0.0,111.48,111.48,111.48,0.0,0.0,110.56,110.56,110.56,0.0,0.0,111.03,111.03,111.03,0.0,0.0
2017-12-17,111.52,111.52,111.52,0.0,0.0,111.67,111.67,111.67,0.0,0.0,111.37,111.37,111.37,0.0,0.0,111.62,111.62,111.62,0.0,0.0
2017-12-24,112.37,112.37,112.37,0.0,0.0,112.38,112.38,112.38,0.0,0.0,111.5,111.5,111.5,0.0,0.0,111.57,111.57,111.57,0.0,0.0
2017-12-31,113.33,113.33,113.33,0.0,0.0,113.5,113.5,113.5,0.0,0.0,112.96,112.96,112.96,0.0,0.0,113.43,113.43,113.43,0.0,0.0
