Date,ProShares UltraPro QQQ_etf_Open_average,ProShares UltraPro QQQ_etf_Open_max,ProShares UltraPro QQQ_etf_Open_min,ProShares UltraPro QQQ_etf_Open_volatility,ProShares UltraPro QQQ_etf_Open_change,ProShares UltraPro QQQ_etf_High_average,ProShares UltraPro QQQ_etf_High_max,ProShares UltraPro QQQ_etf_High_min,ProShares UltraPro QQQ_etf_High_volatility,ProShares UltraPro QQQ_etf_High_change,ProShares UltraPro QQQ_etf_Low_average,ProShares UltraPro QQQ_etf_Low_max,ProShares UltraPro QQQ_etf_Low_min,ProShares UltraPro QQQ_etf_Low_volatility,ProShares UltraPro QQQ_etf_Low_change,ProShares UltraPro QQQ_etf_Close_average,ProShares UltraPro QQQ_etf_Close_max,ProShares UltraPro QQQ_etf_Close_min,ProShares UltraPro QQQ_etf_Close_volatility,ProShares UltraPro QQQ_etf_Close_change
2016-10-16,20.9,20.9,20.9,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.7,20.7,20.7,0.0,0.0,21.08,21.08,21.08,0.0,0.0
2016-10-23,20.72,20.72,20.72,0.0,0.0,21.06,21.06,21.06,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2016-10-30,18.76,18.76,18.76,0.0,0.0,19.18,19.18,19.18,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2016-11-06,19.45,19.45,19.45,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2016-11-13,20.79,20.79,20.79,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2016-11-20,21.17,21.17,21.17,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2016-11-27,19.55,19.55,19.55,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2016-12-04,21.33,21.33,21.33,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2016-12-11,22.19,22.19,22.19,0.0,0.0,22.33,22.33,22.33,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2016-12-18,21.99,21.99,21.99,0.0,0.0,22.16,22.16,22.16,0.0,0.0,21.92,21.92,21.92,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2016-12-25,21.97,21.97,21.97,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2017-01-01,22.52,22.52,22.52,0.0,0.0,23.23,23.23,23.23,0.0,0.0,22.35,22.35,22.35,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2017-01-08,23.55,23.55,23.55,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2017-01-15,23.93,23.93,23.93,0.0,0.0,24.12,24.12,24.12,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2017-01-22,25.27,25.27,25.27,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2017-01-29,25.05,25.05,25.05,0.0,0.0,25.25,25.25,25.25,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2017-02-05,26.11,26.11,26.11,0.0,0.0,26.3,26.3,26.3,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2017-02-12,27.22,27.22,27.22,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2017-02-19,27.42,27.42,27.42,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2017-02-26,28.21,28.21,28.21,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2017-03-05,28.68,28.68,28.68,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2017-03-12,29.13,29.13,29.13,0.0,0.0,29.25,29.25,29.25,0.0,0.0,28.98,28.98,28.98,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2017-03-19,28.37,28.37,28.37,0.0,0.0,28.7,28.7,28.7,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2017-03-26,29.34,29.34,29.34,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2017-04-02,29.14,29.14,29.14,0.0,0.0,29.39,29.39,29.39,0.0,0.0,28.81,28.81,28.81,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2017-04-09,28.3,28.3,28.3,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2017-04-16,29.55,29.55,29.55,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2017-04-23,31.98,31.98,31.98,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2017-04-30,32.71,32.71,32.71,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2017-05-07,33.41,33.41,33.41,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.58,33.58,33.58,0.0,0.0
2017-05-14,32.85,32.85,32.85,0.0,0.0,33.35,33.35,33.35,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2017-05-21,35.2,35.2,35.2,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2017-05-28,36.19,36.19,36.19,0.0,0.0,37.08,37.08,37.08,0.0,0.0,36.03,36.03,36.03,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2017-06-04,37.24,37.24,37.24,0.0,0.0,37.38,37.38,37.38,0.0,0.0,32.89,32.89,32.89,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2017-06-11,33.6,33.6,33.6,0.0,0.0,33.62,33.62,33.62,0.0,0.0,32.86,32.86,32.86,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2017-06-18,34.91,34.91,34.91,0.0,0.0,35.57,35.57,35.57,0.0,0.0,34.63,34.63,34.63,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2017-06-25,32.95,32.95,32.95,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2017-07-02,32.02,32.02,32.02,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2017-07-09,35.46,35.46,35.46,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2017-07-16,36.95,36.95,36.95,0.0,0.0,37.36,37.36,37.36,0.0,0.0,36.78,36.78,36.78,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2017-07-23,36.59,36.59,36.59,0.0,0.0,37.3,37.3,37.3,0.0,0.0,36.36,36.36,36.36,0.0,0.0,37.13,37.13,37.13,0.0,0.0
2017-07-30,36.98,36.98,36.98,0.0,0.0,37.19,37.19,37.19,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2017-08-06,35.03,35.03,35.03,0.0,0.0,35.89,35.89,35.89,0.0,0.0,34.78,34.78,34.78,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2017-08-13,35.06,35.06,35.06,0.0,0.0,35.64,35.64,35.64,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2017-08-20,36.03,36.03,36.03,0.0,0.0,36.33,36.33,36.33,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2017-08-27,38.78,38.78,38.78,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2017-09-03,37.85,37.85,37.85,0.0,0.0,37.91,37.91,37.91,0.0,0.0,36.92,36.92,36.92,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2017-09-10,38.02,38.02,38.02,0.0,0.0,38.84,38.84,38.84,0.0,0.0,37.83,37.83,37.83,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2017-09-17,37.02,37.02,37.02,0.0,0.0,37.44,37.44,37.44,0.0,0.0,36.92,36.92,36.92,0.0,0.0,37.29,37.29,37.29,0.0,0.0
2017-09-24,37.52,37.52,37.52,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.22,37.22,37.22,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2017-10-01,39.27,39.27,39.27,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2017-10-08,40.36,40.36,40.36,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2017-10-15,40.78,40.78,40.78,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2017-10-22,41.05,41.05,41.05,0.0,0.0,42.8,42.8,42.8,0.0,0.0,40.94,40.94,40.94,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2017-10-29,43.5,43.5,43.5,0.0,0.0,44.29,44.29,44.29,0.0,0.0,43.06,43.06,43.06,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2017-11-05,44.3,44.3,44.3,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2017-11-12,45.3,45.3,45.3,0.0,0.0,45.39,45.39,45.39,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2017-11-19,46.4,46.4,46.4,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.74,46.74,46.74,0.0,0.0
2017-11-26,44.82,44.82,44.82,0.0,0.0,45.74,45.74,45.74,0.0,0.0,43.1,43.1,43.1,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2017-12-03,45.6,45.6,45.6,0.0,0.0,45.93,45.93,45.93,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2017-12-10,46.77,46.77,46.77,0.0,0.0,47.94,47.94,47.94,0.0,0.0,46.51,46.51,46.51,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2017-12-17,47.73,47.73,47.73,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2017-12-24,47.31,47.31,47.31,0.0,0.0,47.31,47.31,47.31,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2017-12-31,51.03,51.03,51.03,0.0,0.0,51.96,51.96,51.96,0.0,0.0,50.77,50.77,50.77,0.0,0.0,51.85,51.85,51.85,0.0,0.0
