Date,DLB_stock_Open_average,DLB_stock_Open_max,DLB_stock_Open_min,DLB_stock_Open_volatility,DLB_stock_Open_change,DLB_stock_High_average,DLB_stock_High_max,DLB_stock_High_min,DLB_stock_High_volatility,DLB_stock_High_change,DLB_stock_Low_average,DLB_stock_Low_max,DLB_stock_Low_min,DLB_stock_Low_volatility,DLB_stock_Low_change,DLB_stock_Close_average,DLB_stock_Close_max,DLB_stock_Close_min,DLB_stock_Close_volatility,DLB_stock_Close_change,DLB_stock_Volume_average,DLB_stock_Volume_max,DLB_stock_Volume_min,DLB_stock_Volume_volatility,DLB_stock_Volume_change
2016-01-03,32.912,33.27,32.3,0.970000000000006,-0.8100000000000023,33.18,33.77,32.51,1.2600000000000051,-0.8700000000000045,32.484,33.09,31.56,1.5300000000000047,-1.129999999999999,32.774,33.63,31.59,2.0400000000000027,-1.629999999999999,358321,530584,237853,292731,-138791
2016-01-10,31.323999999999998,31.86,30.68,1.1799999999999997,-0.8099999999999987,31.868,32.41,31.57,0.8399999999999963,-0.7799999999999976,30.84,31.22,30.4,0.8200000000000003,-0.5999999999999979,31.366,31.6,31.06,0.5400000000000027,-0.240000000000002,349906,462957,233838,229119,-131125
2016-01-17,31.055,31.62,30.8,0.8200000000000003,-0.8100000000000023,31.315,31.85,31.06,0.7900000000000027,-0.7900000000000027,30.5625,30.83,30.38,0.4499999999999993,-0.2099999999999973,30.8475,31.16,30.5,0.6600000000000001,-0.4299999999999997,431506,649773,309193,340580,106708
2016-01-24,32.782000000000004,35.9,30.76,5.139999999999997,5.139999999999997,33.638,36.11,31.17,4.939999999999998,4.909999999999997,32.556,35.56,30.63,4.930000000000003,4.930000000000003,33.338,36.01,30.97,5.039999999999999,5.039999999999999,737010,1627136,355165,1271971,311790
2016-01-31,36.152,37.07,35.5,1.5700000000000003,1.2899999999999991,36.622,37.32,35.74,1.5799999999999983,1.0799999999999983,35.864,36.64,35.23,1.4100000000000037,1.2800000000000011,36.442,37.14,35.73,1.4100000000000037,0.9299999999999997,792379,1291570,416457,875113,-521064
2016-02-07,36.582,37.38,36.08,1.3000000000000043,0.8800000000000026,37.264,37.83,36.67,1.1599999999999966,0.7100000000000009,36.29,36.78,35.85,0.9299999999999997,0.9099999999999966,36.918,37.3,36.52,0.779999999999994,0.6199999999999974,785426,1088617,444682,643935,-122699
2016-02-14,38.35,38.88,37.57,1.3100000000000023,1.1899999999999977,38.705,38.95,38.14,0.8100000000000023,0.6499999999999986,38.0125,38.37,37.35,1.019999999999996,0.9499999999999957,38.5775,38.85,38.0,0.8500000000000014,0.740000000000002,468983,621869,276177,345692,-345692
2016-02-21,39.106,39.32,38.92,0.3999999999999986,0.3299999999999983,39.538,39.8,39.34,0.45999999999999375,0.4399999999999977,38.81,39.14,38.5,0.6400000000000006,0.46000000000000085,39.352,39.66,39.23,0.4299999999999997,0.4099999999999966,372315,436012,291712,144300,114926
2016-02-28,39.886,40.31,39.58,0.730000000000004,0.4200000000000017,40.198,40.44,39.8,0.6400000000000006,0.6400000000000006,39.454,39.82,39.26,0.5600000000000023,0.5600000000000023,39.978,40.34,39.5,0.8400000000000034,0.8200000000000003,411355,507203,302139,205064,-28353
2016-03-06,39.872,40.22,39.47,0.75,-0.6799999999999997,40.168,40.55,39.78,0.769999999999996,-0.3499999999999943,39.374,40.01,38.89,1.1199999999999974,-0.769999999999996,39.808,40.44,39.35,1.0899999999999963,-0.3399999999999963,291311,396506,219634,176872,49524
