Date,BJRI_stock_Open_average,BJRI_stock_Open_max,BJRI_stock_Open_min,BJRI_stock_Open_volatility,BJRI_stock_Open_change,BJRI_stock_High_average,BJRI_stock_High_max,BJRI_stock_High_min,BJRI_stock_High_volatility,BJRI_stock_High_change,BJRI_stock_Low_average,BJRI_stock_Low_max,BJRI_stock_Low_min,BJRI_stock_Low_volatility,BJRI_stock_Low_change,BJRI_stock_Close_average,BJRI_stock_Close_max,BJRI_stock_Close_min,BJRI_stock_Close_volatility,BJRI_stock_Close_change,BJRI_stock_Volume_average,BJRI_stock_Volume_max,BJRI_stock_Volume_min,BJRI_stock_Volume_volatility,BJRI_stock_Volume_change
2016-01-03,40.838,41.92,39.55,2.3700000000000045,-2.1799999999999997,41.708,42.69,40.58,2.1099999999999994,-1.0999999999999943,39.74,41.19,38.85,2.3399999999999963,0.6499999999999986,40.902,41.98,39.52,2.4599999999999937,-0.9699999999999989,534739,598511,446226,152285,-66079
2016-01-10,41.432,42.04,41.15,0.8900000000000006,0.35999999999999943,42.04,42.7,41.6,1.1000000000000014,0.30999999999999517,40.522,41.2,39.36,1.8400000000000034,-0.1699999999999946,41.696,42.41,41.23,1.1799999999999997,0.4000000000000057,393038,650455,248563,401892,-40191
2016-01-17,41.0325,41.79,39.89,1.8999999999999986,0.04999999999999716,41.8475,42.68,41.16,1.5200000000000031,0.8399999999999963,40.0125,41.53,38.49,3.039999999999999,1.6700000000000017,41.2725,42.51,40.41,2.1000000000000014,2.1000000000000014,369806,531538,297563,233975,-379
2016-01-24,42.022,42.94,41.26,1.6799999999999997,-0.9600000000000009,42.756,43.33,42.31,1.019999999999996,0.39000000000000057,41.404,41.71,41.07,0.6400000000000006,0.6400000000000006,41.956,42.89,41.2,1.6899999999999977,1.6899999999999977,253928,349221,156592,192629,-32586
2016-01-31,41.57,42.63,40.38,2.25,-1.4200000000000017,41.99,43.24,41.26,1.980000000000004,-1.6600000000000037,40.656,41.91,39.93,1.9799999999999969,-1.5799999999999983,41.226,42.27,40.3,1.970000000000006,-1.230000000000004,266008,363356,147305,216051,-10540
2016-02-07,40.574,41.07,39.91,1.1600000000000037,0.4299999999999997,41.364,42.27,40.66,1.6100000000000065,1.6100000000000065,39.966,40.84,39.26,1.5800000000000054,1.5800000000000054,40.86,41.9,40.18,1.7199999999999989,1.7199999999999989,249192,310773,207979,102794,-70413
2016-02-14,43.225,44.01,42.09,1.9199999999999946,1.9199999999999946,44.269999999999996,45.44,43.32,2.1199999999999974,2.1199999999999974,42.72,43.24,41.79,1.4500000000000028,0.8699999999999974,43.985,45.1,43.27,1.8299999999999983,1.8299999999999983,388195,635176,196309,438867,438867
2016-02-21,44.513333333333335,45.35,43.5,1.8500000000000014,-0.0799999999999983,45.235,45.99,44.22,1.7700000000000031,-0.3299999999999983,44.02,45.27,42.98,2.2900000000000063,0.75,44.468333333333334,45.27,43.11,2.1600000000000037,0.45000000000000284,411963,594040,249606,344434,91320
2016-02-28,45.294,45.85,44.29,1.5600000000000023,0.5,45.924,46.3,45.49,0.8099999999999952,0.12999999999999545,44.624,45.34,43.65,1.6900000000000048,1.4000000000000057,45.467999999999996,46.29,44.08,2.210000000000001,2.210000000000001,660942,1635674,282902,1352772,-1232295
2016-03-06,45.5,46.16,44.78,1.3799999999999955,-1.1599999999999966,45.926,46.99,45.16,1.8300000000000054,-1.8300000000000054,44.932,46.16,44.2,1.9599999999999937,-1.3699999999999974,45.176,46.29,44.44,1.8500000000000014,-1.2100000000000009,556324,1535878,252921,1282957,-1282957
