Date,FBP_stock_Open_average,FBP_stock_Open_max,FBP_stock_Open_min,FBP_stock_Open_volatility,FBP_stock_Open_change,FBP_stock_High_average,FBP_stock_High_max,FBP_stock_High_min,FBP_stock_High_volatility,FBP_stock_High_change,FBP_stock_Low_average,FBP_stock_Low_max,FBP_stock_Low_min,FBP_stock_Low_volatility,FBP_stock_Low_change,FBP_stock_Close_average,FBP_stock_Close_max,FBP_stock_Close_min,FBP_stock_Close_volatility,FBP_stock_Close_change,FBP_stock_Volume_average,FBP_stock_Volume_max,FBP_stock_Volume_min,FBP_stock_Volume_volatility,FBP_stock_Volume_change
2016-01-03,3.126,3.22,3.06,0.16000000000000014,0.0,3.18,3.23,3.11,0.1200000000000001,-0.04999999999999982,3.048,3.1,2.97,0.1299999999999999,-0.1299999999999999,3.108,3.19,2.99,0.19999999999999973,-0.19999999999999973,1164020,2156641,640758,1515883,404597
2016-01-10,2.842,2.99,2.59,0.40000000000000036,-0.40000000000000036,2.872,3.01,2.63,0.3799999999999999,-0.3799999999999999,2.716,2.93,2.49,0.43999999999999995,-0.43999999999999995,2.766,2.97,2.56,0.41000000000000014,-0.41000000000000014,1301850,1989514,894821,1094693,544374
2016-01-17,2.3475,2.62,2.18,0.43999999999999995,-0.3799999999999999,2.4050000000000002,2.62,2.31,0.31000000000000005,-0.31000000000000005,2.22,2.38,2.12,0.2599999999999998,-0.17999999999999972,2.275,2.4,2.2,0.19999999999999973,-0.10000000000000009,1916019,2757554,1347976,1409578,-347250
2016-01-24,2.21,2.3,2.12,0.17999999999999972,-0.09999999999999964,2.36,2.6,2.19,0.41000000000000014,0.30000000000000027,2.134,2.28,2.06,0.21999999999999975,0.08999999999999986,2.28,2.6,2.08,0.52,0.52,1735009,3040411,999470,2040941,1671275
2016-01-31,2.488,2.57,2.42,0.1499999999999999,0.07999999999999963,2.564,2.64,2.52,0.1200000000000001,0.10000000000000009,2.398,2.45,2.35,0.10000000000000009,0.10000000000000009,2.492,2.53,2.45,0.07999999999999963,-0.04999999999999982,1211902,1909344,741457,1167887,-260717
2016-02-07,2.2800000000000002,2.39,2.18,0.20999999999999996,-0.16999999999999993,2.348,2.43,2.22,0.20999999999999996,0.03000000000000025,2.214,2.31,2.09,0.2200000000000002,-0.08999999999999986,2.304,2.43,2.19,0.2400000000000002,0.050000000000000266,1081241,1925858,549962,1375896,598821
2016-02-14,2.4850000000000003,2.58,2.37,0.20999999999999996,0.06000000000000005,2.5875,2.69,2.5,0.18999999999999995,-0.08000000000000007,2.4325,2.51,2.37,0.13999999999999968,0.040000000000000036,2.505,2.58,2.44,0.14000000000000012,-0.14000000000000012,598837,792408,238285,554123,-554123
2016-02-21,2.412,2.52,2.3,0.2200000000000002,-0.06000000000000005,2.4779999999999998,2.56,2.36,0.20000000000000018,0.0,2.332,2.46,2.22,0.23999999999999977,-0.04999999999999982,2.432,2.56,2.31,0.25,0.0,681655,758101,577719,180382,-180382
2016-02-28,2.83,3.02,2.59,0.43000000000000016,0.43000000000000016,2.908,3.02,2.71,0.31000000000000005,0.31000000000000005,2.714,2.88,2.5,0.3799999999999999,0.31999999999999984,2.86,2.97,2.68,0.29000000000000004,0.19999999999999973,1181041,1400118,950918,449200,-49448
2016-03-06,2.862,2.96,2.76,0.20000000000000018,0.050000000000000266,2.96,3.03,2.85,0.17999999999999972,0.009999999999999787,2.766,2.83,2.7,0.1299999999999999,0.010000000000000231,2.896,3.01,2.77,0.23999999999999977,0.0,945176,1343601,472538,871063,-442730
2016-03-13,2.98,3.01,2.91,0.09999999999999964,-0.009999999999999787,3.052,3.17,2.98,0.18999999999999995,0.14000000000000012,2.85,2.94,2.76,0.18000000000000016,0.040000000000000036,2.996,3.15,2.85,0.2999999999999998,0.14000000000000012,782430,1521791,357120,1164671,950175
2016-03-20,2.9425,3.14,2.75,0.3900000000000001,-0.3900000000000001,2.98,3.2,2.8,0.40000000000000036,-0.40000000000000036,2.79,2.93,2.65,0.28000000000000025,-0.28000000000000025,2.8325,2.95,2.69,0.26000000000000023,-0.25,474388,654855,334637,320218,175887
2016-03-27,2.822,2.91,2.71,0.20000000000000018,0.10000000000000009,2.896,2.96,2.81,0.1499999999999999,0.08000000000000007,2.758,2.85,2.64,0.20999999999999996,0.09999999999999964,2.86,2.92,2.77,0.1499999999999999,0.1200000000000001,590627,1070705,422217,648488,-18109
2016-04-03,2.744,2.89,2.68,0.20999999999999996,-0.20999999999999996,2.794,2.91,2.75,0.16000000000000014,-0.15000000000000036,2.636,2.77,2.52,0.25,-0.16999999999999993,2.682,2.78,2.55,0.22999999999999998,-0.11999999999999966,842628,2069507,390761,1678746,229661
2016-04-10,2.886,3.05,2.7,0.34999999999999964,0.34999999999999964,3.012,3.16,2.9,0.26000000000000023,0.26000000000000023,2.872,3.05,2.7,0.34999999999999964,0.34999999999999964,2.966,3.14,2.83,0.31000000000000005,0.31000000000000005,697241,1286161,459808,826353,-128088
2016-04-17,3.24,3.37,3.12,0.25,0.25,3.328,3.51,3.25,0.2599999999999998,0.2599999999999998,3.206,3.34,3.11,0.22999999999999998,0.22999999999999998,3.284,3.46,3.19,0.27,0.27,652674,981156,478120,503036,395649
2016-04-24,3.718,3.93,3.46,0.4700000000000002,0.4700000000000002,3.828,3.99,3.55,0.4400000000000004,0.4400000000000004,3.634,3.83,3.38,0.4500000000000002,0.4500000000000002,3.778,3.9,3.53,0.3700000000000001,0.3700000000000001,923081,1185623,673074,512549,389169
2016-05-01,3.74,3.94,3.6,0.33999999999999986,-0.31999999999999984,3.822,3.94,3.72,0.21999999999999975,-0.21999999999999975,3.618,3.8,3.56,0.23999999999999977,-0.19999999999999973,3.71,3.93,3.58,0.3500000000000001,-0.20999999999999996,718695,845875,543657,302218,-199224
2016-05-08,3.75,3.84,3.67,0.16999999999999993,-0.08000000000000007,3.82,3.88,3.75,0.1299999999999999,0.040000000000000036,3.638,3.75,3.55,0.20000000000000018,0.03000000000000025,3.714,3.84,3.6,0.23999999999999977,-0.06000000000000005,529602,707688,341924,365764,-280554
2016-05-15,3.818,4.1,3.6,0.49999999999999956,0.49999999999999956,4.004,4.19,3.8,0.39000000000000057,0.3799999999999999,3.778,4.06,3.6,0.4599999999999995,0.4599999999999995,3.942,4.15,3.73,0.4200000000000004,0.35000000000000053,777035,1127287,560610,566677,-6208
2016-05-22,4.234,4.31,4.19,0.11999999999999922,0.019999999999999574,4.292,4.35,4.2,0.14999999999999947,0.08000000000000007,4.13,4.2,4.05,0.15000000000000036,0.04999999999999982,4.218,4.27,4.15,0.11999999999999922,-0.02999999999999936,545383,795669,413021,382648,331378
2016-05-29,4.2325,4.35,4.14,0.20999999999999996,0.11000000000000032,4.3525,4.4,4.3,0.10000000000000053,-0.040000000000000036,4.14,4.26,4.06,0.20000000000000018,-0.08000000000000007,4.29,4.38,4.21,0.16999999999999993,0.03000000000000025,739785,1088480,470692,617788,-485915
2016-06-05,4.388,4.48,4.24,0.2400000000000002,0.10999999999999943,4.486,4.62,4.36,0.2599999999999998,-0.08999999999999986,4.328,4.45,4.23,0.21999999999999975,0.03999999999999915,4.436,4.5,4.33,0.16999999999999993,-0.11000000000000032,676352,921499,540329,381170,-2262
2016-06-12,4.136,4.33,4.0,0.33000000000000007,-0.2999999999999998,4.2139999999999995,4.37,4.01,0.3600000000000003,-0.1900000000000004,4.03,4.22,3.88,0.33999999999999986,-0.1899999999999995,4.09,4.27,4.0,0.2699999999999996,-0.1999999999999993,969832,1752464,630218,1122246,972113
2016-06-19,4.1419999999999995,4.33,4.01,0.3200000000000003,-0.009999999999999787,4.284,4.44,4.2,0.2400000000000002,-0.07000000000000028,4.098,4.3,3.99,0.3099999999999996,-0.02999999999999936,4.21,4.41,4.13,0.28000000000000025,0.0,728212,1586416,335509,1250907,859037
2016-06-26,3.932,4.1,3.67,0.4299999999999997,-0.13999999999999968,4.042,4.27,3.83,0.4399999999999995,0.16999999999999993,3.756,3.94,3.59,0.3500000000000001,0.3500000000000001,3.88,4.13,3.6,0.5299999999999998,0.5299999999999998,1032168,1557729,498851,1058878,36858
2016-07-03,4.035,4.15,3.91,0.2400000000000002,0.0600000000000005,4.12,4.26,4.03,0.22999999999999954,0.16999999999999993,3.9225,4.13,3.82,0.31000000000000005,0.2999999999999998,4.01,4.17,3.92,0.25,0.21999999999999975,498074,679857,285276,394581,108669
2016-07-10,4.394,4.54,4.25,0.29000000000000004,0.29000000000000004,4.438,4.55,4.3,0.25,0.25,4.31,4.43,4.2,0.22999999999999954,0.16999999999999993,4.386,4.5,4.28,0.21999999999999975,0.21999999999999975,543110,889620,286307,603313,-234846
2016-07-17,4.492,4.54,4.43,0.11000000000000032,-0.10000000000000053,4.598,4.73,4.54,0.1900000000000004,0.15000000000000036,4.418,4.47,4.34,0.1299999999999999,-0.04999999999999982,4.526,4.69,4.45,0.2400000000000002,0.15000000000000036,329585,467020,218574,248446,208344
2016-07-24,4.646,4.75,4.56,0.1900000000000004,-0.020000000000000462,4.71,4.75,4.66,0.08999999999999986,-0.04999999999999982,4.564,4.62,4.49,0.1299999999999999,-0.0699999999999994,4.664,4.75,4.59,0.16000000000000014,-0.07000000000000028,406825,492245,298806,193439,150761
2016-07-31,4.464,4.58,4.32,0.2599999999999998,-0.09999999999999964,4.5840000000000005,4.7,4.49,0.20999999999999996,0.040000000000000036,4.394,4.52,4.28,0.23999999999999932,-0.07999999999999918,4.4639999999999995,4.59,4.35,0.2400000000000002,0.04999999999999982,548117,798698,382444,416254,49649
2016-08-07,4.4719999999999995,4.6,4.31,0.29000000000000004,-0.22000000000000064,4.556,4.68,4.41,0.2699999999999996,-0.2599999999999998,4.386,4.53,4.28,0.25,-0.15000000000000036,4.448,4.62,4.33,0.29000000000000004,-0.2400000000000002,749610,1448516,396846,1051670,248587
2016-08-14,4.524,4.61,4.32,0.29000000000000004,0.29000000000000004,4.644,4.67,4.56,0.11000000000000032,0.10000000000000053,4.49,4.56,4.28,0.27999999999999936,0.27999999999999936,4.604,4.65,4.56,0.09000000000000075,0.09000000000000075,587737,787256,417625,369631,157037
2016-08-21,4.716,4.86,4.63,0.23000000000000043,0.23000000000000043,4.788,4.88,4.71,0.16999999999999993,0.16999999999999993,4.642,4.73,4.55,0.1800000000000006,0.1800000000000006,4.76,4.87,4.69,0.17999999999999972,0.16000000000000014,350758,454379,243840,210539,210539
2016-08-28,4.918,4.95,4.87,0.08000000000000007,-0.03000000000000025,4.998,5.01,4.98,0.02999999999999936,-0.009999999999999787,4.832,4.88,4.77,0.11000000000000032,-0.0600000000000005,4.928,5.0,4.83,0.16999999999999993,0.019999999999999574,466764,699378,247020,452358,-237004
2016-09-04,4.85,5.0,4.77,0.23000000000000043,-0.16000000000000014,4.925,5.0,4.87,0.1299999999999999,-0.09999999999999964,4.73,4.79,4.65,0.13999999999999968,0.08000000000000007,4.795,4.87,4.75,0.1200000000000001,-0.019999999999999574,471914,529386,368371,161015,-57279
2016-09-11,4.6339999999999995,4.71,4.56,0.15000000000000036,-0.08999999999999986,4.72,4.79,4.68,0.11000000000000032,-0.08999999999999986,4.536,4.6,4.51,0.08999999999999986,-0.05999999999999961,4.66,4.79,4.58,0.20999999999999996,-0.09999999999999964,601909,1346135,388660,957475,931374
2016-09-18,4.84,4.93,4.74,0.1899999999999995,0.1899999999999995,4.922,5.02,4.83,0.1899999999999995,0.15999999999999925,4.778,4.88,4.68,0.20000000000000018,0.20000000000000018,4.87,5.01,4.72,0.29000000000000004,0.2400000000000002,376066,488207,292385,195822,64201
2016-09-25,4.984,5.15,4.84,0.3100000000000005,0.15000000000000036,5.112,5.26,4.96,0.2999999999999998,0.2999999999999998,4.904,4.99,4.79,0.20000000000000018,0.16000000000000014,5.046,5.2,4.87,0.33000000000000007,0.33000000000000007,590260,938176,432040,506136,493835
2016-10-02,5.26,5.43,5.13,0.2999999999999998,0.29000000000000004,5.384,5.49,5.22,0.27000000000000046,0.20999999999999996,5.192,5.34,5.08,0.2599999999999998,0.1299999999999999,5.284,5.44,5.14,0.3000000000000007,0.15000000000000036,626317,817654,467221,350433,142604
2016-10-09,5.324,5.42,5.24,0.17999999999999972,-0.05999999999999961,5.384,5.45,5.32,0.1299999999999999,-0.1200000000000001,5.218,5.34,5.06,0.28000000000000025,-0.16000000000000014,5.298,5.42,5.17,0.25,-0.1299999999999999,358660,484406,260224,224182,621
