Date,GEF_stock_Open_average,GEF_stock_Open_max,GEF_stock_Open_min,GEF_stock_Open_volatility,GEF_stock_Open_change,GEF_stock_High_average,GEF_stock_High_max,GEF_stock_High_min,GEF_stock_High_volatility,GEF_stock_High_change,GEF_stock_Low_average,GEF_stock_Low_max,GEF_stock_Low_min,GEF_stock_Low_volatility,GEF_stock_Low_change,GEF_stock_Close_average,GEF_stock_Close_max,GEF_stock_Close_min,GEF_stock_Close_volatility,GEF_stock_Close_change,GEF_stock_Volume_average,GEF_stock_Volume_max,GEF_stock_Volume_min,GEF_stock_Volume_volatility,GEF_stock_Volume_change
2016-01-03,30.396,31.34,29.88,1.4600000000000009,-0.3200000000000003,30.84,31.5,30.3,1.1999999999999993,-0.9399999999999977,29.951999999999998,30.54,29.08,1.4600000000000009,-0.9500000000000028,30.39,31.2,29.27,1.9299999999999997,-1.9299999999999997,283496,338545,228868,109677,-58617
2016-01-10,28.422,29.55,27.09,2.460000000000001,-2.3200000000000003,28.898,29.8,28.08,1.7200000000000024,-1.490000000000002,27.364,28.79,26.24,2.5500000000000007,-2.5500000000000007,27.882,29.26,26.52,2.740000000000002,-2.740000000000002,251689,303287,176671,126616,9396
2016-01-17,26.45,26.94,25.88,1.0600000000000023,0.3100000000000023,27.205,27.87,26.66,1.2100000000000009,0.9800000000000004,25.81,26.4,24.78,1.6199999999999974,0.5199999999999996,26.5625,27.02,26.32,0.6999999999999993,0.6499999999999986,270950,289709,236176,53533,-35879
2016-01-24,25.616,26.62,25.0,1.620000000000001,-1.620000000000001,26.148,26.62,25.82,0.8000000000000007,-0.16000000000000014,25.0,25.26,24.83,0.43000000000000327,0.129999999999999,25.438,26.43,24.92,1.509999999999998,1.509999999999998,314384,428205,233191,195014,-163389
2016-01-31,25.534,26.07,24.91,1.1600000000000001,-0.1999999999999993,26.054000000000002,26.87,25.19,1.6799999999999997,-0.1999999999999993,24.964000000000002,25.53,24.05,1.4800000000000004,0.010000000000001563,25.46,26.0,24.64,1.3599999999999994,-0.0799999999999983,230231,258852,201346,57506,-33397
2016-02-07,25.088,25.89,24.51,1.379999999999999,-0.5499999999999972,25.612,26.16,24.97,1.1900000000000013,-0.5600000000000023,24.524,25.18,24.1,1.0799999999999983,-0.240000000000002,25.132,25.89,24.31,1.5800000000000018,-0.9000000000000021,246650,324983,206099,118884,59602
2016-02-14,25.4675,26.03,24.79,1.240000000000002,0.3200000000000003,26.1475,26.86,25.17,1.6899999999999977,-1.6899999999999977,24.7575,25.78,23.88,1.9000000000000021,-0.38000000000000256,25.240000000000002,26.05,24.0,2.0500000000000007,-1.7699999999999996,362412,563097,258138,304959,-252682
2016-02-21,25.11,26.28,24.15,2.1300000000000026,1.9200000000000017,26.038,27.1,25.35,1.75,1.75,24.810000000000002,25.94,24.05,1.8900000000000006,1.8900000000000006,25.476,26.07,24.26,1.8099999999999987,1.7099999999999973,423251,668948,294198,374750,-181977
2016-02-28,26.55,27.51,25.62,1.8900000000000006,1.5300000000000011,27.226,28.07,26.68,1.3900000000000006,1.3900000000000006,25.998,27.04,25.37,1.6699999999999982,1.6699999999999982,26.810000000000002,27.72,25.51,2.2099999999999973,1.2099999999999973,393250,477085,292374,184711,-41548
2016-03-06,28.62,29.3,27.73,1.5700000000000003,0.5199999999999996,29.268,30.33,28.35,1.9799999999999969,-0.8099999999999987,27.998,28.61,27.42,1.1899999999999977,0.5599999999999987,28.742,29.47,27.66,1.8099999999999987,-0.129999999999999,598222,1019595,369535,650060,-576012
2016-03-13,28.451999999999998,30.73,26.51,4.219999999999999,1.6900000000000013,29.754,31.62,28.0,3.620000000000001,2.3599999999999994,27.688,30.33,25.79,4.539999999999999,3.9899999999999984,28.862000000000002,30.69,26.71,3.9800000000000004,3.960000000000001,1827193,5235325,534032,4701293,3447158
