Date,Direxion Daily Financial Bull 3X Shares_etf_Open_average,Direxion Daily Financial Bull 3X Shares_etf_Open_max,Direxion Daily Financial Bull 3X Shares_etf_Open_min,Direxion Daily Financial Bull 3X Shares_etf_Open_volatility,Direxion Daily Financial Bull 3X Shares_etf_Open_change,Direxion Daily Financial Bull 3X Shares_etf_High_average,Direxion Daily Financial Bull 3X Shares_etf_High_max,Direxion Daily Financial Bull 3X Shares_etf_High_min,Direxion Daily Financial Bull 3X Shares_etf_High_volatility,Direxion Daily Financial Bull 3X Shares_etf_High_change,Direxion Daily Financial Bull 3X Shares_etf_Low_average,Direxion Daily Financial Bull 3X Shares_etf_Low_max,Direxion Daily Financial Bull 3X Shares_etf_Low_min,Direxion Daily Financial Bull 3X Shares_etf_Low_volatility,Direxion Daily Financial Bull 3X Shares_etf_Low_change,Direxion Daily Financial Bull 3X Shares_etf_Close_average,Direxion Daily Financial Bull 3X Shares_etf_Close_max,Direxion Daily Financial Bull 3X Shares_etf_Close_min,Direxion Daily Financial Bull 3X Shares_etf_Close_volatility,Direxion Daily Financial Bull 3X Shares_etf_Close_change
2016-04-17,27.0,27.0,27.0,0.0,0.0,27.76,27.76,27.76,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2016-04-24,26.89,26.89,26.89,0.0,0.0,27.12,27.12,27.12,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2016-05-01,25.52,25.52,25.52,0.0,0.0,26.51,26.51,26.51,0.0,0.0,25.5,25.5,25.5,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2016-05-08,26.65,26.65,26.65,0.0,0.0,26.91,26.91,26.91,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2016-05-15,26.5,26.5,26.5,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2016-05-22,28.15,28.15,28.15,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2016-05-29,27.68,27.68,27.68,0.0,0.0,27.99,27.99,27.99,0.0,0.0,26.94,26.94,26.94,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2016-06-05,26.92,26.92,26.92,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2016-06-12,25.47,25.47,25.47,0.0,0.0,25.51,25.51,25.51,0.0,0.0,24.87,24.87,24.87,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2016-06-19,23.35,23.35,23.35,0.0,0.0,25.01,25.01,25.01,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2016-06-26,25.22,25.22,25.22,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2016-07-03,25.31,25.31,25.31,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2016-07-10,28.21,28.21,28.21,0.0,0.0,28.27,28.27,28.27,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2016-07-17,28.04,28.04,28.04,0.0,0.0,28.49,28.49,28.49,0.0,0.0,27.91,27.91,27.91,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2016-07-24,28.26,28.26,28.26,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2016-07-31,28.65,28.65,28.65,0.0,0.0,29.45,29.45,29.45,0.0,0.0,28.53,28.53,28.53,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2016-08-07,28.71,28.71,28.71,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2016-08-14,29.05,29.05,29.05,0.0,0.0,29.22,29.22,29.22,0.0,0.0,28.72,28.72,28.72,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2016-08-21,29.72,29.72,29.72,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2016-08-28,30.85,30.85,30.85,0.0,0.0,31.4,31.4,31.4,0.0,0.0,30.77,30.77,30.77,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2016-09-04,30.83,30.83,30.83,0.0,0.0,30.83,30.83,30.83,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2016-09-11,28.66,28.66,28.66,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2016-09-18,29.86,29.86,29.86,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2016-09-25,28.92,28.92,28.92,0.0,0.0,29.53,29.53,29.53,0.0,0.0,28.61,28.61,28.61,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2016-10-02,29.2,29.2,29.2,0.0,0.0,29.44,29.44,29.44,0.0,0.0,28.59,28.59,28.59,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2016-10-09,29.18,29.18,29.18,0.0,0.0,29.31,29.31,29.31,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2016-10-16,28.93,28.93,28.93,0.0,0.0,29.47,29.47,29.47,0.0,0.0,28.76,28.76,28.76,0.0,0.0,29.43,29.43,29.43,0.0,0.0
2016-10-23,29.43,29.43,29.43,0.0,0.0,29.68,29.68,29.68,0.0,0.0,28.63,28.63,28.63,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2016-10-30,27.84,27.84,27.84,0.0,0.0,28.27,28.27,28.27,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2016-11-06,33.24,33.24,33.24,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2016-11-13,35.95,35.95,35.95,0.0,0.0,36.12,36.12,36.12,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2016-11-20,37.04,37.04,37.04,0.0,0.0,37.18,37.18,37.18,0.0,0.0,36.88,36.88,36.88,0.0,0.0,37.18,37.18,37.18,0.0,0.0
2016-11-27,37.31,37.31,37.31,0.0,0.0,37.59,37.59,37.59,0.0,0.0,36.89,36.89,36.89,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2016-12-04,42.28,42.28,42.28,0.0,0.0,42.42,42.42,42.42,0.0,0.0,41.68,41.68,41.68,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2016-12-11,41.96,41.96,41.96,0.0,0.0,42.04,42.04,42.04,0.0,0.0,40.89,40.89,40.89,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2016-12-18,41.59,41.59,41.59,0.0,0.0,41.89,41.89,41.89,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2016-12-25,40.71,40.71,40.71,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2017-01-01,42.96,42.96,42.96,0.0,0.0,43.48,43.48,43.48,0.0,0.0,42.49,42.49,42.49,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2017-01-08,42.5,42.5,42.5,0.0,0.0,43.48,43.48,43.48,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.44,42.44,42.44,0.0,0.0
2017-01-15,41.0,41.0,41.0,0.0,0.0,41.37,41.37,41.37,0.0,0.0,40.71,40.71,40.71,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2017-01-22,43.38,43.38,43.38,0.0,0.0,43.41,43.41,43.41,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2017-01-29,42.68,42.68,42.68,0.0,0.0,43.44,43.44,43.44,0.0,0.0,42.38,42.38,42.38,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2017-02-05,43.95,43.95,43.95,0.0,0.0,44.26,44.26,44.26,0.0,0.0,43.55,43.55,43.55,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2017-02-12,46.46,46.46,46.46,0.0,0.0,47.04,47.04,47.04,0.0,0.0,46.11,46.11,46.11,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2017-02-19,47.03,47.03,47.03,0.0,0.0,47.68,47.68,47.68,0.0,0.0,46.98,46.98,46.98,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2017-02-26,49.18,49.18,49.18,0.0,0.0,49.55,49.55,49.55,0.0,0.0,48.75,48.75,48.75,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2017-03-05,48.48,48.48,48.48,0.0,0.0,48.51,48.51,48.51,0.0,0.0,46.81,46.81,46.81,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2017-03-12,48.38,48.38,48.38,0.0,0.0,48.44,48.44,48.44,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.32,47.32,47.32,0.0,0.0
2017-03-19,43.89,43.89,43.89,0.0,0.0,44.22,44.22,44.22,0.0,0.0,42.69,42.69,42.69,0.0,0.0,43.45,43.45,43.45,0.0,0.0
2017-03-26,44.78,44.78,44.78,0.0,0.0,45.11,45.11,45.11,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2017-04-02,43.4,43.4,43.4,0.0,0.0,44.31,44.31,44.31,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2017-04-09,42.35,42.35,42.35,0.0,0.0,43.2,43.2,43.2,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2017-04-16,43.89,43.89,43.89,0.0,0.0,44.06,44.06,44.06,0.0,0.0,42.92,42.92,42.92,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2017-04-23,45.25,45.25,45.25,0.0,0.0,45.32,45.32,45.32,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2017-04-30,45.47,45.47,45.47,0.0,0.0,45.49,45.49,45.49,0.0,0.0,44.69,44.69,44.69,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2017-05-07,43.71,43.71,43.71,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2017-05-14,42.31,42.31,42.31,0.0,0.0,43.5,43.5,43.5,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2017-05-21,44.53,44.53,44.53,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.7,44.7,44.7,0.0,0.0
2017-05-28,44.06,44.06,44.06,0.0,0.0,44.94,44.94,44.94,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.51,44.51,44.51,0.0,0.0
2017-06-04,46.35,46.35,46.35,0.0,0.0,47.6,47.6,47.6,0.0,0.0,46.23,46.23,46.23,0.0,0.0,47.51,47.51,47.51,0.0,0.0
2017-06-11,48.53,48.53,48.53,0.0,0.0,48.53,48.53,48.53,0.0,0.0,47.89,47.89,47.89,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2017-06-18,47.34,47.34,47.34,0.0,0.0,47.39,47.39,47.39,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.67,46.67,46.67,0.0,0.0
2017-06-25,50.2,50.2,50.2,0.0,0.0,50.25,50.25,50.25,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2017-07-02,50.16,50.16,50.16,0.0,0.0,50.67,50.67,50.67,0.0,0.0,49.64,49.64,49.64,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2017-07-09,49.97,49.97,49.97,0.0,0.0,51.13,51.13,51.13,0.0,0.0,49.36,49.36,49.36,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2017-07-16,50.55,50.55,50.55,0.0,0.0,51.27,51.27,51.27,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2017-07-23,51.38,51.38,51.38,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2017-07-30,53.5,53.5,53.5,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.39,53.39,53.39,0.0,0.0
2017-08-06,50.49,50.49,50.49,0.0,0.0,50.62,50.62,50.62,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2017-08-13,49.3,49.3,49.3,0.0,0.0,50.25,50.25,50.25,0.0,0.0,48.88,48.88,48.88,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2017-08-20,50.97,50.97,50.97,0.0,0.0,51.42,51.42,51.42,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2017-08-27,51.0,51.0,51.0,0.0,0.0,51.78,51.78,51.78,0.0,0.0,50.85,50.85,50.85,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2017-09-03,47.42,47.42,47.42,0.0,0.0,48.85,48.85,48.85,0.0,0.0,47.26,47.26,47.26,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2017-09-10,51.05,51.05,51.05,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.66,51.66,51.66,0.0,0.0
2017-09-17,53.76,53.76,53.76,0.0,0.0,54.16,54.16,54.16,0.0,0.0,53.54,53.54,53.54,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2017-09-24,55.28,55.28,55.28,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.19,55.19,55.19,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2017-10-01,59.0,59.0,59.0,0.0,0.0,59.24,59.24,59.24,0.0,0.0,57.93,57.93,57.93,0.0,0.0,58.65,58.65,58.65,0.0,0.0
2017-10-08,58.1,58.1,58.1,0.0,0.0,58.94,58.94,58.94,0.0,0.0,57.43,57.43,57.43,0.0,0.0,58.45,58.45,58.45,0.0,0.0
2017-10-15,60.39,60.39,60.39,0.0,0.0,60.5,60.5,60.5,0.0,0.0,59.98,59.98,59.98,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2017-10-22,60.74,60.74,60.74,0.0,0.0,61.17,61.17,61.17,0.0,0.0,59.81,59.81,59.81,0.0,0.0,61.02,61.02,61.02,0.0,0.0
2017-10-29,61.51,61.51,61.51,0.0,0.0,61.62,61.62,61.62,0.0,0.0,60.85,60.85,60.85,0.0,0.0,61.48,61.48,61.48,0.0,0.0
2017-11-05,59.54,59.54,59.54,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.05,59.05,59.05,0.0,0.0,59.24,59.24,59.24,0.0,0.0
2017-11-12,59.48,59.48,59.48,0.0,0.0,59.74,59.74,59.74,0.0,0.0,58.99,58.99,58.99,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2017-11-19,60.61,60.61,60.61,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.26,60.26,60.26,0.0,0.0
2017-11-26,66.06,66.06,66.06,0.0,0.0,66.8,66.8,66.8,0.0,0.0,62.3,62.3,62.3,0.0,0.0,66.15,66.15,66.15,0.0,0.0
2017-12-03,67.75,67.75,67.75,0.0,0.0,67.95,67.95,67.95,0.0,0.0,66.84,66.84,66.84,0.0,0.0,67.94,67.94,67.94,0.0,0.0
2017-12-10,67.45,67.45,67.45,0.0,0.0,69.15,69.15,69.15,0.0,0.0,67.16,67.16,67.16,0.0,0.0,68.36,68.36,68.36,0.0,0.0
2017-12-17,68.89,68.89,68.89,0.0,0.0,68.91,68.91,68.91,0.0,0.0,67.5,67.5,67.5,0.0,0.0,68.38,68.38,68.38,0.0,0.0
2017-12-24,69.55,69.55,69.55,0.0,0.0,69.7,69.7,69.7,0.0,0.0,68.25,68.25,68.25,0.0,0.0,68.38,68.38,68.38,0.0,0.0
2017-12-31,70.74,70.74,70.74,0.0,0.0,71.03,71.03,71.03,0.0,0.0,69.8,69.8,69.8,0.0,0.0,70.94,70.94,70.94,0.0,0.0
