Date,USAU_stock_Open_average,USAU_stock_Open_max,USAU_stock_Open_min,USAU_stock_Open_volatility,USAU_stock_Open_change,USAU_stock_High_average,USAU_stock_High_max,USAU_stock_High_min,USAU_stock_High_volatility,USAU_stock_High_change,USAU_stock_Low_average,USAU_stock_Low_max,USAU_stock_Low_min,USAU_stock_Low_volatility,USAU_stock_Low_change,USAU_stock_Close_average,USAU_stock_Close_max,USAU_stock_Close_min,USAU_stock_Close_volatility,USAU_stock_Close_change,USAU_stock_Volume_average,USAU_stock_Volume_max,USAU_stock_Volume_min,USAU_stock_Volume_volatility,USAU_stock_Volume_change
2016-03-13,9.5376,10.44,8.496,1.943999999999999,-1.4399999999999995,9.86472,10.8,8.976,1.8239999999999998,-1.4675999999999991,9.048,10.44,7.92,2.5199999999999996,-1.5599999999999987,9.517199999999999,10.4676,8.7888,1.678799999999999,-1.4687999999999999,1036,2609,317,2292,415
2016-03-20,6.6694,8.88,0.73,8.15,-0.571200000000001,6.6994,9.0,0.73,8.27,-0.6912000000000003,6.6094,8.7588,0.73,8.0288,-0.3312000000000008,6.6094,8.7588,0.73,8.0288,-0.3312000000000008,139,368,12,356,-356
2016-03-27,8.616719999999999,8.76,8.2968,0.4632000000000005,-0.21000000000000085,8.64,8.832,8.2968,0.5352000000000015,-0.23040000000000127,8.35536,8.76,7.92,0.8399999999999999,-0.2411999999999992,8.50224,8.76,7.92,0.8399999999999999,-0.6072000000000006,248,533,25,508,180
2016-04-03,8.01144,8.28,7.92,0.35999999999999943,0.0011999999999998678,8.27904,8.52,7.92,0.5999999999999996,-0.004799999999999471,7.99224,8.28,7.92,0.35999999999999943,0.0011999999999998678,8.27904,8.52,7.92,0.5999999999999996,-0.004799999999999471,340,676,13,663,141
2016-04-10,7.8612,8.2548,7.4639999999999995,0.7908,0.39479999999999915,8.16312,8.28,7.9824,0.2975999999999992,0.0036000000000004917,7.49208,7.5672,7.4639999999999995,0.10320000000000018,0.037200000000000344,7.8924,8.2308,7.5012,0.7296000000000005,-0.7296000000000005,764,1350,102,1248,281
2016-04-17,7.14144,7.5504,6.9528,0.5975999999999999,-0.5903999999999998,7.2237599999999995,7.8,6.96,0.8399999999999999,-0.8364000000000003,6.86256,7.08,6.6,0.4800000000000004,-0.3600000000000003,6.996,7.2,6.9024,0.2976000000000001,-0.24120000000000008,1582,3342,271,3071,1693
2016-04-24,6.9936,7.2012,6.72,0.4812000000000003,-0.12480000000000047,7.2144,7.4388,7.056,0.3827999999999996,0.2375999999999996,6.87768,7.08,6.72,0.3600000000000003,0.35639999999999983,7.0152,7.4388,6.72,0.7187999999999999,0.7187999999999999,895,1840,241,1599,697
2016-05-01,7.24632,7.8588,6.72,1.1387999999999998,0.41279999999999983,7.48632,7.92,6.72,1.2000000000000002,-0.6672000000000002,6.80472,7.1328,6.36,0.7727999999999993,0.7727999999999993,7.16256,7.68,6.72,0.96,-0.06720000000000059,1562,4478,15,4463,-4456
2016-05-08,7.60776,7.92,7.1988,0.7211999999999996,0.3611999999999993,7.83888,7.92,7.7544,0.16559999999999953,0.1200000000000001,7.3344,7.68,6.72,0.96,0.4079999999999995,7.65288,7.8,7.56,0.2400000000000002,-0.23879999999999946,1397,2769,305,2464,-2412
2016-05-15,8.21688,9.0,7.08,1.92,1.92,8.6784,9.0,8.28,0.7200000000000006,0.5999999999999996,8.04624,8.76,7.08,1.6799999999999997,1.6799999999999997,8.49312,8.856,7.6896,1.1663999999999994,0.35999999999999943,1608,3164,610,2554,-1899
2016-05-22,8.952,9.0,8.76,0.2400000000000002,0.2400000000000002,8.96424,9.06,8.7612,0.29879999999999995,0.29879999999999995,8.75424,8.88,8.6112,0.2688000000000006,0.2688000000000006,8.83776,8.8944,8.76,0.1343999999999994,0.1343999999999994,660,2012,157,1855,-1708
2016-05-29,8.895,9.12,8.82,0.29999999999999893,0.0,9.2733,9.72,8.892000000000001,0.8279999999999994,0.22919999999999874,8.82,8.82,8.82,0.0,0.0,9.1233,9.66,8.8212,0.8388000000000009,0.29879999999999995,1421,2006,876,1130,-89
2016-06-05,10.2912,11.748,9.24,2.507999999999999,1.799999999999999,12.2112,16.08,9.4344,6.645599999999998,1.9271999999999991,9.7416,10.56,9.06,1.5,0.8039999999999985,10.38,11.4,9.06,2.34,1.5,18468,77410,1100,76310,1501
2016-06-12,11.5728,15.6,9.636000000000001,5.963999999999999,0.13200000000000145,14.43312,20.28,10.6056,9.6744,-7.920000000000002,10.1832,11.4,9.36,2.040000000000001,0.8399999999999999,11.97696,16.8,10.08,6.720000000000001,-5.760000000000002,157516,266181,30053,236128,-47136
2016-06-19,9.7152,11.64,8.04,3.6000000000000014,-2.6400000000000006,10.3104,12.96,8.7,4.260000000000002,-3.3000000000000007,8.55168,9.132,7.92,1.2119999999999997,-0.8255999999999997,8.90232,9.8196,8.292,1.5275999999999996,-1.0595999999999997,98680,255284,21187,234097,-123550
2016-06-26,8.00928,9.36,7.3464,2.0135999999999994,-1.6199999999999992,8.18376,9.36,7.7988,1.5611999999999995,-1.5611999999999995,6.96984,7.2012,6.528,0.6732000000000005,-0.3600000000000003,7.31088,7.68,6.996,0.6839999999999993,-0.26639999999999997,33104,47012,19445,27567,-12538
2016-07-03,7.0587,7.5348,6.12,1.4147999999999996,-1.4147999999999996,7.2425999999999995,7.92,6.24,1.6799999999999997,-1.3103999999999996,6.33,6.96,5.16,1.7999999999999998,-1.7999999999999998,6.5496,7.1988,5.64,1.5588000000000006,-1.5588000000000006,51905,72584,15363,57221,57221
2016-07-10,5.704,6.36,4.92,1.4400000000000004,1.08,6.6558399999999995,7.56,5.9996,1.5603999999999996,0.3603999999999994,5.4239999999999995,6.0,4.4,1.5999999999999996,1.5999999999999996,5.896,6.24,5.6,0.6400000000000006,0.2400000000000002,151279,503609,19101,484508,338236
2016-07-17,6.488,6.92,6.2,0.7199999999999998,-0.08000000000000007,6.83112,7.1596,6.56,0.5996000000000006,-0.3996000000000004,6.0968,6.2,6.0,0.20000000000000018,-0.043999999999999595,6.456,6.72,6.24,0.47999999999999954,-0.47999999999999954,105194,235431,42017,193414,-121606
2016-07-24,7.24,8.6,6.44,2.1599999999999993,0.8399999999999999,8.312,9.72,6.8,2.920000000000001,0.7999999999999998,6.592,7.2,6.12,1.08,0.3600000000000003,7.32,8.76,6.6,2.16,0.6000000000000005,491710,1220768,76033,1144735,51953
2016-07-31,6.28,7.08,5.4,1.6799999999999997,-0.9199999999999999,6.542,7.24,5.867999999999999,1.3720000000000008,-0.8840000000000003,5.64104,6.44,5.0452,1.3948,-0.6000000000000005,5.976,6.48,5.44,1.04,-0.3200000000000003,134785,230405,73560,156845,-14068
2016-08-07,5.952,6.2,5.72,0.4800000000000004,-0.16000000000000014,6.096,6.2,5.88,0.3200000000000003,-0.20000000000000018,5.68304,5.8404,5.4548,0.38560000000000016,-0.16000000000000014,5.944,6.2,5.76,0.4400000000000004,-0.3600000000000003,31563,55008,16538,38470,-38470
2016-08-14,6.152,6.44,5.92,0.5200000000000005,0.16000000000000014,6.34032,6.6,6.096,0.5039999999999996,-0.18400000000000016,5.968,6.16,5.8,0.3600000000000003,-0.08000000000000007,6.164,6.38,5.96,0.41999999999999993,-0.16000000000000014,40546,69339,23547,45792,-7103
2016-08-21,5.7256,5.96,5.6,0.3600000000000003,-0.2920000000000007,5.83184,5.96,5.6796,0.2804000000000002,-0.20040000000000013,5.54408,5.64,5.48,0.15999999999999925,0.11999999999999922,5.6913599999999995,5.7596,5.6,0.1596000000000002,0.03960000000000008,24432,45669,7585,38084,-38084
2016-08-28,5.79192,5.88,5.64,0.2400000000000002,-0.1200000000000001,5.85576,6.0,5.7596,0.24040000000000017,-0.04039999999999999,5.60272,5.6404,5.5332,0.10719999999999974,-0.040000000000000036,5.728,5.92,5.6,0.3200000000000003,-0.08000000000000007,16778,29801,5472,24329,-12080
2016-09-04,5.6671,5.68,5.64,0.040000000000000036,-0.040000000000000036,5.7691,5.84,5.68,0.16000000000000014,-0.16000000000000014,5.5401,5.6404,5.48,0.1603999999999992,-0.1603999999999992,5.58,5.68,5.48,0.1999999999999993,-0.1999999999999993,20144,25726,14414,11312,-11312
2016-09-11,5.24,5.56,4.8,0.7599999999999998,-0.7599999999999998,5.424,5.6,5.04,0.5599999999999996,-0.5599999999999996,5.01208,5.32,4.44,0.8799999999999999,-0.4603999999999999,5.19456,5.48,4.76,0.7200000000000006,-0.33279999999999976,33039,98738,8812,89926,-388
2016-09-18,5.08,5.28,4.96,0.3200000000000003,0.040000000000000036,5.216,5.36,5.12,0.2400000000000002,-0.040000000000000036,4.872,5.0,4.8,0.20000000000000018,-0.040000000000000036,5.00008,5.2,4.8404,0.35960000000000036,-0.28000000000000025,21738,42691,11694,30997,-2543
2016-09-25,4.87184,5.36,4.52,0.8400000000000007,0.40000000000000036,4.98992,5.44,4.72,0.7200000000000006,0.4800000000000004,4.68,4.84,4.52,0.3200000000000003,0.08000000000000007,4.78384,5.0396,4.64,0.3996000000000004,0.2796000000000003,25515,50062,14311,35751,28645
2016-10-02,4.712,5.16,4.48,0.6799999999999997,-0.5600000000000005,4.8568,5.16,4.604,0.556,-0.3200000000000003,4.5680000000000005,4.8,4.48,0.3199999999999994,-0.3199999999999994,4.616,4.8,4.48,0.3199999999999994,-0.28000000000000025,17202,22757,9388,13369,-11743
2016-10-09,4.60792,4.72,4.48,0.23999999999999932,0.08040000000000003,4.688,4.72,4.5996,0.12040000000000006,0.08079999999999998,4.44136,4.52,4.4,0.11999999999999922,0.0,4.592,4.68,4.48,0.1999999999999993,0.11999999999999922,19637,52734,3601,49133,8403
2016-10-16,4.416,4.8,4.16,0.6399999999999997,-0.35999999999999943,4.54976,4.8,4.4312,0.36880000000000024,-0.3199999999999994,4.1181600000000005,4.4,3.7508,0.6492000000000004,-0.3200000000000003,4.36,4.48,4.16,0.3200000000000003,0.040000000000000036,26639,40445,6450,33995,-20677
2016-10-23,4.255920000000001,4.4396,4.12,0.31960000000000033,0.03960000000000008,4.472,4.64,4.4,0.23999999999999932,0.0,4.136,4.24,4.04,0.20000000000000018,0.1200000000000001,4.27912,4.48,4.1556,0.3244000000000007,-0.040000000000000036,11236,18020,4686,13334,-8596
2016-10-30,4.1336,4.268,4.0,0.2679999999999998,-0.06799999999999962,4.184,4.28,4.08,0.20000000000000018,-0.08000000000000007,3.928,4.12,3.72,0.3999999999999999,-0.1200000000000001,4.06792,4.12,3.94,0.18000000000000016,-0.00039999999999995595,14744,34063,3212,30851,1058
2016-11-06,3.99152,4.1168,3.88,0.23679999999999968,-0.039200000000000124,4.0876,4.2,3.9612,0.23880000000000035,-0.15880000000000027,3.7556,3.88,3.68,0.19999999999999973,-0.1939999999999995,3.95832,4.0,3.8396,0.1604000000000001,-0.15120000000000022,7854,11054,4279,6775,1725
2016-11-13,3.7288,3.8,3.6,0.19999999999999973,-0.0040000000000000036,4.17576,5.28,3.84,1.4400000000000004,1.3200000000000003,3.48008,3.64,3.24,0.3999999999999999,0.0,3.80256,4.3536,3.6,0.7536,0.6736,89302,376167,12172,363995,358596
2016-11-20,4.16,4.32,4.0,0.3200000000000003,-0.3200000000000003,4.2485,4.48,4.12,0.3600000000000003,-0.3600000000000003,3.6719999999999997,3.964,3.284,0.6800000000000002,-0.16400000000000015,4.0001,4.24,3.8,0.4400000000000004,-0.23960000000000026,33965,58619,14578,44041,-41979
2016-11-27,4.744,5.56,4.08,1.4799999999999995,0.7599999999999998,5.38072,6.8436,4.4,2.4436,0.5,4.336,4.6,3.88,0.7199999999999998,0.5200000000000005,4.792,5.64,4.24,1.3999999999999995,0.47999999999999954,283998,1112920,33919,1079001,-16437
2016-12-04,4.904,5.32,4.44,0.8799999999999999,0.4800000000000004,5.4719999999999995,6.8,4.76,2.04,0.8399999999999999,4.78408,5.2004,4.4,0.8003999999999998,0.7199999999999998,5.032,5.52,4.4,1.1199999999999992,0.96,144466,501073,32438,468635,26963
2016-12-11,5.24,5.36,5.08,0.28000000000000025,-0.1200000000000001,5.4,5.56,5.28,0.27999999999999936,-0.15999999999999925,4.992,5.08,4.88,0.20000000000000018,-0.1200000000000001,5.2,5.28,5.04,0.2400000000000002,0.16000000000000014,33512,47644,27836,19808,-15377
2016-12-18,5.8,6.8,5.16,1.6399999999999997,0.8799999999999999,6.20792,6.88,5.36,1.5199999999999996,1.04,5.55248,5.92,5.132000000000001,0.7879999999999994,0.6679999999999993,5.99944,6.4772,5.36,1.1171999999999995,0.96,86485,197838,22632,175206,24328
2016-12-25,8.290000000000001,9.64,6.48,3.16,2.92,9.92,11.52,7.68,3.84,2.120000000000001,7.5584,8.4736,6.0,2.4735999999999994,2.4735999999999994,9.02,9.96,7.64,2.320000000000001,1.160000000000001,927131,2745893,146948,2598945,-198509
2017-01-01,7.25,8.52,6.48,2.039999999999999,-2.039999999999999,7.4477,8.5508,6.6,1.950800000000001,-1.950800000000001,6.25,6.44,5.72,0.7200000000000006,-0.6800000000000006,6.72,7.2,6.08,1.12,-0.8799999999999999,172755,304651,99197,205454,-143742
2017-01-08,6.112,6.24,6.04,0.20000000000000018,-0.040000000000000036,6.328,6.56,6.08,0.47999999999999954,-0.47999999999999954,5.87104,6.04,5.6,0.4400000000000004,-0.2400000000000002,6.03208,6.2404,5.68,0.5604000000000005,-0.40000000000000036,49482,77130,25973,51157,-24866
2017-01-15,5.93,6.2,5.64,0.5600000000000005,0.08000000000000007,6.2895,7.04,5.7904,1.2496,-0.2572000000000001,5.6011,5.8,5.2804,0.5195999999999996,-0.3235999999999999,5.84,6.28,5.56,0.7200000000000006,-0.2400000000000002,116108,280954,44827,236127,13206
2017-01-22,5.6008,5.88,5.44,0.4399999999999995,0.3600000000000003,5.8352,6.0,5.696000000000001,0.3039999999999994,0.18399999999999928,5.44008,5.56,5.2804,0.2795999999999994,0.2795999999999994,5.648,5.8,5.44,0.35999999999999943,0.27999999999999936,51688,120856,13845,107011,-28659
2017-01-29,5.808,6.04,5.64,0.40000000000000036,0.1200000000000001,5.96,6.04,5.92,0.1200000000000001,-0.08000000000000007,5.576,5.64,5.48,0.15999999999999925,0.15999999999999925,5.864,5.96,5.72,0.2400000000000002,-0.08000000000000007,21623,34047,10708,23339,-12430
2017-02-05,6.232,6.72,5.76,0.96,0.7999999999999998,6.90664,7.8,5.8932,1.9067999999999996,1.9067999999999996,5.928,6.24,5.68,0.5600000000000005,0.3200000000000003,6.376,6.92,5.76,1.1600000000000001,0.4400000000000004,132204,293918,7999,285919,285919
2017-02-12,6.1828,6.4,5.8,0.6000000000000005,-0.5200000000000005,6.34392,6.52,6.1996,0.32039999999999935,-0.3199999999999994,5.95032,6.18,5.7604,0.4196,-0.23960000000000026,6.12904,6.32,5.846,0.4740000000000002,-0.04079999999999995,28514,35860,23665,12195,-12195
2017-02-19,6.1417,6.32,5.92,0.40000000000000036,-0.28000000000000025,6.333600000000001,6.6692,6.0256,0.6436000000000002,-0.6436000000000002,5.9023,6.04,5.8,0.2400000000000002,0.08000000000000007,6.0492,6.32,5.88,0.4400000000000004,-0.4400000000000004,30749,72182,15387,56795,-53541
2017-02-26,5.456,5.92,5.0,0.9199999999999999,-0.9199999999999999,5.63192,5.92,5.28,0.6399999999999997,-0.6399999999999997,5.2104800000000004,5.44,4.84,0.6000000000000005,-0.5076,5.34552,5.52,5.1204,0.3995999999999995,-0.3995999999999995,34432,72869,16662,56207,-21999
2017-03-05,4.94432,5.2,4.8,0.40000000000000036,-0.40000000000000036,5.0488,5.2,4.843999999999999,0.35600000000000076,-0.35600000000000076,4.6896,4.84,4.44,0.39999999999999947,-0.3119999999999994,4.81808,4.96,4.6396,0.32040000000000024,-0.28000000000000025,31256,62778,20883,41895,-7922
2017-03-12,4.632,4.8,4.44,0.35999999999999943,0.1200000000000001,4.81592,5.0,4.72,0.28000000000000025,0.20000000000000018,4.5360000000000005,4.8,4.4,0.39999999999999947,0.20000000000000018,4.6718399999999995,4.88,4.5196,0.3604000000000003,0.28000000000000025,13974,25303,6916,18387,3670
2017-03-19,4.768,5.0,4.56,0.4400000000000004,-0.3200000000000003,4.88576,5.08,4.64,0.4400000000000004,-0.20000000000000018,4.52912,4.6044,4.4412,0.1631999999999998,-0.04440000000000044,4.6692,4.9464,4.56,0.3864000000000001,-0.3064,20758,40764,12215,28549,-26696
2017-03-26,4.88,5.08,4.6,0.4800000000000004,0.3200000000000003,5.15192,5.52,4.76,0.7599999999999998,0.16000000000000014,4.624,4.92,4.44,0.47999999999999954,0.15999999999999925,4.816,5.04,4.56,0.4800000000000004,0.040000000000000036,80363,190295,29655,160640,-6734
2017-04-02,4.72,4.96,4.56,0.40000000000000036,-0.2400000000000002,5.02328,6.0,4.6364,1.3636,-1.2000000000000002,4.56,4.68,4.48,0.1999999999999993,-0.08000000000000007,4.70568,4.96,4.52,0.4400000000000004,-0.20000000000000018,113056,384028,27978,356050,-348015
2017-04-09,4.7401,4.92,4.64,0.28000000000000025,-0.08000000000000007,4.84,4.96,4.72,0.2400000000000002,-0.2400000000000002,4.56,4.64,4.48,0.15999999999999925,0.0,4.7199,4.8,4.6396,0.1604000000000001,-0.1200000000000001,19891,32644,12493,20151,-20151
2017-04-16,4.656,4.76,4.6,0.16000000000000014,0.16000000000000014,4.80784,5.0,4.68,0.3200000000000003,0.20000000000000018,4.56,4.68,4.48,0.1999999999999993,0.1999999999999993,4.728,4.84,4.68,0.16000000000000014,0.1200000000000001,19992,32361,4228,28133,3115
2017-04-23,4.8,4.92,4.72,0.20000000000000018,-0.1200000000000001,4.88,4.96,4.8,0.16000000000000014,-0.16000000000000014,4.632,4.72,4.52,0.20000000000000018,-0.1200000000000001,4.7992,4.88,4.72,0.16000000000000014,-0.036000000000000476,15403,23555,8927,14628,6138
2017-04-30,4.654,4.8,4.56,0.2400000000000002,-0.20000000000000018,4.792,5.12,4.64,0.4800000000000004,0.3200000000000003,4.561999999999999,4.5696,4.56,0.009600000000000719,0.009200000000000763,4.68,4.88,4.56,0.3200000000000003,0.16000000000000014,34211,123402,7136,116266,108838
2017-05-07,4.952,5.32,4.3,1.0200000000000005,0.6699999999999999,5.40334,5.659,5.1778,0.4811999999999994,-0.12209999999999965,4.84168,5.12,4.2684,0.8516000000000004,0.7016,5.026,5.21,4.79,0.41999999999999993,0.20000000000000018,83803,140016,31699,108317,-6567
2017-05-14,4.562,5.02,4.25,0.7699999999999996,-0.6999999999999993,4.730119999999999,5.14,4.56,0.5800000000000001,-0.5599999999999996,4.388,4.61,4.25,0.3600000000000003,-0.29000000000000004,4.4799999999999995,4.72,4.25,0.46999999999999975,-0.17999999999999972,31780,52536,12382,40154,-34480
2017-05-21,4.4742,4.7,4.1,0.6000000000000005,-0.5,4.57706,4.99,4.1,0.8900000000000006,-0.8900000000000006,4.12856,4.5669,3.3659,1.2010000000000005,-1.1940999999999997,4.26396,4.74,3.5,1.2400000000000002,-1.2400000000000002,62862,97640,21917,75723,53231
2017-05-28,3.265,3.66,2.9,0.7600000000000002,-0.7600000000000002,3.34965,3.84,3.01,0.8300000000000001,-0.8300000000000001,2.9975,3.41,2.81,0.6000000000000001,-0.5100000000000002,3.1,3.42,2.98,0.43999999999999995,-0.43999999999999995,94245,188858,34092,154766,-64656
2017-06-04,2.784,3.1,2.65,0.4500000000000002,-0.3500000000000001,2.844,3.1,2.75,0.3500000000000001,-0.30000000000000027,2.60542,2.67,2.55,0.1200000000000001,0.1200000000000001,2.694,2.76,2.62,0.13999999999999968,0.06999999999999984,273307,572273,125242,447031,-340291
2017-06-11,2.886,2.97,2.81,0.16000000000000014,0.06999999999999984,2.9638,3.11,2.88,0.22999999999999998,-0.22100000000000009,2.7632,2.85,2.696,0.15399999999999991,0.10399999999999965,2.864,2.9,2.8,0.10000000000000009,-0.010000000000000231,251089,686521,69615,616906,-616906
2017-06-18,2.97,3.15,2.85,0.2999999999999998,0.18999999999999995,3.108,3.46,2.85,0.6099999999999999,0.3599999999999999,2.84,2.98,2.72,0.2599999999999998,0.25,2.908,3.04,2.79,0.25,0.21999999999999975,995463,2662445,88324,2574121,789192
2017-06-25,3.1,3.2,2.89,0.31000000000000005,-0.2599999999999998,3.146,3.32,2.9,0.41999999999999993,-0.26000000000000023,2.788,3.07,2.35,0.7199999999999998,0.31999999999999984,2.9779999999999998,3.11,2.84,0.27,-0.14000000000000012,659464,1036277,360541,675736,-272803
2017-07-02,2.9274999999999998,3.17,2.8,0.3700000000000001,-0.14000000000000012,3.0300000000000002,3.25,2.93,0.31999999999999984,-0.009999999999999787,2.73525,2.79,2.65,0.14000000000000012,-0.10000000000000009,2.8225,2.93,2.7,0.22999999999999998,-0.07999999999999963,508259,877070,181131,695939,185586
2017-07-09,2.68,2.75,2.55,0.20000000000000018,-0.15000000000000036,2.7417599999999998,2.79,2.5989999999999998,0.19100000000000028,-0.19100000000000028,2.54596,2.69,2.23,0.45999999999999996,-0.45999999999999996,2.594,2.72,2.32,0.40000000000000036,-0.40000000000000036,243117,341371,158074,183297,47884
2017-07-16,2.5700000000000003,2.69,2.41,0.2799999999999998,0.20999999999999996,2.6404,2.693,2.49,0.20299999999999985,0.17999999999999972,2.48646,2.57,2.3723,0.19769999999999976,0.17769999999999975,2.574,2.65,2.41,0.23999999999999977,0.16999999999999993,180249,261362,118440,142922,-23728
2017-07-23,2.548,2.6,2.5,0.10000000000000009,-0.06000000000000005,2.58,2.6,2.55,0.050000000000000266,-0.050000000000000266,2.5,2.53,2.48,0.04999999999999982,0.0,2.54276,2.57,2.5,0.06999999999999984,-0.04999999999999982,113228,188158,66127,122031,-28114
2017-07-30,2.504,2.62,2.39,0.22999999999999998,-0.22999999999999998,2.532,2.62,2.44,0.18000000000000016,-0.18000000000000016,2.414,2.5,2.25,0.25,-0.25,2.44998,2.55,2.32,0.22999999999999998,-0.22999999999999998,135014,292038,54199,237839,226089
2017-08-06,2.476,2.62,2.39,0.22999999999999998,-0.08000000000000007,2.5020000000000002,2.62,2.42,0.20000000000000018,-0.18000000000000016,2.272,2.32,2.25,0.06999999999999984,-0.009999999999999787,2.36926,2.3964,2.3399,0.05649999999999977,0.026399999999999757,227957,432035,131083,300952,-262705
2017-08-13,2.42,2.49,2.39,0.10000000000000009,0.08000000000000007,2.4884,2.522,2.45,0.07199999999999962,0.031999999999999584,2.3240000000000003,2.39,2.22,0.16999999999999993,-0.040000000000000036,2.41,2.45,2.37,0.08000000000000007,-0.040000000000000036,150307,311529,52419,259110,40990
2017-08-20,2.396,2.45,2.33,0.1200000000000001,-0.06999999999999984,2.42088,2.4777,2.35,0.12769999999999992,-0.12769999999999992,2.32362,2.3781,2.25,0.12809999999999988,-0.08809999999999985,2.35806,2.43,2.28,0.15000000000000036,-0.10970000000000013,76692,116102,37789,78313,-13994
2017-08-27,2.492,2.64,2.41,0.22999999999999998,-0.040000000000000036,2.55198,2.65,2.48,0.16999999999999993,-0.10000000000000009,2.4182,2.47,2.4,0.07000000000000028,0.009000000000000341,2.4734,2.54,2.417,0.12300000000000022,-0.06999999999999984,221059,432053,69564,362489,-320108
2017-09-03,2.475,2.55,2.45,0.09999999999999964,-0.09999999999999964,2.4825,2.55,2.45,0.09999999999999964,-0.09999999999999964,2.3775,2.42,2.35,0.06999999999999984,-0.029999999999999805,2.425,2.46,2.39,0.06999999999999984,-0.06999999999999984,134225,147731,117286,30445,-30445
2017-09-10,2.474,2.55,2.39,0.1599999999999997,0.1599999999999997,2.526,2.55,2.47,0.07999999999999963,0.009999999999999787,2.4164,2.452,2.39,0.06199999999999983,0.0,2.442,2.48,2.39,0.08999999999999986,-0.020000000000000018,125165,182074,87441,94633,-94633
2017-09-17,2.326,2.42,2.25,0.16999999999999993,-0.16999999999999993,2.38548,2.4985,2.31,0.1884999999999999,-0.1884999999999999,2.242,2.35,2.2,0.1499999999999999,-0.10999999999999988,2.258,2.35,2.22,0.1299999999999999,-0.0900000000000003,200632,362646,49328,313318,-123539
2017-09-24,2.238,2.27,2.2,0.06999999999999984,0.0,2.282,2.31,2.26,0.050000000000000266,-0.040000000000000036,2.206,2.23,2.2,0.029999999999999805,-0.029999999999999805,2.232,2.26,2.2,0.05999999999999961,-0.03999999999999959,129059,312923,66789,246134,10916
