Date,GNC_stock_Open_average,GNC_stock_Open_max,GNC_stock_Open_min,GNC_stock_Open_volatility,GNC_stock_Open_change,GNC_stock_High_average,GNC_stock_High_max,GNC_stock_High_min,GNC_stock_High_volatility,GNC_stock_High_change,GNC_stock_Low_average,GNC_stock_Low_max,GNC_stock_Low_min,GNC_stock_Low_volatility,GNC_stock_Low_change,GNC_stock_Close_average,GNC_stock_Close_max,GNC_stock_Close_min,GNC_stock_Close_volatility,GNC_stock_Close_change,GNC_stock_Volume_average,GNC_stock_Volume_max,GNC_stock_Volume_min,GNC_stock_Volume_volatility,GNC_stock_Volume_change
2016-01-03,31.332,32.51,30.65,1.8599999999999994,1.8599999999999994,32.23,32.74,31.45,1.2900000000000027,1.2799999999999976,30.884,32.03,29.82,2.210000000000001,2.210000000000001,31.842,32.51,31.22,1.2899999999999991,0.8800000000000026,2261701,2925531,1724609,1200922,657111
2016-01-10,29.892,32.15,25.94,6.209999999999997,-6.209999999999997,30.272,32.41,26.1,6.309999999999995,-6.309999999999995,28.216,30.47,24.37,6.099999999999998,-6.039999999999999,28.616,31.83,24.74,7.09,-5.680000000000003,3450645,5304242,2091895,3212347,3104270
2016-01-17,25.84,26.97,24.94,2.0299999999999976,2.0299999999999976,26.525,27.81,24.97,2.84,2.84,24.675,26.64,23.13,3.5100000000000016,3.5100000000000016,25.575,27.23,23.56,3.6700000000000017,3.6700000000000017,4552457,7556344,1982750,5573594,-3142641
2016-01-24,27.522,28.02,27.15,0.870000000000001,0.22000000000000242,28.174,28.58,27.63,0.9499999999999993,0.5899999999999999,27.03,27.35,26.61,0.740000000000002,0.5899999999999999,27.564,28.02,27.04,0.9800000000000004,0.9700000000000024,1927410,3339240,1168880,2170360,-402099
2016-01-31,27.748,28.22,27.18,1.0399999999999991,-0.23999999999999844,28.11,28.28,27.78,0.5,-0.240000000000002,26.962,27.4,26.42,0.9799999999999969,-0.7099999999999973,27.516000000000002,28.07,26.87,1.1999999999999993,-1.1999999999999993,1451320,1707121,962823,744298,193989
2016-02-07,26.546,27.47,25.83,1.6400000000000006,0.8699999999999974,27.15,28.4,26.2,2.1999999999999993,0.6799999999999997,25.61,26.18,25.24,0.9400000000000013,-0.5600000000000023,26.28,26.98,25.56,1.4200000000000017,0.08000000000000185,2164264,2975517,1573309,1402208,-84892
2016-02-14,27.575,28.14,26.69,1.4499999999999993,1.4499999999999993,28.15,28.7,27.35,1.3499999999999979,0.8099999999999987,26.7875,27.44,25.66,1.7800000000000011,1.0300000000000011,27.7375,28.3,27.11,1.1900000000000013,-0.19000000000000128,1602822,1687717,1557562,130155,-7924
2016-02-21,27.946,28.5,27.36,1.1400000000000006,1.1400000000000006,28.36,28.8,28.03,0.7699999999999996,0.7699999999999996,27.476,28.17,27.21,0.9600000000000009,0.9600000000000009,28.186,28.45,27.81,0.6400000000000006,0.6400000000000006,1237888,1994996,790912,1204084,-1115676
2016-02-28,29.036,30.0,28.26,1.7399999999999984,1.7399999999999984,29.48,30.13,28.59,1.5399999999999991,1.5399999999999991,28.72,29.32,28.13,1.1900000000000013,1.1900000000000013,29.262,29.9,28.48,1.4199999999999982,1.0199999999999996,1349739,2025960,1007693,1018267,-1018267
2016-03-06,29.17,29.52,28.76,0.759999999999998,-0.39000000000000057,29.492,29.83,29.06,0.7699999999999996,-0.259999999999998,28.71,29.31,28.3,1.009999999999998,-0.4599999999999973,29.088,29.69,28.72,0.9700000000000024,-0.25,946522,1126956,798474,328482,-251218
2016-03-13,29.058,29.56,28.33,1.2300000000000004,0.18999999999999773,29.762,31.1,29.07,2.030000000000001,1.6500000000000021,28.638,29.55,27.84,1.7100000000000009,0.6999999999999993,29.355999999999998,30.64,28.36,2.280000000000001,1.6700000000000017,1414637,3356612,787000,2569612,2569612
2016-03-20,30.355,30.65,29.92,0.7299999999999969,-0.21999999999999886,30.785,30.9,30.7,0.1999999999999993,-0.129999999999999,29.927500000000002,30.02,29.86,0.16000000000000014,0.10000000000000142,30.415,30.58,30.11,0.46999999999999886,0.3100000000000023,1176317,1327959,775467,552492,-42155
2016-03-27,31.038,31.58,30.42,1.1599999999999966,1.1099999999999994,31.454,31.88,30.95,0.9299999999999997,0.7699999999999996,30.758,31.26,30.21,1.0500000000000007,0.4800000000000004,31.291999999999998,31.75,30.52,1.2300000000000004,1.0899999999999999,1261322,1689320,941858,747462,509713
2016-04-03,31.12,32.0,30.24,1.7600000000000016,-0.26000000000000156,31.586000000000002,32.18,30.69,1.4899999999999984,-0.07000000000000028,30.558,30.79,30.08,0.7100000000000009,0.1999999999999993,31.054,32.08,30.55,1.5299999999999976,0.4700000000000024,1054460,1665404,649386,1016018,-160004
2016-04-10,31.892,33.03,31.09,1.9400000000000013,1.1500000000000021,32.544,33.15,31.47,1.6799999999999997,1.4399999999999977,31.596,32.24,30.83,1.4100000000000037,1.230000000000004,32.226,33.04,31.17,1.8699999999999974,1.6299999999999955,867195,1100658,706979,393679,-163986
2016-04-17,33.62,34.64,32.68,1.9600000000000009,1.6700000000000017,34.08,34.79,32.98,1.8100000000000023,1.8100000000000023,33.35,34.3,32.37,1.9299999999999997,1.9299999999999997,33.868,34.58,32.85,1.7299999999999969,1.7299999999999969,964533,1628395,569363,1059032,75032
2016-04-24,31.242,35.25,25.22,10.030000000000001,-9.32,31.88,35.9,25.89,10.009999999999998,-9.280000000000001,30.662,35.01,24.15,10.86,-10.25,31.128,35.6,24.36,11.240000000000002,-10.619999999999997,5119167,13128939,1509017,11619922,5314154
2016-05-01,25.844,25.97,25.72,0.25,0.1700000000000017,26.362,27.02,26.15,0.870000000000001,0.010000000000001563,25.436,25.89,24.55,1.3399999999999999,0.9699999999999989,26.044,26.29,25.94,0.34999999999999787,-0.0799999999999983,2888359,6245831,1751015,4494816,-4494816
2016-05-08,25.738,26.51,24.89,1.620000000000001,-1.0500000000000007,26.084,26.71,25.38,1.3300000000000018,-1.120000000000001,25.366,26.07,24.81,1.2600000000000016,-0.8599999999999994,25.678,26.36,25.04,1.3200000000000003,-1.1800000000000033,1407629,1625266,1128084,497182,143212
2016-05-15,24.8,25.07,24.47,0.6000000000000014,-0.3100000000000023,25.186,25.42,24.75,0.6700000000000017,0.13000000000000256,24.532,24.74,24.12,0.6199999999999974,0.019999999999999574,24.914,25.23,24.54,0.6900000000000013,0.16000000000000014,1183115,1595752,911170,684582,7575
2016-05-22,25.2,25.63,24.75,0.879999999999999,0.5799999999999983,25.688,26.08,25.2,0.879999999999999,0.5999999999999979,25.05,25.63,24.52,1.1099999999999994,0.8999999999999986,25.422,26.08,24.73,1.3499999999999979,1.3499999999999979,1074060,1664873,639305,1025568,-410025
2016-05-29,26.0325,26.32,25.82,0.5,0.240000000000002,26.35,26.52,26.14,0.379999999999999,0.26000000000000156,25.7275,25.94,25.41,0.5300000000000011,0.120000000000001,26.1975,26.39,25.98,0.41000000000000014,0.3200000000000003,930568,1174613,847405,327208,-2284
2016-06-05,26.278000000000002,26.58,25.85,0.7299999999999969,-0.4299999999999997,26.566,26.91,25.92,0.9899999999999984,-0.639999999999997,25.971999999999998,26.58,25.22,1.3599999999999994,-0.7699999999999996,26.316,26.78,25.65,1.1300000000000026,-0.6600000000000001,680607,791749,623055,168694,30339
2016-06-12,25.338,25.54,25.16,0.379999999999999,-0.379999999999999,25.69,26.05,25.46,0.5899999999999999,0.22000000000000242,25.006,25.2,24.86,0.33999999999999986,-0.28999999999999915,25.34,25.51,25.25,0.26000000000000156,-0.120000000000001,886050,1176883,689447,487436,190046
2016-06-19,25.294,25.77,24.6,1.1699999999999982,-1.0799999999999983,25.766,26.3,24.91,1.3900000000000006,-1.3900000000000006,24.894,25.57,24.33,1.240000000000002,-1.240000000000002,25.259999999999998,25.93,24.5,1.4299999999999997,-1.4299999999999997,2610152,7249610,979206,6270404,6270404
