Date,SPDR S&P International DividendEtf_Open_average,SPDR S&P International DividendEtf_Open_max,SPDR S&P International DividendEtf_Open_min,SPDR S&P International DividendEtf_Open_volatility,SPDR S&P International DividendEtf_Open_change,SPDR S&P International DividendEtf_High_average,SPDR S&P International DividendEtf_High_max,SPDR S&P International DividendEtf_High_min,SPDR S&P International DividendEtf_High_volatility,SPDR S&P International DividendEtf_High_change,SPDR S&P International DividendEtf_Low_average,SPDR S&P International DividendEtf_Low_max,SPDR S&P International DividendEtf_Low_min,SPDR S&P International DividendEtf_Low_volatility,SPDR S&P International DividendEtf_Low_change,SPDR S&P International DividendEtf_Close_average,SPDR S&P International DividendEtf_Close_max,SPDR S&P International DividendEtf_Close_min,SPDR S&P International DividendEtf_Close_volatility,SPDR S&P International DividendEtf_Close_change
2016-01-03,31.47,31.47,31.47,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2016-01-10,29.95,29.95,29.95,0.0,0.0,30.17,30.17,30.17,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2016-01-17,30.83,30.83,30.83,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.78,30.78,30.78,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2016-01-24,31.79,31.79,31.79,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.73,31.73,31.73,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2016-01-31,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2016-02-07,30.21,30.21,30.21,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2016-02-14,31.41,31.41,31.41,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2016-02-21,31.8,31.8,31.8,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2016-02-28,33.5,33.5,33.5,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2016-03-06,34.07,34.07,34.07,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2016-03-13,35.33,35.33,35.33,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2016-03-20,33.9,33.9,33.9,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.77,33.77,33.77,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2016-03-27,34.37,34.37,34.37,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2016-04-03,34.21,34.21,34.21,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2016-04-10,35.72,35.72,35.72,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.67,35.67,35.67,0.0,0.0
2016-04-17,36.44,36.44,36.44,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2016-04-24,36.68,36.68,36.68,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2016-05-01,34.88,34.88,34.88,0.0,0.0,35.2,35.2,35.2,0.0,0.0,34.84,34.84,34.84,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2016-05-08,34.86,34.86,34.86,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2016-05-15,35.01,35.01,35.01,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2016-05-22,35.69,35.69,35.69,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2016-05-29,35.62,35.62,35.62,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2016-06-05,35.74,35.74,35.74,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2016-06-12,34.23,34.23,34.23,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2016-06-19,33.55,33.55,33.55,0.0,0.0,34.25,34.25,34.25,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2016-06-26,35.25,35.25,35.25,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.35,35.35,35.35,0.0,0.0
2016-07-03,34.93,34.93,34.93,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.8,34.8,34.8,0.0,0.0,35.01,35.01,35.01,0.0,0.0
2016-07-10,36.09,36.09,36.09,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2016-07-17,35.98,35.98,35.98,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.89,35.89,35.89,0.0,0.0
2016-07-24,36.38,36.38,36.38,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2016-07-31,36.53,36.53,36.53,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2016-08-07,37.59,37.59,37.59,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2016-08-14,37.44,37.44,37.44,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2016-08-21,37.31,37.31,37.31,0.0,0.0,37.78,37.78,37.78,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2016-08-28,37.02,37.02,37.02,0.0,0.0,37.14,37.14,37.14,0.0,0.0,36.91,36.91,36.91,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2016-09-04,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2016-09-11,35.54,35.54,35.54,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2016-09-18,36.49,36.49,36.49,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2016-09-25,36.79,36.79,36.79,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.79,36.79,36.79,0.0,0.0
2016-10-02,36.69,36.69,36.69,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2016-10-09,36.36,36.36,36.36,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2016-10-16,36.45,36.45,36.45,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2016-10-23,36.32,36.32,36.32,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.34,36.34,36.34,0.0,0.0
2016-10-30,35.68,35.68,35.68,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2016-11-06,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.74,34.74,34.74,0.0,0.0,35.01,35.01,35.01,0.0,0.0
2016-11-13,34.79,34.79,34.79,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2016-11-20,35.66,35.66,35.66,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.56,35.56,35.56,0.0,0.0
2016-11-27,35.81,35.81,35.81,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2016-12-04,36.91,36.91,36.91,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2016-12-11,35.38,35.38,35.38,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2016-12-18,35.62,35.62,35.62,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2016-12-25,36.26,36.26,36.26,0.0,0.0,36.26,36.26,36.26,0.0,0.0,35.97,35.97,35.97,0.0,0.0,36.06,36.06,36.06,0.0,0.0
2017-01-01,36.6,36.6,36.6,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2017-01-08,36.94,36.94,36.94,0.0,0.0,37.16,37.16,37.16,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2017-01-15,36.83,36.83,36.83,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2017-01-22,37.45,37.45,37.45,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2017-01-29,37.42,37.42,37.42,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2017-02-05,37.15,37.15,37.15,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2017-02-12,37.37,37.37,37.37,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.43,37.43,37.43,0.0,0.0
2017-02-19,37.47,37.47,37.47,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2017-02-26,37.13,37.13,37.13,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2017-03-05,37.29,37.29,37.29,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.27,37.27,37.27,0.0,0.0
2017-03-12,37.75,37.75,37.75,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2017-03-19,37.91,37.91,37.91,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2017-03-26,38.04,38.04,38.04,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2017-04-02,37.88,37.88,37.88,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2017-04-09,38.17,38.17,38.17,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2017-04-16,38.04,38.04,38.04,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.11,38.11,38.11,0.0,0.0
2017-04-23,38.62,38.62,38.62,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2017-04-30,38.91,38.91,38.91,0.0,0.0,39.3,39.3,39.3,0.0,0.0,38.89,38.89,38.89,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2017-05-07,38.82,38.82,38.82,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2017-05-14,39.34,39.34,39.34,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2017-05-21,39.57,39.57,39.57,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2017-05-28,40.09,40.09,40.09,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2017-06-04,39.85,39.85,39.85,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.9,39.9,39.9,0.0,0.0
2017-06-11,39.45,39.45,39.45,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2017-06-18,39.2,39.2,39.2,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.14,39.14,39.14,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2017-06-25,39.21,39.21,39.21,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2017-07-02,38.7,38.7,38.7,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2017-07-09,39.47,39.47,39.47,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2017-07-16,40.1,40.1,40.1,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2017-07-23,40.16,40.16,40.16,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2017-07-30,40.69,40.69,40.69,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2017-08-06,40.09,40.09,40.09,0.0,0.0,40.19,40.19,40.19,0.0,0.0,39.95,39.95,39.95,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2017-08-13,40.31,40.31,40.31,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2017-08-20,40.45,40.45,40.45,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.64,40.64,40.64,0.0,0.0
2017-08-27,40.88,40.88,40.88,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2017-09-03,41.22,41.22,41.22,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2017-09-10,40.86,40.86,40.86,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2017-09-17,40.55,40.55,40.55,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2017-09-24,40.28,40.28,40.28,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2017-10-01,40.04,40.04,40.04,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2017-10-08,40.91,40.91,40.91,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2017-10-15,40.66,40.66,40.66,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2017-10-22,40.1,40.1,40.1,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2017-10-29,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2017-11-05,40.43,40.43,40.43,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.41,40.41,40.41,0.0,0.0
