Date,MED_stock_Open_average,MED_stock_Open_max,MED_stock_Open_min,MED_stock_Open_volatility,MED_stock_Open_change,MED_stock_High_average,MED_stock_High_max,MED_stock_High_min,MED_stock_High_volatility,MED_stock_High_change,MED_stock_Low_average,MED_stock_Low_max,MED_stock_Low_min,MED_stock_Low_volatility,MED_stock_Low_change,MED_stock_Close_average,MED_stock_Close_max,MED_stock_Close_min,MED_stock_Close_volatility,MED_stock_Close_change,MED_stock_Volume_average,MED_stock_Volume_max,MED_stock_Volume_min,MED_stock_Volume_volatility,MED_stock_Volume_change
2016-01-03,28.9,29.78,28.56,1.2200000000000024,-1.2000000000000028,29.206,29.78,28.6,1.1799999999999997,-1.1799999999999997,28.162,28.56,27.74,0.8200000000000003,-0.5299999999999976,28.678,29.37,27.94,1.4299999999999997,-0.6499999999999986,103252,158378,50534,107844,-83506
2016-01-10,29.32,30.21,28.63,1.5800000000000018,-0.1700000000000017,29.830000000000002,30.3,28.85,1.4499999999999993,-1.379999999999999,28.876,29.44,28.09,1.3500000000000014,-0.6799999999999997,29.338,30.02,28.72,1.3000000000000007,-0.6799999999999997,168443,258157,119664,138493,-66239
2016-01-17,28.927500000000002,29.07,28.73,0.33999999999999986,-0.06999999999999673,29.2375,29.45,29.07,0.379999999999999,0.14000000000000057,28.43,28.74,27.98,0.759999999999998,0.2099999999999973,28.8775,29.21,28.51,0.6999999999999993,0.28000000000000114,107081,144542,84935,59607,30779
2016-01-24,28.862,29.24,28.42,0.8199999999999967,-0.8199999999999967,29.272,29.49,29.03,0.4599999999999973,0.1999999999999993,28.432,28.59,28.34,0.25,0.08000000000000185,28.806,29.23,28.46,0.7699999999999996,0.5700000000000003,96788,168025,49343,118682,99825
2016-01-31,28.348,28.87,27.73,1.1400000000000006,-1.0500000000000007,28.656,29.06,28.08,0.9800000000000004,-0.6799999999999997,27.77,28.2,27.43,0.7699999999999996,-0.7699999999999996,28.242,28.88,27.68,1.1999999999999993,-0.8999999999999986,129202,200441,93074,107367,-94739
2016-02-07,27.89,28.03,27.61,0.4200000000000017,0.41000000000000014,28.534,28.99,28.19,0.7999999999999972,0.5899999999999999,27.61,28.03,27.12,0.9100000000000001,0.6600000000000001,28.258,28.96,27.86,1.1000000000000014,0.6600000000000001,117776,189495,60341,129154,-72902
2016-02-14,29.41,29.45,29.37,0.0799999999999983,-0.0799999999999983,29.63,29.72,29.48,0.23999999999999844,0.23999999999999844,29.115,29.24,29.02,0.21999999999999886,0.07000000000000028,29.3675,29.52,29.17,0.34999999999999787,0.34999999999999787,132991,170067,83965,86102,-5283
2016-02-21,30.11,30.93,29.63,1.3000000000000007,1.3000000000000007,30.574,31.2,29.85,1.3499999999999979,1.3499999999999979,29.78,30.41,29.28,1.129999999999999,0.8499999999999979,30.224,30.8,29.68,1.120000000000001,0.6600000000000001,150910,223917,114782,109135,-109135
2016-02-28,30.556,30.71,30.31,0.40000000000000213,0.26000000000000156,30.796,30.88,30.75,0.129999999999999,-0.129999999999999,30.242,30.39,30.04,0.3500000000000014,0.16999999999999815,30.558,30.76,30.35,0.41000000000000014,0.16999999999999815,88322,134015,54508,79507,-53331
2016-03-06,30.262,30.98,28.36,2.620000000000001,-2.030000000000001,30.634,31.0,29.48,1.5199999999999996,-1.4899999999999984,29.862000000000002,30.5,27.64,2.8599999999999994,-2.6799999999999997,30.422,30.94,29.02,1.9200000000000017,-1.9200000000000017,205565,573149,89336,483813,417349
