Date,CHTR_stock_Open_average,CHTR_stock_Open_max,CHTR_stock_Open_min,CHTR_stock_Open_volatility,CHTR_stock_Open_change,CHTR_stock_High_average,CHTR_stock_High_max,CHTR_stock_High_min,CHTR_stock_High_volatility,CHTR_stock_High_change,CHTR_stock_Low_average,CHTR_stock_Low_max,CHTR_stock_Low_min,CHTR_stock_Low_volatility,CHTR_stock_Low_change,CHTR_stock_Close_average,CHTR_stock_Close_max,CHTR_stock_Close_min,CHTR_stock_Close_volatility,CHTR_stock_Close_change,CHTR_stock_Volume_average,CHTR_stock_Volume_max,CHTR_stock_Volume_min,CHTR_stock_Volume_volatility,CHTR_stock_Volume_change
2016-01-03,194.1,199.69,189.35,10.340000000000003,-6.02000000000001,196.936,201.33,193.84,7.490000000000009,-2.930000000000007,191.842,194.11,188.43,5.680000000000007,-1.460000000000008,193.66,196.34,192.03,4.310000000000002,-2.920000000000016,1571430,1894800,1334180,560620,-68830
2016-01-10,190.792,194.71,185.77,8.939999999999998,-7.769999999999982,194.224,199.06,187.45,11.610000000000014,-8.610000000000014,186.694,191.27,180.29,10.980000000000018,-10.980000000000018,189.414,194.24,182.57,11.670000000000016,-11.670000000000016,1695532,3070400,904080,2166320,2166320
2016-01-17,186.685,190.0,183.71,6.289999999999992,5.389999999999986,190.0725,193.54,186.02,7.519999999999982,7.519999999999982,183.3025,188.82,177.77,11.049999999999983,6.859999999999985,188.58,193.23,185.11,8.119999999999976,8.119999999999976,1701022,2233450,1062020,1171430,-171780
2016-01-24,189.408,193.43,184.89,8.54000000000002,-6.0,191.698,195.21,186.95,8.26000000000002,-4.240000000000009,185.558,189.87,181.73,8.140000000000015,-3.8300000000000125,187.672,190.6,182.8,7.799999999999983,-1.079999999999984,1437384,2064100,933390,1130710,1130710
2016-01-31,189.216,197.1,177.17,19.930000000000007,-10.440000000000026,195.252,200.12,189.12,11.0,-6.609999999999985,185.28,189.49,177.17,12.320000000000022,-7.590000000000003,190.938,195.14,186.4,8.73999999999998,-7.969999999999999,2866896,3620320,2215700,1404620,1326960
2016-02-07,179.652,183.29,175.96,7.329999999999984,-4.289999999999992,184.568,191.09,178.72,12.370000000000005,3.1100000000000136,175.054,178.04,172.67,5.3700000000000045,4.430000000000007,180.49,185.52,176.43,9.090000000000003,5.700000000000017,2706876,3837600,1770590,2067010,-1589490
2016-02-14,188.52249999999998,189.69,187.67,2.0200000000000102,0.6500000000000057,191.9275,194.19,188.04,6.150000000000006,5.0,184.39249999999998,185.97,181.75,4.219999999999999,4.219999999999999,189.7675,191.96,186.83,5.1299999999999955,5.1299999999999955,1676522,1960500,1253730,706770,-424690
2016-02-21,193.35999999999999,203.45,181.21,22.23999999999998,-11.780000000000001,195.89833333333334,203.49,181.24,22.25,-15.280000000000001,191.58166666666665,199.4,181.21,18.189999999999998,-11.519999999999982,194.52833333333334,202.43,181.24,21.189999999999998,-14.569999999999993,2109169,3592130,1673390,1918740,83615
2016-02-28,201.452,204.09,199.68,4.409999999999997,4.409999999999997,204.56799999999998,205.95,203.31,2.6399999999999864,0.710000000000008,199.396,200.84,198.13,2.710000000000008,2.710000000000008,202.216,204.36,198.58,5.780000000000001,5.780000000000001,2282040,2949830,1668250,1281580,-979850
2016-03-06,205.072,207.17,203.54,3.6299999999999955,2.9499999999999886,206.80599999999998,207.92,205.93,1.9899999999999807,1.7800000000000011,203.024,205.34,202.06,3.280000000000001,2.4000000000000057,205.12800000000001,207.49,202.3,5.189999999999998,2.5600000000000023,1595832,2163960,1197780,966180,966180
2016-03-13,211.9,221.62,205.33,16.289999999999992,15.030000000000001,216.506,224.49,206.9,17.590000000000003,16.80000000000001,210.682,221.0,203.07,17.930000000000007,15.719999999999999,215.246,222.32,205.71,16.609999999999985,16.590000000000003,2730220,5629180,963250,4665930,1889120
2016-03-20,223.7625,225.61,222.19,3.420000000000016,1.2199999999999989,225.0675,226.29,223.41,2.8799999999999955,-0.9300000000000068,221.1025,223.29,217.76,5.530000000000001,-3.3600000000000136,223.245,225.72,219.35,6.3700000000000045,-4.800000000000011,1801905,2026450,1613600,412850,-165460
2016-03-27,223.734,226.28,220.6,5.680000000000007,4.039999999999992,225.412,227.53,221.27,6.259999999999991,6.259999999999991,220.864,222.22,218.28,3.9399999999999977,3.9399999999999977,223.528,225.08,219.11,5.969999999999999,5.9199999999999875,1447594,1771210,1225830,545380,545380
2016-04-03,225.458,227.03,223.78,3.25,-0.5999999999999943,227.392,228.52,226.2,2.3200000000000216,-0.1599999999999966,223.554,225.03,222.35,2.680000000000007,-2.680000000000007,225.634,227.11,224.01,3.1000000000000227,-3.1000000000000227,1087416,1440320,915260,525060,-525060
2016-04-10,223.396,224.84,221.48,3.3600000000000136,-1.3700000000000045,225.156,226.71,223.61,3.0999999999999943,0.2599999999999909,221.07,221.86,220.38,1.4800000000000182,-0.9900000000000091,222.786,224.57,221.47,3.0999999999999943,2.9599999999999795,1109204,1299350,824400,474950,206620
2016-04-17,222.332,226.2,218.82,7.3799999999999955,-4.469999999999999,224.79399999999998,229.7,220.69,9.009999999999991,-4.219999999999999,219.056,222.93,214.3,8.629999999999995,-5.219999999999999,221.644,226.31,218.88,7.430000000000007,-4.060000000000002,1745828,2913380,897290,2016090,456260
