Date,GENStock_Open_average,GENStock_Open_max,GENStock_Open_min,GENStock_Open_volatility,GENStock_Open_change,GENStock_High_average,GENStock_High_max,GENStock_High_min,GENStock_High_volatility,GENStock_High_change,GENStock_Low_average,GENStock_Low_max,GENStock_Low_min,GENStock_Low_volatility,GENStock_Low_change,GENStock_Close_average,GENStock_Close_max,GENStock_Close_min,GENStock_Close_volatility,GENStock_Close_change,GENStock_Volume_average,GENStock_Volume_max,GENStock_Volume_min,GENStock_Volume_volatility,GENStock_Volume_change
2016-01-03,3.52,3.61,3.3,0.31000000000000005,-0.2200000000000002,3.62,3.77,3.46,0.31000000000000005,-0.1200000000000001,3.3819999999999997,3.55,3.19,0.3599999999999999,-0.20999999999999996,3.4739999999999998,3.64,3.28,0.3600000000000003,-0.26000000000000023,181243,218714,139458,79256,-79256
2016-01-10,3.074,3.27,2.85,0.41999999999999993,-0.3700000000000001,3.168,3.32,2.99,0.3299999999999996,-0.3299999999999996,2.834,3.06,2.72,0.33999999999999986,-0.20999999999999996,3.002,3.23,2.79,0.43999999999999995,-0.31999999999999984,289367,517220,169238,347982,229705
2016-01-17,2.725,2.82,2.64,0.17999999999999972,-0.1299999999999999,2.8025,2.94,2.75,0.18999999999999995,-0.16999999999999993,2.585,2.71,2.47,0.23999999999999977,-0.10000000000000009,2.6875,2.75,2.63,0.1200000000000001,0.020000000000000018,327580,411603,209662,201941,-92011
2016-01-24,1.938,2.49,1.7,0.7900000000000003,-0.6600000000000001,2.026,2.61,1.77,0.8399999999999999,-0.73,1.688,1.85,1.55,0.30000000000000004,-0.1200000000000001,1.76,1.86,1.68,0.18000000000000016,-0.06000000000000005,1176665,2155435,586692,1568743,-967668
2016-01-31,1.848,1.93,1.8,0.1299999999999999,0.09999999999999987,1.9,1.94,1.83,0.10999999999999988,0.010000000000000009,1.76,1.81,1.68,0.13000000000000012,0.1200000000000001,1.832,1.89,1.79,0.09999999999999987,-0.08999999999999986,276955,447316,191117,256199,-214702
2016-02-07,1.574,1.8,1.47,0.33000000000000007,-0.32000000000000006,1.618,1.8,1.51,0.29000000000000004,-0.25,1.448,1.51,1.42,0.09000000000000008,-0.08000000000000007,1.506,1.61,1.42,0.19000000000000017,-0.09000000000000008,351256,557869,171273,386596,-260801
2016-02-14,1.615,1.71,1.52,0.18999999999999995,0.11999999999999988,1.6724999999999999,1.75,1.59,0.15999999999999992,0.1299999999999999,1.545,1.59,1.5,0.09000000000000008,0.07000000000000006,1.6125,1.7,1.52,0.17999999999999994,0.09000000000000008,332656,508708,188089,320619,184519
2016-02-21,1.786,1.88,1.63,0.25,0.17000000000000015,1.862,1.94,1.74,0.19999999999999996,0.15999999999999992,1.716,1.77,1.59,0.17999999999999994,0.17999999999999994,1.8,1.9,1.7,0.19999999999999996,0.19999999999999996,292210,439992,131230,308762,-152263
2016-02-28,1.878,2.08,1.7,0.3800000000000001,0.20000000000000018,2.03,2.33,1.84,0.49,0.3900000000000001,1.812,2.03,1.7,0.32999999999999985,0.31999999999999984,1.932,2.18,1.76,0.42000000000000015,0.40000000000000013,382785,632673,175242,457431,279013
2016-03-06,2.326,2.44,2.18,0.2599999999999998,0.2599999999999998,2.434,2.62,2.29,0.33000000000000007,0.20999999999999996,2.208,2.39,2.1,0.29000000000000004,0.22999999999999998,2.322,2.5,2.15,0.3500000000000001,0.16000000000000014,266204,371390,200335,171055,94102
2016-03-13,2.644,2.79,2.47,0.31999999999999984,0.23999999999999977,2.794,2.85,2.72,0.1299999999999999,0.03000000000000025,2.54,2.6,2.44,0.16000000000000014,0.16000000000000014,2.67,2.81,2.54,0.27,-0.20000000000000018,309798,440303,182947,257356,-83061
2016-03-20,2.5225,2.73,2.29,0.43999999999999995,-0.43999999999999995,2.5675,2.74,2.36,0.38000000000000034,-0.38000000000000034,2.4125,2.6,2.24,0.3599999999999999,-0.3599999999999999,2.455,2.65,2.31,0.33999999999999986,-0.31000000000000005,176736,250795,85929,164866,-116239
2016-03-27,2.368,2.46,2.27,0.18999999999999995,-0.18999999999999995,2.416,2.47,2.32,0.15000000000000036,-0.14000000000000012,2.254,2.31,2.11,0.20000000000000018,-0.1499999999999999,2.334,2.41,2.21,0.20000000000000018,-0.16000000000000014,160034,246565,106422,140143,118852
2016-04-03,2.226,2.28,2.18,0.09999999999999964,0.020000000000000018,2.28,2.3,2.21,0.08999999999999986,-0.009999999999999787,2.172,2.19,2.15,0.040000000000000036,0.0,2.226,2.27,2.17,0.10000000000000009,-0.009999999999999787,163647,244541,88916,155625,-123009
2016-04-10,2.3120000000000003,2.43,2.21,0.2200000000000002,0.18999999999999995,2.428,2.51,2.34,0.16999999999999993,0.1499999999999999,2.284,2.4,2.19,0.20999999999999996,0.20999999999999996,2.362,2.45,2.2,0.25,0.25,220604,428301,131786,296515,-74026
2016-04-17,2.4699999999999998,2.61,2.4,0.20999999999999996,0.20999999999999996,2.574,2.69,2.5,0.18999999999999995,0.14000000000000012,2.428,2.54,2.37,0.16999999999999993,0.16000000000000014,2.508,2.59,2.43,0.1599999999999997,0.11999999999999966,137555,227099,75526,151573,-7213
2016-04-24,2.602,2.67,2.48,0.18999999999999995,0.029999999999999805,2.676,2.73,2.63,0.10000000000000009,0.010000000000000231,2.522,2.59,2.45,0.13999999999999968,0.020000000000000018,2.582,2.65,2.49,0.1599999999999997,0.029999999999999805,121304,160614,86619,73995,-24041
2016-05-01,2.466,2.5,2.41,0.08999999999999986,-0.009999999999999787,2.576,2.7,2.5,0.20000000000000018,0.040000000000000036,2.394,2.43,2.36,0.07000000000000028,0.07000000000000028,2.47,2.53,2.4,0.1299999999999999,-0.05999999999999961,142483,282156,59409,222747,-20776
