Date,ULTA_stock_Open_average,ULTA_stock_Open_max,ULTA_stock_Open_min,ULTA_stock_Open_volatility,ULTA_stock_Open_change,ULTA_stock_High_average,ULTA_stock_High_max,ULTA_stock_High_min,ULTA_stock_High_volatility,ULTA_stock_High_change,ULTA_stock_Low_average,ULTA_stock_Low_max,ULTA_stock_Low_min,ULTA_stock_Low_volatility,ULTA_stock_Low_change,ULTA_stock_Close_average,ULTA_stock_Close_max,ULTA_stock_Close_min,ULTA_stock_Close_volatility,ULTA_stock_Close_change,ULTA_stock_Volume_average,ULTA_stock_Volume_max,ULTA_stock_Volume_min,ULTA_stock_Volume_volatility,ULTA_stock_Volume_change
2016-01-03,182.046,184.8,179.8,5.0,2.130000000000024,184.608,186.49,183.27,3.219999999999999,0.20000000000001705,180.354,181.65,179.13,2.5200000000000102,1.1899999999999977,182.56799999999998,183.21,181.81,1.4000000000000057,0.3599999999999852,903460,1196625,567952,628673,-349074
2016-01-10,180.748,186.0,173.2,12.800000000000011,-9.439999999999998,182.154,186.0,174.49,11.509999999999991,-9.439999999999998,176.674,182.75,168.4,14.349999999999994,-11.460000000000008,179.008,185.62,170.45,15.170000000000016,-11.550000000000011,1075801,1658360,560657,1097703,1097703
2016-01-17,174.4325,177.95,171.98,5.969999999999999,5.969999999999999,178.6625,180.58,175.96,4.6200000000000045,2.210000000000008,171.89249999999998,175.55,168.53,7.02000000000001,5.160000000000025,176.45,179.73,174.26,5.469999999999999,4.4199999999999875,1213278,1557148,1041246,515902,135
2016-01-24,177.01600000000002,178.83,175.34,3.490000000000009,-3.1599999999999966,179.286,181.3,175.84,5.460000000000008,1.5200000000000102,173.998,175.67,171.29,4.3799999999999955,-0.37000000000000455,176.846,181.17,173.93,7.239999999999981,5.509999999999991,864031,1054480,763730,290750,180815
2016-01-31,176.492,180.5,168.75,11.75,-11.169999999999987,177.438,182.01,169.48,12.530000000000001,-12.530000000000001,169.756,177.76,155.81,21.94999999999999,-21.94999999999999,171.93,180.57,159.71,20.859999999999985,-20.859999999999985,1226153,2367486,650474,1717012,1619412
2016-02-07,154.066,156.76,152.0,4.759999999999991,-0.5199999999999818,156.436,158.64,154.66,3.9799999999999898,1.789999999999992,151.512,154.28,148.6,5.680000000000007,1.5300000000000011,154.592,158.49,151.98,6.510000000000019,3.1500000000000057,1475616,1885527,1066781,818746,-818746
2016-02-14,157.4025,160.61,153.16,7.450000000000017,-7.450000000000017,158.52749999999997,162.89,153.38,9.509999999999991,-8.509999999999991,152.445,158.16,146.77,11.389999999999986,-10.829999999999984,155.64,159.02,150.07,8.950000000000017,-8.950000000000017,2228567,3673523,971400,2702123,1854154
2016-02-21,159.33666666666667,165.57,151.0,14.569999999999993,13.780000000000001,162.59666666666666,166.97,156.87,10.099999999999994,7.909999999999997,158.48166666666668,164.74,150.43,14.310000000000002,14.310000000000002,161.655,164.75,156.27,8.47999999999999,8.469999999999999,1413001,1924192,1120578,803614,-451412
2016-02-28,167.288,169.96,165.0,4.960000000000008,4.960000000000008,169.45000000000002,171.19,168.5,2.6899999999999977,1.5500000000000114,165.498,167.58,164.0,3.5800000000000125,3.5800000000000125,168.054,169.38,165.19,4.189999999999998,3.780000000000001,953231,1183070,628748,554322,-554322
2016-03-06,168.754,186.6,159.56,27.039999999999992,18.03,171.344,192.06,164.32,27.74000000000001,23.170000000000016,165.266,184.1,158.21,25.889999999999986,21.049999999999983,168.32399999999998,191.62,159.01,32.610000000000014,26.980000000000018,3043880,6130719,1238029,4892690,4892690
