Date,HUBBStock_Open_average,HUBBStock_Open_max,HUBBStock_Open_min,HUBBStock_Open_volatility,HUBBStock_Open_change,HUBBStock_High_average,HUBBStock_High_max,HUBBStock_High_min,HUBBStock_High_volatility,HUBBStock_High_change,HUBBStock_Low_average,HUBBStock_Low_max,HUBBStock_Low_min,HUBBStock_Low_volatility,HUBBStock_Low_change,HUBBStock_Close_average,HUBBStock_Close_max,HUBBStock_Close_min,HUBBStock_Close_volatility,HUBBStock_Close_change,HUBBStock_Volume_average,HUBBStock_Volume_max,HUBBStock_Volume_min,HUBBStock_Volume_volatility,HUBBStock_Volume_change
2016-01-03,98.55,102.15,95.5,6.650000000000006,-4.579999999999998,99.938,102.89,96.99,5.900000000000006,-5.900000000000006,97.14,100.15,93.92,6.230000000000004,-4.930000000000007,98.18599999999999,101.98,94.91,7.070000000000007,-7.070000000000007,418887,609895,299525,310370,-45122
2016-01-10,91.752,94.8,88.78,6.019999999999996,-6.019999999999996,92.446,94.83,89.38,5.450000000000003,-5.450000000000003,89.478,91.6,87.06,4.539999999999992,-4.539999999999992,90.606,92.28,89.02,3.260000000000005,-2.910000000000011,432655,559301,354523,204778,-204778
2016-01-17,88.215,89.92,87.07,2.8500000000000085,-1.1299999999999955,89.2075,90.03,87.94,2.0900000000000034,-0.04000000000000625,86.4625,87.78,85.09,2.6899999999999977,-1.2199999999999989,87.7375,88.49,86.76,1.7299999999999898,-0.03999999999999204,348983,422187,214552,207635,207635
2016-01-24,86.752,87.96,83.16,4.799999999999997,-0.03999999999999204,89.122,90.71,88.49,2.219999999999999,2.219999999999999,85.876,87.33,83.16,4.170000000000002,0.8299999999999983,87.924,90.43,86.29,4.140000000000001,3.690000000000012,500786,732020,248809,483211,483211
2016-01-31,89.812,91.71,88.84,2.8699999999999903,2.1499999999999915,91.212,93.34,89.58,3.760000000000005,2.9200000000000017,88.526,90.0,86.73,3.269999999999996,1.6400000000000006,89.976,91.88,87.96,3.9200000000000017,0.09000000000000341,363139,567298,288010,279288,-36923
2016-02-07,89.354,90.54,88.13,2.410000000000011,0.769999999999996,90.59,91.05,90.06,0.9899999999999949,0.7099999999999937,88.178,89.41,86.56,2.8499999999999943,-0.25,89.786,89.96,89.36,0.5999999999999943,0.06999999999999318,290139,360584,199069,161515,-25371
2016-02-14,92.64750000000001,93.69,91.36,2.3299999999999983,1.0900000000000034,93.7525,94.47,92.97,1.5,0.6400000000000006,91.86500000000001,92.78,90.54,2.239999999999995,1.5,92.975,93.55,92.39,1.1599999999999966,1.1599999999999966,324197,381180,235124,146056,-119956
2016-02-21,95.888,98.12,94.6,3.5200000000000102,3.5200000000000102,97.312,99.55,96.0,3.549999999999997,3.549999999999997,95.358,97.92,93.9,4.019999999999996,4.019999999999996,97.036,98.86,95.72,3.1400000000000006,3.1400000000000006,330559,507773,212862,294911,-47695
2016-02-28,100.67999999999999,101.88,99.09,2.789999999999992,2.5600000000000023,101.66,102.61,100.17,2.4399999999999977,1.8599999999999994,100.124,101.41,98.67,2.739999999999995,2.1599999999999966,100.978,102.08,99.36,2.719999999999999,1.7099999999999937,377826,561622,246070,315552,189896
2016-03-06,100.46000000000001,101.26,99.56,1.7000000000000028,0.0799999999999983,101.024,101.84,99.86,1.980000000000004,-0.6899999999999977,99.47,100.25,98.57,1.6800000000000068,-0.45000000000000284,100.224,101.83,99.07,2.760000000000005,-1.269999999999996,258796,444906,184763,260143,-260143
