Date,VanEck Vectors PharmaceuticalEtf_Open_average,VanEck Vectors PharmaceuticalEtf_Open_max,VanEck Vectors PharmaceuticalEtf_Open_min,VanEck Vectors PharmaceuticalEtf_Open_volatility,VanEck Vectors PharmaceuticalEtf_Open_change,VanEck Vectors PharmaceuticalEtf_High_average,VanEck Vectors PharmaceuticalEtf_High_max,VanEck Vectors PharmaceuticalEtf_High_min,VanEck Vectors PharmaceuticalEtf_High_volatility,VanEck Vectors PharmaceuticalEtf_High_change,VanEck Vectors PharmaceuticalEtf_Low_average,VanEck Vectors PharmaceuticalEtf_Low_max,VanEck Vectors PharmaceuticalEtf_Low_min,VanEck Vectors PharmaceuticalEtf_Low_volatility,VanEck Vectors PharmaceuticalEtf_Low_change,VanEck Vectors PharmaceuticalEtf_Close_average,VanEck Vectors PharmaceuticalEtf_Close_max,VanEck Vectors PharmaceuticalEtf_Close_min,VanEck Vectors PharmaceuticalEtf_Close_volatility,VanEck Vectors PharmaceuticalEtf_Close_change
2016-03-13,56.3,56.3,56.3,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.18,56.18,56.18,0.0,0.0,56.82,56.82,56.82,0.0,0.0
2016-03-20,57.21,57.21,57.21,0.0,0.0,57.42,57.42,57.42,0.0,0.0,56.9,56.9,56.9,0.0,0.0,57.22,57.22,57.22,0.0,0.0
2016-03-27,56.42,56.42,56.42,0.0,0.0,57.53,57.53,57.53,0.0,0.0,56.37,56.37,56.37,0.0,0.0,57.44,57.44,57.44,0.0,0.0
2016-04-03,59.42,59.42,59.42,0.0,0.0,59.42,59.42,59.42,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.74,58.74,58.74,0.0,0.0
2016-04-10,59.34,59.34,59.34,0.0,0.0,59.34,59.34,59.34,0.0,0.0,59.03,59.03,59.03,0.0,0.0,59.31,59.31,59.31,0.0,0.0
2016-04-17,60.64,60.64,60.64,0.0,0.0,61.12,61.12,61.12,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.87,60.87,60.87,0.0,0.0
2016-04-24,58.95,58.95,58.95,0.0,0.0,58.96,58.96,58.96,0.0,0.0,57.85,57.85,57.85,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2016-05-01,56.86,56.86,56.86,0.0,0.0,56.99,56.99,56.99,0.0,0.0,55.95,55.95,55.95,0.0,0.0,56.37,56.37,56.37,0.0,0.0
2016-05-08,56.37,56.37,56.37,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.32,56.32,56.32,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2016-05-15,57.1,57.1,57.1,0.0,0.0,57.66,57.66,57.66,0.0,0.0,57.1,57.1,57.1,0.0,0.0,57.55,57.55,57.55,0.0,0.0
2016-05-22,58.61,58.61,58.61,0.0,0.0,58.95,58.95,58.95,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2016-05-29,59.85,59.85,59.85,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.23,59.23,59.23,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2016-06-05,58.17,58.17,58.17,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.02,58.02,58.02,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2016-06-12,57.53,57.53,57.53,0.0,0.0,57.53,57.53,57.53,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.85,56.85,56.85,0.0,0.0
2016-06-19,56.32,56.32,56.32,0.0,0.0,57.24,57.24,57.24,0.0,0.0,56.07,56.07,56.07,0.0,0.0,56.17,56.17,56.17,0.0,0.0
2016-06-26,58.49,58.49,58.49,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.79,58.79,58.79,0.0,0.0
2016-07-03,59.42,59.42,59.42,0.0,0.0,59.87,59.87,59.87,0.0,0.0,59.23,59.23,59.23,0.0,0.0,59.72,59.72,59.72,0.0,0.0
2016-07-10,60.75,60.75,60.75,0.0,0.0,60.94,60.94,60.94,0.0,0.0,60.38,60.38,60.38,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2016-07-17,61.11,61.11,61.11,0.0,0.0,61.18,61.18,61.18,0.0,0.0,60.92,60.92,60.92,0.0,0.0,61.18,61.18,61.18,0.0,0.0
2016-07-24,61.74,61.74,61.74,0.0,0.0,61.91,61.91,61.91,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.87,61.87,61.87,0.0,0.0
2016-07-31,61.57,61.57,61.57,0.0,0.0,61.57,61.57,61.57,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.47,61.47,61.47,0.0,0.0
2016-08-07,61.01,61.01,61.01,0.0,0.0,61.05,61.05,61.05,0.0,0.0,60.86,60.86,60.86,0.0,0.0,61.04,61.04,61.04,0.0,0.0
2016-08-14,60.94,60.94,60.94,0.0,0.0,61.1,61.1,61.1,0.0,0.0,60.79,60.79,60.79,0.0,0.0,61.09,61.09,61.09,0.0,0.0
2016-08-21,59.39,59.39,59.39,0.0,0.0,59.72,59.72,59.72,0.0,0.0,59.03,59.03,59.03,0.0,0.0,59.29,59.29,59.29,0.0,0.0
2016-08-28,59.12,59.12,59.12,0.0,0.0,59.12,59.12,59.12,0.0,0.0,58.69,58.69,58.69,0.0,0.0,58.84,58.84,58.84,0.0,0.0
2016-09-04,58.73,58.73,58.73,0.0,0.0,58.73,58.73,58.73,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.9,57.9,57.9,0.0,0.0
2016-09-11,58.76,58.76,58.76,0.0,0.0,58.82,58.82,58.82,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2016-09-18,59.21,59.21,59.21,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.21,59.21,59.21,0.0,0.0,59.36,59.36,59.36,0.0,0.0
2016-09-25,57.38,57.38,57.38,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.46,57.46,57.46,0.0,0.0
2016-10-02,57.13,57.13,57.13,0.0,0.0,57.3,57.3,57.3,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.9,56.9,56.9,0.0,0.0
2016-10-09,55.49,55.49,55.49,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2016-10-16,55.08,55.08,55.08,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.09,55.09,55.09,0.0,0.0
2016-10-23,53.29,53.29,53.29,0.0,0.0,53.29,53.29,53.29,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.44,52.44,52.44,0.0,0.0
2016-10-30,50.95,50.95,50.95,0.0,0.0,51.56,51.56,51.56,0.0,0.0,50.81,50.81,50.81,0.0,0.0,51.18,51.18,51.18,0.0,0.0
2016-11-06,54.71,54.71,54.71,0.0,0.0,54.71,54.71,54.71,0.0,0.0,53.88,53.88,53.88,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2016-11-13,53.44,53.44,53.44,0.0,0.0,53.44,53.44,53.44,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.79,52.79,52.79,0.0,0.0
2016-11-20,52.59,52.59,52.59,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2016-11-27,51.11,51.11,51.11,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2016-12-04,51.44,51.44,51.44,0.0,0.0,52.17,52.17,52.17,0.0,0.0,51.32,51.32,51.32,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2016-12-11,52.63,52.63,52.63,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2016-12-18,52.31,52.31,52.31,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.69,52.69,52.69,0.0,0.0
2016-12-25,52.56,52.56,52.56,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2017-01-01,54.02,54.02,54.02,0.0,0.0,54.24,54.24,54.24,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2017-01-08,53.03,53.03,53.03,0.0,0.0,53.18,53.18,53.18,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.97,52.97,52.97,0.0,0.0
2017-01-15,52.15,52.15,52.15,0.0,0.0,52.23,52.23,52.23,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2017-01-22,51.43,51.43,51.43,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.49,51.49,51.49,0.0,0.0
2017-01-29,52.8,52.8,52.8,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.79,52.79,52.79,0.0,0.0
2017-02-05,53.26,53.26,53.26,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.26,53.26,53.26,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2017-02-12,54.86,54.86,54.86,0.0,0.0,55.3,55.3,55.3,0.0,0.0,54.86,54.86,54.86,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2017-02-19,55.59,55.59,55.59,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.59,55.59,55.59,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2017-02-26,56.02,56.02,56.02,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.02,56.02,56.02,0.0,0.0,56.23,56.23,56.23,0.0,0.0
2017-03-05,55.85,55.85,55.85,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.77,55.77,55.77,0.0,0.0
2017-03-12,55.83,55.83,55.83,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.71,55.71,55.71,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2017-03-19,55.34,55.34,55.34,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.17,55.17,55.17,0.0,0.0
2017-03-26,55.33,55.33,55.33,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.14,55.14,55.14,0.0,0.0
2017-04-02,54.31,54.31,54.31,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2017-04-09,54.42,54.42,54.42,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.4,54.4,54.4,0.0,0.0
2017-04-16,53.58,53.58,53.58,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2017-04-23,55.42,55.42,55.42,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2017-04-30,56.05,56.05,56.05,0.0,0.0,56.07,56.07,56.07,0.0,0.0,55.76,55.76,55.76,0.0,0.0,56.05,56.05,56.05,0.0,0.0
2017-05-07,57.0,57.0,57.0,0.0,0.0,57.24,57.24,57.24,0.0,0.0,56.95,56.95,56.95,0.0,0.0,57.18,57.18,57.18,0.0,0.0
2017-05-14,56.73,56.73,56.73,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.83,56.83,56.83,0.0,0.0
2017-05-21,57.26,57.26,57.26,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.05,57.05,57.05,0.0,0.0,57.08,57.08,57.08,0.0,0.0
2017-05-28,58.29,58.29,58.29,0.0,0.0,58.37,58.37,58.37,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.15,58.15,58.15,0.0,0.0
2017-06-04,57.38,57.38,57.38,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.72,57.72,57.72,0.0,0.0
2017-06-11,57.65,57.65,57.65,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.74,57.74,57.74,0.0,0.0
2017-06-18,59.91,59.91,59.91,0.0,0.0,60.11,60.11,60.11,0.0,0.0,59.8,59.8,59.8,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2017-06-25,59.36,59.36,59.36,0.0,0.0,59.36,59.36,59.36,0.0,0.0,58.95,58.95,58.95,0.0,0.0,59.06,59.06,59.06,0.0,0.0
2017-07-02,57.81,57.81,57.81,0.0,0.0,58.06,58.06,58.06,0.0,0.0,57.62,57.62,57.62,0.0,0.0,58.02,58.02,58.02,0.0,0.0
2017-07-09,58.66,58.66,58.66,0.0,0.0,58.82,58.82,58.82,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.63,58.63,58.63,0.0,0.0
2017-07-16,59.06,59.06,59.06,0.0,0.0,59.18,59.18,59.18,0.0,0.0,58.94,58.94,58.94,0.0,0.0,59.15,59.15,59.15,0.0,0.0
2017-07-23,57.54,57.54,57.54,0.0,0.0,58.08,58.08,58.08,0.0,0.0,57.53,57.53,57.53,0.0,0.0,58.03,58.03,58.03,0.0,0.0
2017-07-30,55.88,55.88,55.88,0.0,0.0,55.88,55.88,55.88,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.44,55.44,55.44,0.0,0.0
2017-08-06,54.62,54.62,54.62,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.44,54.44,54.44,0.0,0.0
2017-08-13,54.05,54.05,54.05,0.0,0.0,54.31,54.31,54.31,0.0,0.0,53.85,53.85,53.85,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2017-08-20,54.68,54.68,54.68,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2017-08-27,55.67,55.67,55.67,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2017-09-03,56.6,56.6,56.6,0.0,0.0,57.08,57.08,57.08,0.0,0.0,56.6,56.6,56.6,0.0,0.0,57.02,57.02,57.02,0.0,0.0
2017-09-10,57.89,57.89,57.89,0.0,0.0,57.94,57.94,57.94,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.59,57.59,57.59,0.0,0.0
2017-09-17,57.71,57.71,57.71,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.73,57.73,57.73,0.0,0.0
2017-09-24,57.28,57.28,57.28,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.76,57.76,57.76,0.0,0.0
2017-10-01,58.34,58.34,58.34,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2017-10-08,58.09,58.09,58.09,0.0,0.0,58.17,58.17,58.17,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2017-10-15,58.22,58.22,58.22,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.2,58.2,58.2,0.0,0.0,58.32,58.32,58.32,0.0,0.0
2017-10-22,55.63,55.63,55.63,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.22,55.22,55.22,0.0,0.0
2017-10-29,54.47,54.47,54.47,0.0,0.0,55.11,55.11,55.11,0.0,0.0,54.47,54.47,54.47,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2017-11-05,55.31,55.31,55.31,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2017-11-12,55.86,55.86,55.86,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.73,55.73,55.73,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2017-11-19,56.61,56.61,56.61,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.57,56.57,56.57,0.0,0.0,56.79,56.79,56.79,0.0,0.0
2017-11-26,57.49,57.49,57.49,0.0,0.0,57.82,57.82,57.82,0.0,0.0,57.04,57.04,57.04,0.0,0.0,57.54,57.54,57.54,0.0,0.0
2017-12-03,57.36,57.36,57.36,0.0,0.0,58.02,58.02,58.02,0.0,0.0,57.33,57.33,57.33,0.0,0.0,58.02,58.02,58.02,0.0,0.0
2017-12-10,58.57,58.57,58.57,0.0,0.0,59.42,59.42,59.42,0.0,0.0,58.57,58.57,58.57,0.0,0.0,59.42,59.42,59.42,0.0,0.0
2017-12-17,59.68,59.68,59.68,0.0,0.0,59.68,59.68,59.68,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.5,59.5,59.5,0.0,0.0
2017-12-24,59.61,59.61,59.61,0.0,0.0,59.89,59.89,59.89,0.0,0.0,59.31,59.31,59.31,0.0,0.0,59.31,59.31,59.31,0.0,0.0
2017-12-31,60.99,60.99,60.99,0.0,0.0,61.35,61.35,61.35,0.0,0.0,60.99,60.99,60.99,0.0,0.0,61.35,61.35,61.35,0.0,0.0
